year,migback,pgisced97,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,Pre-primary Level,Very concerned,0.67950,105,148,0.60406,0.75494
1984,No migration background,Pre-primary Level,Somewhat concerned,0.26792,43,148,0.19632,0.33951
1984,No migration background,Primary Level,Somewhat concerned,0.43873,31,31,0.26116,0.61631
1984,No migration background,Lower Secondary Level,Very concerned,0.44696,1066,2314,0.42670,0.46723
1984,No migration background,Lower Secondary Level,Somewhat concerned,0.44048,1008,2314,0.42024,0.46071
1984,No migration background,Lower Secondary Level,Not concerned at all,0.11256,240,2314,0.09968,0.12544
1984,No migration background,Upper Secondary Level,Very concerned,0.53825,2513,4582,0.52381,0.55269
1984,No migration background,Upper Secondary Level,Somewhat concerned,0.40002,1818,4582,0.38583,0.41421
1984,No migration background,Upper Secondary Level,Not concerned at all,0.06173,251,4582,0.05476,0.06870
1984,No migration background,Post-secondary Non-tertiary Level,Very concerned,0.74314,139,182,0.67949,0.80679
1984,No migration background,Post-secondary Non-tertiary Level,Somewhat concerned,0.24487,43,182,0.18222,0.30752
1984,No migration background,First Stage of Tertiary Education,Very concerned,0.62293,382,574,0.58325,0.66261
1984,No migration background,First Stage of Tertiary Education,Somewhat concerned,0.32913,192,574,0.29065,0.36760
1984,No migration background,Second Stage of Tertiary Education,Very concerned,0.67842,456,641,0.64224,0.71461
1984,No migration background,Second Stage of Tertiary Education,Somewhat concerned,0.29018,185,641,0.25502,0.32535
1984,Direct migration background,Primary Level,Very concerned,0.26699,238,892,0.23794,0.29604
1984,Direct migration background,Primary Level,Somewhat concerned,0.43208,390,892,0.39955,0.46461
1984,Direct migration background,Primary Level,Not concerned at all,0.30093,264,892,0.27081,0.33105
1984,Direct migration background,Lower Secondary Level,Very concerned,0.40522,388,1035,0.37530,0.43515
1984,Direct migration background,Lower Secondary Level,Somewhat concerned,0.43714,447,1035,0.40690,0.46737
1984,Direct migration background,Lower Secondary Level,Not concerned at all,0.15764,200,1035,0.13543,0.17985
1984,Direct migration background,Upper Secondary Level,Very concerned,0.44732,395,1007,0.41660,0.47805
