year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,No answer / don't know,,,,,,,,,,,,
1984,Direct migration background,No answer / don't know,,,,,,,,,,,,
1984,Indirect migration background,No answer / don't know,,,,,,,,,,,,
1985,No migration background,Urban regions,,,,,,,,,,,,
1985,No migration background,Rural regions,,,,,,,,,,,,
1985,Direct migration background,Urban regions,,,,,,,,,,,,
1985,Direct migration background,Rural regions,,,,,,,,,,,,
1985,Indirect migration background,Urban regions,,,,,,,,,,,,
1985,Indirect migration background,Rural regions,,,,,,,,,,,,
1986,No migration background,Urban regions,,,,,,,,,,,,
1986,No migration background,Rural regions,,,,,,,,,,,,
1986,Direct migration background,Urban regions,,,,,,,,,,,,
1986,Direct migration background,Rural regions,,,,,,,,,,,,
1986,Indirect migration background,Urban regions,,,,,,,,,,,,
1986,Indirect migration background,Rural regions,,,,,,,,,,,,
1987,No migration background,Urban regions,,,,,,,,,,,,
1987,No migration background,Rural regions,,,,,,,,,,,,
1987,Direct migration background,Urban regions,,,,,,,,,,,,
1987,Direct migration background,Rural regions,,,,,,,,,,,,
1987,Indirect migration background,Urban regions,,,,,,,,,,,,
1987,Indirect migration background,Rural regions,,,,,,,,,,,,
1988,No migration background,Urban regions,,,,,,,,,,,,
1988,No migration background,Rural regions,,,,,,,,,,,,
1988,Direct migration background,Urban regions,,,,,,,,,,,,
1988,Direct migration background,Rural regions,,,,,,,,,,,,
1988,Indirect migration background,Urban regions,,,,,,,,,,,,
1988,Indirect migration background,Rural regions,,,,,,,,,,,,
1989,No migration background,Urban regions,,,,,,,,,,,,
1989,No migration background,Rural regions,,,,,,,,,,,,
1989,Direct migration background,Urban regions,,,,,,,,,,,,
1989,Direct migration background,Rural regions,,,,,,,,,,,,
1989,Indirect migration background,Urban regions,,,,,,,,,,,,
1989,Indirect migration background,Rural regions,,,,,,,,,,,,
1990,No migration background,No answer / don't know,,,,,,,,,,,,
1990,No migration background,Urban regions,,,,,,,,,,,,
1990,No migration background,Rural regions,,,,,,,,,,,,
1990,Direct migration background,No answer / don't know,,,,,,,,,,,,
1990,Direct migration background,Urban regions,,,,,,,,,,,,
1990,Direct migration background,Rural regions,,,,,,,,,,,,
1990,Indirect migration background,Urban regions,,,,,,,,,,,,
1990,Indirect migration background,Rural regions,,,,,,,,,,,,
1991,No migration background,No answer / don't know,,,,,,,,,,,,
1991,No migration background,Urban regions,,,,,,,,,,,,
1991,No migration background,Rural regions,,,,,,,,,,,,
1991,Direct migration background,No answer / don't know,,,,,,,,,,,,
1991,Direct migration background,Urban regions,,,,,,,,,,,,
1991,Direct migration background,Rural regions,,,,,,,,,,,,
1991,Indirect migration background,Urban regions,,,,,,,,,,,,
1991,Indirect migration background,Rural regions,,,,,,,,,,,,
1992,No migration background,No answer / don't know,,,,,,,,,,,,
1992,No migration background,Urban regions,,,,,,,,,,,,
1992,No migration background,Rural regions,,,,,,,,,,,,
1992,Direct migration background,No answer / don't know,,,,,,,,,,,,
1992,Direct migration background,Urban regions,,,,,,,,,,,,
1992,Direct migration background,Rural regions,,,,,,,,,,,,
1992,Indirect migration background,Urban regions,,,,,,,,,,,,
1992,Indirect migration background,Rural regions,,,,,,,,,,,,
1993,No migration background,Urban regions,,,,,,,,,,,,
1993,No migration background,Rural regions,,,,,,,,,,,,
1993,Direct migration background,Urban regions,,,,,,,,,,,,
1993,Direct migration background,Rural regions,,,,,,,,,,,,
1993,Indirect migration background,Urban regions,,,,,,,,,,,,
1993,Indirect migration background,Rural regions,,,,,,,,,,,,
1994,No migration background,Urban regions,,,,,,,,,,,,
1994,No migration background,Rural regions,,,,,,,,,,,,
1994,Direct migration background,Urban regions,,,,,,,,,,,,
1994,Direct migration background,Rural regions,,,,,,,,,,,,
1994,Indirect migration background,Urban regions,,,,,,,,,,,,
1994,Indirect migration background,Rural regions,,,,,,,,,,,,
1995,No migration background,Urban regions,,,,,,,,,,,,
1995,No migration background,Rural regions,,,,,,,,,,,,
1995,Direct migration background,Urban regions,,,,,,,,,,,,
1995,Direct migration background,Rural regions,,,,,,,,,,,,
1995,Indirect migration background,Urban regions,,,,,,,,,,,,
1995,Indirect migration background,Rural regions,,,,,,,,,,,,
1996,No migration background,Urban regions,,,,,,,,,,,,
1996,No migration background,Rural regions,,,,,,,,,,,,
1996,Direct migration background,Urban regions,,,,,,,,,,,,
1996,Direct migration background,Rural regions,,,,,,,,,,,,
1996,Indirect migration background,Urban regions,,,,,,,,,,,,
1996,Indirect migration background,Rural regions,,,,,,,,,,,,
1997,No migration background,No answer / don't know,,,,,,,,,,,,
1997,No migration background,Urban regions,,,,,,,,,,,,
1997,No migration background,Rural regions,,,,,,,,,,,,
1997,Direct migration background,Urban regions,,,,,,,,,,,,
1997,Direct migration background,Rural regions,,,,,,,,,,,,
1997,Indirect migration background,Urban regions,,,,,,,,,,,,
1997,Indirect migration background,Rural regions,,,,,,,,,,,,
1998,No migration background,Urban regions,,,,,,,,,,,,
1998,No migration background,Rural regions,,,,,,,,,,,,
1998,Direct migration background,Urban regions,,,,,,,,,,,,
1998,Direct migration background,Rural regions,,,,,,,,,,,,
1998,Indirect migration background,Urban regions,,,,,,,,,,,,
1998,Indirect migration background,Rural regions,,,,,,,,,,,,
1999,No migration background,Urban regions,,,,,,,,,,,,
1999,No migration background,Rural regions,,,,,,,,,,,,
1999,Direct migration background,Urban regions,,,,,,,,,,,,
1999,Direct migration background,Rural regions,,,,,,,,,,,,
1999,Indirect migration background,Urban regions,,,,,,,,,,,,
1999,Indirect migration background,Rural regions,,,,,,,,,,,,
2000,No migration background,Urban regions,,,,,,,,,,,,
2000,No migration background,Rural regions,,,,,,,,,,,,
2000,Direct migration background,Urban regions,,,,,,,,,,,,
2000,Direct migration background,Rural regions,,,,,,,,,,,,
2000,Indirect migration background,Urban regions,,,,,,,,,,,,
2000,Indirect migration background,Rural regions,,,,,,,,,,,,
2001,No migration background,Urban regions,11268,0.14210,0.12400,0.16019,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,No migration background,Rural regions,6973,0.14357,0.11973,0.16742,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,Direct migration background,Urban regions,2403,0.12253,0.08391,0.16114,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,Direct migration background,Rural regions,512,0.13340,0.06201,0.20479,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,Indirect migration background,Urban regions,664,0.04863,0.00230,0.09497,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2001,Indirect migration background,Rural regions,100,0.03346,-0.01744,0.08436,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2002,No migration background,Urban regions,,,,,,,,,,,,
2002,No migration background,Rural regions,,,,,,,,,,,,
2002,Direct migration background,Urban regions,,,,,,,,,,,,
2002,Direct migration background,Rural regions,,,,,,,,,,,,
2002,Indirect migration background,Urban regions,,,,,,,,,,,,
2002,Indirect migration background,Rural regions,,,,,,,,,,,,
2003,No migration background,Urban regions,11927,0.14593,0.12683,0.16503,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,No migration background,Rural regions,6843,0.15614,0.13282,0.17946,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,Direct migration background,Urban regions,2161,0.17370,0.11974,0.22766,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,Direct migration background,Rural regions,458,0.14768,0.02620,0.26917,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,Indirect migration background,Urban regions,676,0.05862,0.01432,0.10292,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2003,Indirect migration background,Rural regions,101,0.32384,-0.02562,0.67329,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2004,No migration background,Urban regions,,,,,,,,,,,,
2004,No migration background,Rural regions,,,,,,,,,,,,
2004,Direct migration background,Urban regions,,,,,,,,,,,,
2004,Direct migration background,Rural regions,,,,,,,,,,,,
2004,Indirect migration background,Urban regions,,,,,,,,,,,,
2004,Indirect migration background,Rural regions,,,,,,,,,,,,
2005,No migration background,Urban regions,11104,0.14112,0.12179,0.16046,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2005,No migration background,Rural regions,6401,0.13228,0.10956,0.15500,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2005,Direct migration background,Urban regions,1961,0.12223,0.08325,0.16120,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2005,Direct migration background,Rural regions,406,0.12725,0.04991,0.20460,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2005,Indirect migration background,Urban regions,718,0.03550,0.00182,0.06917,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2005,Indirect migration background,Rural regions,108,0.01889,-0.02638,0.06415,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2006,No migration background,Urban regions,,,,,,,,,,,,
2006,No migration background,Rural regions,,,,,,,,,,,,
2006,Direct migration background,Urban regions,,,,,,,,,,,,
2006,Direct migration background,Rural regions,,,,,,,,,,,,
2006,Indirect migration background,Urban regions,,,,,,,,,,,,
2006,Indirect migration background,Rural regions,,,,,,,,,,,,
2007,No migration background,Urban regions,11093,0.17449,0.15249,0.19649,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2007,No migration background,Rural regions,6517,0.14090,0.11750,0.16430,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2007,Direct migration background,Urban regions,1725,0.21069,0.14306,0.27832,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2007,Direct migration background,Rural regions,394,0.09737,0.03377,0.16096,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2007,Indirect migration background,Urban regions,668,0.09463,0.03867,0.15059,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2007,Indirect migration background,Rural regions,112,0.11541,0.00783,0.22299,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2008,No migration background,Urban regions,,,,,,,,,,,,
2008,No migration background,Rural regions,,,,,,,,,,,,
2008,Direct migration background,Urban regions,,,,,,,,,,,,
2008,Direct migration background,Rural regions,,,,,,,,,,,,
2008,Indirect migration background,Urban regions,,,,,,,,,,,,
2008,Indirect migration background,Rural regions,,,,,,,,,,,,
2009,No migration background,Urban regions,9785,0.15742,0.13516,0.17968,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2009,No migration background,Rural regions,5864,0.15899,0.13084,0.18714,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2009,Direct migration background,Urban regions,1341,0.14129,0.08221,0.20037,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2009,Direct migration background,Rural regions,318,0.09531,0.00361,0.18700,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2009,Indirect migration background,Urban regions,592,0.02960,0.00757,0.05162,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2009,Indirect migration background,Rural regions,117,0.03648,-0.05220,0.12516,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2010,No migration background,Urban regions,,,,,,,,,,,,
2010,No migration background,Rural regions,,,,,,,,,,,,
2010,Direct migration background,Urban regions,,,,,,,,,,,,
2010,Direct migration background,Rural regions,,,,,,,,,,,,
2010,Indirect migration background,Urban regions,,,,,,,,,,,,
2010,Indirect migration background,Rural regions,,,,,,,,,,,,
2011,No migration background,Urban regions,14662,0.13147,0.11610,0.14683,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2011,No migration background,Rural regions,9124,0.15001,0.12672,0.17330,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2011,Direct migration background,Urban regions,2549,0.14057,0.10122,0.17992,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2011,Direct migration background,Rural regions,799,0.12986,0.04682,0.21291,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2011,Indirect migration background,Urban regions,1004,0.04064,0.01417,0.06712,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2011,Indirect migration background,Rural regions,234,0.05269,-0.00726,0.11263,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2012,No migration background,Urban regions,3250,0.11539,0.07382,0.15696,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2012,No migration background,Rural regions,2279,0.13836,0.08623,0.19050,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2012,Direct migration background,Urban regions,878,0.23850,0.12641,0.35059,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2012,Direct migration background,Rural regions,316,0.31360,0.07789,0.54931,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2012,Indirect migration background,Urban regions,331,0.07694,0.02535,0.12853,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2012,Indirect migration background,Rural regions,91,0.20324,-0.11446,0.52093,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2013,No migration background,Urban regions,13277,0.13712,0.11981,0.15442,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2013,No migration background,Rural regions,8415,0.17429,0.15153,0.19706,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2013,Direct migration background,Urban regions,2149,0.16080,0.11405,0.20755,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2013,Direct migration background,Rural regions,708,0.12423,0.04905,0.19941,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2013,Indirect migration background,Urban regions,906,0.06756,0.03336,0.10176,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2013,Indirect migration background,Rural regions,221,0.05948,0.00176,0.11721,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2014,No migration background,Urban regions,,,,,,,,,,,,
2014,No migration background,Rural regions,,,,,,,,,,,,
2014,Direct migration background,Urban regions,,,,,,,,,,,,
2014,Direct migration background,Rural regions,,,,,,,,,,,,
2014,Indirect migration background,Urban regions,,,,,,,,,,,,
2014,Indirect migration background,Rural regions,,,,,,,,,,,,
2015,No migration background,Urban regions,11610,0.13786,0.11667,0.15904,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2015,No migration background,Rural regions,7408,0.15195,0.12886,0.17504,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2015,Direct migration background,Urban regions,3334,0.15365,0.11666,0.19064,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2015,Direct migration background,Rural regions,1137,0.16234,0.10258,0.22209,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2015,Indirect migration background,Urban regions,1252,0.08833,0.04815,0.12851,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2015,Indirect migration background,Rural regions,291,0.05024,0.00493,0.09555,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2016,No migration background,Urban regions,,,,,,,,,,,,
2016,No migration background,Rural regions,,,,,,,,,,,,
2016,Direct migration background,Urban regions,,,,,,,,,,,,
2016,Direct migration background,Rural regions,,,,,,,,,,,,
2016,Indirect migration background,Urban regions,,,,,,,,,,,,
2016,Indirect migration background,Rural regions,,,,,,,,,,,,
2017,No migration background,Urban regions,12266,0.13847,0.12033,0.15661,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2017,No migration background,Rural regions,7814,0.18002,0.15435,0.20569,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2017,Direct migration background,Urban regions,3500,0.14896,0.11525,0.18267,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2017,Direct migration background,Rural regions,1239,0.20712,0.13879,0.27545,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2017,Indirect migration background,Urban regions,1318,0.06870,0.04743,0.08997,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2017,Indirect migration background,Rural regions,280,0.05968,0.00868,0.11069,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2018,No migration background,Urban regions,,,,,,,,,,,,
2018,No migration background,Rural regions,,,,,,,,,,,,
2018,Direct migration background,Urban regions,,,,,,,,,,,,
2018,Direct migration background,Rural regions,,,,,,,,,,,,
2018,Indirect migration background,Urban regions,,,,,,,,,,,,
2018,Indirect migration background,Rural regions,,,,,,,,,,,,
2019,No migration background,No answer / don't know,484,0.26105,0.12013,0.40198,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2019,No migration background,Urban regions,12178,0.15531,0.13704,0.17359,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2019,No migration background,Rural regions,7458,0.17538,0.15153,0.19923,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2019,Direct migration background,No answer / don't know,32,0.05505,-0.02718,0.13729,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2019,Direct migration background,Urban regions,2967,0.20236,0.14932,0.25541,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2019,Direct migration background,Rural regions,1031,0.29588,0.19426,0.39751,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2019,Indirect migration background,No answer / don't know,38,0.01149,-0.02354,0.04651,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2019,Indirect migration background,Urban regions,1244,0.09076,0.06050,0.12102,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2019,Indirect migration background,Rural regions,291,0.13330,0.02497,0.24163,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2020,No migration background,Urban regions,,,,,,,,,,,,
2020,No migration background,Rural regions,,,,,,,,,,,,
2020,Direct migration background,Urban regions,,,,,,,,,,,,
2020,Direct migration background,Rural regions,,,,,,,,,,,,
2020,Indirect migration background,Urban regions,,,,,,,,,,,,
2020,Indirect migration background,Rural regions,,,,,,,,,,,,
2021,No migration background,No answer / don't know,,,,,,,,,,,,
2021,No migration background,Urban regions,7927,0.21855,0.18977,0.24734,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2021,No migration background,Rural regions,4570,0.26323,0.21598,0.31049,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2021,Direct migration background,Urban regions,3826,0.34064,0.27534,0.40593,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2021,Direct migration background,Rural regions,1106,0.20076,0.12104,0.28048,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2021,Indirect migration background,Urban regions,704,0.15376,0.09507,0.21245,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2021,Indirect migration background,Rural regions,178,0.45919,0.12572,0.79265,0.00000,0.00000,0.00000,0.00000,0.00000,,,
2022,No answer / don't know,Urban regions,,,,,,,,,,,,
2022,No answer / don't know,Rural regions,,,,,,,,,,,,
2022,No migration background,Urban regions,,,,,,,,,,,,
2022,No migration background,Rural regions,,,,,,,,,,,,
2022,Direct migration background,Urban regions,,,,,,,,,,,,
2022,Direct migration background,Rural regions,,,,,,,,,,,,
2022,Indirect migration background,Urban regions,,,,,,,,,,,,
2022,Indirect migration background,Rural regions,,,,,,,,,,,,
