year,quintil_oecd,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1998,1. Quintil,Westdeutschland,,,,,,,,,,,,
1998,1. Quintil,Ostdeutschland,,,,,,,,,,,,
1998,2. Quintil,Westdeutschland,,,,,,,,,,,,
1998,2. Quintil,Ostdeutschland,,,,,,,,,,,,
1998,3. Quintil,Westdeutschland,,,,,,,,,,,,
1998,3. Quintil,Ostdeutschland,,,,,,,,,,,,
1998,4. Quintil,Westdeutschland,,,,,,,,,,,,
1998,4. Quintil,Ostdeutschland,,,,,,,,,,,,
1998,5. Quintil,Westdeutschland,,,,,,,,,,,,
1998,5. Quintil,Ostdeutschland,,,,,,,,,,,,
1999,-6,Westdeutschland,,,,,,,,,,,,
1999,-6,Ostdeutschland,,,,,,,,,,,,
1999,1. Quintil,Westdeutschland,,,,,,,,,,,,
1999,1. Quintil,Ostdeutschland,,,,,,,,,,,,
1999,2. Quintil,Westdeutschland,,,,,,,,,,,,
1999,2. Quintil,Ostdeutschland,,,,,,,,,,,,
1999,3. Quintil,Westdeutschland,,,,,,,,,,,,
1999,3. Quintil,Ostdeutschland,,,,,,,,,,,,
1999,4. Quintil,Westdeutschland,,,,,,,,,,,,
1999,4. Quintil,Ostdeutschland,,,,,,,,,,,,
1999,5. Quintil,Westdeutschland,,,,,,,,,,,,
1999,5. Quintil,Ostdeutschland,,,,,,,,,,,,
2000,-6,Westdeutschland,,,,,,,,,,,,
2000,-6,Ostdeutschland,,,,,,,,,,,,
2000,1. Quintil,Westdeutschland,,,,,,,,,,,,
2000,1. Quintil,Ostdeutschland,,,,,,,,,,,,
2000,2. Quintil,Westdeutschland,,,,,,,,,,,,
2000,2. Quintil,Ostdeutschland,,,,,,,,,,,,
2000,3. Quintil,Westdeutschland,,,,,,,,,,,,
2000,3. Quintil,Ostdeutschland,,,,,,,,,,,,
2000,4. Quintil,Westdeutschland,,,,,,,,,,,,
2000,4. Quintil,Ostdeutschland,,,,,,,,,,,,
2000,5. Quintil,Westdeutschland,,,,,,,,,,,,
2000,5. Quintil,Ostdeutschland,,,,,,,,,,,,
2001,-6,Westdeutschland,,,,,,,,,,,,
2001,-6,Ostdeutschland,,,,,,,,,,,,
2001,1. Quintil,Westdeutschland,0.13847574301808907,0.11724195107861018,0.15970953495756796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156.0
2001,1. Quintil,Ostdeutschland,0.21056584448967441,0.1576134044651601,0.26351828451418874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0
2001,2. Quintil,Westdeutschland,0.1250014586607833,0.10858958547145324,0.14141333185011334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3291.0
2001,2. Quintil,Ostdeutschland,0.1528161437504368,0.13308732336931509,0.17254496413155854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1546.0
2001,3. Quintil,Westdeutschland,0.12336964821062099,0.10997770131714131,0.13676159510410066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4058.0
2001,3. Quintil,Ostdeutschland,0.1665585605274007,0.14767764607946726,0.18543947497533414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0
2001,4. Quintil,Westdeutschland,0.12011443190667755,0.10761402973890023,0.13261483407445487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3953.0
2001,4. Quintil,Ostdeutschland,0.25929485016138,0.21152324671121592,0.30706645361154405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0
2001,5. Quintil,Westdeutschland,0.14133714245407963,0.12382175674604895,0.15885252816211032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2804.0
2001,5. Quintil,Ostdeutschland,0.1738232562635038,0.12822911390756297,0.21941739861944465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0
2002,-6,Westdeutschland,,,,,,,,,,,,
2002,-6,Ostdeutschland,,,,,,,,,,,,
2002,1. Quintil,Westdeutschland,,,,,,,,,,,,
2002,1. Quintil,Ostdeutschland,,,,,,,,,,,,
2002,2. Quintil,Westdeutschland,,,,,,,,,,,,
2002,2. Quintil,Ostdeutschland,,,,,,,,,,,,
2002,3. Quintil,Westdeutschland,,,,,,,,,,,,
2002,3. Quintil,Ostdeutschland,,,,,,,,,,,,
2002,4. Quintil,Westdeutschland,,,,,,,,,,,,
2002,4. Quintil,Ostdeutschland,,,,,,,,,,,,
2002,5. Quintil,Westdeutschland,,,,,,,,,,,,
2002,5. Quintil,Ostdeutschland,,,,,,,,,,,,
2003,-6,Westdeutschland,,,,,,,,,,,,
2003,-6,Ostdeutschland,,,,,,,,,,,,
2003,1. Quintil,Westdeutschland,0.19626595141662062,0.1636480202110239,0.22888388262221734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1789.0
2003,1. Quintil,Ostdeutschland,0.15364535054303446,0.11597684353480261,0.19131385755126631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0
2003,2. Quintil,Westdeutschland,0.15208770015808207,0.1327194345548957,0.17145596576126843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2515.0
2003,2. Quintil,Ostdeutschland,0.16109892757446226,0.133525374939344,0.18867248020958052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311.0
2003,3. Quintil,Westdeutschland,0.1295364213157192,0.11457541639212528,0.14449742623931316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3403.0
2003,3. Quintil,Ostdeutschland,0.14695835718510974,0.1263587775920963,0.1675579367781232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435.0
2003,4. Quintil,Westdeutschland,0.1648450449884736,0.14579512190059798,0.18389496807634922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4025.0
2003,4. Quintil,Ostdeutschland,0.22400674628973388,0.18620505430964332,0.2618084382698245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046.0
2003,5. Quintil,Westdeutschland,0.11931144290523715,0.10950576097179979,0.12911712483867452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4833.0
2003,5. Quintil,Ostdeutschland,0.11614843207382235,0.09603770351340243,0.13625916063424226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0
2004,-6,Westdeutschland,,,,,,,,,,,,
2004,-6,Ostdeutschland,,,,,,,,,,,,
2004,1. Quintil,Westdeutschland,,,,,,,,,,,,
2004,1. Quintil,Ostdeutschland,,,,,,,,,,,,
2004,2. Quintil,Westdeutschland,,,,,,,,,,,,
2004,2. Quintil,Ostdeutschland,,,,,,,,,,,,
2004,3. Quintil,Westdeutschland,,,,,,,,,,,,
2004,3. Quintil,Ostdeutschland,,,,,,,,,,,,
2004,4. Quintil,Westdeutschland,,,,,,,,,,,,
2004,4. Quintil,Ostdeutschland,,,,,,,,,,,,
2004,5. Quintil,Westdeutschland,,,,,,,,,,,,
2004,5. Quintil,Ostdeutschland,,,,,,,,,,,,
2005,-6,Westdeutschland,,,,,,,,,,,,
2005,-6,Ostdeutschland,,,,,,,,,,,,
2005,1. Quintil,Westdeutschland,0.1151156885901719,0.0912313753558149,0.1390000018245289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1613.0
2005,1. Quintil,Ostdeutschland,0.12829057850682982,0.09770559373313245,0.15887556328052718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0
2005,2. Quintil,Westdeutschland,0.1379959878805489,0.11619123627678417,0.15980073948431361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2302.0
2005,2. Quintil,Ostdeutschland,0.16296808713670777,0.1342212583341551,0.19171491593926043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168.0
2005,3. Quintil,Westdeutschland,0.09659078620542931,0.08436926481389027,0.10881230759696835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3019.0
2005,3. Quintil,Ostdeutschland,0.1927540094944338,0.16042646191046409,0.22508155707840352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.0
2005,4. Quintil,Westdeutschland,0.14916879506734806,0.13143346167092013,0.166904128463776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3781.0
2005,4. Quintil,Ostdeutschland,0.18822734333378396,0.16111548198047349,0.21533920468709444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0
2005,5. Quintil,Westdeutschland,0.12498970120694822,0.11374272441176835,0.13623667800212808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4677.0
2005,5. Quintil,Ostdeutschland,0.17809190386412643,0.15100200547650036,0.2051818022517525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0
2006,-6,Westdeutschland,,,,,,,,,,,,
2006,-6,Ostdeutschland,,,,,,,,,,,,
2006,1. Quintil,Westdeutschland,,,,,,,,,,,,
2006,1. Quintil,Ostdeutschland,,,,,,,,,,,,
2006,2. Quintil,Westdeutschland,,,,,,,,,,,,
2006,2. Quintil,Ostdeutschland,,,,,,,,,,,,
2006,3. Quintil,Westdeutschland,,,,,,,,,,,,
2006,3. Quintil,Ostdeutschland,,,,,,,,,,,,
2006,4. Quintil,Westdeutschland,,,,,,,,,,,,
2006,4. Quintil,Ostdeutschland,,,,,,,,,,,,
2006,5. Quintil,Westdeutschland,,,,,,,,,,,,
2006,5. Quintil,Ostdeutschland,,,,,,,,,,,,
2007,-6,Westdeutschland,,,,,,,,,,,,
2007,-6,Ostdeutschland,,,,,,,,,,,,
2007,1. Quintil,Westdeutschland,0.11961567999684564,0.09909471427343028,0.140136645720261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1529.0
2007,1. Quintil,Ostdeutschland,0.18794209002545967,0.15014950168081787,0.22573467837010147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0
2007,2. Quintil,Westdeutschland,0.2023785319182915,0.1709543752694222,0.2338026885671608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2225.0
2007,2. Quintil,Ostdeutschland,0.15355025812095083,0.1262347129925042,0.18086580324939747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.0
2007,3. Quintil,Westdeutschland,0.12037151915504933,0.10591479510835511,0.13482824320174355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3085.0
2007,3. Quintil,Ostdeutschland,0.16726888712616703,0.14052023128770005,0.194017542964634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.0
2007,4. Quintil,Westdeutschland,0.18554590801180076,0.16481208261418034,0.20627973340942118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3695.0
2007,4. Quintil,Ostdeutschland,0.2107322969816965,0.1797413438129813,0.24172325015041168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0
2007,5. Quintil,Westdeutschland,0.16522050385196507,0.15185570512884908,0.17858530257508107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4964.0
2007,5. Quintil,Ostdeutschland,0.13768912054236965,0.10865598423394968,0.16672225685078962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0
2008,-6,Westdeutschland,,,,,,,,,,,,
2008,-6,Ostdeutschland,,,,,,,,,,,,
2008,1. Quintil,Westdeutschland,,,,,,,,,,,,
2008,1. Quintil,Ostdeutschland,,,,,,,,,,,,
2008,2. Quintil,Westdeutschland,,,,,,,,,,,,
2008,2. Quintil,Ostdeutschland,,,,,,,,,,,,
2008,3. Quintil,Westdeutschland,,,,,,,,,,,,
2008,3. Quintil,Ostdeutschland,,,,,,,,,,,,
2008,4. Quintil,Westdeutschland,,,,,,,,,,,,
2008,4. Quintil,Ostdeutschland,,,,,,,,,,,,
2008,5. Quintil,Westdeutschland,,,,,,,,,,,,
2008,5. Quintil,Ostdeutschland,,,,,,,,,,,,
2009,-6,Westdeutschland,,,,,,,,,,,,
2009,-6,Ostdeutschland,,,,,,,,,,,,
2009,1. Quintil,Westdeutschland,0.16769566174137576,0.13330114427999817,0.20209017920275335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.0
2009,1. Quintil,Ostdeutschland,0.15863888275182048,0.1154713932093311,0.20180637229430987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0
2009,2. Quintil,Westdeutschland,0.15640230171611189,0.12875520654171163,0.18404939689051214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1718.0
2009,2. Quintil,Ostdeutschland,0.17725860018728276,0.1409059111784911,0.21361128919607442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.0
2009,3. Quintil,Westdeutschland,0.12967634195738822,0.11147568035121459,0.14787700356356187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2486.0
2009,3. Quintil,Ostdeutschland,0.11960924943319914,0.09039903917648884,0.14881945968990945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113.0
2009,4. Quintil,Westdeutschland,0.15519488708297538,0.13641900384542124,0.17397077032052952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3284.0
2009,4. Quintil,Ostdeutschland,0.2142040731464005,0.18078222971427618,0.2476259165785248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0
2009,5. Quintil,Westdeutschland,0.1314608407836212,0.11851613332273805,0.14440554824450433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4693.0
2009,5. Quintil,Ostdeutschland,0.14451835979621183,0.11561671541995344,0.17342000417247022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.0
2010,-6,Westdeutschland,,,,,,,,,,,,
2010,-6,Ostdeutschland,,,,,,,,,,,,
2010,1. Quintil,Westdeutschland,,,,,,,,,,,,
2010,1. Quintil,Ostdeutschland,,,,,,,,,,,,
2010,2. Quintil,Westdeutschland,,,,,,,,,,,,
2010,2. Quintil,Ostdeutschland,,,,,,,,,,,,
2010,3. Quintil,Westdeutschland,,,,,,,,,,,,
2010,3. Quintil,Ostdeutschland,,,,,,,,,,,,
2010,4. Quintil,Westdeutschland,,,,,,,,,,,,
2010,4. Quintil,Ostdeutschland,,,,,,,,,,,,
2010,5. Quintil,Westdeutschland,,,,,,,,,,,,
2010,5. Quintil,Ostdeutschland,,,,,,,,,,,,
2011,-6,Westdeutschland,,,,,,,,,,,,
2011,-6,Ostdeutschland,,,,,,,,,,,,
2011,1. Quintil,Westdeutschland,0.10107849908904905,0.08119720190632516,0.12095979627177293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2306.0
2011,1. Quintil,Ostdeutschland,0.12070840191442733,0.09832047841886214,0.14309632540999254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.0
2011,2. Quintil,Westdeutschland,0.149840705166182,0.13111395164122683,0.16856745869113718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3455.0
2011,2. Quintil,Ostdeutschland,0.2100458750600505,0.16708472593660517,0.25300702418349585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.0
2011,3. Quintil,Westdeutschland,0.13258478839774535,0.1174921542122383,0.1476774225832524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4293.0
2011,3. Quintil,Ostdeutschland,0.17688765688416752,0.15054813512013143,0.2032271786482036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.0
2011,4. Quintil,Westdeutschland,0.154365780947062,0.140369398715779,0.168362163178345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5270.0
2011,4. Quintil,Ostdeutschland,0.1912540831527381,0.163128592049288,0.21937957425618818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397.0
2011,5. Quintil,Westdeutschland,0.09478679950088185,0.08680768106249771,0.102765917939266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6736.0
2011,5. Quintil,Ostdeutschland,0.1465663761916273,0.12370396746553725,0.16942878491771735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0
2012,-6,Westdeutschland,,,,,,,,,,,,
2012,-6,Ostdeutschland,,,,,,,,,,,,
2012,1. Quintil,Westdeutschland,0.1989860979944357,0.14116917031404866,0.2568030256748227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0
2012,1. Quintil,Ostdeutschland,0.10378634034325611,0.04623986458482619,0.16133281610168604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0
2012,2. Quintil,Westdeutschland,0.18468767873483516,0.1473232832984227,0.22205207417124762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.0
2012,2. Quintil,Ostdeutschland,0.045199146882979935,0.03115392977390013,0.05924436399205974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0
2012,3. Quintil,Westdeutschland,0.11946716377803164,0.09025674677635084,0.14867758077971244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.0
2012,3. Quintil,Ostdeutschland,0.25799746089887987,0.17189163217145798,0.34410328962630177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0
2012,4. Quintil,Westdeutschland,0.25363372510845067,0.20061059274868515,0.3066568574682162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237.0
2012,4. Quintil,Ostdeutschland,0.06688133005445857,0.025303946937095208,0.10845871317182193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0
2012,5. Quintil,Westdeutschland,0.054982586857861185,0.03866000737840388,0.07130516633731848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0
2012,5. Quintil,Ostdeutschland,0.08279900430711962,0.028415339418499122,0.13718266919574013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
2013,-6,Westdeutschland,,,,,,,,,,,,
2013,-6,Ostdeutschland,,,,,,,,,,,,
2013,1. Quintil,Westdeutschland,0.23005114286153136,0.19728630508051093,0.2628159806425518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0
2013,1. Quintil,Ostdeutschland,0.1264129535506237,0.08975405396044908,0.16307185314079833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0
2013,2. Quintil,Westdeutschland,0.15995494935248433,0.13836964760916637,0.1815402510958023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2827.0
2013,2. Quintil,Ostdeutschland,0.27284601355269883,0.2313095804903327,0.314382446615065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.0
2013,3. Quintil,Westdeutschland,0.18259700003692045,0.16604280348473238,0.19915119658910851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3835.0
2013,3. Quintil,Ostdeutschland,0.12758543878850004,0.10852335095901945,0.14664752661798064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.0
2013,4. Quintil,Westdeutschland,0.1202223997643894,0.10802944503621692,0.1324153544925619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4927.0
2013,4. Quintil,Ostdeutschland,0.1499342782436138,0.12418252544188935,0.17568603104533825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.0
2013,5. Quintil,Westdeutschland,0.10575795376732407,0.09606846281353369,0.11544744472111444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6633.0
2013,5. Quintil,Ostdeutschland,0.207579431771464,0.17478840762261447,0.24037045592031356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0
2014,-6,Westdeutschland,,,,,,,,,,,,
2014,-6,Ostdeutschland,,,,,,,,,,,,
2014,1. Quintil,Westdeutschland,,,,,,,,,,,,
2014,1. Quintil,Ostdeutschland,,,,,,,,,,,,
2014,2. Quintil,Westdeutschland,,,,,,,,,,,,
2014,2. Quintil,Ostdeutschland,,,,,,,,,,,,
2014,3. Quintil,Westdeutschland,,,,,,,,,,,,
2014,3. Quintil,Ostdeutschland,,,,,,,,,,,,
2014,4. Quintil,Westdeutschland,,,,,,,,,,,,
2014,4. Quintil,Ostdeutschland,,,,,,,,,,,,
2014,5. Quintil,Westdeutschland,,,,,,,,,,,,
