year,pgisced97,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Pre-primary Level,No,0.45469,305,305,0.39871,0.51066
2011,Primary Level,Yes,0.21549,57,229,0.16212,0.26886
2011,Primary Level,No,0.62436,172,229,0.56150,0.68722
2011,Lower Secondary Level,Yes,0.20184,465,2164,0.18493,0.21876
2011,Lower Secondary Level,No,0.69193,1699,2164,0.67247,0.71139
2011,Upper Secondary Level,Yes,0.18275,2004,10489,0.17535,0.19015
2011,Upper Secondary Level,No,0.74379,8485,10489,0.73544,0.75215
2011,Post-secondary Non-tertiary Level,Yes,0.14232,180,1201,0.12255,0.16209
2011,Post-secondary Non-tertiary Level,No,0.73108,1021,1201,0.70599,0.75617
2011,First Stage of Tertiary Education,Yes,0.19437,287,1447,0.17397,0.21476
2011,First Stage of Tertiary Education,No,0.74631,1160,1447,0.72388,0.76874
2011,Second Stage of Tertiary Education,Yes,0.12272,615,4588,0.11322,0.13221
2011,Second Stage of Tertiary Education,No,0.78889,3973,4588,0.77707,0.80070
2013,Pre-primary Level,No,0.37418,255,255,0.31467,0.43369
2013,Primary Level,Yes,0.18406,50,192,0.12910,0.23902
2013,Primary Level,No,0.41727,142,192,0.34734,0.48720
2013,Lower Secondary Level,Yes,0.18223,422,1849,0.16463,0.19983
2013,Lower Secondary Level,No,0.58030,1427,1849,0.55780,0.60280
2013,Upper Secondary Level,Yes,0.18156,1859,9406,0.17377,0.18935
2013,Upper Secondary Level,No,0.69317,7547,9406,0.68385,0.70249
2013,Post-secondary Non-tertiary Level,Yes,0.12352,154,1097,0.10404,0.14300
2013,Post-secondary Non-tertiary Level,No,0.63461,943,1097,0.60610,0.66312
2013,First Stage of Tertiary Education,Yes,0.19249,265,1325,0.17126,0.21373
2013,First Stage of Tertiary Education,No,0.73689,1060,1325,0.71317,0.76061
2013,Second Stage of Tertiary Education,Yes,0.11653,613,4466,0.10712,0.12594
2013,Second Stage of Tertiary Education,No,0.73935,3853,4466,0.72647,0.75222
2015,Pre-primary Level,No,0.49397,339,339,0.44067,0.54727
2015,Primary Level,Yes,0.20863,79,409,0.16920,0.24806
2015,Primary Level,No,0.70300,330,409,0.65866,0.74734
2015,Lower Secondary Level,Yes,0.19268,503,2669,0.17772,0.20765
2015,Lower Secondary Level,No,0.75494,2166,2669,0.73862,0.77126
2015,Upper Secondary Level,Yes,0.20332,2194,11647,0.19601,0.21063
2015,Upper Secondary Level,No,0.78203,9453,11647,0.77454,0.78953
2015,Post-secondary Non-tertiary Level,Yes,0.13879,264,1953,0.12345,0.15413
2015,Post-secondary Non-tertiary Level,No,0.83030,1689,1953,0.81365,0.84696
2015,First Stage of Tertiary Education,Yes,0.18468,279,1525,0.16519,0.20416
2015,First Stage of Tertiary Education,No,0.81157,1246,1525,0.79194,0.83121
2015,Second Stage of Tertiary Education,Yes,0.12357,734,5873,0.11515,0.13198
2015,Second Stage of Tertiary Education,No,0.84029,5139,5873,0.83092,0.84966
2017,Pre-primary Level,No,0.52386,400,400,0.47486,0.57287
2017,Primary Level,Yes,0.18657,88,453,0.15066,0.22249
2017,Primary Level,No,0.70039,365,453,0.65816,0.74263
2017,Lower Secondary Level,Yes,0.20354,497,2739,0.18846,0.21862
2017,Lower Secondary Level,No,0.76351,2242,2739,0.74759,0.77943
2017,Upper Secondary Level,Yes,0.19489,2143,12068,0.18782,0.20195
2017,Upper Secondary Level,No,0.80209,9925,12068,0.79498,0.80920
2017,Post-secondary Non-tertiary Level,Yes,0.11690,288,2213,0.10351,0.13029
2017,Post-secondary Non-tertiary Level,No,0.88032,1925,2213,0.86680,0.89385
2017,First Stage of Tertiary Education,Yes,0.17606,289,1536,0.15701,0.19512
2017,First Stage of Tertiary Education,No,0.82394,1247,1536,0.80488,0.84299
2017,Second Stage of Tertiary Education,Yes,0.11246,719,6515,0.10479,0.12013
2017,Second Stage of Tertiary Education,No,0.88157,5796,6515,0.87372,0.88942
2019,Pre-primary Level,No,0.58505,326,326,0.53149,0.63862
2019,Primary Level,Yes,0.15996,72,390,0.12353,0.19639
2019,Primary Level,No,0.70192,318,390,0.65646,0.74737
2019,Lower Secondary Level,Yes,0.20959,439,2418,0.19336,0.22581
2019,Lower Secondary Level,No,0.74543,1979,2418,0.72806,0.76279
2019,Upper Secondary Level,Yes,0.19438,1995,11140,0.18703,0.20173
2019,Upper Secondary Level,No,0.80225,9145,11140,0.79485,0.80964
2019,Post-secondary Non-tertiary Level,Yes,0.12678,296,2177,0.11280,0.14076
