year,quintil_oecd_hh,regtyp,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,5th Quintile,Urban regions,No,0.98825,2324,2324,0.98387,0.99263
2011,5th Quintile,Rural regions,No,0.99062,777,777,0.98383,0.99740
2012,1st Quintile,Urban regions,Yes,0.03779,48,2149,0.02973,0.04586
2012,1st Quintile,Urban regions,No,0.96221,2101,2149,0.95414,0.97027
2012,1st Quintile,Rural regions,No,0.97482,1345,1345,0.96645,0.98320
2012,2nd Quintile,Urban regions,Yes,0.02627,41,1987,0.01923,0.03330
2012,2nd Quintile,Urban regions,No,0.97373,1946,1987,0.96670,0.98077
2012,2nd Quintile,Rural regions,No,0.97273,1241,1241,0.96366,0.98179
2012,3rd Quintile,Urban regions,No,0.98344,1894,1894,0.97769,0.98919
2012,3rd Quintile,Rural regions,No,0.98790,1201,1201,0.98171,0.99409
2012,4th Quintile,Urban regions,No,0.99148,1898,1898,0.98734,0.99561
2012,4th Quintile,Rural regions,No,0.98453,1032,1032,0.97700,0.99206
2012,5th Quintile,Urban regions,No,0.98744,2263,2263,0.98285,0.99203
2012,5th Quintile,Rural regions,No,0.98608,816,816,0.97803,0.99412
2013,1st Quintile,Urban regions,Yes,0.03225,56,2719,0.02561,0.03889
2013,1st Quintile,Urban regions,No,0.96775,2663,2719,0.96111,0.97439
2013,1st Quintile,Rural regions,No,0.97195,1418,1418,0.96335,0.98055
2013,2nd Quintile,Urban regions,Yes,0.02801,48,2356,0.02135,0.03467
2013,2nd Quintile,Urban regions,No,0.97199,2308,2356,0.96533,0.97865
2013,2nd Quintile,Rural regions,No,0.97276,1408,1408,0.96425,0.98127
2013,3rd Quintile,Urban regions,No,0.98121,2094,2094,0.97539,0.98703
2013,3rd Quintile,Rural regions,No,0.98436,1183,1183,0.97729,0.99144
2013,4th Quintile,Urban regions,No,0.99036,1999,1999,0.98608,0.99465
2013,4th Quintile,Rural regions,No,0.98643,1025,1025,0.97935,0.99352
2013,5th Quintile,Urban regions,No,0.99326,2413,2413,0.99000,0.99653
2013,5th Quintile,Rural regions,No,0.98865,760,760,0.98111,0.99618
2014,1st Quintile,Urban regions,Yes,0.03449,60,2211,0.02688,0.04210
2014,1st Quintile,Urban regions,No,0.96551,2151,2211,0.95790,0.97312
2014,1st Quintile,Rural regions,Yes,0.03329,31,1213,0.02319,0.04340
2014,1st Quintile,Rural regions,No,0.96671,1182,1213,0.95660,0.97681
2014,2nd Quintile,Urban regions,Yes,0.03365,50,2013,0.02577,0.04152
2014,2nd Quintile,Urban regions,No,0.96635,1963,2013,0.95848,0.97423
2014,2nd Quintile,Rural regions,No,0.98486,1260,1260,0.97811,0.99160
2014,3rd Quintile,Urban regions,No,0.98761,1903,1903,0.98264,0.99258
2014,3rd Quintile,Rural regions,No,0.98892,1142,1142,0.98285,0.99500
2014,4th Quintile,Urban regions,No,0.99027,1905,1905,0.98586,0.99468
2014,4th Quintile,Rural regions,No,0.98175,956,956,0.97326,0.99024
2014,5th Quintile,Urban regions,No,0.99658,2233,2233,0.99416,0.99900
2014,5th Quintile,Rural regions,No,0.98191,741,741,0.97231,0.99151
2015,1st Quintile,Urban regions,Yes,0.04629,61,2270,0.03764,0.05493
2015,1st Quintile,Urban regions,No,0.95371,2209,2270,0.94507,0.96236
2015,1st Quintile,Rural regions,Yes,0.03497,31,1203,0.02458,0.04535
2015,1st Quintile,Rural regions,No,0.96503,1172,1203,0.95465,0.97542
2015,2nd Quintile,Urban regions,Yes,0.02855,44,2005,0.02126,0.03584
2015,2nd Quintile,Urban regions,No,0.97145,1961,2005,0.96416,0.97874
2015,2nd Quintile,Rural regions,No,0.97977,1262,1262,0.97200,0.98754
2015,3rd Quintile,Urban regions,No,0.98401,1843,1843,0.97828,0.98974
2015,3rd Quintile,Rural regions,No,0.99018,1063,1063,0.98425,0.99611
2015,4th Quintile,Urban regions,No,0.99570,1807,1807,0.99268,0.99871
2015,4th Quintile,Rural regions,No,0.99380,926,926,0.98874,0.99886
2015,5th Quintile,Urban regions,No,0.99898,2186,2186,0.99764,1.00032
2015,5th Quintile,Rural regions,No,0.98983,714,714,0.98247,0.99720
2016,1st Quintile,Urban regions,Yes,0.04056,58,1973,0.03186,0.04927
2016,1st Quintile,Urban regions,No,0.95944,1915,1973,0.95073,0.96814
2016,1st Quintile,Rural regions,Yes,0.03860,36,1094,0.02718,0.05002
2016,1st Quintile,Rural regions,No,0.96140,1058,1094,0.94998,0.97282
2016,2nd Quintile,Urban regions,Yes,0.03974,44,1829,0.03079,0.04870
2016,2nd Quintile,Urban regions,No,0.96026,1785,1829,0.95130,0.96921
2016,2nd Quintile,Rural regions,No,0.98548,1151,1151,0.97857,0.99239
2016,3rd Quintile,Urban regions,No,0.98779,1681,1681,0.98254,0.99304
2016,3rd Quintile,Rural regions,No,0.98392,982,982,0.97605,0.99179
2016,4th Quintile,Urban regions,No,0.99610,1729,1729,0.99317,0.99904
2016,4th Quintile,Rural regions,No,0.98800,871,871,0.98076,0.99523
2016,5th Quintile,Urban regions,No,0.99789,2018,2018,0.99589,0.99989
2016,5th Quintile,Rural regions,No,0.99599,685,685,0.99126,1.00073
2017,1st Quintile,Urban regions,Yes,0.05357,76,3164,0.04572,0.06142
2017,1st Quintile,Urban regions,No,0.94643,3088,3164,0.93858,0.95428
2017,1st Quintile,Rural regions,Yes,0.04293,39,1650,0.03315,0.05271
2017,1st Quintile,Rural regions,No,0.95707,1611,1650,0.94729,0.96685
2017,2nd Quintile,Urban regions,Yes,0.03210,48,2015,0.02440,0.03980
2017,2nd Quintile,Urban regions,No,0.96790,1967,2015,0.96020,0.97560
2017,2nd Quintile,Rural regions,No,0.97841,1269,1269,0.97041,0.98641
2017,3rd Quintile,Urban regions,No,0.99124,1876,1876,0.98702,0.99546
2017,3rd Quintile,Rural regions,No,0.99486,1171,1171,0.99076,0.99896
2017,4th Quintile,Urban regions,No,0.99437,1979,1979,0.99107,0.99767
2017,4th Quintile,Rural regions,No,0.98989,998,998,0.98368,0.99610
2017,5th Quintile,Urban regions,No,0.99700,2293,2293,0.99477,0.99924
2017,5th Quintile,Rural regions,No,0.99824,756,756,0.99524,1.00123
2018,1st Quintile,Urban regions,Yes,0.05806,99,3568,0.05038,0.06573
2018,1st Quintile,Urban regions,No,0.94194,3469,3568,0.93427,0.94962
2018,1st Quintile,Rural regions,Yes,0.04778,51,1760,0.03782,0.05775
2018,1st Quintile,Rural regions,No,0.95222,1709,1760,0.94225,0.96218
2018,2nd Quintile,Urban regions,Yes,0.02468,44,2140,0.01811,0.03126
2018,2nd Quintile,Urban regions,No,0.97532,2096,2140,0.96874,0.98189
2018,2nd Quintile,Rural regions,No,0.98381,1257,1257,0.97683,0.99079
2018,3rd Quintile,Urban regions,No,0.98656,1856,1856,0.98132,0.99180
2018,3rd Quintile,Rural regions,No,0.99363,1077,1077,0.98887,0.99838
2018,4th Quintile,Urban regions,No,0.99488,1912,1912,0.99168,0.99808
2018,4th Quintile,Rural regions,No,0.98982,946,946,0.98342,0.99622
2018,5th Quintile,Urban regions,No,0.99726,2220,2220,0.99509,0.99944
2018,5th Quintile,Rural regions,No,0.99619,760,760,0.99181,1.00057
2019,1st Quintile,No answer / don't know,No,0.95709,102,102,0.91757,0.99661
2019,1st Quintile,Urban regions,Yes,0.07144,105,3330,0.06269,0.08019
2019,1st Quintile,Urban regions,No,0.92856,3225,3330,0.91981,0.93731
2019,1st Quintile,Rural regions,Yes,0.03991,46,1579,0.03025,0.04957
2019,1st Quintile,Rural regions,No,0.96009,1533,1579,0.95043,0.96975
2019,2nd Quintile,No answer / don't know,No,0.96742,95,95,0.93153,1.00331
2019,2nd Quintile,Urban regions,Yes,0.01998,33,1854,0.01361,0.02635
2019,2nd Quintile,Urban regions,No,0.98002,1821,1854,0.97365,0.98639
2019,2nd Quintile,Rural regions,No,0.98280,1164,1164,0.97532,0.99027
2019,3rd Quintile,Urban regions,No,0.97758,1744,1744,0.97063,0.98453
2019,3rd Quintile,Rural regions,No,0.98930,1014,1014,0.98296,0.99563
2019,4th Quintile,No answer / don't know,No,0.99538,74,74,0.97982,1.01094
2019,4th Quintile,Urban regions,No,0.99151,1840,1840,0.98732,0.99571
2019,4th Quintile,Rural regions,No,0.99092,969,969,0.98495,0.99690
2019,5th Quintile,No answer / don't know,No,0.97492,107,107,0.94515,1.00469
2019,5th Quintile,Urban regions,No,0.99781,3074,3074,0.99616,0.99946
2019,5th Quintile,Rural regions,No,0.99554,1136,1136,0.99166,0.99942
2020,1st Quintile,Urban regions,Yes,0.07858,107,4339,0.07057,0.08659
2020,1st Quintile,Urban regions,No,0.92142,4232,4339,0.91341,0.92943
2020,1st Quintile,Rural regions,Yes,0.03867,36,1683,0.02946,0.04789
2020,1st Quintile,Rural regions,No,0.96133,1647,1683,0.95211,0.97054
2020,2nd Quintile,Urban regions,Yes,0.02355,39,2205,0.01722,0.02988
2020,2nd Quintile,Urban regions,No,0.97645,2166,2205,0.97012,0.98278
2020,2nd Quintile,Rural regions,No,0.97980,1230,1230,0.97193,0.98766
2020,3rd Quintile,Urban regions,No,0.98982,1829,1829,0.98521,0.99442
2020,3rd Quintile,Rural regions,No,0.98964,994,994,0.98334,0.99594
2020,4th Quintile,Urban regions,No,0.99561,1893,1893,0.99263,0.99859
2020,4th Quintile,Rural regions,No,0.99776,917,917,0.99470,1.00082
2020,5th Quintile,Urban regions,No,0.99774,2726,2726,0.99596,0.99952
2020,5th Quintile,Rural regions,No,0.99641,967,967,0.99264,1.00018
2021,1st Quintile,Urban regions,Yes,0.04558,55,2277,0.03701,0.05415
2021,1st Quintile,Urban regions,No,0.95442,2222,2277,0.94585,0.96299
2021,1st Quintile,Rural regions,No,0.96774,898,898,0.95617,0.97930
2021,2nd Quintile,Urban regions,No,0.97593,1450,1450,0.96804,0.98382
2021,2nd Quintile,Rural regions,No,0.98371,860,860,0.97524,0.99218
2021,3rd Quintile,Urban regions,No,0.98221,1313,1313,0.97506,0.98937
2021,3rd Quintile,Rural regions,No,0.98860,719,719,0.98083,0.99636
2021,4th Quintile,Urban regions,No,0.98454,1380,1380,0.97803,0.99105
2021,4th Quintile,Rural regions,No,0.99040,673,673,0.98303,0.99777
2021,5th Quintile,Urban regions,No,0.99721,2013,2013,0.99491,0.99952
2021,5th Quintile,Rural regions,No,0.98679,683,683,0.97822,0.99536
2022,1st Quintile,Urban regions,Yes,0.04423,68,3591,0.03751,0.05096
2022,1st Quintile,Urban regions,No,0.95577,3523,3591,0.94904,0.96249
2022,1st Quintile,Rural regions,Yes,0.02897,33,1586,0.02072,0.03723
2022,1st Quintile,Rural regions,No,0.97103,1553,1586,0.96277,0.97928
2022,2nd Quintile,Urban regions,Yes,0.02130,49,2758,0.01591,0.02669
2022,2nd Quintile,Urban regions,No,0.97870,2709,2758,0.97331,0.98409
2022,2nd Quintile,Rural regions,No,0.96672,1346,1346,0.95714,0.97631
2022,3rd Quintile,Urban regions,Yes,0.02175,32,2315,0.01581,0.02770
2022,3rd Quintile,Urban regions,No,0.97825,2283,2315,0.97230,0.98419
2022,3rd Quintile,Rural regions,No,0.98167,1121,1121,0.97381,0.98953
2022,4th Quintile,Urban regions,No,0.99128,2330,2330,0.98750,0.99506
2022,4th Quintile,Rural regions,No,0.98407,1049,1049,0.97649,0.99165
2022,5th Quintile,Urban regions,No,0.99029,2751,2751,0.98663,0.99396
2022,5th Quintile,Rural regions,No,0.99482,1014,1014,0.99040,0.99924
