"year","bildungsniveau","sex","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2008","(Fach-)Abitur","maennlich","7.07","6.5","965","7","7.14"
"2008","(Fach-)Abitur","weiblich","7.14","6.5","1201","7.08","7.2"
"2008","(noch) kein Abschluss","maennlich","7.14","6.5","251","7","7.28"
"2008","(noch) kein Abschluss","weiblich","7.2","6.5","292","7.05","7.35"
"2008","AkademikerIn","maennlich","7.04","6.5","2293","7","7.08"
"2008","AkademikerIn","weiblich","7.07","6.5","1897","7.02","7.12"
"2008","Hauptschule","maennlich","7.04","6.5","3285","7","7.08"
"2008","Hauptschule","weiblich","7.09","6.5","3503","7.05","7.13"
"2008","Realschule","maennlich","6.9","6.5","2156","6.85","6.95"
"2008","Realschule","weiblich","7.09","6.5","2939","7.05","7.13"
"2009","(Fach-)Abitur","maennlich","7.02","6.5","885","6.95","7.09"
"2009","(Fach-)Abitur","weiblich","7.13","6.5","1114","7.07","7.19"
"2009","(noch) kein Abschluss","maennlich","7.17","6.5","245","7.04","7.3"
"2009","(noch) kein Abschluss","weiblich","6.99","6.5","237","6.83","7.15"
"2009","AkademikerIn","maennlich","7.01","6.5","2182","6.97","7.05"
"2009","AkademikerIn","weiblich","7.06","6.5","1845","7.02","7.1"
"2009","Hauptschule","maennlich","7.03","6.5","2989","6.98","7.08"
"2009","Hauptschule","weiblich","7.03","6.5","3184","6.98","7.08"
"2009","Realschule","maennlich","6.84","6.5","2015","6.79","6.89"
"2009","Realschule","weiblich","7","6.5","2777","6.96","7.04"
"2010","(Fach-)Abitur","maennlich","7.02","6.5","1247","6.96","7.08"
"2010","(Fach-)Abitur","weiblich","7.01","6.5","1809","6.96","7.06"
"2010","(noch) kein Abschluss","maennlich","7.15","6.5","372","7.04","7.26"
"2010","(noch) kein Abschluss","weiblich","6.91","6.5","398","6.77","7.05"
"2010","AkademikerIn","maennlich","6.98","6.5","2762","6.94","7.02"
"2010","AkademikerIn","weiblich","6.99","6.5","2604","6.95","7.03"
"2010","Hauptschule","maennlich","6.96","6.5","3619","6.92","7"
"2010","Hauptschule","weiblich","6.97","6.5","3842","6.93","7.01"
"2010","Realschule","maennlich","6.84","6.5","2644","6.8","6.88"
"2010","Realschule","weiblich","6.96","6.5","4136","6.93","6.99"
"2011","(Fach-)Abitur","maennlich","6.98","6.5","1445","6.93","7.03"
"2011","(Fach-)Abitur","weiblich","7.04","6.5","2184","7","7.08"
"2011","(noch) kein Abschluss","maennlich","6.92","6.5","419","6.81","7.03"
"2011","(noch) kein Abschluss","weiblich","6.87","6.5","480","6.75","6.99"
"2011","AkademikerIn","maennlich","6.98","6.5","3201","6.95","7.01"
"2011","AkademikerIn","weiblich","6.99","6.5","3001","6.95","7.03"
"2011","Hauptschule","maennlich","6.91","6.5","4260","6.87","6.95"
"2011","Hauptschule","weiblich","6.94","6.5","4638","6.9","6.98"
"2011","Realschule","maennlich","6.84","6.5","3055","6.8","6.88"
"2011","Realschule","weiblich","6.91","6.5","4863","6.88","6.94"
"2012","(Fach-)Abitur","maennlich","6.93","6.5","1423","6.87","6.99"
"2012","(Fach-)Abitur","weiblich","6.97","6.5","2126","6.92","7.02"
"2012","(noch) kein Abschluss","maennlich","6.84","6.5","410","6.72","6.96"
"2012","(noch) kein Abschluss","weiblich","6.92","6.5","480","6.79","7.05"
"2012","AkademikerIn","maennlich","6.99","6.5","3145","6.96","7.02"
"2012","AkademikerIn","weiblich","6.99","6.5","2989","6.95","7.03"
"2012","Hauptschule","maennlich","6.92","6.5","4187","6.88","6.96"
"2012","Hauptschule","weiblich","7","6.5","4450","6.96","7.04"
"2012","Realschule","maennlich","6.83","6.5","3039","6.79","6.87"
"2012","Realschule","weiblich","6.91","6.5","4689","6.88","6.94"
"2013","(Fach-)Abitur","maennlich","6.96","6.5","1335","6.9","7.02"
"2013","(Fach-)Abitur","weiblich","7.02","6.5","1960","6.97","7.07"
"2013","(noch) kein Abschluss","maennlich","6.79","6.5","388","6.67","6.91"
"2013","(noch) kein Abschluss","weiblich","6.95","6.5","437","6.82","7.08"
"2013","AkademikerIn","maennlich","6.98","6.5","2975","6.94","7.02"
"2013","AkademikerIn","weiblich","6.93","6.5","2870","6.89","6.97"
"2013","Hauptschule","maennlich","6.92","6.5","3745","6.88","6.96"
"2013","Hauptschule","weiblich","6.86","6.5","4025","6.82","6.9"
"2013","Realschule","maennlich","6.82","6.5","2808","6.78","6.86"
"2013","Realschule","weiblich","6.81","6.5","4415","6.78","6.84"
"2014","(Fach-)Abitur","maennlich","","","","",""
"2014","(Fach-)Abitur","weiblich","","","","",""
"2014","(noch) kein Abschluss","maennlich","","","","",""
"2014","(noch) kein Abschluss","weiblich","","","","",""
"2014","AkademikerIn","maennlich","","","","",""
"2014","AkademikerIn","weiblich","","","","",""
"2014","Hauptschule","maennlich","","","","",""
"2014","Hauptschule","weiblich","","","","",""
"2014","Realschule","maennlich","","","","",""
"2014","Realschule","weiblich","","","","",""
"2015","(Fach-)Abitur","maennlich","6.97","6.5","1532","6.91","7.03"
"2015","(Fach-)Abitur","weiblich","6.96","6.5","2111","6.91","7.01"
"2015","(noch) kein Abschluss","maennlich","6.83","6.5","350","6.69","6.97"
"2015","(noch) kein Abschluss","weiblich","6.78","6.5","463","6.65","6.91"
"2015","AkademikerIn","maennlich","6.96","6.5","2942","6.92","7"
"2015","AkademikerIn","weiblich","6.91","6.5","2916","6.87","6.95"
"2015","Hauptschule","maennlich","6.89","6.5","3593","6.85","6.93"
"2015","Hauptschule","weiblich","6.87","6.5","3743","6.82","6.92"
"2015","Realschule","maennlich","6.84","6.5","2594","6.8","6.88"
"2015","Realschule","weiblich","6.83","6.5","3886","6.79","6.87"
"2016","(Fach-)Abitur","maennlich","","","","",""
"2016","(Fach-)Abitur","weiblich","","","","",""
"2016","(noch) kein Abschluss","maennlich","","","","",""
"2016","(noch) kein Abschluss","weiblich","","","","",""
"2016","AkademikerIn","maennlich","","","","",""
"2016","AkademikerIn","weiblich","","","","",""
"2016","Hauptschule","maennlich","","","","",""
"2016","Hauptschule","weiblich","","","","",""
"2016","Realschule","maennlich","","","","",""
"2016","Realschule","weiblich","","","","",""
"2017","(Fach-)Abitur","maennlich","6.76","6.5","1769","6.71","6.81"
"2017","(Fach-)Abitur","weiblich","6.91","6.5","2371","6.86","6.96"
"2017","(noch) kein Abschluss","maennlich","6.94","6.5","422","6.82","7.06"
"2017","(noch) kein Abschluss","weiblich","6.87","6.5","512","6.75","6.99"
"2017","AkademikerIn","maennlich","6.95","6.5","3250","6.91","6.99"
"2017","AkademikerIn","weiblich","6.89","6.5","3257","6.85","6.93"
"2017","Hauptschule","maennlich","6.84","6.5","3554","6.8","6.88"
"2017","Hauptschule","weiblich","6.8","6.5","3586","6.75","6.85"
"2017","Realschule","maennlich","6.8","6.5","2807","6.76","6.84"
"2017","Realschule","weiblich","6.76","6.5","4117","6.72","6.8"
"2018","(Fach-)Abitur","maennlich","","","","",""
"2018","(Fach-)Abitur","weiblich","","","","",""
"2018","(noch) kein Abschluss","maennlich","","","","",""
"2018","(noch) kein Abschluss","weiblich","","","","",""
"2018","AkademikerIn","maennlich","","","","",""
"2018","AkademikerIn","weiblich","","","","",""
"2018","Hauptschule","maennlich","","","","",""
"2018","Hauptschule","weiblich","","","","",""
"2018","Realschule","maennlich","","","","",""
"2018","Realschule","weiblich","","","","",""
"2019","(Fach-)Abitur","maennlich","6.87","6.5","1817","6.82","6.92"
"2019","(Fach-)Abitur","weiblich","6.81","6.5","2331","6.76","6.86"
"2019","(noch) kein Abschluss","maennlich","6.69","6.5","370","6.56","6.82"
"2019","(noch) kein Abschluss","weiblich","6.75","6.5","406","6.61","6.89"
"2019","AkademikerIn","maennlich","6.93","6.5","3678","6.9","6.96"
"2019","AkademikerIn","weiblich","6.88","6.5","3361","6.84","6.92"
"2019","Hauptschule","maennlich","6.79","6.5","3175","6.74","6.84"
"2019","Hauptschule","weiblich","6.66","6.5","3029","6.61","6.71"
"2019","Realschule","maennlich","6.75","6.5","2826","6.71","6.79"
"2019","Realschule","weiblich","6.69","6.5","3922","6.65","6.73"
"2020","(Fach-)Abitur","maennlich","6.97","6.5","2237","6.93","7.01"
"2020","(Fach-)Abitur","weiblich","6.98","6.5","2667","6.94","7.02"
"2020","(noch) kein Abschluss","maennlich","6.83","6.5","1037","6.76","6.9"
"2020","(noch) kein Abschluss","weiblich","6.95","6.5","865","6.87","7.03"
"2020","AkademikerIn","maennlich","7.02","6.5","4039","6.99","7.05"
"2020","AkademikerIn","weiblich","7.02","6.5","3647","6.99","7.05"
"2020","Hauptschule","maennlich","6.85","6.5","3399","6.81","6.89"
"2020","Hauptschule","weiblich","6.8","6.5","3126","6.75","6.85"
"2020","Realschule","maennlich","6.85","6.5","2576","6.8","6.9"
"2020","Realschule","weiblich","6.77","6.5","3637","6.73","6.81"
