year,age_gr,pgisced97,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,unter 18 J.,-5,,,,,,,,,,,,
1984,unter 18 J.,-1,,,,,,,,,,,,
1984,unter 18 J.,in school,,,,,,,,,,,,
1984,unter 18 J.,inadequately,,,,,,,,,,,,
1984,unter 18 J.,general elemantary,,,,,,,,,,,,
1984,unter 18 J.,middle vocational,,,,,,,,,,,,
1984,18-29 J.,-5,,,,,,,,,,,,
1984,18-29 J.,-1,,,,,,,,,,,,
1984,18-29 J.,in school,,,,,,,,,,,,
1984,18-29 J.,inadequately,,,,,,,,,,,,
1984,18-29 J.,general elemantary,,,,,,,,,,,,
1984,18-29 J.,middle vocational,,,,,,,,,,,,
1984,18-29 J.,vocational + Abi,,,,,,,,,,,,
1984,18-29 J.,higher vocational,,,,,,,,,,,,
1984,18-29 J.,higher education,,,,,,,,,,,,
1984,30-45 J.,-1,,,,,,,,,,,,
1984,30-45 J.,inadequately,,,,,,,,,,,,
1984,30-45 J.,general elemantary,,,,,,,,,,,,
1984,30-45 J.,middle vocational,,,,,,,,,,,,
1984,30-45 J.,vocational + Abi,,,,,,,,,,,,
1984,30-45 J.,higher vocational,,,,,,,,,,,,
1984,30-45 J.,higher education,,,,,,,,,,,,
1984,46-65 J.,-1,,,,,,,,,,,,
1984,46-65 J.,inadequately,,,,,,,,,,,,
1984,46-65 J.,general elemantary,,,,,,,,,,,,
1984,46-65 J.,middle vocational,,,,,,,,,,,,
1984,46-65 J.,vocational + Abi,,,,,,,,,,,,
1984,46-65 J.,higher vocational,,,,,,,,,,,,
1984,46-65 J.,higher education,,,,,,,,,,,,
1984,66 und älter,-1,,,,,,,,,,,,
1984,66 und älter,inadequately,,,,,,,,,,,,
1984,66 und älter,general elemantary,,,,,,,,,,,,
1984,66 und älter,middle vocational,,,,,,,,,,,,
1984,66 und älter,vocational + Abi,,,,,,,,,,,,
1984,66 und älter,higher vocational,,,,,,,,,,,,
1984,66 und älter,higher education,,,,,,,,,,,,
1985,unter 18 J.,-5,,,,,,,,,,,,
1985,unter 18 J.,-1,,,,,,,,,,,,
1985,unter 18 J.,in school,,,,,,,,,,,,
1985,unter 18 J.,inadequately,,,,,,,,,,,,
1985,unter 18 J.,general elemantary,,,,,,,,,,,,
1985,unter 18 J.,middle vocational,,,,,,,,,,,,
1985,18-29 J.,-1,,,,,,,,,,,,
1985,18-29 J.,in school,,,,,,,,,,,,
1985,18-29 J.,inadequately,,,,,,,,,,,,
1985,18-29 J.,general elemantary,,,,,,,,,,,,
1985,18-29 J.,middle vocational,,,,,,,,,,,,
1985,18-29 J.,vocational + Abi,,,,,,,,,,,,
1985,18-29 J.,higher vocational,,,,,,,,,,,,
1985,18-29 J.,higher education,,,,,,,,,,,,
1985,30-45 J.,-1,,,,,,,,,,,,
1985,30-45 J.,inadequately,,,,,,,,,,,,
1985,30-45 J.,general elemantary,,,,,,,,,,,,
1985,30-45 J.,middle vocational,,,,,,,,,,,,
1985,30-45 J.,vocational + Abi,,,,,,,,,,,,
1985,30-45 J.,higher vocational,,,,,,,,,,,,
1985,30-45 J.,higher education,,,,,,,,,,,,
1985,46-65 J.,-1,,,,,,,,,,,,
1985,46-65 J.,inadequately,,,,,,,,,,,,
1985,46-65 J.,general elemantary,,,,,,,,,,,,
1985,46-65 J.,middle vocational,,,,,,,,,,,,
1985,46-65 J.,vocational + Abi,,,,,,,,,,,,
1985,46-65 J.,higher vocational,,,,,,,,,,,,
1985,46-65 J.,higher education,,,,,,,,,,,,
1985,66 und älter,-1,,,,,,,,,,,,
1985,66 und älter,inadequately,,,,,,,,,,,,
1985,66 und älter,general elemantary,,,,,,,,,,,,
1985,66 und älter,middle vocational,,,,,,,,,,,,
1985,66 und älter,vocational + Abi,,,,,,,,,,,,
1985,66 und älter,higher vocational,,,,,,,,,,,,
1985,66 und älter,higher education,,,,,,,,,,,,
1986,unter 18 J.,-5,,,,,,,,,,,,
1986,unter 18 J.,-1,,,,,,,,,,,,
1986,unter 18 J.,in school,,,,,,,,,,,,
1986,unter 18 J.,inadequately,,,,,,,,,,,,
1986,unter 18 J.,general elemantary,,,,,,,,,,,,
1986,unter 18 J.,middle vocational,,,,,,,,,,,,
1986,18-29 J.,-1,,,,,,,,,,,,
1986,18-29 J.,in school,,,,,,,,,,,,
1986,18-29 J.,inadequately,,,,,,,,,,,,
1986,18-29 J.,general elemantary,,,,,,,,,,,,
1986,18-29 J.,middle vocational,,,,,,,,,,,,
1986,18-29 J.,vocational + Abi,,,,,,,,,,,,
1986,18-29 J.,higher vocational,,,,,,,,,,,,
1986,18-29 J.,higher education,,,,,,,,,,,,
1986,30-45 J.,-1,,,,,,,,,,,,
1986,30-45 J.,inadequately,,,,,,,,,,,,
1986,30-45 J.,general elemantary,,,,,,,,,,,,
1986,30-45 J.,middle vocational,,,,,,,,,,,,
1986,30-45 J.,vocational + Abi,,,,,,,,,,,,
1986,30-45 J.,higher vocational,,,,,,,,,,,,
1986,30-45 J.,higher education,,,,,,,,,,,,
1986,46-65 J.,-1,,,,,,,,,,,,
1986,46-65 J.,inadequately,,,,,,,,,,,,
1986,46-65 J.,general elemantary,,,,,,,,,,,,
1986,46-65 J.,middle vocational,,,,,,,,,,,,
1986,46-65 J.,vocational + Abi,,,,,,,,,,,,
1986,46-65 J.,higher vocational,,,,,,,,,,,,
1986,46-65 J.,higher education,,,,,,,,,,,,
1986,66 und älter,inadequately,,,,,,,,,,,,
1986,66 und älter,general elemantary,,,,,,,,,,,,
1986,66 und älter,middle vocational,,,,,,,,,,,,
1986,66 und älter,vocational + Abi,,,,,,,,,,,,
1986,66 und älter,higher vocational,,,,,,,,,,,,
1986,66 und älter,higher education,,,,,,,,,,,,
1987,unter 18 J.,-5,,,,,,,,,,,,
1987,unter 18 J.,-1,,,,,,,,,,,,
1987,unter 18 J.,in school,,,,,,,,,,,,
1987,unter 18 J.,inadequately,,,,,,,,,,,,
1987,unter 18 J.,general elemantary,,,,,,,,,,,,
1987,unter 18 J.,middle vocational,,,,,,,,,,,,
1987,18-29 J.,-5,,,,,,,,,,,,
1987,18-29 J.,-1,,,,,,,,,,,,
1987,18-29 J.,in school,,,,,,,,,,,,
1987,18-29 J.,inadequately,,,,,,,,,,,,
1987,18-29 J.,general elemantary,,,,,,,,,,,,
1987,18-29 J.,middle vocational,,,,,,,,,,,,
1987,18-29 J.,vocational + Abi,,,,,,,,,,,,
1987,18-29 J.,higher vocational,,,,,,,,,,,,
1987,18-29 J.,higher education,,,,,,,,,,,,
1987,30-45 J.,-1,,,,,,,,,,,,
1987,30-45 J.,inadequately,,,,,,,,,,,,
1987,30-45 J.,general elemantary,,,,,,,,,,,,
1987,30-45 J.,middle vocational,,,,,,,,,,,,
1987,30-45 J.,vocational + Abi,,,,,,,,,,,,
1987,30-45 J.,higher vocational,,,,,,,,,,,,
1987,30-45 J.,higher education,,,,,,,,,,,,
1987,46-65 J.,-1,,,,,,,,,,,,
1987,46-65 J.,inadequately,,,,,,,,,,,,
1987,46-65 J.,general elemantary,,,,,,,,,,,,
1987,46-65 J.,middle vocational,,,,,,,,,,,,
1987,46-65 J.,vocational + Abi,,,,,,,,,,,,
1987,46-65 J.,higher vocational,,,,,,,,,,,,
1987,46-65 J.,higher education,,,,,,,,,,,,
1987,66 und älter,inadequately,,,,,,,,,,,,
1987,66 und älter,general elemantary,,,,,,,,,,,,
1987,66 und älter,middle vocational,,,,,,,,,,,,
1987,66 und älter,vocational + Abi,,,,,,,,,,,,
1987,66 und älter,higher vocational,,,,,,,,,,,,
1987,66 und älter,higher education,,,,,,,,,,,,
1988,unter 18 J.,-5,,,,,,,,,,,,
1988,unter 18 J.,-1,,,,,,,,,,,,
1988,unter 18 J.,in school,,,,,,,,,,,,
1988,unter 18 J.,inadequately,,,,,,,,,,,,
1988,unter 18 J.,general elemantary,,,,,,,,,,,,
1988,unter 18 J.,middle vocational,,,,,,,,,,,,
1988,18-29 J.,-5,,,,,,,,,,,,
1988,18-29 J.,-1,,,,,,,,,,,,
1988,18-29 J.,in school,,,,,,,,,,,,
1988,18-29 J.,inadequately,,,,,,,,,,,,
1988,18-29 J.,general elemantary,,,,,,,,,,,,
1988,18-29 J.,middle vocational,,,,,,,,,,,,
1988,18-29 J.,vocational + Abi,,,,,,,,,,,,
1988,18-29 J.,higher vocational,,,,,,,,,,,,
1988,18-29 J.,higher education,,,,,,,,,,,,
1988,30-45 J.,-1,,,,,,,,,,,,
1988,30-45 J.,inadequately,,,,,,,,,,,,
1988,30-45 J.,general elemantary,,,,,,,,,,,,
1988,30-45 J.,middle vocational,,,,,,,,,,,,
1988,30-45 J.,vocational + Abi,,,,,,,,,,,,
1988,30-45 J.,higher vocational,,,,,,,,,,,,
1988,30-45 J.,higher education,,,,,,,,,,,,
1988,46-65 J.,-1,,,,,,,,,,,,
1988,46-65 J.,inadequately,,,,,,,,,,,,
1988,46-65 J.,general elemantary,,,,,,,,,,,,
1988,46-65 J.,middle vocational,,,,,,,,,,,,
1988,46-65 J.,vocational + Abi,,,,,,,,,,,,
1988,46-65 J.,higher vocational,,,,,,,,,,,,
1988,46-65 J.,higher education,,,,,,,,,,,,
1988,66 und älter,inadequately,,,,,,,,,,,,
1988,66 und älter,general elemantary,,,,,,,,,,,,
1988,66 und älter,middle vocational,,,,,,,,,,,,
1988,66 und älter,vocational + Abi,,,,,,,,,,,,
1988,66 und älter,higher vocational,,,,,,,,,,,,
1988,66 und älter,higher education,,,,,,,,,,,,
1989,unter 18 J.,-5,,,,,,,,,,,,
1989,unter 18 J.,in school,,,,,,,,,,,,
1989,unter 18 J.,inadequately,,,,,,,,,,,,
1989,unter 18 J.,general elemantary,,,,,,,,,,,,
1989,unter 18 J.,middle vocational,,,,,,,,,,,,
1989,18-29 J.,-5,,,,,,,,,,,,
1989,18-29 J.,-1,,,,,,,,,,,,
1989,18-29 J.,in school,,,,,,,,,,,,
1989,18-29 J.,inadequately,,,,,,,,,,,,
1989,18-29 J.,general elemantary,,,,,,,,,,,,
1989,18-29 J.,middle vocational,,,,,,,,,,,,
1989,18-29 J.,vocational + Abi,,,,,,,,,,,,
1989,18-29 J.,higher vocational,,,,,,,,,,,,
1989,18-29 J.,higher education,,,,,,,,,,,,
1989,30-45 J.,-1,,,,,,,,,,,,
1989,30-45 J.,inadequately,,,,,,,,,,,,
1989,30-45 J.,general elemantary,,,,,,,,,,,,
1989,30-45 J.,middle vocational,,,,,,,,,,,,
1989,30-45 J.,vocational + Abi,,,,,,,,,,,,
1989,30-45 J.,higher vocational,,,,,,,,,,,,
1989,30-45 J.,higher education,,,,,,,,,,,,
1989,46-65 J.,-1,,,,,,,,,,,,
1989,46-65 J.,inadequately,,,,,,,,,,,,
1989,46-65 J.,general elemantary,,,,,,,,,,,,
1989,46-65 J.,middle vocational,,,,,,,,,,,,
1989,46-65 J.,vocational + Abi,,,,,,,,,,,,
1989,46-65 J.,higher vocational,,,,,,,,,,,,
1989,46-65 J.,higher education,,,,,,,,,,,,
1989,66 und älter,-1,,,,,,,,,,,,
1989,66 und älter,inadequately,,,,,,,,,,,,
1989,66 und älter,general elemantary,,,,,,,,,,,,
1989,66 und älter,middle vocational,,,,,,,,,,,,
1989,66 und älter,vocational + Abi,,,,,,,,,,,,
1989,66 und älter,higher vocational,,,,,,,,,,,,
1989,66 und älter,higher education,,,,,,,,,,,,
1990,unter 18 J.,-5,,,,,,,,,,,,
1990,unter 18 J.,-1,,,,,,,,,,,,
1990,unter 18 J.,in school,,,,,,,,,,,,
1990,unter 18 J.,inadequately,,,,,,,,,,,,
1990,unter 18 J.,general elemantary,,,,,,,,,,,,
1990,unter 18 J.,middle vocational,,,,,,,,,,,,
1990,unter 18 J.,vocational + Abi,,,,,,,,,,,,
1990,18-29 J.,-5,,,,,,,,,,,,
1990,18-29 J.,-1,,,,,,,,,,,,
1990,18-29 J.,in school,,,,,,,,,,,,
1990,18-29 J.,inadequately,,,,,,,,,,,,
1990,18-29 J.,general elemantary,,,,,,,,,,,,
1990,18-29 J.,middle vocational,,,,,,,,,,,,
1990,18-29 J.,vocational + Abi,,,,,,,,,,,,
1990,18-29 J.,higher vocational,,,,,,,,,,,,
1990,18-29 J.,higher education,,,,,,,,,,,,
1990,30-45 J.,-1,,,,,,,,,,,,
1990,30-45 J.,inadequately,,,,,,,,,,,,
1990,30-45 J.,general elemantary,,,,,,,,,,,,
1990,30-45 J.,middle vocational,,,,,,,,,,,,
1990,30-45 J.,vocational + Abi,,,,,,,,,,,,
1990,30-45 J.,higher vocational,,,,,,,,,,,,
1990,30-45 J.,higher education,,,,,,,,,,,,
1990,46-65 J.,-1,,,,,,,,,,,,
1990,46-65 J.,inadequately,,,,,,,,,,,,
1990,46-65 J.,general elemantary,,,,,,,,,,,,
1990,46-65 J.,middle vocational,,,,,,,,,,,,
1990,46-65 J.,vocational + Abi,,,,,,,,,,,,
1990,46-65 J.,higher vocational,,,,,,,,,,,,
1990,46-65 J.,higher education,,,,,,,,,,,,
1990,66 und älter,-1,,,,,,,,,,,,
1990,66 und älter,inadequately,,,,,,,,,,,,
1990,66 und älter,general elemantary,,,,,,,,,,,,
1990,66 und älter,middle vocational,,,,,,,,,,,,
1990,66 und älter,vocational + Abi,,,,,,,,,,,,
1990,66 und älter,higher vocational,,,,,,,,,,,,
1990,66 und älter,higher education,,,,,,,,,,,,
1991,unter 18 J.,-5,,,,,,,,,,,,
1991,unter 18 J.,-1,,,,,,,,,,,,
1991,unter 18 J.,in school,,,,,,,,,,,,
1991,unter 18 J.,inadequately,,,,,,,,,,,,
1991,unter 18 J.,general elemantary,,,,,,,,,,,,
1991,unter 18 J.,middle vocational,,,,,,,,,,,,
1991,18-29 J.,-5,,,,,,,,,,,,
1991,18-29 J.,-1,,,,,,,,,,,,
1991,18-29 J.,in school,,,,,,,,,,,,
1991,18-29 J.,inadequately,,,,,,,,,,,,
1991,18-29 J.,general elemantary,,,,,,,,,,,,
1991,18-29 J.,middle vocational,,,,,,,,,,,,
1991,18-29 J.,vocational + Abi,,,,,,,,,,,,
1991,18-29 J.,higher vocational,,,,,,,,,,,,
1991,18-29 J.,higher education,,,,,,,,,,,,
1991,30-45 J.,-1,,,,,,,,,,,,
1991,30-45 J.,inadequately,,,,,,,,,,,,
1991,30-45 J.,general elemantary,,,,,,,,,,,,
1991,30-45 J.,middle vocational,,,,,,,,,,,,
1991,30-45 J.,vocational + Abi,,,,,,,,,,,,
1991,30-45 J.,higher vocational,,,,,,,,,,,,
1991,30-45 J.,higher education,,,,,,,,,,,,
1991,46-65 J.,-1,,,,,,,,,,,,
1991,46-65 J.,inadequately,,,,,,,,,,,,
1991,46-65 J.,general elemantary,,,,,,,,,,,,
1991,46-65 J.,middle vocational,,,,,,,,,,,,
1991,46-65 J.,vocational + Abi,,,,,,,,,,,,
1991,46-65 J.,higher vocational,,,,,,,,,,,,
1991,46-65 J.,higher education,,,,,,,,,,,,
1991,66 und älter,-1,,,,,,,,,,,,
1991,66 und älter,inadequately,,,,,,,,,,,,
1991,66 und älter,general elemantary,,,,,,,,,,,,
1991,66 und älter,middle vocational,,,,,,,,,,,,
1991,66 und älter,vocational + Abi,,,,,,,,,,,,
1991,66 und älter,higher vocational,,,,,,,,,,,,
