"year","bildungsniveau","migback","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2008","(Fach-)Abitur","direkter Migrationshintergrund","7.11","6.5","340","6","6","8","8","10","6.98","7.24","2","12","7","7"
"2008","(Fach-)Abitur","indirekter Migrationshintergrund","7.17","6.5","125","6","7","8","8","9","7","7.34","4","9","7","7"
"2008","(Fach-)Abitur","kein Migrationshintergrund","7.1","6.5","1701","6","6","8","8","10","7.05","7.15","3","13","7","7"
"2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","direkter Migrationshintergrund","7","6.5","120","5","6","8","8","10","6.73","7.27","3","12","7","8"
"2008","(noch) kein Abschluss","indirekter Migrationshintergrund","7.36","6.5","60","6","7","8","8","10","7.08","7.64","5","10","7","8"
"2008","(noch) kein Abschluss","kein Migrationshintergrund","7.23","6.5","363","6","7","8","8","10","7.11","7.35","2","12","7","8"
"2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","AkademikerIn","direkter Migrationshintergrund","7.1","6.5","313","6","7","8","8","10","6.96","7.24","3","12","7","7"
"2008","AkademikerIn","indirekter Migrationshintergrund","6.98","6.5","85","6","6","8","8","10","6.78","7.18","5","10","7","7"
"2008","AkademikerIn","kein Migrationshintergrund","7.05","6.5","3792","6","6","8","8","10","7.02","7.08","2","18","7","7"
"2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Hauptschule","direkter Migrationshintergrund","6.97","6.5","916","5","6","8","8","10","6.89","7.05","2","12","7","7"
"2008","Hauptschule","indirekter Migrationshintergrund","6.98","6.5","232","5","6","8","8","10","6.81","7.15","3","12","7","7"
"2008","Hauptschule","kein Migrationshintergrund","7.09","6.5","5640","5","6","8","9","10","7.06","7.12","1","15","7","7"
"2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Realschule","direkter Migrationshintergrund","7.03","6.5","165","6","6","8","8","10","6.85","7.21","3","10","7","7"
"2008","Realschule","indirekter Migrationshintergrund","6.82","6.5","187","6","6","7","8","10","6.65","6.99","3","11","7","7"
"2008","Realschule","kein Migrationshintergrund","7.01","6.5","4743","6","6","8","8","10","6.98","7.04","2","14","7","7"
"2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","direkter Migrationshintergrund","7.1","6.5","294","6","6","8","8","10","6.96","7.24","2","12","7","7"
"2009","(Fach-)Abitur","indirekter Migrationshintergrund","7.06","6.5","105","6","6","8","8","10","6.86","7.26","5","10","7","7"
"2009","(Fach-)Abitur","kein Migrationshintergrund","7.08","6.5","1600","6","6","8","8","10","7.03","7.13","2","14","7","7"
"2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","direkter Migrationshintergrund","6.82","6.5","111","5","6","8","8","12","6.52","7.12","3","12","7","7"
"2009","(noch) kein Abschluss","indirekter Migrationshintergrund","7.16","6.5","56","6","7","8","8","9","6.95","7.37","6","9","7","7"
"2009","(noch) kein Abschluss","kein Migrationshintergrund","7.21","6.5","315","6","7","8","8","10","7.1","7.32","4","12","7","7"
"2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2009","AkademikerIn","direkter Migrationshintergrund","7.1","6.5","292","6","6","8","8","10","6.98","7.22","4","10","7","7"
"2009","AkademikerIn","indirekter Migrationshintergrund","7.24","6.5","87","6","7","8","8","9","7.06","7.42","4","10","7","7"
"2009","AkademikerIn","kein Migrationshintergrund","7.01","6.5","3648","6","6","8","8","10","6.98","7.04","3","16","7","7"
"2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2009","Hauptschule","direkter Migrationshintergrund","7.01","6.5","775","5","6","8","8","10","6.92","7.1","3","16","7","7"
"2009","Hauptschule","indirekter Migrationshintergrund","7.04","6.5","212","6","6","8","8","10","6.88","7.2","2","10","7","7"
"2009","Hauptschule","kein Migrationshintergrund","7.03","6.5","5186","5","6","8","8","10","6.99","7.07","1","14","7","7"
