"year","bildungsniveau","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2008","(Fach-)Abitur","Laendlicher Raum","7.13","6.5","538","7.04","7.22"
"2008","(Fach-)Abitur","Staedtischer Raum","7.1","6.5","1628","7.05","7.15"
"2008","(noch) kein Abschluss","Laendlicher Raum","7.1","6.5","165","6.91","7.29"
"2008","(noch) kein Abschluss","Staedtischer Raum","7.2","6.5","378","7.08","7.32"
"2008","AkademikerIn","Laendlicher Raum","7.1","6.5","1225","7.04","7.16"
"2008","AkademikerIn","Staedtischer Raum","7.03","6.5","2965","6.99","7.07"
"2008","Hauptschule","Laendlicher Raum","7.16","6.5","2464","7.11","7.21"
"2008","Hauptschule","Staedtischer Raum","7.02","6.5","4324","6.98","7.06"
"2008","Realschule","Laendlicher Raum","7.05","6.5","2109","7","7.1"
"2008","Realschule","Staedtischer Raum","6.98","6.5","2986","6.94","7.02"
"2009","(Fach-)Abitur","Laendlicher Raum","7.13","6.5","518","7.04","7.22"
"2009","(Fach-)Abitur","Staedtischer Raum","7.06","6.5","1481","7.01","7.11"
"2009","(noch) kein Abschluss","Laendlicher Raum","7.17","6.5","137","6.98","7.36"
"2009","(noch) kein Abschluss","Staedtischer Raum","7.05","6.5","345","6.93","7.17"
"2009","AkademikerIn","Laendlicher Raum","7.04","6.5","1219","6.98","7.1"
"2009","AkademikerIn","Staedtischer Raum","7.02","6.5","2808","6.98","7.06"
"2009","Hauptschule","Laendlicher Raum","7.08","6.5","2270","7.02","7.14"
"2009","Hauptschule","Staedtischer Raum","7","6.5","3903","6.96","7.04"
"2009","Realschule","Laendlicher Raum","6.98","6.5","2030","6.93","7.03"
"2009","Realschule","Staedtischer Raum","6.9","6.5","2762","6.86","6.94"
"2010","(Fach-)Abitur","Laendlicher Raum","7.04","6.5","801","6.97","7.11"
"2010","(Fach-)Abitur","Staedtischer Raum","7.01","6.5","2255","6.97","7.05"
"2010","(noch) kein Abschluss","Laendlicher Raum","7.05","6.5","234","6.89","7.21"
"2010","(noch) kein Abschluss","Staedtischer Raum","7.03","6.5","536","6.92","7.14"
"2010","AkademikerIn","Laendlicher Raum","7.01","6.5","1482","6.96","7.06"
"2010","AkademikerIn","Staedtischer Raum","6.98","6.5","3884","6.95","7.01"
"2010","Hauptschule","Laendlicher Raum","7.04","6.5","2745","6.99","7.09"
"2010","Hauptschule","Staedtischer Raum","6.93","6.5","4716","6.89","6.97"
"2010","Realschule","Laendlicher Raum","6.87","6.5","2930","6.83","6.91"
"2010","Realschule","Staedtischer Raum","6.94","6.5","3850","6.9","6.98"
"2011","(Fach-)Abitur","Laendlicher Raum","6.97","6.5","995","6.9","7.04"
"2011","(Fach-)Abitur","Staedtischer Raum","7.03","6.5","2634","6.99","7.07"
"2011","(noch) kein Abschluss","Laendlicher Raum","7.01","6.5","278","6.87","7.15"
"2011","(noch) kein Abschluss","Staedtischer Raum","6.85","6.5","621","6.75","6.95"
"2011","AkademikerIn","Laendlicher Raum","7.02","6.5","1762","6.97","7.07"
"2011","AkademikerIn","Staedtischer Raum","6.97","6.5","4440","6.94","7"
"2011","Hauptschule","Laendlicher Raum","7.02","6.5","3410","6.97","7.07"
"2011","Hauptschule","Staedtischer Raum","6.88","6.5","5488","6.84","6.92"
"2011","Realschule","Laendlicher Raum","6.88","6.5","3499","6.84","6.92"
"2011","Realschule","Staedtischer Raum","6.88","6.5","4419","6.85","6.91"
"2012","(Fach-)Abitur","Laendlicher Raum","6.93","6.5","998","6.86","7"
"2012","(Fach-)Abitur","Staedtischer Raum","6.96","6.5","2551","6.92","7"
"2012","(noch) kein Abschluss","Laendlicher Raum","6.77","6.5","289","6.61","6.93"
"2012","(noch) kein Abschluss","Staedtischer Raum","6.92","6.5","601","6.81","7.03"
"2012","AkademikerIn","Laendlicher Raum","7","6.5","1771","6.95","7.05"
"2012","AkademikerIn","Staedtischer Raum","6.98","6.5","4363","6.95","7.01"
"2012","Hauptschule","Laendlicher Raum","7","6.5","3389","6.95","7.05"
"2012","Hauptschule","Staedtischer Raum","6.94","6.5","5248","6.9","6.98"
"2012","Realschule","Laendlicher Raum","6.89","6.5","3445","6.85","6.93"
"2012","Realschule","Staedtischer Raum","6.87","6.5","4283","6.84","6.9"
"2013","(Fach-)Abitur","Laendlicher Raum","6.98","6.5","920","6.91","7.05"
"2013","(Fach-)Abitur","Staedtischer Raum","7","6.5","2375","6.96","7.04"
"2013","(noch) kein Abschluss","Laendlicher Raum","6.97","6.5","278","6.82","7.12"
"2013","(noch) kein Abschluss","Staedtischer Raum","6.84","6.5","547","6.73","6.95"
"2013","AkademikerIn","Laendlicher Raum","6.98","6.5","1666","6.93","7.03"
"2013","AkademikerIn","Staedtischer Raum","6.95","6.5","4179","6.92","6.98"
"2013","Hauptschule","Laendlicher Raum","6.99","6.5","3064","6.94","7.04"
"2013","Hauptschule","Staedtischer Raum","6.83","6.5","4706","6.79","6.87"
"2013","Realschule","Laendlicher Raum","6.82","6.5","3219","6.78","6.86"
"2013","Realschule","Staedtischer Raum","6.81","6.5","4004","6.77","6.85"
"2014","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2014","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2014","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2014","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2014","AkademikerIn","Laendlicher Raum","","","","",""
"2014","AkademikerIn","Staedtischer Raum","","","","",""
"2014","Hauptschule","Laendlicher Raum","","","","",""
"2014","Hauptschule","Staedtischer Raum","","","","",""
"2014","Realschule","Laendlicher Raum","","","","",""
"2014","Realschule","Staedtischer Raum","","","","",""
"2015","(Fach-)Abitur","Laendlicher Raum","6.91","6.5","981","6.84","6.98"
"2015","(Fach-)Abitur","Staedtischer Raum","6.98","6.5","2662","6.94","7.02"
"2015","(noch) kein Abschluss","Laendlicher Raum","6.88","6.5","266","6.7","7.06"
"2015","(noch) kein Abschluss","Staedtischer Raum","6.77","6.5","547","6.66","6.88"
"2015","AkademikerIn","Laendlicher Raum","6.94","6.5","1657","6.89","6.99"
"2015","AkademikerIn","Staedtischer Raum","6.94","6.5","4201","6.91","6.97"
"2015","Hauptschule","Laendlicher Raum","6.96","6.5","2825","6.91","7.01"
"2015","Hauptschule","Staedtischer Raum","6.84","6.5","4511","6.8","6.88"
"2015","Realschule","Laendlicher Raum","6.81","6.5","2835","6.77","6.85"
"2015","Realschule","Staedtischer Raum","6.85","6.5","3645","6.81","6.89"
"2016","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2016","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2016","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2016","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2016","AkademikerIn","Laendlicher Raum","","","","",""
"2016","AkademikerIn","Staedtischer Raum","","","","",""
"2016","Hauptschule","Laendlicher Raum","","","","",""
"2016","Hauptschule","Staedtischer Raum","","","","",""
"2016","Realschule","Laendlicher Raum","","","","",""
"2016","Realschule","Staedtischer Raum","","","","",""
"2017","(Fach-)Abitur","Laendlicher Raum","6.87","6.5","1144","6.8","6.94"
"2017","(Fach-)Abitur","Staedtischer Raum","6.83","6.5","2996","6.79","6.87"
"2017","(noch) kein Abschluss","Laendlicher Raum","6.81","6.5","272","6.65","6.97"
"2017","(noch) kein Abschluss","Staedtischer Raum","6.93","6.5","662","6.83","7.03"
"2017","AkademikerIn","Laendlicher Raum","6.86","6.5","1830","6.81","6.91"
"2017","AkademikerIn","Staedtischer Raum","6.94","6.5","4677","6.91","6.97"
"2017","Hauptschule","Laendlicher Raum","6.92","6.5","2802","6.87","6.97"
"2017","Hauptschule","Staedtischer Raum","6.77","6.5","4338","6.73","6.81"
