year,pgisced97,sex,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,male,Very important,0.13083,59,421,0.09858,0.16308
1990,Lower Secondary Level,male,Important,0.36733,161,421,0.32123,0.41344
1990,Lower Secondary Level,male,Less important,0.36052,146,421,0.31460,0.40644
1990,Lower Secondary Level,male,Unimportant,0.14132,55,421,0.10801,0.17464
1990,Lower Secondary Level,female,Very important,0.11752,145,1196,0.09926,0.13578
1990,Lower Secondary Level,female,Important,0.29802,366,1196,0.27209,0.32396
1990,Lower Secondary Level,female,Less important,0.37299,448,1196,0.34557,0.40041
1990,Lower Secondary Level,female,Unimportant,0.21146,237,1196,0.18831,0.23462
1990,Upper Secondary Level,male,Very important,0.10581,209,2026,0.09241,0.11920
1990,Upper Secondary Level,male,Important,0.39594,796,2026,0.37464,0.41724
1990,Upper Secondary Level,male,Less important,0.39556,821,2026,0.37426,0.41685
1990,Upper Secondary Level,male,Unimportant,0.10270,200,2026,0.08948,0.11592
1990,Upper Secondary Level,female,Very important,0.11135,208,1841,0.09698,0.12573
1990,Upper Secondary Level,female,Important,0.39710,739,1841,0.37474,0.41946
1990,Upper Secondary Level,female,Less important,0.39760,747,1841,0.37524,0.41996
1990,Upper Secondary Level,female,Unimportant,0.09394,147,1841,0.08061,0.10728
1990,Post-secondary Non-tertiary Level,male,Important,0.37506,42,87,0.27274,0.47739
1990,Post-secondary Non-tertiary Level,male,Less important,0.46084,45,87,0.35548,0.56619
1990,Post-secondary Non-tertiary Level,female,Important,0.39107,40,40,0.23791,0.54423
1990,First Stage of Tertiary Education,male,Very important,0.11613,33,248,0.07617,0.15608
1990,First Stage of Tertiary Education,male,Important,0.33793,94,248,0.27894,0.39692
1990,First Stage of Tertiary Education,male,Less important,0.43558,121,248,0.37374,0.49742
1990,First Stage of Tertiary Education,female,Important,0.45260,103,182,0.38008,0.52511
1990,First Stage of Tertiary Education,female,Less important,0.33139,79,182,0.26282,0.39997
1990,Second Stage of Tertiary Education,male,Very important,0.18573,78,417,0.14836,0.22310
1990,Second Stage of Tertiary Education,male,Important,0.41464,183,417,0.36730,0.46199
1990,Second Stage of Tertiary Education,male,Less important,0.35845,156,417,0.31237,0.40454
1990,Second Stage of Tertiary Education,female,Very important,0.18762,45,212,0.13494,0.24030
1990,Second Stage of Tertiary Education,female,Important,0.45107,97,212,0.38393,0.51821
1990,Second Stage of Tertiary Education,female,Less important,0.32217,70,212,0.25911,0.38522
1992,Pre-primary Level,female,Important,0.51027,37,37,0.34697,0.67357
1992,Lower Secondary Level,male,Very important,0.14780,91,524,0.11738,0.17821
1992,Lower Secondary Level,male,Important,0.34902,193,524,0.30817,0.38987
1992,Lower Secondary Level,male,Less important,0.35357,175,524,0.31259,0.39454
1992,Lower Secondary Level,male,Unimportant,0.14962,65,524,0.11905,0.18019
1992,Lower Secondary Level,female,Very important,0.09550,151,1408,0.08014,0.11086
1992,Lower Secondary Level,female,Important,0.33421,479,1408,0.30956,0.35885
1992,Lower Secondary Level,female,Less important,0.35664,504,1408,0.33161,0.38167
1992,Lower Secondary Level,female,Unimportant,0.21365,274,1408,0.19223,0.23507
1992,Upper Secondary Level,male,Very important,0.11902,332,2999,0.10743,0.13061
1992,Upper Secondary Level,male,Important,0.36466,1115,2999,0.34743,0.38189
1992,Upper Secondary Level,male,Less important,0.40586,1257,2999,0.38828,0.42344
1992,Upper Secondary Level,male,Unimportant,0.11046,295,2999,0.09924,0.12168
1992,Upper Secondary Level,female,Very important,0.11979,341,3023,0.10821,0.13137
1992,Upper Secondary Level,female,Important,0.39155,1219,3023,0.37415,0.40895
1992,Upper Secondary Level,female,Less important,0.38874,1213,3023,0.37136,0.40612
1992,Upper Secondary Level,female,Unimportant,0.09992,250,3023,0.08923,0.11062
1992,Post-secondary Non-tertiary Level,male,Important,0.33122,55,117,0.24557,0.41687
1992,Post-secondary Non-tertiary Level,male,Less important,0.37834,62,117,0.29008,0.46659
1992,Post-secondary Non-tertiary Level,female,Important,0.43805,57,100,0.34031,0.53578
1992,Post-secondary Non-tertiary Level,female,Less important,0.27295,43,100,0.18519,0.36070
1992,First Stage of Tertiary Education,male,Very important,0.11424,49,457,0.08504,0.14343
1992,First Stage of Tertiary Education,male,Important,0.40488,194,457,0.35983,0.44994
1992,First Stage of Tertiary Education,male,Less important,0.41638,214,457,0.37113,0.46162
1992,First Stage of Tertiary Education,female,Important,0.41743,113,208,0.35025,0.48461
1992,First Stage of Tertiary Education,female,Less important,0.35578,95,208,0.29056,0.42100
1992,Second Stage of Tertiary Education,male,Very important,0.13613,107,880,0.11346,0.15880
1992,Second Stage of Tertiary Education,male,Important,0.46779,399,880,0.43480,0.50077
1992,Second Stage of Tertiary Education,male,Less important,0.33174,322,880,0.30062,0.36287
1992,Second Stage of Tertiary Education,male,Unimportant,0.06435,52,880,0.04812,0.08057
1992,Second Stage of Tertiary Education,female,Very important,0.16522,90,705,0.13779,0.19266
1992,Second Stage of Tertiary Education,female,Important,0.43655,309,705,0.39991,0.47318
1992,Second Stage of Tertiary Education,female,Less important,0.36208,306,705,0.32658,0.39758
1995,Pre-primary Level,male,Important,0.54153,58,94,0.44026,0.64280
1995,Pre-primary Level,male,Less important,0.29463,36,94,0.20198,0.38728
1995,Pre-primary Level,female,Important,0.50640,63,94,0.40479,0.60801
1995,Pre-primary Level,female,Less important,0.23037,31,94,0.14479,0.31594
1995,Lower Secondary Level,male,Very important,0.07076,39,519,0.04867,0.09284
1995,Lower Secondary Level,male,Important,0.37574,201,519,0.33403,0.41745
1995,Lower Secondary Level,male,Less important,0.37699,201,519,0.33526,0.41873
1995,Lower Secondary Level,male,Unimportant,0.17651,78,519,0.14368,0.20934
1995,Lower Secondary Level,female,Very important,0.07870,101,1300,0.06406,0.09334
1995,Lower Secondary Level,female,Important,0.30108,408,1300,0.27613,0.32602
1995,Lower Secondary Level,female,Less important,0.39259,526,1300,0.36603,0.41915
1995,Lower Secondary Level,female,Unimportant,0.22763,265,1300,0.20483,0.25044
1995,Upper Secondary Level,male,Very important,0.08030,229,2993,0.07057,0.09004
1995,Upper Secondary Level,male,Important,0.35157,1054,2993,0.33446,0.36868
1995,Upper Secondary Level,male,Less important,0.44681,1381,2993,0.42900,0.46463
1995,Upper Secondary Level,male,Unimportant,0.12131,329,2993,0.10962,0.13301
1995,Upper Secondary Level,female,Very important,0.10231,303,3064,0.09158,0.11304
1995,Upper Secondary Level,female,Important,0.35950,1121,3064,0.34251,0.37649
1995,Upper Secondary Level,female,Less important,0.42933,1330,3064,0.41180,0.44686
1995,Upper Secondary Level,female,Unimportant,0.10886,310,3064,0.09783,0.11989
1995,Post-secondary Non-tertiary Level,male,Important,0.38565,79,167,0.31160,0.45969
1995,Post-secondary Non-tertiary Level,male,Less important,0.41272,88,167,0.33783,0.48762
1995,Post-secondary Non-tertiary Level,female,Important,0.42381,81,158,0.34652,0.50111
1995,Post-secondary Non-tertiary Level,female,Less important,0.40738,77,158,0.33052,0.48424
1995,First Stage of Tertiary Education,male,Very important,0.07467,35,461,0.05065,0.09869
1995,First Stage of Tertiary Education,male,Important,0.36090,159,461,0.31701,0.40479
1995,First Stage of Tertiary Education,male,Less important,0.48191,235,461,0.43625,0.52757
1995,First Stage of Tertiary Education,male,Unimportant,0.08252,32,461,0.05738,0.10767
1995,First Stage of Tertiary Education,female,Important,0.41698,108,220,0.35168,0.48229
1995,First Stage of Tertiary Education,female,Less important,0.36778,112,220,0.30392,0.43165
1995,Second Stage of Tertiary Education,male,Very important,0.12527,102,925,0.10392,0.14661
1995,Second Stage of Tertiary Education,male,Important,0.44729,398,925,0.41523,0.47935
1995,Second Stage of Tertiary Education,male,Less important,0.38141,371,925,0.35009,0.41273
1995,Second Stage of Tertiary Education,male,Unimportant,0.04603,54,925,0.03252,0.05954
