year,migback,quintil_oecd,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,1st Quintile,Very important,0.07207,80,1017,0.05616,0.08797
1990,No migration background,1st Quintile,Important,0.30059,319,1017,0.27239,0.32878
1990,No migration background,1st Quintile,Less important,0.38898,403,1017,0.35900,0.41896
1990,No migration background,1st Quintile,Unimportant,0.23836,215,1017,0.21216,0.26456
1990,No migration background,2nd Quintile,Very important,0.09331,118,1235,0.07708,0.10954
1990,No migration background,2nd Quintile,Important,0.36656,454,1235,0.33967,0.39344
1990,No migration background,2nd Quintile,Less important,0.41598,515,1235,0.38848,0.44348
1990,No migration background,2nd Quintile,Unimportant,0.12416,148,1235,0.10576,0.14256
1990,No migration background,3rd Quintile,Very important,0.13186,166,1288,0.11338,0.15035
1990,No migration background,3rd Quintile,Important,0.36189,458,1288,0.33564,0.38815
1990,No migration background,3rd Quintile,Less important,0.40302,532,1288,0.37622,0.42982
1990,No migration background,3rd Quintile,Unimportant,0.10322,132,1288,0.08660,0.11985
1990,No migration background,4th Quintile,Very important,0.14541,206,1498,0.12755,0.16326
1990,No migration background,4th Quintile,Important,0.38889,585,1498,0.36420,0.41359
1990,No migration background,4th Quintile,Less important,0.38995,598,1498,0.36524,0.41465
1990,No migration background,4th Quintile,Unimportant,0.07576,109,1498,0.06235,0.08916
1990,No migration background,5th Quintile,Very important,0.14888,239,1569,0.13126,0.16650
1990,No migration background,5th Quintile,Important,0.44927,707,1569,0.42465,0.47389
1990,No migration background,5th Quintile,Less important,0.34266,535,1569,0.31917,0.36615
1990,No migration background,5th Quintile,Unimportant,0.05919,88,1569,0.04751,0.07087
1990,Direct migration background,1st Quintile,Important,0.36102,33,33,0.19461,0.52744
1990,Direct migration background,2nd Quintile,Important,0.38567,39,74,0.27401,0.49734
1990,Direct migration background,2nd Quintile,Less important,0.37795,35,74,0.26672,0.48918
1990,Direct migration background,3rd Quintile,Important,0.42166,43,84,0.31542,0.52790
1990,Direct migration background,3rd Quintile,Less important,0.39127,41,84,0.28627,0.49626
1990,Direct migration background,5th Quintile,Important,0.45213,42,42,0.29979,0.60448
1992,No migration background,1st Quintile,Very important,0.09549,203,2158,0.08309,0.10789
1992,No migration background,1st Quintile,Important,0.33447,756,2158,0.31456,0.35438
1992,No migration background,1st Quintile,Less important,0.37336,870,2158,0.35295,0.39377
1992,No migration background,1st Quintile,Unimportant,0.19668,329,2158,0.17991,0.21346
1992,No migration background,2nd Quintile,Very important,0.09104,207,2144,0.07886,0.10322
1992,No migration background,2nd Quintile,Important,0.37465,813,2144,0.35416,0.39514
1992,No migration background,2nd Quintile,Less important,0.40505,908,2144,0.38427,0.42584
1992,No migration background,2nd Quintile,Unimportant,0.12926,216,2144,0.11505,0.14346
1992,No migration background,3rd Quintile,Very important,0.11240,216,1959,0.09841,0.12639
1992,No migration background,3rd Quintile,Important,0.36883,761,1959,0.34746,0.39020
1992,No migration background,3rd Quintile,Less important,0.40876,803,1959,0.38698,0.43053
1992,No migration background,3rd Quintile,Unimportant,0.11002,179,1959,0.09616,0.12388
1992,No migration background,4th Quintile,Very important,0.13837,259,1961,0.12308,0.15366
1992,No migration background,4th Quintile,Important,0.38635,776,1961,0.36479,0.40791
1992,No migration background,4th Quintile,Less important,0.38048,755,1961,0.35898,0.40197
1992,No migration background,4th Quintile,Unimportant,0.09480,171,1961,0.08183,0.10777
1992,No migration background,5th Quintile,Very important,0.16128,324,2077,0.14546,0.17710
1992,No migration background,5th Quintile,Important,0.42523,890,2077,0.40396,0.44649
1992,No migration background,5th Quintile,Less important,0.34939,739,2077,0.32888,0.36990
1992,No migration background,5th Quintile,Unimportant,0.06410,124,2077,0.05357,0.07464
1992,Direct migration background,1st Quintile,Important,0.37422,41,81,0.26817,0.48026
