year,quintil_oecd,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Very important,0.07455,89,1106,0.05907,0.09004
1990,1st Quintile,Important,0.30537,357,1106,0.27822,0.33253
1990,1st Quintile,Less important,0.38414,430,1106,0.35546,0.41282
1990,1st Quintile,Unimportant,0.23593,230,1106,0.21090,0.26097
1990,2nd Quintile,Very important,0.09841,132,1345,0.08249,0.11434
1990,2nd Quintile,Important,0.36789,500,1345,0.34211,0.39367
1990,2nd Quintile,Less important,0.41042,555,1345,0.38412,0.43672
1990,2nd Quintile,Unimportant,0.12328,158,1345,0.10570,0.14085
1990,3rd Quintile,Very important,0.13487,185,1399,0.11696,0.15278
1990,3rd Quintile,Important,0.36621,504,1399,0.34095,0.39146
1990,3rd Quintile,Less important,0.40189,574,1399,0.37619,0.42759
1990,3rd Quintile,Unimportant,0.09703,136,1399,0.08152,0.11255
1990,4th Quintile,Very important,0.14565,221,1582,0.12826,0.16304
1990,4th Quintile,Important,0.39088,620,1582,0.36682,0.41493
1990,4th Quintile,Less important,0.38949,629,1582,0.36545,0.41353
1990,4th Quintile,Unimportant,0.07398,112,1582,0.06108,0.08688
1990,5th Quintile,Very important,0.15316,260,1670,0.13588,0.17044
1990,5th Quintile,Important,0.44948,750,1670,0.42562,0.47335
1990,5th Quintile,Less important,0.33716,565,1670,0.31448,0.35984
1990,5th Quintile,Unimportant,0.06019,95,1670,0.04878,0.07161
1992,1st Quintile,Very important,0.09255,211,2271,0.08063,0.10448
1992,1st Quintile,Important,0.33649,802,2271,0.31705,0.35593
1992,1st Quintile,Less important,0.37604,913,2271,0.35611,0.39597
1992,1st Quintile,Unimportant,0.19491,345,2271,0.17862,0.21121
1992,2nd Quintile,Very important,0.09049,222,2276,0.07870,0.10228
1992,2nd Quintile,Important,0.37337,864,2276,0.35350,0.39325
1992,2nd Quintile,Less important,0.40424,959,2276,0.38408,0.42441
1992,2nd Quintile,Unimportant,0.13189,231,2276,0.11799,0.14580
1992,3rd Quintile,Very important,0.11816,241,2103,0.10436,0.13196
1992,3rd Quintile,Important,0.37312,821,2103,0.35244,0.39380
1992,3rd Quintile,Less important,0.40195,852,2103,0.38099,0.42291
1992,3rd Quintile,Unimportant,0.10677,189,2103,0.09357,0.11997
1992,4th Quintile,Very important,0.14220,280,2098,0.12725,0.15715
1992,4th Quintile,Important,0.38905,835,2098,0.36818,0.40991
1992,4th Quintile,Less important,0.37569,803,2098,0.35496,0.39642
1992,4th Quintile,Unimportant,0.09306,180,2098,0.08063,0.10550
1992,5th Quintile,Very important,0.16727,352,2202,0.15168,0.18286
1992,5th Quintile,Important,0.42994,951,2202,0.40926,0.45063
