year,quintil_oecd,regtyp,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Urban regions,Very important,0.07747,64,785,0.05876,0.09618
1990,1st Quintile,Urban regions,Important,0.33829,282,785,0.30517,0.37141
1990,1st Quintile,Urban regions,Less important,0.35158,279,785,0.31815,0.38500
1990,1st Quintile,Urban regions,Unimportant,0.23267,160,785,0.20309,0.26224
1990,1st Quintile,Rural regions,Important,0.22837,75,296,0.18046,0.27627
1990,1st Quintile,Rural regions,Less important,0.46032,151,296,0.40344,0.51720
1990,1st Quintile,Rural regions,Unimportant,0.24358,70,296,0.19460,0.29256
1990,2nd Quintile,Urban regions,Very important,0.10999,111,997,0.09055,0.12942
1990,2nd Quintile,Urban regions,Important,0.36245,365,997,0.33259,0.39230
1990,2nd Quintile,Urban regions,Less important,0.41098,408,997,0.38042,0.44154
1990,2nd Quintile,Urban regions,Unimportant,0.11659,113,997,0.09666,0.13652
1990,2nd Quintile,Rural regions,Important,0.38375,135,327,0.33096,0.43654
1990,2nd Quintile,Rural regions,Less important,0.40880,147,327,0.35543,0.46216
1990,2nd Quintile,Rural regions,Unimportant,0.14276,45,327,0.10478,0.18073
1990,3rd Quintile,Urban regions,Very important,0.14381,154,1098,0.12304,0.16457
1990,3rd Quintile,Urban regions,Important,0.36878,397,1098,0.34023,0.39733
1990,3rd Quintile,Urban regions,Less important,0.39994,451,1098,0.37095,0.42893
1990,3rd Quintile,Urban regions,Unimportant,0.08748,96,1098,0.07076,0.10419
1990,3rd Quintile,Rural regions,Very important,0.10225,31,301,0.06796,0.13653
1990,3rd Quintile,Rural regions,Important,0.35681,107,301,0.30260,0.41102
1990,3rd Quintile,Rural regions,Less important,0.40901,123,301,0.35337,0.46464
1990,3rd Quintile,Rural regions,Unimportant,0.13193,40,301,0.09363,0.17022
1990,4th Quintile,Urban regions,Very important,0.15370,171,1179,0.13310,0.17429
1990,4th Quintile,Urban regions,Important,0.40023,474,1179,0.37225,0.42821
1990,4th Quintile,Urban regions,Less important,0.37293,452,1179,0.34531,0.40054
1990,4th Quintile,Urban regions,Unimportant,0.07315,82,1179,0.05828,0.08802
1990,4th Quintile,Rural regions,Very important,0.12126,50,373,0.08809,0.15443
1990,4th Quintile,Rural regions,Important,0.36253,146,373,0.31368,0.41138
1990,4th Quintile,Rural regions,Less important,0.43970,177,373,0.38926,0.49014
1990,5th Quintile,Urban regions,Very important,0.15538,216,1369,0.13618,0.17457
1990,5th Quintile,Urban regions,Important,0.45943,629,1369,0.43302,0.48584
1990,5th Quintile,Urban regions,Less important,0.32621,448,1369,0.30137,0.35106
1990,5th Quintile,Urban regions,Unimportant,0.05898,76,1369,0.04650,0.07146
1990,5th Quintile,Rural regions,Very important,0.14310,44,282,0.10216,0.18405
1990,5th Quintile,Rural regions,Important,0.40438,121,282,0.34700,0.46176
1990,5th Quintile,Rural regions,Less important,0.38682,117,282,0.32988,0.44376
1992,1st Quintile,Urban regions,Very important,0.10464,103,977,0.08543,0.12384
1992,1st Quintile,Urban regions,Important,0.34730,344,977,0.31743,0.37717
1992,1st Quintile,Urban regions,Less important,0.35723,381,977,0.32717,0.38730
1992,1st Quintile,Urban regions,Unimportant,0.19083,149,977,0.16618,0.21548
1992,1st Quintile,Rural regions,Very important,0.08132,107,1245,0.06613,0.09651
1992,1st Quintile,Rural regions,Important,0.32461,441,1245,0.29859,0.35063
1992,1st Quintile,Rural regions,Less important,0.39251,506,1245,0.36537,0.41965
1992,1st Quintile,Rural regions,Unimportant,0.20155,191,1245,0.17926,0.22385
1992,2nd Quintile,Urban regions,Very important,0.08290,107,1134,0.06685,0.09896
1992,2nd Quintile,Urban regions,Important,0.37797,423,1134,0.34973,0.40620
1992,2nd Quintile,Urban regions,Less important,0.38997,466,1134,0.36157,0.41837
1992,2nd Quintile,Urban regions,Unimportant,0.14915,138,1134,0.12841,0.16990
1992,2nd Quintile,Rural regions,Very important,0.09914,109,1111,0.08156,0.11672
1992,2nd Quintile,Rural regions,Important,0.36573,430,1111,0.33740,0.39407
1992,2nd Quintile,Rural regions,Less important,0.42722,479,1111,0.39812,0.45632
1992,2nd Quintile,Rural regions,Unimportant,0.10791,93,1111,0.08965,0.12616
1992,3rd Quintile,Urban regions,Very important,0.12496,154,1262,0.10671,0.14321
1992,3rd Quintile,Urban regions,Important,0.37212,485,1262,0.34544,0.39880
1992,3rd Quintile,Urban regions,Less important,0.39266,499,1262,0.36571,0.41962
1992,3rd Quintile,Urban regions,Unimportant,0.11026,124,1262,0.09297,0.12755
1992,3rd Quintile,Rural regions,Very important,0.10221,84,827,0.08155,0.12287
1992,3rd Quintile,Rural regions,Important,0.37268,328,827,0.33971,0.40566
1992,3rd Quintile,Rural regions,Less important,0.42378,350,827,0.39008,0.45748
1992,3rd Quintile,Rural regions,Unimportant,0.10133,65,827,0.08075,0.12191
1992,4th Quintile,Urban regions,Very important,0.15244,208,1455,0.13397,0.17092
1992,4th Quintile,Urban regions,Important,0.39051,580,1455,0.36544,0.41559
1992,4th Quintile,Urban regions,Less important,0.36262,540,1455,0.33791,0.38733
1992,4th Quintile,Urban regions,Unimportant,0.09443,127,1455,0.07940,0.10946
1992,4th Quintile,Rural regions,Very important,0.11410,71,631,0.08927,0.13893
1992,4th Quintile,Rural regions,Important,0.38646,249,631,0.34844,0.42448
1992,4th Quintile,Rural regions,Less important,0.40884,258,631,0.37045,0.44723
1992,4th Quintile,Rural regions,Unimportant,0.09060,53,631,0.06819,0.11302
1992,5th Quintile,Urban regions,Very important,0.17236,296,1776,0.15479,0.18993
1992,5th Quintile,Urban regions,Important,0.44148,787,1776,0.41838,0.46458
1992,5th Quintile,Urban regions,Less important,0.32297,590,1776,0.30122,0.34473
1992,5th Quintile,Urban regions,Unimportant,0.06319,103,1776,0.05187,0.07451
