year,bula_h,pgisced97,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Upper Secondary Level,Important,0.30115,43,126,0.22073,0.38158
1990,Schleswig-Holstein,Upper Secondary Level,Less important,0.54656,83,126,0.45928,0.63383
1990,Hamburg,Upper Secondary Level,Important,0.51805,43,43,0.36693,0.66917
1990,Lower Saxony,Lower Secondary Level,Important,0.24832,49,145,0.17776,0.31889
1990,Lower Saxony,Lower Secondary Level,Less important,0.48367,96,145,0.40204,0.56529
1990,Lower Saxony,Upper Secondary Level,Very important,0.11592,51,461,0.08666,0.14517
1990,Lower Saxony,Upper Secondary Level,Important,0.36353,174,461,0.31957,0.40749
1990,Lower Saxony,Upper Secondary Level,Less important,0.41433,193,461,0.36931,0.45935
1990,Lower Saxony,Upper Secondary Level,Unimportant,0.10622,43,461,0.07806,0.13438
1990,North Rhine-Westphalia,Lower Secondary Level,Very important,0.13436,52,386,0.10029,0.16842
1990,North Rhine-Westphalia,Lower Secondary Level,Important,0.33756,135,386,0.29033,0.38480
1990,North Rhine-Westphalia,Lower Secondary Level,Less important,0.39638,148,386,0.34751,0.44524
1990,North Rhine-Westphalia,Lower Secondary Level,Unimportant,0.13171,51,386,0.09793,0.16549
1990,North Rhine-Westphalia,Upper Secondary Level,Very important,0.12318,123,1060,0.10339,0.14297
1990,North Rhine-Westphalia,Upper Secondary Level,Important,0.44183,475,1060,0.41192,0.47174
1990,North Rhine-Westphalia,Upper Secondary Level,Less important,0.36033,386,1060,0.33142,0.38925
1990,North Rhine-Westphalia,Upper Secondary Level,Unimportant,0.07466,76,1060,0.05883,0.09049
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Important,0.33201,45,105,0.24150,0.42252
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Less important,0.46967,60,105,0.37375,0.56559
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Very important,0.16304,31,182,0.10923,0.21686
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Important,0.45986,89,182,0.38726,0.53247
