year,age_gr,sex,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,male,Very important,0.16791,155,944,0.14405,0.19176
1990,17-29 y.,male,Important,0.44597,417,944,0.41425,0.47770
1990,17-29 y.,male,Less important,0.33873,327,944,0.30852,0.36893
1990,17-29 y.,male,Unimportant,0.04739,45,944,0.03383,0.06096
1990,17-29 y.,female,Very important,0.18944,165,921,0.16412,0.21476
1990,17-29 y.,female,Important,0.39741,377,921,0.36579,0.42903
1990,17-29 y.,female,Less important,0.37246,340,921,0.34122,0.40370
1990,17-29 y.,female,Unimportant,0.04069,39,921,0.02792,0.05345
1990,30-45 y.,male,Very important,0.11053,111,1015,0.09123,0.12983
1990,30-45 y.,male,Important,0.38392,387,1015,0.35398,0.41385
1990,30-45 y.,male,Less important,0.44061,444,1015,0.41006,0.47117
1990,30-45 y.,male,Unimportant,0.06494,73,1015,0.04977,0.08011
1990,30-45 y.,female,Very important,0.10365,102,1044,0.08515,0.12215
1990,30-45 y.,female,Important,0.38181,407,1044,0.35233,0.41130
1990,30-45 y.,female,Less important,0.45524,470,1044,0.42502,0.48547
1990,30-45 y.,female,Unimportant,0.05929,65,1044,0.04496,0.07362
1990,46-65 y.,male,Very important,0.12138,125,1048,0.10159,0.14116
1990,46-65 y.,male,Important,0.38869,407,1048,0.35916,0.41821
1990,46-65 y.,male,Less important,0.39563,420,1048,0.36601,0.42525
1990,46-65 y.,male,Unimportant,0.09430,96,1048,0.07660,0.11201
1990,46-65 y.,female,Very important,0.13994,154,1121,0.11962,0.16026
1990,46-65 y.,female,Important,0.39988,438,1121,0.37119,0.42857
1990,46-65 y.,female,Less important,0.33656,388,1121,0.30889,0.36424
1990,46-65 y.,female,Unimportant,0.12362,141,1121,0.10434,0.14290
1990,66 and older,male,Important,0.31441,126,373,0.26723,0.36159
1990,66 and older,male,Less important,0.36482,148,373,0.31590,0.41374
1990,66 and older,male,Unimportant,0.24978,99,373,0.20579,0.29377
1990,66 and older,female,Very important,0.06835,47,611,0.04833,0.08838
1990,66 and older,female,Important,0.29080,173,611,0.25476,0.32684
1990,66 and older,female,Less important,0.34931,216,611,0.31148,0.38714
1990,66 and older,female,Unimportant,0.29153,175,611,0.25547,0.32760
1992,17-29 y.,male,Very important,0.18987,242,1332,0.16880,0.21094
1992,17-29 y.,male,Important,0.40559,558,1332,0.37921,0.43197
1992,17-29 y.,male,Less important,0.34953,462,1332,0.32391,0.37514
1992,17-29 y.,male,Unimportant,0.05501,70,1332,0.04276,0.06726
1992,17-29 y.,female,Very important,0.17628,226,1369,0.15609,0.19647
1992,17-29 y.,female,Important,0.41221,568,1369,0.38613,0.43830
1992,17-29 y.,female,Less important,0.36296,511,1369,0.33748,0.38844
1992,17-29 y.,female,Unimportant,0.04855,64,1369,0.03716,0.05994
1992,30-45 y.,male,Very important,0.10946,161,1759,0.09487,0.12406
1992,30-45 y.,male,Important,0.36802,645,1759,0.34548,0.39057
1992,30-45 y.,male,Less important,0.43901,809,1759,0.41581,0.46221
1992,30-45 y.,male,Unimportant,0.08351,144,1759,0.07057,0.09644
1992,30-45 y.,female,Very important,0.10953,169,1845,0.09527,0.12378
1992,30-45 y.,female,Important,0.36783,687,1845,0.34582,0.38984
1992,30-45 y.,female,Less important,0.43555,844,1845,0.41291,0.45818
1992,30-45 y.,female,Unimportant,0.08710,145,1845,0.07423,0.09997
1992,46-65 y.,male,Very important,0.11705,181,1593,0.10126,0.13284
1992,46-65 y.,male,Important,0.40202,643,1593,0.37793,0.42610
1992,46-65 y.,male,Less important,0.38310,630,1593,0.35922,0.40698
1992,46-65 y.,male,Unimportant,0.09783,139,1593,0.08323,0.11242
1992,46-65 y.,female,Very important,0.13433,218,1662,0.11793,0.15073
1992,46-65 y.,female,Important,0.42954,716,1662,0.40574,0.45335
1992,46-65 y.,female,Less important,0.34425,577,1662,0.32140,0.36710
1992,46-65 y.,female,Unimportant,0.09188,151,1662,0.07799,0.10577
1992,66 and older,male,Very important,0.09961,52,528,0.07404,0.12518
1992,66 and older,male,Important,0.33386,182,528,0.29360,0.37413
1992,66 and older,male,Less important,0.34481,181,528,0.30423,0.38539
1992,66 and older,male,Unimportant,0.22172,113,528,0.18625,0.25719
1992,66 and older,female,Very important,0.06586,58,863,0.04930,0.08242
1992,66 and older,female,Important,0.30916,274,863,0.27831,0.34001
1992,66 and older,female,Less important,0.33393,284,863,0.30244,0.36541
1992,66 and older,female,Unimportant,0.29106,247,863,0.26073,0.32138
1995,17-29 y.,male,Very important,0.12409,150,1270,0.10595,0.14223
1995,17-29 y.,male,Important,0.44656,567,1270,0.41921,0.47391
1995,17-29 y.,male,Less important,0.38209,486,1270,0.35536,0.40883
