year,bula_h,regtyp,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Urban regions,Important,0.29539,33,82,0.19603,0.39474
1990,Schleswig-Holstein,Urban regions,Less important,0.43752,49,82,0.32949,0.54556
1990,Schleswig-Holstein,Rural regions,Important,0.33210,45,112,0.24449,0.41972
1990,Schleswig-Holstein,Rural regions,Less important,0.48491,67,112,0.39193,0.57788
1990,Hamburg,Urban regions,Important,0.45211,64,96,0.35203,0.55220
1990,Hamburg,Urban regions,Less important,0.27991,32,96,0.18963,0.37019
1990,Lower Saxony,Urban regions,Very important,0.12976,51,389,0.09632,0.16320
1990,Lower Saxony,Urban regions,Important,0.36993,149,389,0.32189,0.41797
1990,Lower Saxony,Urban regions,Less important,0.40459,157,389,0.35575,0.45343
1990,Lower Saxony,Urban regions,Unimportant,0.09572,32,389,0.06645,0.12500
1990,Lower Saxony,Rural regions,Very important,0.10365,49,452,0.07551,0.13178
1990,Lower Saxony,Rural regions,Important,0.30908,146,452,0.26643,0.35173
1990,Lower Saxony,Rural regions,Less important,0.44587,204,452,0.40000,0.49175
1990,Lower Saxony,Rural regions,Unimportant,0.14141,53,452,0.10925,0.17356
1990,North Rhine-Westphalia,Urban regions,Very important,0.13558,243,1847,0.11996,0.15119
1990,North Rhine-Westphalia,Urban regions,Important,0.40920,772,1847,0.38677,0.43163
1990,North Rhine-Westphalia,Urban regions,Less important,0.36979,682,1847,0.34777,0.39181
1990,North Rhine-Westphalia,Urban regions,Unimportant,0.08543,150,1847,0.07268,0.09819
1990,North Rhine-Westphalia,Rural regions,Important,0.50964,35,35,0.34160,0.67767
1990,Hesse,Urban regions,Very important,0.12990,77,554,0.10188,0.15792
1990,Hesse,Urban regions,Important,0.39542,216,554,0.35467,0.43618
1990,Hesse,Urban regions,Less important,0.36682,210,554,0.32666,0.40699
1990,Hesse,Urban regions,Unimportant,0.10785,51,554,0.08200,0.13371
1990,Hesse,Rural regions,Important,0.33256,37,86,0.23240,0.43272
1990,Hesse,Rural regions,Less important,0.39111,49,86,0.28736,0.49485
1990,"Rhineland-Palatinate, Saarland",Urban regions,Very important,0.12587,54,450,0.09519,0.15655
1990,"Rhineland-Palatinate, Saarland",Urban regions,Important,0.32282,151,450,0.27957,0.36607
1990,"Rhineland-Palatinate, Saarland",Urban regions,Less important,0.36517,168,450,0.32064,0.40971
1990,"Rhineland-Palatinate, Saarland",Urban regions,Unimportant,0.18614,77,450,0.15014,0.22215
1990,"Rhineland-Palatinate, Saarland",Rural regions,Important,0.35345,38,84,0.25060,0.45629
1990,"Rhineland-Palatinate, Saarland",Rural regions,Less important,0.41859,46,84,0.31246,0.52473
1990,Baden-Wuerttemberg,Urban regions,Very important,0.12174,126,990,0.10136,0.14211
1990,Baden-Wuerttemberg,Urban regions,Important,0.38335,373,990,0.35305,0.41365
1990,Baden-Wuerttemberg,Urban regions,Less important,0.39697,399,990,0.36647,0.42746
1990,Baden-Wuerttemberg,Urban regions,Unimportant,0.09795,92,990,0.07942,0.11647
1990,Baden-Wuerttemberg,Rural regions,Important,0.33173,53,117,0.24604,0.41741
1990,Baden-Wuerttemberg,Rural regions,Less important,0.38423,64,117,0.29571,0.47275
1990,Bavaria,Urban regions,Very important,0.10950,72,641,0.08531,0.13369
1990,Bavaria,Urban regions,Important,0.39338,251,641,0.35553,0.43123
1990,Bavaria,Urban regions,Less important,0.36319,241,641,0.32593,0.40045
1990,Bavaria,Urban regions,Unimportant,0.13393,77,641,0.10754,0.16032
1990,Bavaria,Rural regions,Very important,0.10511,69,632,0.08118,0.12904
1990,Bavaria,Rural regions,Important,0.35752,230,632,0.32013,0.39492
1990,Bavaria,Rural regions,Less important,0.41158,259,632,0.37318,0.44998
1990,Bavaria,Rural regions,Unimportant,0.12579,74,632,0.09991,0.15166
1990,Berlin,Urban regions,Very important,0.15693,36,218,0.10854,0.20533
1990,Berlin,Urban regions,Important,0.48325,111,218,0.41676,0.54974
1990,Berlin,Urban regions,Less important,0.29742,71,218,0.23660,0.35824
1992,Schleswig-Holstein,Urban regions,Less important,0.43926,50,50,0.30030,0.57822
1992,Schleswig-Holstein,Rural regions,Important,0.31884,41,98,0.22610,0.41158
