year,pgisced97,regtyp,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No answer / don't know,Urban regions,Less important,0.48336,31,31,0.30454,0.66218
1990,Pre-primary Level,Urban regions,Important,0.50464,42,42,0.35160,0.65769
1990,Lower Secondary Level,Urban regions,Very important,0.13264,165,1186,0.11333,0.15196
1990,Lower Secondary Level,Urban regions,Important,0.32892,400,1186,0.30217,0.35567
1990,Lower Secondary Level,Urban regions,Less important,0.36323,424,1186,0.33585,0.39062
1990,Lower Secondary Level,Urban regions,Unimportant,0.17520,197,1186,0.15356,0.19685
1990,Lower Secondary Level,Rural regions,Very important,0.08828,39,431,0.06146,0.11509
1990,Lower Secondary Level,Rural regions,Important,0.27633,127,431,0.23406,0.31859
1990,Lower Secondary Level,Rural regions,Less important,0.38834,170,431,0.34228,0.43441
1990,Lower Secondary Level,Rural regions,Unimportant,0.24705,95,431,0.20629,0.28782
1990,Upper Secondary Level,Urban regions,Very important,0.11649,338,2935,0.10488,0.12810
1990,Upper Secondary Level,Urban regions,Important,0.40857,1195,2935,0.39078,0.42635
1990,Upper Secondary Level,Urban regions,Less important,0.37861,1146,2935,0.36106,0.39616
1990,Upper Secondary Level,Urban regions,Unimportant,0.09633,256,2935,0.08566,0.10701
1990,Upper Secondary Level,Rural regions,Very important,0.08327,79,932,0.06552,0.10102
1990,Upper Secondary Level,Rural regions,Important,0.35881,340,932,0.32800,0.38962
1990,Upper Secondary Level,Rural regions,Less important,0.45241,422,932,0.42044,0.48438
1990,Upper Secondary Level,Rural regions,Unimportant,0.10551,91,932,0.08578,0.12525
1990,Post-secondary Non-tertiary Level,Urban regions,Important,0.39230,71,132,0.30869,0.47591
1990,Post-secondary Non-tertiary Level,Urban regions,Less important,0.36242,61,132,0.28010,0.44474
1990,First Stage of Tertiary Education,Urban regions,Very important,0.13227,47,384,0.09834,0.16620
1990,First Stage of Tertiary Education,Urban regions,Important,0.38310,154,384,0.33441,0.43179
1990,First Stage of Tertiary Education,Urban regions,Less important,0.39079,152,384,0.34193,0.43966
1990,First Stage of Tertiary Education,Urban regions,Unimportant,0.09383,31,384,0.06463,0.12304
1990,First Stage of Tertiary Education,Rural regions,Important,0.41339,43,91,0.31165,0.51513
1990,First Stage of Tertiary Education,Rural regions,Less important,0.38028,48,91,0.27999,0.48058
1990,Second Stage of Tertiary Education,Urban regions,Very important,0.17899,100,531,0.14636,0.21163
1990,Second Stage of Tertiary Education,Urban regions,Important,0.43776,244,531,0.39553,0.48000
1990,Second Stage of Tertiary Education,Urban regions,Less important,0.33950,187,531,0.29918,0.37981
1990,Second Stage of Tertiary Education,Rural regions,Important,0.36785,36,75,0.25798,0.47772
1990,Second Stage of Tertiary Education,Rural regions,Less important,0.38275,39,75,0.27200,0.49350
1992,No answer / don't know,Urban regions,Important,0.44082,33,33,0.26880,0.61284
1992,Pre-primary Level,Urban regions,Important,0.36242,36,36,0.20317,0.52168
1992,Lower Secondary Level,Urban regions,Very important,0.11602,160,1194,0.09785,0.13420
1992,Lower Secondary Level,Urban regions,Important,0.36480,436,1194,0.33748,0.39212
1992,Lower Secondary Level,Urban regions,Less important,0.33499,410,1194,0.30820,0.36177
1992,Lower Secondary Level,Urban regions,Unimportant,0.18419,188,1194,0.16219,0.20619
1992,Lower Secondary Level,Rural regions,Very important,0.09411,80,723,0.07281,0.11541
