year,bula_h,quintil_oecd,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Saxony,1st Quintile,Important,0.19351,34,140,0.12783,0.25918
1990,Lower Saxony,1st Quintile,Less important,0.49314,73,140,0.41003,0.57626
1990,Lower Saxony,1st Quintile,Unimportant,0.26659,33,140,0.19308,0.34010
1990,Lower Saxony,2nd Quintile,Important,0.31886,51,131,0.23875,0.39897
1990,Lower Saxony,2nd Quintile,Less important,0.50449,80,131,0.41855,0.59044
1990,Lower Saxony,3rd Quintile,Important,0.33875,53,119,0.25336,0.42415
1990,Lower Saxony,3rd Quintile,Less important,0.40297,66,119,0.31447,0.49147
1990,Lower Saxony,4th Quintile,Very important,0.17814,33,190,0.12359,0.23269
1990,Lower Saxony,4th Quintile,Important,0.38142,78,190,0.31217,0.45067
1990,Lower Saxony,4th Quintile,Less important,0.39890,79,190,0.32909,0.46871
1990,Lower Saxony,5th Quintile,Important,0.44462,79,142,0.36260,0.52665
1990,Lower Saxony,5th Quintile,Less important,0.34612,63,142,0.26760,0.42465
1990,North Rhine-Westphalia,1st Quintile,Important,0.37193,119,290,0.31621,0.42766
1990,North Rhine-Westphalia,1st Quintile,Less important,0.36543,117,290,0.30991,0.42095
1990,North Rhine-Westphalia,1st Quintile,Unimportant,0.17724,54,290,0.13321,0.22127
1990,North Rhine-Westphalia,2nd Quintile,Very important,0.12515,43,380,0.09184,0.15846
1990,North Rhine-Westphalia,2nd Quintile,Important,0.38444,151,380,0.33547,0.43342
1990,North Rhine-Westphalia,2nd Quintile,Less important,0.39856,150,380,0.34927,0.44785
1990,North Rhine-Westphalia,2nd Quintile,Unimportant,0.09185,36,380,0.06277,0.12092
1990,North Rhine-Westphalia,3rd Quintile,Very important,0.15768,55,365,0.12024,0.19512
1990,North Rhine-Westphalia,3rd Quintile,Important,0.40128,160,365,0.35093,0.45164
1990,North Rhine-Westphalia,3rd Quintile,Less important,0.38884,150,365,0.33876,0.43892
1990,North Rhine-Westphalia,4th Quintile,Very important,0.16012,59,353,0.12181,0.19843
1990,North Rhine-Westphalia,4th Quintile,Important,0.37852,148,353,0.32785,0.42919
1990,North Rhine-Westphalia,4th Quintile,Less important,0.38969,146,353,0.33875,0.44064
1990,North Rhine-Westphalia,5th Quintile,Very important,0.13600,63,436,0.10378,0.16821
1990,North Rhine-Westphalia,5th Quintile,Important,0.50454,228,436,0.45756,0.55153
1990,North Rhine-Westphalia,5th Quintile,Less important,0.31871,145,436,0.27492,0.36250
1990,Hesse,1st Quintile,Important,0.30564,32,64,0.19188,0.41939
1990,Hesse,1st Quintile,Less important,0.32365,32,64,0.20811,0.43918
1990,Hesse,2nd Quintile,Important,0.36548,34,86,0.26310,0.46786
1990,Hesse,2nd Quintile,Less important,0.50081,52,86,0.39451,0.60710
1990,Hesse,3rd Quintile,Important,0.31999,42,103,0.22946,0.41052
1990,Hesse,3rd Quintile,Less important,0.42009,61,103,0.32430,0.51588
1990,Hesse,4th Quintile,Important,0.42602,65,123,0.33827,0.51376
1990,Hesse,4th Quintile,Less important,0.34632,58,123,0.26189,0.43074
1990,Hesse,5th Quintile,Very important,0.17558,34,170,0.11822,0.23295
1990,Hesse,5th Quintile,Important,0.45943,80,170,0.38430,0.53457
1990,Hesse,5th Quintile,Less important,0.29827,56,170,0.22929,0.36725
1990,"Rhineland-Palatinate, Saarland",1st Quintile,Less important,0.36298,41,77,0.25487,0.47109
1990,"Rhineland-Palatinate, Saarland",1st Quintile,Unimportant,0.35865,36,77,0.25082,0.46647
