year,quintil_oecd,sex,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,male,Very important,0.08274,38,453,0.05734,0.10814
1990,1st Quintile,male,Important,0.32197,154,453,0.27889,0.36504
1990,1st Quintile,male,Less important,0.38401,172,453,0.33917,0.42884
1990,1st Quintile,male,Unimportant,0.21129,89,453,0.17365,0.24892
1990,1st Quintile,female,Very important,0.06944,51,653,0.04993,0.08895
1990,1st Quintile,female,Important,0.29500,203,653,0.26000,0.33001
1990,1st Quintile,female,Less important,0.38422,258,653,0.34689,0.42156
1990,1st Quintile,female,Unimportant,0.25133,141,653,0.21804,0.28463
1990,2nd Quintile,male,Very important,0.09116,58,608,0.06826,0.11405
1990,2nd Quintile,male,Important,0.38639,232,608,0.34766,0.42513
1990,2nd Quintile,male,Less important,0.40606,251,608,0.36700,0.44513
1990,2nd Quintile,male,Unimportant,0.11639,67,608,0.09088,0.14190
1990,2nd Quintile,female,Very important,0.10419,74,737,0.08212,0.12626
1990,2nd Quintile,female,Important,0.35316,268,737,0.31863,0.38769
1990,2nd Quintile,female,Less important,0.41389,304,737,0.37831,0.44947
1990,2nd Quintile,female,Unimportant,0.12876,91,737,0.10457,0.15296
1990,3rd Quintile,male,Very important,0.13026,91,679,0.10492,0.15560
1990,3rd Quintile,male,Important,0.37600,250,679,0.33954,0.41246
1990,3rd Quintile,male,Less important,0.41041,277,679,0.37338,0.44744
1990,3rd Quintile,male,Unimportant,0.08333,61,679,0.06253,0.10413
1990,3rd Quintile,female,Very important,0.13917,94,720,0.11387,0.16447
1990,3rd Quintile,female,Important,0.35708,254,720,0.32206,0.39211
1990,3rd Quintile,female,Less important,0.39395,297,720,0.35823,0.42966
1990,3rd Quintile,female,Unimportant,0.10980,75,720,0.08695,0.13266
1990,4th Quintile,male,Very important,0.14504,109,804,0.12069,0.16940
1990,4th Quintile,male,Important,0.39016,314,804,0.35642,0.42390
1990,4th Quintile,male,Less important,0.40360,332,804,0.36967,0.43754
1990,4th Quintile,male,Unimportant,0.06119,49,804,0.04461,0.07777
1990,4th Quintile,female,Very important,0.14630,112,778,0.12145,0.17115
1990,4th Quintile,female,Important,0.39163,306,778,0.35731,0.42596
1990,4th Quintile,female,Less important,0.37452,297,778,0.34048,0.40855
1990,4th Quintile,female,Unimportant,0.08755,63,778,0.06768,0.10743
1990,5th Quintile,male,Very important,0.14039,123,864,0.11722,0.16357
1990,5th Quintile,male,Important,0.44657,387,864,0.41340,0.47974
1990,5th Quintile,male,Less important,0.35329,307,864,0.32140,0.38518
1990,5th Quintile,male,Unimportant,0.05975,47,864,0.04394,0.07556
1990,5th Quintile,female,Very important,0.16733,137,806,0.14154,0.19312
1990,5th Quintile,female,Important,0.45272,363,806,0.41834,0.48711
1990,5th Quintile,female,Less important,0.31926,258,806,0.28706,0.35147
1990,5th Quintile,female,Unimportant,0.06069,48,806,0.04419,0.07718
1992,1st Quintile,male,Very important,0.10678,92,939,0.08701,0.12654
1992,1st Quintile,male,Important,0.33389,324,939,0.30371,0.36407
1992,1st Quintile,male,Less important,0.37468,385,939,0.34371,0.40566
1992,1st Quintile,male,Unimportant,0.18465,138,939,0.15982,0.20948
1992,1st Quintile,female,Very important,0.08317,119,1332,0.06833,0.09800
1992,1st Quintile,female,Important,0.33821,478,1332,0.31279,0.36363
1992,1st Quintile,female,Less important,0.37694,528,1332,0.35090,0.40297
1992,1st Quintile,female,Unimportant,0.20169,207,1332,0.18013,0.22324
1992,2nd Quintile,male,Very important,0.08211,99,1066,0.06562,0.09859
1992,2nd Quintile,male,Important,0.37671,417,1066,0.34761,0.40581
1992,2nd Quintile,male,Less important,0.43641,456,1066,0.40663,0.46620
1992,2nd Quintile,male,Unimportant,0.10477,94,1066,0.08638,0.12316
1992,2nd Quintile,female,Very important,0.09757,123,1210,0.08084,0.11430
1992,2nd Quintile,female,Important,0.37056,447,1210,0.34333,0.39778
1992,2nd Quintile,female,Less important,0.37707,503,1210,0.34975,0.40439
1992,2nd Quintile,female,Unimportant,0.15480,137,1210,0.13441,0.17519
1992,3rd Quintile,male,Very important,0.13045,123,1016,0.10973,0.15117
1992,3rd Quintile,male,Important,0.36845,387,1016,0.33878,0.39813
1992,3rd Quintile,male,Less important,0.41098,426,1016,0.38071,0.44125
1992,3rd Quintile,male,Unimportant,0.09011,80,1016,0.07250,0.10773
1992,3rd Quintile,female,Very important,0.10730,118,1087,0.08889,0.12570
1992,3rd Quintile,female,Important,0.37724,434,1087,0.34842,0.40607
1992,3rd Quintile,female,Less important,0.39398,426,1087,0.36492,0.42304
1992,3rd Quintile,female,Unimportant,0.12148,109,1087,0.10205,0.14091
1992,4th Quintile,male,Very important,0.14237,144,1047,0.12119,0.16354
1992,4th Quintile,male,Important,0.37283,404,1047,0.34352,0.40213
1992,4th Quintile,male,Less important,0.38956,407,1047,0.36001,0.41911
1992,4th Quintile,male,Unimportant,0.09524,92,1047,0.07745,0.11303
1992,4th Quintile,female,Very important,0.14203,136,1051,0.12092,0.16315
1992,4th Quintile,female,Important,0.40595,431,1051,0.37625,0.43565
1992,4th Quintile,female,Less important,0.36123,396,1051,0.33217,0.39028
1992,4th Quintile,female,Unimportant,0.09079,88,1051,0.07341,0.10817
1992,5th Quintile,male,Very important,0.16218,177,1143,0.14080,0.18356
1992,5th Quintile,male,Important,0.43693,496,1143,0.40816,0.46570
1992,5th Quintile,male,Less important,0.34013,408,1143,0.31265,0.36761
1992,5th Quintile,male,Unimportant,0.06076,62,1143,0.04691,0.07462
1992,5th Quintile,female,Very important,0.17305,175,1059,0.15025,0.19584
1992,5th Quintile,female,Important,0.42202,455,1059,0.39226,0.45178
1992,5th Quintile,female,Less important,0.34110,363,1059,0.31253,0.36967
1992,5th Quintile,female,Unimportant,0.06383,66,1059,0.04910,0.07856
1995,1st Quintile,male,Very important,0.08589,55,783,0.06625,0.10553
1995,1st Quintile,male,Important,0.31416,251,783,0.28162,0.34669
1995,1st Quintile,male,Less important,0.43350,358,783,0.39877,0.46823
1995,1st Quintile,male,Unimportant,0.16645,119,783,0.14034,0.19256
