year,pgisced97,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No answer / don't know,Less important,0.45208,35,35,0.28479,0.61938
1990,Pre-primary Level,Important,0.50637,55,55,0.37302,0.63972
1990,Lower Secondary Level,Very important,0.12075,204,1617,0.10486,0.13664
1990,Lower Secondary Level,Important,0.31482,527,1617,0.29218,0.33747
1990,Lower Secondary Level,Less important,0.36997,594,1617,0.34643,0.39351
1990,Lower Secondary Level,Unimportant,0.19446,292,1617,0.17517,0.21376
1990,Upper Secondary Level,Very important,0.10843,417,3867,0.09863,0.11823
1990,Upper Secondary Level,Important,0.39649,1535,3867,0.38107,0.41191
1990,Upper Secondary Level,Less important,0.39652,1568,3867,0.38110,0.41194
1990,Upper Secondary Level,Unimportant,0.09856,347,3867,0.08917,0.10796
1990,Post-secondary Non-tertiary Level,Very important,0.19493,37,193,0.13889,0.25096
1990,Post-secondary Non-tertiary Level,Important,0.38258,82,193,0.31383,0.45133
1990,Post-secondary Non-tertiary Level,Less important,0.37793,74,193,0.30935,0.44652
1990,First Stage of Tertiary Education,Very important,0.12468,58,497,0.09560,0.15375
1990,First Stage of Tertiary Education,Important,0.38977,197,497,0.34685,0.43269
1990,First Stage of Tertiary Education,Less important,0.38848,200,497,0.34558,0.43137
1990,First Stage of Tertiary Education,Unimportant,0.09707,42,497,0.07102,0.12313
1990,Second Stage of Tertiary Education,Very important,0.18637,123,629,0.15591,0.21683
1990,Second Stage of Tertiary Education,Important,0.42697,280,629,0.38828,0.46566
1990,Second Stage of Tertiary Education,Less important,0.34617,226,629,0.30897,0.38338
1992,No answer / don't know,Important,0.44490,46,80,0.33532,0.55449
1992,No answer / don't know,Less important,0.31043,34,80,0.20840,0.41245
1992,Pre-primary Level,Very important,0.23588,33,140,0.16530,0.30646
1992,Pre-primary Level,Important,0.43981,66,140,0.35729,0.52232
1992,Pre-primary Level,Less important,0.31379,41,140,0.23664,0.39093
1992,Primary Level,Less important,0.33417,32,32,0.16812,0.50022
1992,Lower Secondary Level,Very important,0.10850,242,1932,0.09463,0.12238
1992,Lower Secondary Level,Important,0.33789,672,1932,0.31679,0.35899
1992,Lower Secondary Level,Less important,0.35588,679,1932,0.33452,0.37723
1992,Lower Secondary Level,Unimportant,0.19773,339,1932,0.17996,0.21549
1992,Upper Secondary Level,Very important,0.11940,673,6022,0.11121,0.12759
1992,Upper Secondary Level,Important,0.37787,2334,6022,0.36562,0.39012
1992,Upper Secondary Level,Less important,0.39745,2470,6022,0.38509,0.40981
1992,Upper Secondary Level,Unimportant,0.10528,545,6022,0.09753,0.11304
