year,migback,plh0112,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Very important,0.12135,809,6610,0.11348,0.12923
1990,No migration background,Important,0.37809,2524,6610,0.36640,0.38978
1990,No migration background,Less important,0.38611,2583,6610,0.37437,0.39785
1990,No migration background,Unimportant,0.11445,694,6610,0.10677,0.12213
1990,Direct migration background,Very important,0.15105,64,443,0.11767,0.18444
1990,Direct migration background,Important,0.41275,187,443,0.36685,0.45865
1990,Direct migration background,Less important,0.34203,156,443,0.29780,0.38625
1990,Direct migration background,Unimportant,0.09417,36,443,0.06694,0.12140
1992,No migration background,Very important,0.12202,1209,10299,0.11570,0.12835
1992,No migration background,Important,0.38002,3996,10299,0.37065,0.38940
1992,No migration background,Less important,0.38181,4075,10299,0.37243,0.39119
1992,No migration background,Unimportant,0.11614,1019,10299,0.10995,0.12233
1992,Direct migration background,Very important,0.15467,82,575,0.12509,0.18425
1992,Direct migration background,Important,0.42740,246,575,0.38693,0.46787
1992,Direct migration background,Less important,0.31885,197,575,0.28073,0.35698
1992,Direct migration background,Unimportant,0.09908,50,575,0.07464,0.12353
1992,Indirect migration background,Important,0.32482,31,31,0.15724,0.49241
1995,No migration background,Very important,0.09202,892,9920,0.08633,0.09771
1995,No migration background,Important,0.36084,3606,9920,0.35139,0.37029
1995,No migration background,Less important,0.42767,4379,9920,0.41794,0.43741
1995,No migration background,Unimportant,0.11946,1043,9920,0.11308,0.12584
1995,Direct migration background,Very important,0.13849,138,1122,0.11827,0.15871
1995,Direct migration background,Important,0.39983,457,1122,0.37116,0.42851
1995,Direct migration background,Less important,0.33784,397,1122,0.31015,0.36552
1995,Direct migration background,Unimportant,0.12384,130,1122,0.10456,0.14313
1995,Indirect migration background,Important,0.55854,66,103,0.46218,0.65491
1995,Indirect migration background,Less important,0.22952,37,103,0.14791,0.31113
2004,No migration background,Very important,0.09455,1756,18209,0.09030,0.09880
2004,No migration background,Important,0.34800,6562,18209,0.34108,0.35492
2004,No migration background,Less important,0.42991,7909,18209,0.42272,0.43710
2004,No migration background,Unimportant,0.12753,1982,18209,0.12269,0.13238
2004,Direct migration background,Very important,0.09301,222,2517,0.08166,0.10436
2004,Direct migration background,Important,0.34399,870,2517,0.32543,0.36255
2004,Direct migration background,Less important,0.40835,1019,2517,0.38915,0.42756
2004,Direct migration background,Unimportant,0.15465,406,2517,0.14052,0.16877
2004,Indirect migration background,Very important,0.15290,129,786,0.12772,0.17808
2004,Indirect migration background,Important,0.42525,350,786,0.39067,0.45984
2004,Indirect migration background,Less important,0.33884,248,786,0.30573,0.37195
2004,Indirect migration background,Unimportant,0.08301,59,786,0.06371,0.10231
2008,No migration background,Very important,0.08005,1294,16576,0.07592,0.08418
2008,No migration background,Important,0.32097,5617,16576,0.31387,0.32808
2008,No migration background,Less important,0.44543,7419,16576,0.43786,0.45299
2008,No migration background,Unimportant,0.15355,2246,16576,0.14806,0.15904
2008,Direct migration background,Very important,0.07798,148,1889,0.06589,0.09008
2008,Direct migration background,Important,0.33726,610,1889,0.31593,0.35858
2008,Direct migration background,Less important,0.39438,771,1889,0.37234,0.41643
2008,Direct migration background,Unimportant,0.19038,360,1889,0.17267,0.20809
2008,Indirect migration background,Very important,0.13256,107,765,0.10852,0.15661
2008,Indirect migration background,Important,0.41108,315,765,0.37619,0.44597
2008,Indirect migration background,Less important,0.37554,280,765,0.34120,0.40987
2008,Indirect migration background,Unimportant,0.08082,63,765,0.06149,0.10015
2012,No migration background,Very important,0.10804,2315,23173,0.10405,0.11204
2012,No migration background,Important,0.34146,7772,23173,0.33536,0.34757
2012,No migration background,Less important,0.41985,10286,23173,0.41350,0.42621
2012,No migration background,Unimportant,0.13064,2800,23173,0.12630,0.13498
2012,Direct migration background,Very important,0.12174,379,3185,0.11039,0.13310
2012,Direct migration background,Important,0.39910,1282,3185,0.38209,0.41611
2012,Direct migration background,Less important,0.34577,1144,3185,0.32925,0.36229
2012,Direct migration background,Unimportant,0.13338,380,3185,0.12157,0.14519
2012,Indirect migration background,Very important,0.12978,164,1199,0.11075,0.14881
2012,Indirect migration background,Important,0.43494,483,1199,0.40686,0.46301
2012,Indirect migration background,Less important,0.37396,469,1199,0.34656,0.40136
2012,Indirect migration background,Unimportant,0.06133,83,1199,0.04774,0.07492
2016,No migration background,Very important,0.11574,1919,17719,0.11102,0.12045
2016,No migration background,Important,0.34736,6146,17719,0.34034,0.35437
2016,No migration background,Less important,0.41169,7598,17719,0.40444,0.41893
2016,No migration background,Unimportant,0.12522,2056,17719,0.12035,0.13010
2016,Direct migration background,Very important,0.14504,746,5023,0.13530,0.15477
2016,Direct migration background,Important,0.40072,2159,5023,0.38716,0.41427
2016,Direct migration background,Less important,0.35432,1676,5023,0.34109,0.36755
2016,Direct migration background,Unimportant,0.09992,442,5023,0.09163,0.10822
2016,Indirect migration background,Very important,0.21048,318,1477,0.18968,0.23128
2016,Indirect migration background,Important,0.42882,623,1477,0.40357,0.45407
2016,Indirect migration background,Less important,0.31331,463,1477,0.28965,0.33697
2016,Indirect migration background,Unimportant,0.04739,73,1477,0.03655,0.05823
2021,No migration background,Very important,0.12270,1606,13139,0.11709,0.12831
2021,No migration background,Important,0.33264,4518,13139,0.32458,0.34069
2021,No migration background,Less important,0.43264,5747,13139,0.42417,0.44111
2021,No migration background,Unimportant,0.11203,1268,13139,0.10663,0.11742
2021,Direct migration background,Very important,0.15554,603,3099,0.14278,0.16830
2021,Direct migration background,Important,0.42354,1404,3099,0.40614,0.44094
2021,Direct migration background,Less important,0.34079,910,3099,0.32410,0.35748
2021,Direct migration background,Unimportant,0.08014,182,3099,0.07058,0.08970
2021,Indirect migration background,Very important,0.18315,183,928,0.15825,0.20805
2021,Indirect migration background,Important,0.41504,388,928,0.38332,0.44676
2021,Indirect migration background,Less important,0.33980,311,928,0.30931,0.37029
2021,Indirect migration background,Unimportant,0.06202,46,928,0.04649,0.07754
