"plh0112","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"1 Sehr wichtig","1990","(noch) kein Abschluss","kein Migrationshintergrund","31","0.177924895736207","0.118290934915446","0.237558856556967"
"1 Sehr wichtig","1990","(noch) kein Abschluss","direkter Migrationshintergrund","1","","",""
"1 Sehr wichtig","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"1 Sehr wichtig","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"1 Sehr wichtig","1990","Hauptschule","kein Migrationshintergrund","368","0.0963022035665222","0.0869336546512939","0.10567075248175"
"1 Sehr wichtig","1990","Hauptschule","direkter Migrationshintergrund","25","","",""
"1 Sehr wichtig","1990","Hauptschule","indirekter Migrationshintergrund","7","","",""
"1 Sehr wichtig","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"1 Sehr wichtig","1990","Realschule","kein Migrationshintergrund","182","0.127918940969981","0.110583528363757","0.145254353576206"
"1 Sehr wichtig","1990","Realschule","direkter Migrationshintergrund","19","","",""
"1 Sehr wichtig","1990","Realschule","indirekter Migrationshintergrund","1","","",""
"1 Sehr wichtig","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"1 Sehr wichtig","1990","(Fach-)Abitur","kein Migrationshintergrund","107","0.213600848016006","0.178340433245895","0.248861262786118"
"1 Sehr wichtig","1990","(Fach-)Abitur","direkter Migrationshintergrund","4","","",""
"1 Sehr wichtig","1990","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"1 Sehr wichtig","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"1 Sehr wichtig","1990","AkademikerIn","kein Migrationshintergrund","106","0.172706373736396","0.142561487885614","0.202851259587178"
"1 Sehr wichtig","1990","AkademikerIn","direkter Migrationshintergrund","15","","",""
"1 Sehr wichtig","1990","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"1 Sehr wichtig","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"2 Wichtig","1990","(noch) kein Abschluss","kein Migrationshintergrund","69","0.455380125088551","0.377728003371615","0.533032246805487"
"2 Wichtig","1990","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"2 Wichtig","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"2 Wichtig","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"2 Wichtig","1990","Hauptschule","kein Migrationshintergrund","1348","0.352633677039399","0.337460394353497","0.367806959725301"
"2 Wichtig","1990","Hauptschule","direkter Migrationshintergrund","103","0.39515793055513","0.334916652523964","0.455399208586295"
"2 Wichtig","1990","Hauptschule","indirekter Migrationshintergrund","11","","",""
"2 Wichtig","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"2 Wichtig","1990","Realschule","kein Migrationshintergrund","579","0.396351359809112","0.370963819974469","0.421738899643754"
"2 Wichtig","1990","Realschule","direkter Migrationshintergrund","35","0.396060254371773","0.29445164102386","0.497668867719687"
"2 Wichtig","1990","Realschule","indirekter Migrationshintergrund","2","","",""
"2 Wichtig","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"2 Wichtig","1990","(Fach-)Abitur","kein Migrationshintergrund","233","0.443320883226604","0.400581724258408","0.4860600421948"
"2 Wichtig","1990","(Fach-)Abitur","direkter Migrationshintergrund","23","","",""
"2 Wichtig","1990","(Fach-)Abitur","indirekter Migrationshintergrund","3","","",""
"2 Wichtig","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"2 Wichtig","1990","AkademikerIn","kein Migrationshintergrund","259","0.427428634031721","0.387975978483248","0.466881289580195"
"2 Wichtig","1990","AkademikerIn","direkter Migrationshintergrund","21","","",""
"2 Wichtig","1990","AkademikerIn","indirekter Migrationshintergrund","","","",""
"2 Wichtig","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"3 Weniger wichtig","1990","(noch) kein Abschluss","kein Migrationshintergrund","49","0.308545475639415","0.236524176647821","0.38056677463101"
