year,regtyp,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,Very concerned,0.24927,2482,8542,0.24009,0.25844
1985,Urban regions,Somewhat concerned,0.46844,4733,8542,0.45786,0.47903
1985,Urban regions,Not concerned at all,0.11378,1327,8542,0.10705,0.12052
1985,Rural regions,Very concerned,0.27289,767,2328,0.25479,0.29099
1985,Rural regions,Somewhat concerned,0.45169,1282,2328,0.43147,0.47191
1985,Rural regions,Not concerned at all,0.08918,279,2328,0.07760,0.10076
1986,Urban regions,Very concerned,0.14762,1464,8216,0.13995,0.15529
1986,Urban regions,Somewhat concerned,0.48271,4746,8216,0.47190,0.49352
1986,Urban regions,Not concerned at all,0.19856,2006,8216,0.18993,0.20719
1986,Rural regions,Very concerned,0.18849,498,2216,0.17220,0.20477
1986,Rural regions,Somewhat concerned,0.44691,1238,2216,0.42621,0.46762
1986,Rural regions,Not concerned at all,0.17338,480,2216,0.15762,0.18915
1987,Urban regions,Very concerned,0.17205,1552,8128,0.16384,0.18025
1987,Urban regions,Somewhat concerned,0.50238,4892,8128,0.49151,0.51325
1987,Urban regions,Not concerned at all,0.15475,1684,8128,0.14688,0.16261
1987,Rural regions,Very concerned,0.16032,428,2180,0.14492,0.17573
1987,Rural regions,Somewhat concerned,0.49507,1318,2180,0.47408,0.51606
1987,Rural regions,Not concerned at all,0.14460,434,2180,0.12984,0.15937
1988,Urban regions,Very concerned,0.23119,1975,7802,0.22183,0.24055
1988,Urban regions,Somewhat concerned,0.48273,4579,7802,0.47164,0.49382
1988,Urban regions,Not concerned at all,0.11701,1248,7802,0.10988,0.12414
1988,Rural regions,Very concerned,0.22976,565,2066,0.21161,0.24790
1988,Rural regions,Somewhat concerned,0.47868,1211,2066,0.45713,0.50023
1988,Rural regions,Not concerned at all,0.10176,290,2066,0.08872,0.11480
1989,Urban regions,Very concerned,0.14467,1287,7580,0.13675,0.15259
1989,Urban regions,Somewhat concerned,0.48585,4411,7580,0.47460,0.49710
1989,Urban regions,Not concerned at all,0.20028,1882,7580,0.19127,0.20929
1989,Rural regions,Very concerned,0.14531,347,1945,0.12964,0.16097
1989,Rural regions,Somewhat concerned,0.46409,1122,1945,0.44192,0.48626
1989,Rural regions,Not concerned at all,0.19798,476,1945,0.18026,0.21569
