year,pgisced97,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Pre-primary Level,Very concerned,0.22884,40,185,0.16814,0.28954
1984,Pre-primary Level,Somewhat concerned,0.53006,105,185,0.45794,0.60217
1984,Pre-primary Level,Not concerned at all,0.19183,40,185,0.13494,0.24873
1984,Primary Level,Very concerned,0.27715,263,980,0.24911,0.30519
1984,Primary Level,Somewhat concerned,0.45198,441,980,0.42080,0.48315
1984,Primary Level,Not concerned at all,0.24745,276,980,0.22042,0.27449
1984,Lower Secondary Level,Very concerned,0.31335,1055,3412,0.29779,0.32892
1984,Lower Secondary Level,Somewhat concerned,0.51423,1766,3412,0.49746,0.53101
1984,Lower Secondary Level,Not concerned at all,0.16290,591,3412,0.15050,0.17529
1984,Upper Secondary Level,Very concerned,0.34033,1926,5647,0.32797,0.35269
1984,Upper Secondary Level,Somewhat concerned,0.54397,3080,5647,0.53097,0.55696
1984,Upper Secondary Level,Not concerned at all,0.10693,641,5647,0.09887,0.11499
1984,Post-secondary Non-tertiary Level,Very concerned,0.37397,115,307,0.31976,0.42818
1984,Post-secondary Non-tertiary Level,Somewhat concerned,0.53069,151,307,0.47477,0.58660
1984,Post-secondary Non-tertiary Level,Not concerned at all,0.08895,41,307,0.05705,0.12084
1984,First Stage of Tertiary Education,Very concerned,0.33138,227,652,0.29522,0.36754
1984,First Stage of Tertiary Education,Somewhat concerned,0.54702,359,652,0.50878,0.58526
1984,First Stage of Tertiary Education,Not concerned at all,0.10831,66,652,0.08444,0.13218
1984,Second Stage of Tertiary Education,Very concerned,0.29202,231,783,0.26015,0.32389
1984,Second Stage of Tertiary Education,Somewhat concerned,0.56115,447,783,0.52637,0.59594
1984,Second Stage of Tertiary Education,Not concerned at all,0.13867,105,783,0.11445,0.16289
1985,Pre-primary Level,Very concerned,0.17426,32,186,0.11960,0.22892
1985,Pre-primary Level,Somewhat concerned,0.59607,111,186,0.52536,0.66677
1985,Pre-primary Level,Not concerned at all,0.22102,43,186,0.16123,0.28082
1985,Primary Level,Very concerned,0.25744,196,806,0.22723,0.28764
1985,Primary Level,Somewhat concerned,0.44722,392,806,0.41288,0.48157
1985,Primary Level,Not concerned at all,0.24755,218,806,0.21773,0.27736
1985,Lower Secondary Level,Very concerned,0.27616,836,3002,0.26016,0.29215
1985,Lower Secondary Level,Somewhat concerned,0.54027,1625,3002,0.52244,0.55810
1985,Lower Secondary Level,Not concerned at all,0.16116,541,3002,0.14800,0.17431
1985,Upper Secondary Level,Very concerned,0.32807,1664,5130,0.31522,0.34092
1985,Upper Secondary Level,Somewhat concerned,0.55150,2856,5130,0.53788,0.56511
1985,Upper Secondary Level,Not concerned at all,0.11133,610,5130,0.10272,0.11994
1985,Post-secondary Non-tertiary Level,Very concerned,0.34516,82,272,0.28855,0.40176
1985,Post-secondary Non-tertiary Level,Somewhat concerned,0.55655,156,272,0.49741,0.61570
1985,Post-secondary Non-tertiary Level,Not concerned at all,0.09241,34,272,0.05793,0.12689
1985,First Stage of Tertiary Education,Very concerned,0.32784,208,618,0.29080,0.36488
1985,First Stage of Tertiary Education,Somewhat concerned,0.58221,357,618,0.54329,0.62113
1985,First Stage of Tertiary Education,Not concerned at all,0.08517,53,618,0.06315,0.10720
1985,Second Stage of Tertiary Education,Very concerned,0.25912,203,746,0.22765,0.29058
1985,Second Stage of Tertiary Education,Somewhat concerned,0.62866,475,746,0.59397,0.66336
1985,Second Stage of Tertiary Education,Not concerned at all,0.09958,68,746,0.07807,0.12108
1986,Pre-primary Level,Somewhat concerned,0.49875,94,168,0.42291,0.57458
1986,Pre-primary Level,Not concerned at all,0.38163,74,168,0.30795,0.45531
1986,Primary Level,Very concerned,0.16198,126,766,0.13588,0.18809
1986,Primary Level,Somewhat concerned,0.49814,400,766,0.46271,0.53357
1986,Primary Level,Not concerned at all,0.31839,240,766,0.28538,0.35140
1986,Lower Secondary Level,Very concerned,0.19093,537,2860,0.17652,0.20534
1986,Lower Secondary Level,Somewhat concerned,0.56613,1636,2860,0.54796,0.58429
1986,Lower Secondary Level,Not concerned at all,0.22685,687,2860,0.21150,0.24220
1986,Upper Secondary Level,Very concerned,0.19432,974,4918,0.18326,0.20538
1986,Upper Secondary Level,Somewhat concerned,0.57068,2877,4918,0.55684,0.58451
1986,Upper Secondary Level,Not concerned at all,0.21722,1067,4918,0.20570,0.22875
1986,Post-secondary Non-tertiary Level,Very concerned,0.18502,51,272,0.13879,0.23126
1986,Post-secondary Non-tertiary Level,Somewhat concerned,0.57393,159,272,0.51506,0.63281
1986,Post-secondary Non-tertiary Level,Not concerned at all,0.23097,62,272,0.18079,0.28115
1986,First Stage of Tertiary Education,Very concerned,0.19015,109,573,0.15799,0.22231
1986,First Stage of Tertiary Education,Somewhat concerned,0.55519,327,573,0.51446,0.59591
1986,First Stage of Tertiary Education,Not concerned at all,0.23561,137,573,0.20083,0.27038
1986,Second Stage of Tertiary Education,Very concerned,0.15472,117,744,0.12871,0.18072
1986,Second Stage of Tertiary Education,Somewhat concerned,0.57754,440,744,0.54203,0.61306
