year,age_gr,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Very concerned,0.31798,1063,3389,0.30230,0.33366
1984,17-29 y.,Somewhat concerned,0.55024,1840,3389,0.53349,0.56699
1984,17-29 y.,Not concerned at all,0.11727,486,3389,0.10644,0.12811
1984,30-45 y.,Very concerned,0.34447,1276,3869,0.32950,0.35945
1984,30-45 y.,Somewhat concerned,0.54921,2055,3869,0.53353,0.56490
1984,30-45 y.,Not concerned at all,0.10010,538,3869,0.09065,0.10956
1984,46-65 y.,Very concerned,0.35666,1215,3517,0.34083,0.37249
1984,46-65 y.,Somewhat concerned,0.52999,1848,3517,0.51350,0.54649
1984,46-65 y.,Not concerned at all,0.10401,454,3517,0.09392,0.11410
1984,66 and older,Very concerned,0.25707,333,1254,0.23287,0.28126
1984,66 and older,Somewhat concerned,0.49579,630,1254,0.46811,0.52347
1984,66 and older,Not concerned at all,0.23798,291,1254,0.21440,0.26156
1985,17-29 y.,Very concerned,0.27844,840,3101,0.26266,0.29421
1985,17-29 y.,Somewhat concerned,0.57385,1747,3101,0.55644,0.59126
1985,17-29 y.,Not concerned at all,0.13831,514,3101,0.12615,0.15046
1985,30-45 y.,Very concerned,0.32126,1069,3446,0.30566,0.33685
1985,30-45 y.,Somewhat concerned,0.57315,1929,3446,0.55664,0.58967
1985,30-45 y.,Not concerned at all,0.09736,448,3446,0.08746,0.10726
1985,46-65 y.,Very concerned,0.34331,1063,3242,0.32696,0.35965
1985,46-65 y.,Somewhat concerned,0.54497,1773,3242,0.52782,0.56211
1985,46-65 y.,Not concerned at all,0.09475,406,3242,0.08466,0.10483
1985,66 and older,Very concerned,0.24647,277,1081,0.22077,0.27218
1985,66 and older,Somewhat concerned,0.51077,566,1081,0.48096,0.54058
1985,66 and older,Not concerned at all,0.22012,238,1081,0.19541,0.24483
1986,17-29 y.,Very concerned,0.17794,541,3021,0.16429,0.19158
1986,17-29 y.,Somewhat concerned,0.57354,1717,3021,0.55590,0.59118
1986,17-29 y.,Not concerned at all,0.23638,763,3021,0.22122,0.25153
1986,30-45 y.,Very concerned,0.19212,593,3232,0.17853,0.20570
1986,30-45 y.,Somewhat concerned,0.60061,1950,3232,0.58372,0.61750
1986,30-45 y.,Not concerned at all,0.19423,689,3232,0.18059,0.20787
1986,46-65 y.,Very concerned,0.21440,670,3171,0.20011,0.22868
1986,46-65 y.,Somewhat concerned,0.57339,1814,3171,0.55617,0.59060
1986,46-65 y.,Not concerned at all,0.19240,687,3171,0.17867,0.20612
1986,66 and older,Very concerned,0.15028,158,1008,0.12821,0.17236
1986,66 and older,Somewhat concerned,0.48956,503,1008,0.45868,0.52043
1986,66 and older,Not concerned at all,0.33984,347,1008,0.31059,0.36910
1987,17-29 y.,Very concerned,0.17133,476,2974,0.15779,0.18488
1987,17-29 y.,Somewhat concerned,0.62189,1821,2974,0.60446,0.63932
1987,17-29 y.,Not concerned at all,0.19509,677,2974,0.18085,0.20934
1987,30-45 y.,Very concerned,0.19644,596,3132,0.18253,0.21036
1987,30-45 y.,Somewhat concerned,0.62941,1928,3132,0.61250,0.64633
1987,30-45 y.,Not concerned at all,0.16327,608,3132,0.15032,0.17621
1987,46-65 y.,Very concerned,0.23288,700,3158,0.21814,0.24763
1987,46-65 y.,Somewhat concerned,0.62280,1937,3158,0.60590,0.63971
1987,46-65 y.,Not concerned at all,0.12593,521,3158,0.11436,0.13751
1987,66 and older,Very concerned,0.19979,208,1044,0.17552,0.22405
