year,sex,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,male,Very concerned,0.27950,1994,5897,0.26805,0.29096
1984,male,Somewhat concerned,0.43043,3096,5897,0.41780,0.44307
1984,male,Not concerned at all,0.09534,807,5897,0.08785,0.10284
1984,female,Very concerned,0.26096,1893,6132,0.24997,0.27195
1984,female,Somewhat concerned,0.45172,3277,6132,0.43926,0.46418
1984,female,Not concerned at all,0.11786,962,6132,0.10979,0.12594
1985,male,Very concerned,0.26664,1687,5355,0.25480,0.27849
1985,male,Somewhat concerned,0.45646,2934,5355,0.44312,0.46980
1985,male,Not concerned at all,0.09577,734,5355,0.08789,0.10365
1985,female,Very concerned,0.24471,1562,5515,0.23337,0.25606
1985,female,Somewhat concerned,0.47137,3081,5515,0.45819,0.48454
1985,female,Not concerned at all,0.11845,872,5515,0.10992,0.12698
1986,male,Very concerned,0.15926,1020,5173,0.14928,0.16923
1986,male,Somewhat concerned,0.46655,2907,5173,0.45295,0.48014
1986,male,Not concerned at all,0.19182,1246,5173,0.18109,0.20255
1986,female,Very concerned,0.15634,942,5259,0.14653,0.16616
1986,female,Somewhat concerned,0.48053,3077,5259,0.46702,0.49403
1986,female,Not concerned at all,0.19279,1240,5259,0.18213,0.20345
1987,male,Very concerned,0.16081,952,5119,0.15075,0.17088
1987,male,Somewhat concerned,0.50744,3129,5119,0.49374,0.52113
1987,male,Not concerned at all,0.14554,1038,5119,0.13588,0.15520
1987,female,Very concerned,0.17687,1028,5189,0.16649,0.18726
1987,female,Somewhat concerned,0.49427,3081,5189,0.48066,0.50787
1987,female,Not concerned at all,0.15845,1080,5189,0.14851,0.16839
1988,male,Very concerned,0.23075,1287,4890,0.21894,0.24257
1988,male,Somewhat concerned,0.48069,2875,4890,0.46668,0.49469
1988,male,Not concerned at all,0.10723,728,4890,0.09856,0.11590
1988,female,Very concerned,0.23093,1253,4978,0.21922,0.24263
1988,female,Somewhat concerned,0.48273,2915,4978,0.46885,0.49662
1988,female,Not concerned at all,0.11897,810,4978,0.10998,0.12797
1989,male,Very concerned,0.13604,796,4704,0.12624,0.14584
1989,male,Somewhat concerned,0.46245,2654,4704,0.44820,0.47670
1989,male,Not concerned at all,0.21899,1254,4704,0.20717,0.23081
1989,female,Very concerned,0.15301,838,4821,0.14284,0.16317
1989,female,Somewhat concerned,0.49772,2879,4821,0.48361,0.51184
1989,female,Not concerned at all,0.18178,1104,4821,0.17090,0.19267
1990,male,Very concerned,0.17019,1573,6720,0.16120,0.17918
1990,male,Somewhat concerned,0.40331,3451,6720,0.39158,0.41504
1990,male,Not concerned at all,0.23275,1696,6720,0.22264,0.24285
1990,female,Very concerned,0.18762,1738,7029,0.17850,0.19675
1990,female,Somewhat concerned,0.44969,3861,7029,0.43806,0.46132
1990,female,Not concerned at all,0.18231,1430,7029,0.17328,0.19134
1991,male,Very concerned,0.19012,1708,6590,0.18065,0.19960
1991,male,Somewhat concerned,0.44648,3588,6590,0.43448,0.45849
1991,male,Not concerned at all,0.17014,1294,6590,0.16107,0.17921
1991,female,Very concerned,0.21031,1931,6891,0.20069,0.21993
1991,female,Somewhat concerned,0.47511,3858,6891,0.46332,0.48690
1991,female,Not concerned at all,0.14014,1102,6891,0.13194,0.14833
1992,male,Very concerned,0.21124,1725,6408,0.20124,0.22123
1992,male,Somewhat concerned,0.47735,3723,6408,0.46512,0.48958
1992,male,Not concerned at all,0.11829,960,6408,0.11038,0.12620
1992,female,Very concerned,0.21752,1841,6786,0.20770,0.22734
1992,female,Somewhat concerned,0.48710,3992,6786,0.47521,0.49900
1992,female,Not concerned at all,0.11807,953,6786,0.11039,0.12575
1993,male,Very concerned,0.33214,2531,6334,0.32054,0.34374
1993,male,Somewhat concerned,0.43587,3397,6334,0.42366,0.44809
1993,male,Not concerned at all,0.04329,406,6334,0.03828,0.04830
1993,female,Very concerned,0.32569,2573,6684,0.31446,0.33693
1993,female,Somewhat concerned,0.43957,3626,6684,0.42767,0.45147
1993,female,Not concerned at all,0.05809,485,6684,0.05248,0.06369
1994,male,Very concerned,0.30904,2346,6185,0.29752,0.32056
1994,male,Somewhat concerned,0.44571,3402,6185,0.43332,0.45809
1994,male,Not concerned at all,0.05201,437,6185,0.04647,0.05754
1994,female,Very concerned,0.30528,2421,6626,0.29419,0.31637
1994,female,Somewhat concerned,0.45863,3714,6626,0.44663,0.47063
1994,female,Not concerned at all,0.06394,491,6626,0.05805,0.06983
1995,male,Very concerned,0.20161,1599,6358,0.19175,0.21147
1995,male,Somewhat concerned,0.49882,3973,6358,0.48653,0.51111
1995,male,Not concerned at all,0.10257,786,6358,0.09511,0.11003
1995,female,Very concerned,0.21416,1749,6823,0.20442,0.22389
1995,female,Somewhat concerned,0.51886,4303,6823,0.50700,0.53072
1995,female,Not concerned at all,0.09117,771,6823,0.08433,0.09800
1996,male,Very concerned,0.37422,2793,6269,0.36224,0.38620
1996,male,Somewhat concerned,0.38528,3100,6269,0.37323,0.39733
1996,male,Not concerned at all,0.04641,376,6269,0.04120,0.05162
1996,female,Very concerned,0.35368,2688,6732,0.34226,0.36510
1996,female,Somewhat concerned,0.41953,3550,6732,0.40774,0.43132
1996,female,Not concerned at all,0.05612,494,6732,0.05062,0.06162
1997,male,Very concerned,0.39194,2903,6192,0.37977,0.40410
1997,male,Somewhat concerned,0.38216,3008,6192,0.37006,0.39427
1997,male,Not concerned at all,0.03533,281,6192,0.03073,0.03992
1997,female,Very concerned,0.40540,3100,6588,0.39354,0.41725
1997,female,Somewhat concerned,0.38388,3149,6588,0.37213,0.39562
1997,female,Not concerned at all,0.03957,339,6588,0.03486,0.04428
1998,male,Very concerned,0.34927,2930,6867,0.33800,0.36055
1998,male,Somewhat concerned,0.41168,3471,6867,0.40004,0.42332
1998,male,Not concerned at all,0.05318,466,6867,0.04787,0.05848
1998,female,Very concerned,0.35431,3105,7319,0.34335,0.36527
1998,female,Somewhat concerned,0.41675,3723,7319,0.40546,0.42805
1998,female,Not concerned at all,0.05817,491,7319,0.05281,0.06354
1999,male,Very concerned,0.20804,1660,6599,0.19824,0.21783
1999,male,Somewhat concerned,0.52145,4246,6599,0.50939,0.53350
1999,male,Not concerned at all,0.08923,693,6599,0.08235,0.09611
1999,female,Very concerned,0.22115,1830,7041,0.21145,0.23084
1999,female,Somewhat concerned,0.52956,4527,7041,0.51790,0.54122
1999,female,Not concerned at all,0.07979,684,7041,0.07346,0.08612
2000,male,Very concerned,0.17050,2501,11491,0.16362,0.17738
2000,male,Somewhat concerned,0.48557,6885,11491,0.47643,0.49471
2000,male,Not concerned at all,0.15512,2105,11491,0.14850,0.16174
2000,female,Very concerned,0.18221,2754,12403,0.17542,0.18900
2000,female,Somewhat concerned,0.51195,7725,12403,0.50316,0.52075
2000,female,Not concerned at all,0.13155,1924,12403,0.12560,0.13750
2001,male,Very concerned,0.16370,2162,10452,0.15661,0.17080
2001,male,Somewhat concerned,0.49445,6370,10452,0.48487,0.50404
2001,male,Not concerned at all,0.15535,1920,10452,0.14840,0.16229
2001,female,Very concerned,0.16816,2342,11298,0.16126,0.17505
2001,female,Somewhat concerned,0.51069,7000,11298,0.50147,0.51991
2001,female,Not concerned at all,0.14844,1956,11298,0.14188,0.15500
2002,male,Very concerned,0.27830,3778,11085,0.26996,0.28665
2002,male,Somewhat concerned,0.46419,6284,11085,0.45490,0.47347
2002,male,Not concerned at all,0.07590,1023,11085,0.07097,0.08083
2002,female,Very concerned,0.27671,3864,11816,0.26864,0.28478
2002,female,Somewhat concerned,0.47475,6829,11816,0.46575,0.48376
2002,female,Not concerned at all,0.08127,1123,11816,0.07634,0.08620
2003,male,Very concerned,0.46539,6022,10644,0.45591,0.47487
2003,male,Somewhat concerned,0.31831,4151,10644,0.30946,0.32716
2003,male,Not concerned at all,0.03885,471,10644,0.03518,0.04252
2003,female,Very concerned,0.44219,6103,11423,0.43309,0.45130
2003,female,Somewhat concerned,0.35133,4798,11423,0.34257,0.36008
2003,female,Not concerned at all,0.04010,522,11423,0.03650,0.04370
2004,male,Very concerned,0.41815,5140,10337,0.40864,0.42766
2004,male,Somewhat concerned,0.35859,4592,10337,0.34934,0.36783
2004,male,Not concerned at all,0.04738,605,10337,0.04328,0.05147
2004,female,Very concerned,0.41610,5449,11159,0.40696,0.42525
2004,female,Somewhat concerned,0.37174,5081,11159,0.36277,0.38071
2004,female,Not concerned at all,0.04836,629,11159,0.04438,0.05234
2005,male,Very concerned,0.45953,5411,9862,0.44969,0.46936
2005,male,Somewhat concerned,0.33234,4003,9862,0.32305,0.34164
2005,male,Not concerned at all,0.03809,448,9862,0.03432,0.04187
