year,bula_h,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Schleswig-Holstein,Pre-primary Level,,,,,,,,,,,,
1984,Schleswig-Holstein,Primary Level,,,,,,,,,,,,
1984,Schleswig-Holstein,Lower Secondary Level,30,7.47873,6.49215,8.46531,6.00000,8.00000,10.00000,1.00000,10.00000,8.00000,7.00000,10.00000
1984,Schleswig-Holstein,Upper Secondary Level,143,7.89075,7.52845,8.25306,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1984,Schleswig-Holstein,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Schleswig-Holstein,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Schleswig-Holstein,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,Hamburg,Pre-primary Level,,,,,,,,,,,,
1984,Hamburg,Primary Level,,,,,,,,,,,,
1984,Hamburg,Lower Secondary Level,31,7.35768,6.36875,8.34661,5.00000,8.00000,10.00000,0.00000,10.00000,8.00000,5.00000,10.00000
1984,Hamburg,Upper Secondary Level,90,7.71108,7.28835,8.13380,7.00000,8.00000,9.19468,3.70797,10.00000,8.00000,8.00000,8.00000
1984,Hamburg,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Hamburg,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Hamburg,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,Lower Saxony,Pre-primary Level,,,,,,,,,,,,
1984,Lower Saxony,Primary Level,,,,,,,,,,,,
1984,Lower Saxony,Lower Secondary Level,140,7.64646,7.21098,8.08195,6.00000,8.00000,10.00000,0.00000,10.00000,8.00000,8.00000,9.00000
1984,Lower Saxony,Upper Secondary Level,360,7.83796,7.61371,8.06221,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1984,Lower Saxony,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Lower Saxony,First Stage of Tertiary Education,51,7.92906,7.35253,8.50559,7.19233,8.00000,9.00000,4.48083,10.00000,8.00000,8.00000,9.00000
1984,Lower Saxony,Second Stage of Tertiary Education,63,8.09475,7.69002,8.49949,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
1984,Bremen,Primary Level,,,,,,,,,,,,
1984,Bremen,Lower Secondary Level,,,,,,,,,,,,
1984,Bremen,Upper Secondary Level,30,8.29336,7.48623,9.10049,7.77543,9.00000,10.00000,4.43858,10.00000,9.00000,8.00000,10.00000
1984,Bremen,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Bremen,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Bremen,Second Stage of Tertiary Education,,,,,,,,,,,,
1984,North Rhine-Westphalia,Pre-primary Level,,,,,,,,,,,,
1984,North Rhine-Westphalia,Primary Level,155,6.81252,6.40274,7.22230,5.00000,7.62796,9.00000,0.00000,10.00000,7.00000,6.97500,8.00000
1984,North Rhine-Westphalia,Lower Secondary Level,398,7.35542,7.10948,7.60136,6.00000,8.00000,10.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1984,North Rhine-Westphalia,Upper Secondary Level,863,7.67793,7.52884,7.82702,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
1984,North Rhine-Westphalia,Post-secondary Non-tertiary Level,57,8.12084,7.67506,8.56662,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,9.00000
1984,North Rhine-Westphalia,First Stage of Tertiary Education,107,7.89813,7.52371,8.27255,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1984,North Rhine-Westphalia,Second Stage of Tertiary Education,184,7.83541,7.54248,8.12834,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
1984,Hesse,Pre-primary Level,,,,,,,,,,,,
1984,Hesse,Primary Level,67,7.23217,6.47509,7.98925,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,7.00000,9.00000
1984,Hesse,Lower Secondary Level,165,7.87069,7.54986,8.19152,6.00000,8.00000,10.00000,0.00000,10.00000,8.00000,8.00000,9.00000
1984,Hesse,Upper Secondary Level,363,7.81881,7.61215,8.02546,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1984,Hesse,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,Hesse,First Stage of Tertiary Education,37,7.74481,7.01406,8.47556,6.26851,8.00000,9.00000,2.17129,10.00000,8.00000,8.00000,9.00000
1984,Hesse,Second Stage of Tertiary Education,67,7.30905,6.77375,7.84434,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1984,"Rhineland-Palatinate, Saarland",Pre-primary Level,,,,,,,,,,,,
1984,"Rhineland-Palatinate, Saarland",Primary Level,42,7.64638,7.02507,8.26770,6.81039,7.96083,9.07587,3.41217,10.00000,8.00000,7.00000,9.00000
1984,"Rhineland-Palatinate, Saarland",Lower Secondary Level,105,7.78690,7.41602,8.15778,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,8.00000
1984,"Rhineland-Palatinate, Saarland",Upper Secondary Level,236,7.79865,7.52417,8.07314,7.00000,8.00000,10.00000,2.50000,10.00000,8.00000,8.00000,8.00000
