year,pgisced97,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Pre-primary Level,Very concerned,0.26508,80,313,0.21610,0.31406
1999,Pre-primary Level,Somewhat concerned,0.42271,138,313,0.36789,0.47752
1999,Pre-primary Level,Not concerned at all,0.29488,95,313,0.24429,0.34548
1999,Primary Level,Very concerned,0.27751,102,422,0.23474,0.32028
1999,Primary Level,Somewhat concerned,0.41634,193,422,0.36925,0.46343
1999,Primary Level,Not concerned at all,0.27604,127,422,0.23334,0.31875
1999,Lower Secondary Level,Very concerned,0.38344,852,2421,0.36406,0.40281
1999,Lower Secondary Level,Somewhat concerned,0.44503,1111,2421,0.42523,0.46483
1999,Lower Secondary Level,Not concerned at all,0.16257,458,2421,0.14787,0.17727
1999,Upper Secondary Level,Very concerned,0.39803,2707,6911,0.38649,0.40957
1999,Upper Secondary Level,Somewhat concerned,0.45507,3191,6911,0.44333,0.46681
1999,Upper Secondary Level,Not concerned at all,0.14261,1013,6911,0.13436,0.15085
1999,Post-secondary Non-tertiary Level,Very concerned,0.27109,128,503,0.23220,0.30997
1999,Post-secondary Non-tertiary Level,Somewhat concerned,0.45037,233,503,0.40685,0.49390
1999,Post-secondary Non-tertiary Level,Not concerned at all,0.27854,142,503,0.23932,0.31775
1999,First Stage of Tertiary Education,Very concerned,0.35060,294,808,0.31768,0.38352
1999,First Stage of Tertiary Education,Somewhat concerned,0.45065,377,808,0.41632,0.48498
1999,First Stage of Tertiary Education,Not concerned at all,0.18264,137,808,0.15598,0.20930
1999,Second Stage of Tertiary Education,Very concerned,0.23180,455,1954,0.21308,0.25051
1999,Second Stage of Tertiary Education,Somewhat concerned,0.45095,919,1954,0.42888,0.47302
1999,Second Stage of Tertiary Education,Not concerned at all,0.31164,580,1954,0.29110,0.33218
2000,Pre-primary Level,Very concerned,0.16504,81,485,0.13197,0.19811
2000,Pre-primary Level,Somewhat concerned,0.45471,224,485,0.41035,0.49907
2000,Pre-primary Level,Not concerned at all,0.35611,180,485,0.31345,0.39877
2000,Primary Level,Very concerned,0.24857,90,390,0.20562,0.29152
2000,Primary Level,Somewhat concerned,0.36325,155,390,0.31545,0.41104
2000,Primary Level,Not concerned at all,0.35598,145,390,0.30840,0.40357
2000,Lower Secondary Level,Very concerned,0.30813,1048,3504,0.29284,0.32342
2000,Lower Secondary Level,Somewhat concerned,0.43744,1545,3504,0.42102,0.45387
2000,Lower Secondary Level,Not concerned at all,0.23643,911,3504,0.22236,0.25050
2000,Upper Secondary Level,Very concerned,0.33916,4295,12658,0.33091,0.34741
2000,Upper Secondary Level,Somewhat concerned,0.45768,5964,12658,0.44900,0.46636
2000,Upper Secondary Level,Not concerned at all,0.19109,2399,12658,0.18424,0.19794
2000,Post-secondary Non-tertiary Level,Very concerned,0.19394,232,1110,0.17067,0.21721
2000,Post-secondary Non-tertiary Level,Somewhat concerned,0.45899,513,1110,0.42966,0.48832
2000,Post-secondary Non-tertiary Level,Not concerned at all,0.33998,365,1110,0.31210,0.36786
2000,First Stage of Tertiary Education,Very concerned,0.29955,580,1864,0.27875,0.32035
2000,First Stage of Tertiary Education,Somewhat concerned,0.44653,862,1864,0.42396,0.46910
2000,First Stage of Tertiary Education,Not concerned at all,0.24093,422,1864,0.22151,0.26035
2000,Second Stage of Tertiary Education,Very concerned,0.17792,689,3773,0.16571,0.19012
2000,Second Stage of Tertiary Education,Somewhat concerned,0.41672,1651,3773,0.40098,0.43245
2000,Second Stage of Tertiary Education,Not concerned at all,0.38948,1433,3773,0.37391,0.40504
2001,Pre-primary Level,Very concerned,0.14001,76,534,0.11055,0.16946
2001,Pre-primary Level,Somewhat concerned,0.42505,229,534,0.38308,0.46702
2001,Pre-primary Level,Not concerned at all,0.42097,229,534,0.37906,0.46289
2001,Primary Level,Very concerned,0.23406,56,308,0.18670,0.28143
2001,Primary Level,Somewhat concerned,0.44577,151,308,0.39017,0.50137
2001,Primary Level,Not concerned at all,0.30479,101,308,0.25329,0.35628
2001,Lower Secondary Level,Very concerned,0.26697,782,3038,0.25124,0.28270
2001,Lower Secondary Level,Somewhat concerned,0.45643,1412,3038,0.43872,0.47415
2001,Lower Secondary Level,Not concerned at all,0.26103,844,3038,0.24541,0.27665
2001,Upper Secondary Level,Very concerned,0.27359,3241,11462,0.26543,0.28175
2001,Upper Secondary Level,Somewhat concerned,0.48702,5625,11462,0.47787,0.49618
2001,Upper Secondary Level,Not concerned at all,0.22847,2596,11462,0.22078,0.23615
2001,Post-secondary Non-tertiary Level,Very concerned,0.18312,199,1056,0.15978,0.20646
2001,Post-secondary Non-tertiary Level,Somewhat concerned,0.44610,475,1056,0.41610,0.47610
2001,Post-secondary Non-tertiary Level,Not concerned at all,0.35913,382,1056,0.33018,0.38808
2001,First Stage of Tertiary Education,Very concerned,0.25514,423,1666,0.23420,0.27608
2001,First Stage of Tertiary Education,Somewhat concerned,0.48182,833,1666,0.45781,0.50582
2001,First Stage of Tertiary Education,Not concerned at all,0.25485,410,1666,0.23392,0.27578
2001,Second Stage of Tertiary Education,Very concerned,0.13985,519,3516,0.12838,0.15131
2001,Second Stage of Tertiary Education,Somewhat concerned,0.42691,1515,3516,0.41056,0.44326
2001,Second Stage of Tertiary Education,Not concerned at all,0.42193,1482,3516,0.40560,0.43825
2002,Pre-primary Level,Very concerned,0.15901,98,602,0.12977,0.18824
2002,Pre-primary Level,Somewhat concerned,0.43302,256,602,0.39340,0.47263
2002,Pre-primary Level,Not concerned at all,0.38502,248,602,0.34612,0.42393
2002,Primary Level,Very concerned,0.26865,59,276,0.21626,0.32104
2002,Primary Level,Somewhat concerned,0.36859,122,276,0.31157,0.42561
2002,Primary Level,Not concerned at all,0.33033,95,276,0.27474,0.38592
2002,Lower Secondary Level,Very concerned,0.29486,820,2858,0.27814,0.31158
2002,Lower Secondary Level,Somewhat concerned,0.48331,1369,2858,0.46499,0.50164
2002,Lower Secondary Level,Not concerned at all,0.20963,669,2858,0.19471,0.22456
2002,Upper Secondary Level,Very concerned,0.33136,3699,11489,0.32276,0.33997
2002,Upper Secondary Level,Somewhat concerned,0.47354,5582,11489,0.46441,0.48268
2002,Upper Secondary Level,Not concerned at all,0.18592,2208,11489,0.17880,0.19303
2002,Post-secondary Non-tertiary Level,Very concerned,0.18874,219,1153,0.16614,0.21134
2002,Post-secondary Non-tertiary Level,Somewhat concerned,0.45228,543,1153,0.42354,0.48102
2002,Post-secondary Non-tertiary Level,Not concerned at all,0.35039,391,1153,0.32284,0.37794
2002,First Stage of Tertiary Education,Very concerned,0.29511,480,1733,0.27363,0.31659
2002,First Stage of Tertiary Education,Somewhat concerned,0.46845,852,1733,0.44495,0.49195
2002,First Stage of Tertiary Education,Not concerned at all,0.22894,401,1733,0.20916,0.24873
2002,Second Stage of Tertiary Education,Very concerned,0.16603,736,4535,0.15520,0.17687
2002,Second Stage of Tertiary Education,Somewhat concerned,0.45206,2033,4535,0.43757,0.46655
2002,Second Stage of Tertiary Education,Not concerned at all,0.37457,1766,4535,0.36048,0.38866
2003,Pre-primary Level,Very concerned,0.17309,89,615,0.14316,0.20301
2003,Pre-primary Level,Somewhat concerned,0.40512,248,615,0.36629,0.44395
2003,Pre-primary Level,Not concerned at all,0.40337,278,615,0.36457,0.44218
2003,Primary Level,Very concerned,0.25957,64,261,0.20628,0.31285
2003,Primary Level,Somewhat concerned,0.31731,100,261,0.26074,0.37389
2003,Primary Level,Not concerned at all,0.36385,97,261,0.30537,0.42233
2003,Lower Secondary Level,Very concerned,0.28292,735,2690,0.26590,0.29995
2003,Lower Secondary Level,Somewhat concerned,0.47361,1282,2690,0.45474,0.49248
2003,Lower Secondary Level,Not concerned at all,0.22572,673,2690,0.20992,0.24152
2003,Upper Secondary Level,Very concerned,0.30724,3266,11024,0.29862,0.31585
2003,Upper Secondary Level,Somewhat concerned,0.47099,5300,11024,0.46168,0.48031
2003,Upper Secondary Level,Not concerned at all,0.21442,2458,11024,0.20676,0.22209
2003,Post-secondary Non-tertiary Level,Very concerned,0.19167,214,1145,0.16886,0.21448
2003,Post-secondary Non-tertiary Level,Somewhat concerned,0.46201,542,1145,0.43312,0.49090
2003,Post-secondary Non-tertiary Level,Not concerned at all,0.33495,389,1145,0.30760,0.36230
2003,First Stage of Tertiary Education,Very concerned,0.28380,461,1682,0.26225,0.30535
2003,First Stage of Tertiary Education,Somewhat concerned,0.46578,815,1682,0.44193,0.48962
2003,First Stage of Tertiary Education,Not concerned at all,0.24534,406,1682,0.22477,0.26591
2003,Second Stage of Tertiary Education,Very concerned,0.15089,631,4327,0.14023,0.16156
2003,Second Stage of Tertiary Education,Somewhat concerned,0.44950,1921,4327,0.43468,0.46433
2003,Second Stage of Tertiary Education,Not concerned at all,0.39168,1775,4327,0.37713,0.40622
2004,Pre-primary Level,Very concerned,0.21293,120,634,0.18104,0.24482
2004,Pre-primary Level,Somewhat concerned,0.41656,274,634,0.37815,0.45496
2004,Pre-primary Level,Not concerned at all,0.35898,240,634,0.32161,0.39635
2004,Primary Level,Very concerned,0.33501,65,242,0.27542,0.39460
2004,Primary Level,Somewhat concerned,0.32077,93,242,0.26184,0.37971
2004,Primary Level,Not concerned at all,0.29556,84,242,0.23795,0.35317
2004,Lower Secondary Level,Very concerned,0.33642,828,2528,0.31800,0.35484
2004,Lower Secondary Level,Somewhat concerned,0.43370,1130,2528,0.41438,0.45303
2004,Lower Secondary Level,Not concerned at all,0.20933,570,2528,0.19347,0.22519
2004,Upper Secondary Level,Very concerned,0.37041,3905,10709,0.36126,0.37956
2004,Upper Secondary Level,Somewhat concerned,0.44447,4854,10709,0.43505,0.45388
2004,Upper Secondary Level,Not concerned at all,0.17630,1950,10709,0.16908,0.18352
2004,Post-secondary Non-tertiary Level,Very concerned,0.23427,273,1148,0.20975,0.25878
2004,Post-secondary Non-tertiary Level,Somewhat concerned,0.46157,552,1148,0.43272,0.49043
2004,Post-secondary Non-tertiary Level,Not concerned at all,0.29206,323,1148,0.26574,0.31837
2004,First Stage of Tertiary Education,Very concerned,0.33413,523,1632,0.31124,0.35702
2004,First Stage of Tertiary Education,Somewhat concerned,0.46483,765,1632,0.44063,0.48904
2004,First Stage of Tertiary Education,Not concerned at all,0.19343,344,1632,0.17426,0.21259
2004,Second Stage of Tertiary Education,Very concerned,0.22791,872,4279,0.21534,0.24048
2004,Second Stage of Tertiary Education,Somewhat concerned,0.43153,1942,4279,0.41669,0.44637
2004,Second Stage of Tertiary Education,Not concerned at all,0.33702,1465,4279,0.32285,0.35118
2005,Pre-primary Level,Very concerned,0.21683,125,644,0.18498,0.24868
2005,Pre-primary Level,Somewhat concerned,0.44438,294,644,0.40598,0.48279
2005,Pre-primary Level,Not concerned at all,0.32920,225,644,0.29288,0.36552
2005,Primary Level,Very concerned,0.34020,75,234,0.27937,0.40103
2005,Primary Level,Somewhat concerned,0.38934,100,234,0.32673,0.45195
2005,Primary Level,Not concerned at all,0.23016,59,234,0.17611,0.28421
2005,Lower Secondary Level,Very concerned,0.41369,949,2360,0.39382,0.43357
2005,Lower Secondary Level,Somewhat concerned,0.39725,978,2360,0.37751,0.41700
2005,Lower Secondary Level,Not concerned at all,0.17260,433,2360,0.15735,0.18785
2005,Upper Secondary Level,Very concerned,0.44955,4473,10171,0.43988,0.45921
2005,Upper Secondary Level,Somewhat concerned,0.40148,4261,10171,0.39195,0.41101
2005,Upper Secondary Level,Not concerned at all,0.14016,1437,10171,0.13341,0.14690
2005,Post-secondary Non-tertiary Level,Very concerned,0.27247,317,1126,0.24645,0.29849
2005,Post-secondary Non-tertiary Level,Somewhat concerned,0.46384,535,1126,0.43470,0.49299
2005,Post-secondary Non-tertiary Level,Not concerned at all,0.26045,274,1126,0.23481,0.28610
2005,First Stage of Tertiary Education,Very concerned,0.40172,621,1552,0.37732,0.42612
2005,First Stage of Tertiary Education,Somewhat concerned,0.44834,688,1552,0.42359,0.47309
2005,First Stage of Tertiary Education,Not concerned at all,0.14153,243,1552,0.12418,0.15887
2005,Second Stage of Tertiary Education,Very concerned,0.23164,997,4141,0.21879,0.24449
2005,Second Stage of Tertiary Education,Somewhat concerned,0.46865,1936,4141,0.45345,0.48385
2005,Second Stage of Tertiary Education,Not concerned at all,0.29334,1208,4141,0.27947,0.30720
2006,Pre-primary Level,Very concerned,0.12124,74,396,0.08905,0.15343
2006,Pre-primary Level,Somewhat concerned,0.29421,174,396,0.24927,0.33915
2006,Pre-primary Level,Not concerned at all,0.21916,148,396,0.17836,0.25995
2006,Primary Level,Very concerned,0.27147,64,228,0.21361,0.32932
2006,Primary Level,Somewhat concerned,0.39019,90,228,0.32673,0.45364
2006,Primary Level,Not concerned at all,0.27843,74,228,0.22012,0.33674
2006,Lower Secondary Level,Very concerned,0.34170,842,2438,0.32287,0.36053
2006,Lower Secondary Level,Somewhat concerned,0.41270,1064,2438,0.39315,0.43224
2006,Lower Secondary Level,Not concerned at all,0.20539,532,2438,0.18935,0.22143
2006,Upper Secondary Level,Very concerned,0.39186,4285,10976,0.38273,0.40100
2006,Upper Secondary Level,Somewhat concerned,0.43279,4873,10976,0.42352,0.44206
2006,Upper Secondary Level,Not concerned at all,0.16253,1818,10976,0.15563,0.16943
2006,Post-secondary Non-tertiary Level,Very concerned,0.23063,292,1206,0.20685,0.25442
2006,Post-secondary Non-tertiary Level,Somewhat concerned,0.47865,588,1206,0.45044,0.50685
2006,Post-secondary Non-tertiary Level,Not concerned at all,0.27662,326,1206,0.25137,0.30188
2006,First Stage of Tertiary Education,Very concerned,0.34905,566,1640,0.32597,0.37212
2006,First Stage of Tertiary Education,Somewhat concerned,0.44298,745,1640,0.41894,0.46703
2006,First Stage of Tertiary Education,Not concerned at all,0.19844,329,1640,0.17913,0.21775
2006,Second Stage of Tertiary Education,Very concerned,0.21212,964,4558,0.20025,0.22399
2006,Second Stage of Tertiary Education,Somewhat concerned,0.43707,2082,4558,0.42267,0.45147
2006,Second Stage of Tertiary Education,Not concerned at all,0.34377,1512,4558,0.32998,0.35756
2007,Pre-primary Level,Very concerned,0.07757,63,338,0.04901,0.10613
2007,Pre-primary Level,Somewhat concerned,0.22193,138,338,0.17756,0.26630
2007,Pre-primary Level,Not concerned at all,0.21642,137,338,0.17245,0.26038
2007,Primary Level,Very concerned,0.25072,53,213,0.19237,0.30906
2007,Primary Level,Somewhat concerned,0.44682,91,213,0.37990,0.51375
2007,Primary Level,Not concerned at all,0.28162,69,213,0.22108,0.34217
2007,Lower Secondary Level,Very concerned,0.32628,722,2167,0.30653,0.34602
2007,Lower Secondary Level,Somewhat concerned,0.41591,955,2167,0.39515,0.43666
2007,Lower Secondary Level,Not concerned at all,0.22027,490,2167,0.20282,0.23773
2007,Upper Secondary Level,Very concerned,0.34584,3499,10229,0.33662,0.35505
2007,Upper Secondary Level,Somewhat concerned,0.44496,4656,10229,0.43533,0.45459
2007,Upper Secondary Level,Not concerned at all,0.19791,2074,10229,0.19019,0.20564
2007,Post-secondary Non-tertiary Level,Very concerned,0.19203,225,1165,0.16940,0.21466
2007,Post-secondary Non-tertiary Level,Somewhat concerned,0.49662,595,1165,0.46790,0.52534
2007,Post-secondary Non-tertiary Level,Not concerned at all,0.30851,345,1165,0.28197,0.33504
2007,First Stage of Tertiary Education,Very concerned,0.31764,477,1519,0.29422,0.34106
