year,age_gr,regtyp,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,Urban regions,Very concerned,0.30290,543,1919,0.28234,0.32347
1999,17-29 y.,Urban regions,Somewhat concerned,0.44070,865,1919,0.41848,0.46292
1999,17-29 y.,Urban regions,Not concerned at all,0.25264,511,1919,0.23319,0.27208
1999,17-29 y.,Rural regions,Very concerned,0.33328,354,1043,0.30466,0.36190
1999,17-29 y.,Rural regions,Somewhat concerned,0.47479,499,1043,0.44447,0.50511
1999,17-29 y.,Rural regions,Not concerned at all,0.18497,190,1043,0.16139,0.20854
1999,30-45 y.,Urban regions,Very concerned,0.28498,882,3084,0.26905,0.30092
1999,30-45 y.,Urban regions,Somewhat concerned,0.46827,1485,3084,0.45065,0.48588
1999,30-45 y.,Urban regions,Not concerned at all,0.24341,717,3084,0.22826,0.25856
1999,30-45 y.,Rural regions,Very concerned,0.38265,623,1617,0.35895,0.40635
1999,30-45 y.,Rural regions,Somewhat concerned,0.46071,751,1617,0.43640,0.48501
1999,30-45 y.,Rural regions,Not concerned at all,0.15459,243,1617,0.13697,0.17222
1999,46-65 y.,Urban regions,Very concerned,0.38024,987,2664,0.36181,0.39868
1999,46-65 y.,Urban regions,Somewhat concerned,0.42981,1163,2664,0.41101,0.44861
1999,46-65 y.,Urban regions,Not concerned at all,0.18170,514,2664,0.16705,0.19634
1999,46-65 y.,Rural regions,Very concerned,0.40422,605,1506,0.37942,0.42901
1999,46-65 y.,Rural regions,Somewhat concerned,0.47272,710,1506,0.44750,0.49795
1999,46-65 y.,Rural regions,Not concerned at all,0.11886,191,1506,0.10251,0.13521
1999,66 and older,Urban regions,Very concerned,0.41048,462,1169,0.38226,0.43869
1999,66 and older,Urban regions,Somewhat concerned,0.43406,518,1169,0.40564,0.46248
1999,66 and older,Urban regions,Not concerned at all,0.13770,189,1169,0.11794,0.15746
1999,66 and older,Rural regions,Very concerned,0.42615,245,614,0.38700,0.46530
1999,66 and older,Rural regions,Somewhat concerned,0.45568,298,614,0.41625,0.49511
1999,66 and older,Rural regions,Not concerned at all,0.11358,71,614,0.08847,0.13870
2000,17-29 y.,Urban regions,Very concerned,0.22626,662,2874,0.21096,0.24156
2000,17-29 y.,Urban regions,Somewhat concerned,0.40683,1226,2874,0.38887,0.42479
2000,17-29 y.,Urban regions,Not concerned at all,0.35489,986,2874,0.33739,0.37239
2000,17-29 y.,Rural regions,Very concerned,0.28833,497,1641,0.26640,0.31025
2000,17-29 y.,Rural regions,Somewhat concerned,0.45585,771,1641,0.43175,0.47996
2000,17-29 y.,Rural regions,Not concerned at all,0.23529,373,1641,0.21476,0.25582
2000,30-45 y.,Urban regions,Very concerned,0.26748,1425,5324,0.25559,0.27938
2000,30-45 y.,Urban regions,Somewhat concerned,0.42657,2362,5324,0.41328,0.43986
