year,age_gr,quintil_oecd,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,1st Quintile,Very concerned,0.28700,218,741,0.25440,0.31959
1999,17-29 y.,1st Quintile,Somewhat concerned,0.44073,328,741,0.40496,0.47650
1999,17-29 y.,1st Quintile,Not concerned at all,0.26450,195,741,0.23272,0.29628
1999,17-29 y.,2nd Quintile,Very concerned,0.30267,198,645,0.26719,0.33815
1999,17-29 y.,2nd Quintile,Somewhat concerned,0.47080,296,645,0.43224,0.50935
1999,17-29 y.,2nd Quintile,Not concerned at all,0.22594,151,645,0.19364,0.25824
1999,17-29 y.,3rd Quintile,Very concerned,0.34633,196,617,0.30875,0.38390
1999,17-29 y.,3rd Quintile,Somewhat concerned,0.43625,287,617,0.39708,0.47541
1999,17-29 y.,3rd Quintile,Not concerned at all,0.21159,134,617,0.17933,0.24384
1999,17-29 y.,4th Quintile,Very concerned,0.35023,179,561,0.31072,0.38974
1999,17-29 y.,4th Quintile,Somewhat concerned,0.42445,260,561,0.38351,0.46539
1999,17-29 y.,4th Quintile,Not concerned at all,0.22195,122,561,0.18753,0.25637
1999,17-29 y.,5th Quintile,Very concerned,0.27391,106,398,0.23004,0.31778
1999,17-29 y.,5th Quintile,Somewhat concerned,0.49853,193,398,0.44935,0.54771
1999,17-29 y.,5th Quintile,Not concerned at all,0.22210,99,398,0.18121,0.26299
1999,30-45 y.,1st Quintile,Very concerned,0.35345,294,859,0.32146,0.38543
1999,30-45 y.,1st Quintile,Somewhat concerned,0.44668,397,859,0.41341,0.47994
1999,30-45 y.,1st Quintile,Not concerned at all,0.19657,168,859,0.16998,0.22316
1999,30-45 y.,2nd Quintile,Very concerned,0.35889,371,1051,0.32988,0.38791
1999,30-45 y.,2nd Quintile,Somewhat concerned,0.46423,492,1051,0.43406,0.49439
1999,30-45 y.,2nd Quintile,Not concerned at all,0.17688,188,1051,0.15380,0.19996
1999,30-45 y.,3rd Quintile,Very concerned,0.34118,339,995,0.31170,0.37065
1999,30-45 y.,3rd Quintile,Somewhat concerned,0.48063,492,995,0.44957,0.51169
1999,30-45 y.,3rd Quintile,Not concerned at all,0.17322,164,995,0.14969,0.19674
1999,30-45 y.,4th Quintile,Very concerned,0.30551,290,948,0.27617,0.33484
1999,30-45 y.,4th Quintile,Somewhat concerned,0.46946,453,948,0.43768,0.50125
1999,30-45 y.,4th Quintile,Not concerned at all,0.21881,205,948,0.19247,0.24514
1999,30-45 y.,5th Quintile,Very concerned,0.22334,211,848,0.19529,0.25138
1999,30-45 y.,5th Quintile,Somewhat concerned,0.46514,402,848,0.43155,0.49873
1999,30-45 y.,5th Quintile,Not concerned at all,0.31153,235,848,0.28034,0.34271
1999,46-65 y.,1st Quintile,Very concerned,0.37524,213,611,0.33681,0.41366
1999,46-65 y.,1st Quintile,Somewhat concerned,0.45490,291,611,0.41538,0.49442
1999,46-65 y.,1st Quintile,Not concerned at all,0.16247,107,611,0.13320,0.19174
1999,46-65 y.,2nd Quintile,Very concerned,0.40951,290,720,0.37357,0.44545
1999,46-65 y.,2nd Quintile,Somewhat concerned,0.44130,320,720,0.40500,0.47759
1999,46-65 y.,2nd Quintile,Not concerned at all,0.14335,110,720,0.11774,0.16896
1999,46-65 y.,3rd Quintile,Very concerned,0.45114,330,789,0.41640,0.48589
1999,46-65 y.,3rd Quintile,Somewhat concerned,0.40966,344,789,0.37532,0.44399
1999,46-65 y.,3rd Quintile,Not concerned at all,0.13404,115,789,0.11025,0.15783
1999,46-65 y.,4th Quintile,Very concerned,0.38135,373,967,0.35072,0.41198
1999,46-65 y.,4th Quintile,Somewhat concerned,0.46141,438,967,0.42998,0.49285
1999,46-65 y.,4th Quintile,Not concerned at all,0.15454,156,967,0.13175,0.17734
1999,46-65 y.,5th Quintile,Very concerned,0.35053,386,1083,0.32210,0.37896
1999,46-65 y.,5th Quintile,Somewhat concerned,0.44399,480,1083,0.41439,0.47360
1999,46-65 y.,5th Quintile,Not concerned at all,0.19361,217,1083,0.17007,0.21716
1999,66 and older,1st Quintile,Very concerned,0.39256,133,358,0.34190,0.44321
1999,66 and older,1st Quintile,Somewhat concerned,0.43381,161,358,0.38240,0.48522
1999,66 and older,1st Quintile,Not concerned at all,0.15165,64,358,0.11444,0.18886
1999,66 and older,2nd Quintile,Very concerned,0.44193,191,451,0.39604,0.48781
1999,66 and older,2nd Quintile,Somewhat concerned,0.43328,207,451,0.38749,0.47906
1999,66 and older,2nd Quintile,Not concerned at all,0.10809,53,451,0.07940,0.13678
1999,66 and older,3rd Quintile,Very concerned,0.38302,155,409,0.33585,0.43019
1999,66 and older,3rd Quintile,Somewhat concerned,0.48109,200,409,0.43261,0.52957
1999,66 and older,3rd Quintile,Not concerned at all,0.12149,54,409,0.08979,0.15319
1999,66 and older,4th Quintile,Very concerned,0.40536,116,297,0.34943,0.46130
1999,66 and older,4th Quintile,Somewhat concerned,0.42210,126,297,0.36584,0.47837
1999,66 and older,4th Quintile,Not concerned at all,0.16388,55,297,0.12171,0.20605
1999,66 and older,5th Quintile,Very concerned,0.45849,112,268,0.39872,0.51826
1999,66 and older,5th Quintile,Somewhat concerned,0.42526,122,268,0.36596,0.48457
1999,66 and older,5th Quintile,Not concerned at all,0.11351,34,268,0.07546,0.15156
2000,17-29 y.,1st Quintile,Very concerned,0.23830,185,695,0.20661,0.27000
2000,17-29 y.,1st Quintile,Somewhat concerned,0.40551,283,695,0.36898,0.44204
2000,17-29 y.,1st Quintile,Not concerned at all,0.34015,227,695,0.30491,0.37540
2000,17-29 y.,2nd Quintile,Very concerned,0.26069,167,612,0.22588,0.29550
2000,17-29 y.,2nd Quintile,Somewhat concerned,0.44732,286,612,0.40789,0.48675
2000,17-29 y.,2nd Quintile,Not concerned at all,0.27315,159,612,0.23781,0.30848
2000,17-29 y.,3rd Quintile,Very concerned,0.29296,168,575,0.25573,0.33019
2000,17-29 y.,3rd Quintile,Somewhat concerned,0.46237,288,575,0.42158,0.50316
2000,17-29 y.,3rd Quintile,Not concerned at all,0.23688,119,575,0.20210,0.27167
2000,17-29 y.,4th Quintile,Very concerned,0.28063,146,531,0.24238,0.31889
2000,17-29 y.,4th Quintile,Somewhat concerned,0.41247,236,531,0.37056,0.45438
2000,17-29 y.,4th Quintile,Not concerned at all,0.30316,149,531,0.26403,0.34229
2000,17-29 y.,5th Quintile,Very concerned,0.25257,88,364,0.20787,0.29726
2000,17-29 y.,5th Quintile,Somewhat concerned,0.44783,161,364,0.39667,0.49898
2000,17-29 y.,5th Quintile,Not concerned at all,0.29657,115,364,0.24958,0.34355
2000,30-45 y.,1st Quintile,Very concerned,0.31375,242,783,0.28123,0.34627
2000,30-45 y.,1st Quintile,Somewhat concerned,0.43402,359,783,0.39928,0.46876
2000,30-45 y.,1st Quintile,Not concerned at all,0.23211,182,783,0.20252,0.26170
2000,30-45 y.,2nd Quintile,Very concerned,0.33214,330,1023,0.30327,0.36102
2000,30-45 y.,2nd Quintile,Somewhat concerned,0.44084,467,1023,0.41040,0.47128
2000,30-45 y.,2nd Quintile,Not concerned at all,0.21957,226,1023,0.19419,0.24495
2000,30-45 y.,3rd Quintile,Very concerned,0.30257,305,938,0.27316,0.33199
2000,30-45 y.,3rd Quintile,Somewhat concerned,0.44907,427,938,0.41723,0.48092
2000,30-45 y.,3rd Quintile,Not concerned at all,0.23420,206,938,0.20708,0.26132
2000,30-45 y.,4th Quintile,Very concerned,0.28701,259,924,0.25782,0.31619
2000,30-45 y.,4th Quintile,Somewhat concerned,0.46020,447,924,0.42805,0.49236
2000,30-45 y.,4th Quintile,Not concerned at all,0.24785,218,924,0.22000,0.27571
2000,30-45 y.,5th Quintile,Very concerned,0.22629,221,873,0.19852,0.25407
2000,30-45 y.,5th Quintile,Somewhat concerned,0.41543,373,873,0.38272,0.44813
2000,30-45 y.,5th Quintile,Not concerned at all,0.34986,279,873,0.31821,0.38152
2000,46-65 y.,1st Quintile,Very concerned,0.29556,178,629,0.25988,0.33125
2000,46-65 y.,1st Quintile,Somewhat concerned,0.50178,317,629,0.46267,0.54088
2000,46-65 y.,1st Quintile,Not concerned at all,0.19175,134,629,0.16096,0.22254
2000,46-65 y.,2nd Quintile,Very concerned,0.32545,214,666,0.28984,0.36107
2000,46-65 y.,2nd Quintile,Somewhat concerned,0.48731,332,666,0.44931,0.52530
2000,46-65 y.,2nd Quintile,Not concerned at all,0.17819,120,666,0.14910,0.20727
2000,46-65 y.,3rd Quintile,Very concerned,0.36529,279,795,0.33180,0.39878
2000,46-65 y.,3rd Quintile,Somewhat concerned,0.41511,362,795,0.38083,0.44938
2000,46-65 y.,3rd Quintile,Not concerned at all,0.20333,154,795,0.17534,0.23133
2000,46-65 y.,4th Quintile,Very concerned,0.38779,345,944,0.35670,0.41889
2000,46-65 y.,4th Quintile,Somewhat concerned,0.40791,407,944,0.37654,0.43928
2000,46-65 y.,4th Quintile,Not concerned at all,0.19734,192,944,0.17194,0.22274
2000,46-65 y.,5th Quintile,Very concerned,0.27193,281,1031,0.24475,0.29910
2000,46-65 y.,5th Quintile,Somewhat concerned,0.47111,497,1031,0.44063,0.50160
2000,46-65 y.,5th Quintile,Not concerned at all,0.23821,253,1031,0.21219,0.26422
2000,66 and older,1st Quintile,Very concerned,0.24364,103,440,0.20348,0.28379
2000,66 and older,1st Quintile,Somewhat concerned,0.50478,233,440,0.45801,0.55155
2000,66 and older,1st Quintile,Not concerned at all,0.21133,104,440,0.17314,0.24952
2000,66 and older,2nd Quintile,Very concerned,0.33005,144,436,0.28586,0.37423
2000,66 and older,2nd Quintile,Somewhat concerned,0.49049,219,436,0.44351,0.53747
2000,66 and older,2nd Quintile,Not concerned at all,0.17098,73,436,0.13560,0.20636
2000,66 and older,3rd Quintile,Very concerned,0.31779,120,377,0.27073,0.36486
2000,66 and older,3rd Quintile,Somewhat concerned,0.47618,182,377,0.42570,0.52666
2000,66 and older,3rd Quintile,Not concerned at all,0.19630,75,377,0.15615,0.23645
2000,66 and older,4th Quintile,Very concerned,0.37950,98,280,0.32256,0.43644
2000,66 and older,4th Quintile,Somewhat concerned,0.42286,125,280,0.36489,0.48082
2000,66 and older,4th Quintile,Not concerned at all,0.17295,57,280,0.12857,0.21733
2000,66 and older,5th Quintile,Very concerned,0.30975,70,238,0.25088,0.36861
2000,66 and older,5th Quintile,Somewhat concerned,0.53296,128,238,0.46944,0.59648
2000,66 and older,5th Quintile,Not concerned at all,0.13077,40,238,0.08784,0.17369
2001,17-29 y.,1st Quintile,Very concerned,0.17893,201,982,0.15495,0.20292
2001,17-29 y.,1st Quintile,Somewhat concerned,0.40169,410,982,0.37101,0.43236
2001,17-29 y.,1st Quintile,Not concerned at all,0.40300,371,982,0.37231,0.43369
2001,17-29 y.,2nd Quintile,Very concerned,0.22128,204,896,0.19409,0.24848
2001,17-29 y.,2nd Quintile,Somewhat concerned,0.43568,414,896,0.40319,0.46816
2001,17-29 y.,2nd Quintile,Not concerned at all,0.33507,278,896,0.30414,0.36599
2001,17-29 y.,3rd Quintile,Very concerned,0.23952,211,829,0.21045,0.26859
2001,17-29 y.,3rd Quintile,Somewhat concerned,0.44492,370,829,0.41107,0.47877
2001,17-29 y.,3rd Quintile,Not concerned at all,0.31094,248,829,0.27941,0.34247
2001,17-29 y.,4th Quintile,Very concerned,0.19426,162,804,0.16690,0.22162
2001,17-29 y.,4th Quintile,Somewhat concerned,0.47076,378,804,0.43623,0.50528
2001,17-29 y.,4th Quintile,Not concerned at all,0.33129,264,804,0.29874,0.36385
2001,17-29 y.,5th Quintile,Very concerned,0.16564,88,557,0.13474,0.19654
2001,17-29 y.,5th Quintile,Somewhat concerned,0.48462,263,557,0.44308,0.52616
2001,17-29 y.,5th Quintile,Not concerned at all,0.34788,206,557,0.30829,0.38747
2001,30-45 y.,1st Quintile,Very concerned,0.26908,325,1203,0.24401,0.29415
2001,30-45 y.,1st Quintile,Somewhat concerned,0.42065,545,1203,0.39274,0.44856
2001,30-45 y.,1st Quintile,Not concerned at all,0.28750,333,1203,0.26191,0.31308
2001,30-45 y.,2nd Quintile,Very concerned,0.26557,408,1509,0.24328,0.28786
2001,30-45 y.,2nd Quintile,Somewhat concerned,0.48652,747,1509,0.46129,0.51174
2001,30-45 y.,2nd Quintile,Not concerned at all,0.23409,354,1509,0.21272,0.25546
2001,30-45 y.,3rd Quintile,Very concerned,0.25760,410,1559,0.23588,0.27931
2001,30-45 y.,3rd Quintile,Somewhat concerned,0.47591,753,1559,0.45111,0.50071
2001,30-45 y.,3rd Quintile,Not concerned at all,0.25738,396,1559,0.23567,0.27909
2001,30-45 y.,4th Quintile,Very concerned,0.22571,351,1533,0.20478,0.24665
2001,30-45 y.,4th Quintile,Somewhat concerned,0.46304,714,1533,0.43807,0.48801
2001,30-45 y.,4th Quintile,Not concerned at all,0.30224,468,1533,0.27924,0.32524
2001,30-45 y.,5th Quintile,Very concerned,0.17185,281,1445,0.15239,0.19130
2001,30-45 y.,5th Quintile,Somewhat concerned,0.41939,614,1445,0.39394,0.44485
2001,30-45 y.,5th Quintile,Not concerned at all,0.39611,550,1445,0.37089,0.42134
2001,46-65 y.,1st Quintile,Very concerned,0.25716,255,925,0.22898,0.28534
2001,46-65 y.,1st Quintile,Somewhat concerned,0.46281,429,925,0.43066,0.49496
2001,46-65 y.,1st Quintile,Not concerned at all,0.26251,241,925,0.23414,0.29088
2001,46-65 y.,2nd Quintile,Very concerned,0.28548,307,1098,0.25875,0.31220
2001,46-65 y.,2nd Quintile,Somewhat concerned,0.48421,533,1098,0.45463,0.51378
2001,46-65 y.,2nd Quintile,Not concerned at all,0.20986,258,1098,0.18576,0.23395
2001,46-65 y.,3rd Quintile,Very concerned,0.31872,434,1386,0.29417,0.34326
2001,46-65 y.,3rd Quintile,Somewhat concerned,0.45845,666,1386,0.43221,0.48470
2001,46-65 y.,3rd Quintile,Not concerned at all,0.21207,286,1386,0.19054,0.23360
