year,age_gr,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,Very concerned,0.31227,897,2962,0.29558,0.32897
1999,17-29 y.,Somewhat concerned,0.45122,1364,2962,0.43329,0.46914
1999,17-29 y.,Not concerned at all,0.23176,701,2962,0.21656,0.24696
1999,30-45 y.,Very concerned,0.31483,1505,4701,0.30155,0.32811
1999,30-45 y.,Somewhat concerned,0.46596,2236,4701,0.45170,0.48022
1999,30-45 y.,Not concerned at all,0.21627,960,4701,0.20450,0.22804
1999,46-65 y.,Very concerned,0.38779,1592,4170,0.37300,0.40258
1999,46-65 y.,Somewhat concerned,0.44332,1873,4170,0.42824,0.45840
1999,46-65 y.,Not concerned at all,0.16191,705,4170,0.15072,0.17309
1999,66 and older,Very concerned,0.41539,707,1783,0.39251,0.43827
1999,66 and older,Somewhat concerned,0.44084,816,1783,0.41778,0.46389
1999,66 and older,Not concerned at all,0.13014,260,1783,0.11452,0.14576
2000,17-29 y.,Very concerned,0.24703,1159,4515,0.23445,0.25961
2000,17-29 y.,Somewhat concerned,0.42323,1997,4515,0.40882,0.43765
2000,17-29 y.,Not concerned at all,0.31487,1359,4515,0.30132,0.32842
2000,30-45 y.,Very concerned,0.28800,2368,8090,0.27813,0.29787
2000,30-45 y.,Somewhat concerned,0.43408,3628,8090,0.42328,0.44489
2000,30-45 y.,Not concerned at all,0.26706,2094,8090,0.25741,0.27670
2000,46-65 y.,Very concerned,0.31944,2418,7674,0.30901,0.32988
2000,46-65 y.,Somewhat concerned,0.45074,3579,7674,0.43961,0.46187
2000,46-65 y.,Not concerned at all,0.21649,1677,7674,0.20727,0.22571
2000,66 and older,Very concerned,0.30791,1085,3541,0.29270,0.32312
2000,66 and older,Somewhat concerned,0.47444,1718,3541,0.45799,0.49089
2000,66 and older,Not concerned at all,0.19822,738,3541,0.18509,0.21136
2001,17-29 y.,Very concerned,0.20112,866,4068,0.18880,0.21344
2001,17-29 y.,Somewhat concerned,0.44215,1835,4068,0.42689,0.45741
2001,17-29 y.,Not concerned at all,0.34890,1367,4068,0.33425,0.36355
2001,30-45 y.,Very concerned,0.23580,1775,7249,0.22603,0.24558
2001,30-45 y.,Somewhat concerned,0.45391,3373,7249,0.44245,0.46537
2001,30-45 y.,Not concerned at all,0.29724,2101,7249,0.28672,0.30776
2001,46-65 y.,Very concerned,0.25907,1822,7020,0.24882,0.26932
2001,46-65 y.,Somewhat concerned,0.47592,3392,7020,0.46423,0.48760
2001,46-65 y.,Not concerned at all,0.25242,1806,7020,0.24226,0.26259
2001,66 and older,Very concerned,0.25641,856,3356,0.24164,0.27119
2001,66 and older,Somewhat concerned,0.50034,1693,3356,0.48342,0.51725
2001,66 and older,Not concerned at all,0.23107,807,3356,0.21680,0.24533
2002,17-29 y.,Very concerned,0.21350,908,4106,0.20096,0.22603
2002,17-29 y.,Somewhat concerned,0.42759,1819,4106,0.41245,0.44272
2002,17-29 y.,Not concerned at all,0.34904,1379,4106,0.33446,0.36362
2002,30-45 y.,Very concerned,0.26563,1885,7385,0.25556,0.27571
2002,30-45 y.,Somewhat concerned,0.46459,3445,7385,0.45322,0.47597
2002,30-45 y.,Not concerned at all,0.26209,2055,7385,0.25206,0.27212
2002,46-65 y.,Very concerned,0.30888,2186,7793,0.29862,0.31914
2002,46-65 y.,Somewhat concerned,0.47383,3817,7793,0.46274,0.48491
2002,46-65 y.,Not concerned at all,0.20758,1790,7793,0.19857,0.21658
2002,66 and older,Very concerned,0.33342,1169,3546,0.31790,0.34894
2002,66 and older,Somewhat concerned,0.49451,1765,3546,0.47805,0.51097
2002,66 and older,Not concerned at all,0.15911,612,3546,0.14707,0.17115
2003,17-29 y.,Very concerned,0.21070,830,3973,0.19802,0.22339
2003,17-29 y.,Somewhat concerned,0.42752,1736,3973,0.41214,0.44291
2003,17-29 y.,Not concerned at all,0.35120,1407,3973,0.33636,0.36605
2003,30-45 y.,Very concerned,0.24568,1641,6882,0.23551,0.25586
2003,30-45 y.,Somewhat concerned,0.46090,3211,6882,0.44912,0.47267
2003,30-45 y.,Not concerned at all,0.28370,2030,6882,0.27305,0.29435
2003,46-65 y.,Very concerned,0.29141,1994,7514,0.28113,0.30168
2003,46-65 y.,Somewhat concerned,0.46318,3546,7514,0.45191,0.47446
2003,46-65 y.,Not concerned at all,0.23678,1974,7514,0.22717,0.24639
2003,66 and older,Very concerned,0.30273,1049,3614,0.28775,0.31771
2003,66 and older,Somewhat concerned,0.48962,1809,3614,0.47332,0.50592
2003,66 and older,Not concerned at all,0.19636,756,3614,0.18341,0.20932
2004,17-29 y.,Very concerned,0.26563,1019,3919,0.25180,0.27946
2004,17-29 y.,Somewhat concerned,0.42053,1674,3919,0.40507,0.43599
2004,17-29 y.,Not concerned at all,0.30138,1226,3919,0.28702,0.31575
2004,30-45 y.,Very concerned,0.31241,1922,6489,0.30113,0.32369
2004,30-45 y.,Somewhat concerned,0.43861,2950,6489,0.42653,0.45068
2004,30-45 y.,Not concerned at all,0.24264,1617,6489,0.23221,0.25307
