year,age_gr,pgisced97,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,Pre-primary Level,Very concerned,0.26360,79,310,0.21447,0.31272
1999,17-29 y.,Pre-primary Level,Somewhat concerned,0.42232,136,310,0.36725,0.47739
1999,17-29 y.,Pre-primary Level,Not concerned at all,0.29949,95,310,0.24842,0.35056
1999,17-29 y.,Lower Secondary Level,Very concerned,0.33585,229,706,0.30099,0.37071
1999,17-29 y.,Lower Secondary Level,Somewhat concerned,0.44664,319,706,0.40995,0.48334
1999,17-29 y.,Lower Secondary Level,Not concerned at all,0.20966,158,706,0.17961,0.23970
1999,17-29 y.,Upper Secondary Level,Very concerned,0.31785,443,1356,0.29306,0.34264
1999,17-29 y.,Upper Secondary Level,Somewhat concerned,0.46898,639,1356,0.44241,0.49555
1999,17-29 y.,Upper Secondary Level,Not concerned at all,0.21184,274,1356,0.19008,0.23359
1999,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.35339,35,145,0.27531,0.43147
1999,17-29 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.41348,68,145,0.33304,0.49391
1999,17-29 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.23313,42,145,0.16407,0.30220
1999,17-29 y.,First Stage of Tertiary Education,Very concerned,0.38690,36,79,0.27881,0.49499
1999,17-29 y.,First Stage of Tertiary Education,Somewhat concerned,0.34482,43,79,0.23933,0.45030
1999,17-29 y.,Second Stage of Tertiary Education,Somewhat concerned,0.47002,69,117,0.37919,0.56085
1999,17-29 y.,Second Stage of Tertiary Education,Not concerned at all,0.32256,48,117,0.23749,0.40763
1999,30-45 y.,Primary Level,Somewhat concerned,0.37253,52,52,0.23984,0.50523
1999,30-45 y.,Lower Secondary Level,Very concerned,0.35401,144,454,0.30997,0.39805
1999,30-45 y.,Lower Secondary Level,Somewhat concerned,0.44590,211,454,0.40013,0.49168
1999,30-45 y.,Lower Secondary Level,Not concerned at all,0.19648,99,454,0.15989,0.23307
1999,30-45 y.,Upper Secondary Level,Very concerned,0.37907,970,2527,0.36015,0.39799
1999,30-45 y.,Upper Secondary Level,Somewhat concerned,0.46786,1196,2527,0.44840,0.48732
1999,30-45 y.,Upper Secondary Level,Not concerned at all,0.15137,361,2527,0.13739,0.16534
1999,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.19977,59,262,0.15126,0.24828
1999,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.48752,127,262,0.42688,0.54816
1999,30-45 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.31271,76,262,0.25647,0.36896
1999,30-45 y.,First Stage of Tertiary Education,Very concerned,0.27352,110,361,0.22747,0.31956
1999,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.50700,185,361,0.45535,0.55864
1999,30-45 y.,First Stage of Tertiary Education,Not concerned at all,0.21586,66,361,0.17336,0.25836
1999,30-45 y.,Second Stage of Tertiary Education,Very concerned,0.16785,162,906,0.14350,0.19220
1999,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.46163,434,906,0.42915,0.49411
1999,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.36724,310,906,0.33583,0.39865
