year,migback,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,Yes,0.09884,1103,8658,0.09255,0.10512
1984,No migration background,No,0.74175,7555,8658,0.73253,0.75097
1984,Direct migration background,Yes,0.07248,270,3366,0.06372,0.08124
1984,Direct migration background,No,0.81445,3096,3366,0.80131,0.82758
1984,Indirect migration background,Yes,0.03882,57,126,0.00496,0.07269
1984,Indirect migration background,No,0.07836,69,126,0.03125,0.12547
1985,No migration background,Yes,0.10422,1044,7965,0.09751,0.11093
1985,No migration background,No,0.74856,6921,7965,0.73903,0.75809
1985,Direct migration background,Yes,0.07756,237,2899,0.06782,0.08730
1985,Direct migration background,No,0.83187,2662,2899,0.81825,0.84548
1985,Indirect migration background,Yes,0.05016,72,141,0.01400,0.08631
1985,Indirect migration background,No,0.09414,69,141,0.04576,0.14251
1986,No migration background,Yes,0.10326,1036,7604,0.09642,0.11010
1986,No migration background,No,0.75047,6568,7604,0.74074,0.76019
1986,Direct migration background,Yes,0.07647,247,2825,0.06667,0.08627
1986,Direct migration background,No,0.84157,2578,2825,0.82810,0.85504
1986,Indirect migration background,Yes,0.04623,78,153,0.01285,0.07962
1986,Indirect migration background,No,0.10037,75,153,0.05260,0.14814
1987,No migration background,Yes,0.09531,999,7465,0.08865,0.10197
1987,No migration background,No,0.75643,6466,7465,0.74669,0.76617
1987,Direct migration background,Yes,0.07430,251,2812,0.06461,0.08400
1987,Direct migration background,No,0.85709,2561,2812,0.84415,0.87003
1987,Indirect migration background,Yes,0.03984,81,173,0.01061,0.06907
1987,Indirect migration background,No,0.10601,92,173,0.06001,0.15202
1988,No migration background,Yes,0.09358,919,7082,0.08680,0.10037
1988,No migration background,No,0.75833,6163,7082,0.74835,0.76830
1988,Direct migration background,Yes,0.06533,211,2668,0.05595,0.07471
1988,Direct migration background,No,0.86985,2457,2668,0.85708,0.88262
1988,Indirect migration background,Yes,0.05678,106,220,0.02613,0.08743
1988,Indirect migration background,No,0.11321,114,220,0.07125,0.15518
1989,No migration background,Yes,0.09568,856,6817,0.08870,0.10266
1989,No migration background,No,0.75772,5961,6817,0.74755,0.76789
1989,Direct migration background,Yes,0.06047,169,2588,0.05129,0.06966
1989,Direct migration background,No,0.88530,2419,2588,0.87302,0.89758
1989,Indirect migration background,Yes,0.08370,131,256,0.04970,0.11769
1989,Indirect migration background,No,0.10598,125,256,0.06820,0.14376
1990,No migration background,Yes,0.08858,1244,10915,0.08325,0.09391
1990,No migration background,No,0.74597,9671,10915,0.73780,0.75413
1990,Direct migration background,Yes,0.06119,174,2674,0.05211,0.07028
1990,Direct migration background,No,0.89462,2500,2674,0.88298,0.90626
1990,Indirect migration background,Yes,0.08056,143,294,0.04940,0.11173
1990,Indirect migration background,No,0.11061,151,294,0.07470,0.14653
1991,No migration background,Yes,0.08964,1270,10614,0.08421,0.09508
1991,No migration background,No,0.74652,9344,10614,0.73824,0.75479
1991,Direct migration background,Yes,0.06366,170,2624,0.05431,0.07300
1991,Direct migration background,No,0.90218,2454,2624,0.89081,0.91355
1991,Indirect migration background,Yes,0.09837,185,347,0.06699,0.12975
1991,Indirect migration background,No,0.11190,162,347,0.07869,0.14512
