year,regtyp,sex,plj0080_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1997,Urban regions,male,Strongly,0.32429718875502006,16487,0.31715165447187665,0.33144272303816347
1997,Urban regions,male,In some respects,0.2901606425702811,16487,0.28323301483564045,0.2970882703049218
1997,Urban regions,male,Very strongly,0.25100401606425704,16487,0.2443854283009045,0.25762260382760954
1997,Urban regions,male,Hardly,0.08634538152610442,16487,0.08205796343908338,0.09063279961312547
1997,Urban regions,male,Not at all,0.04819277108433735,16487,0.044923501746220625,0.05146204042245408
1997,Urban regions,female,Strongly,0.32756756756756755,16487,0.3204034941766155,0.3347316409585196
1997,Urban regions,female,In some respects,0.28324324324324324,16487,0.27636542128213043,0.29012106520435604
1997,Urban regions,female,Very strongly,0.24216216216216216,16487,0.23562293329121337,0.24870139103311095
1997,Urban regions,female,Hardly,0.10378378378378378,16487,0.09912839022411885,0.10843917734344871
1997,Urban regions,female,Not at all,0.043243243243243246,16487,0.04013836087826499,0.0463481256082215
1997,Rural regions,male,Very strongly,0.30666666666666664,16487,0.299628013286388,0.3137053200469453
1997,Rural regions,male,Strongly,0.30666666666666664,16487,0.299628013286388,0.3137053200469453
1997,Rural regions,male,In some respects,0.23333333333333334,16487,0.22687713392503167,0.239789532741635
1997,Rural regions,male,Hardly,0.1,16487,0.09542062185540647,0.10457937814459355
1997,Rural regions,male,Not at all,0.05333333333333334,16487,0.049903419900946176,0.0567632467657205
1997,Rural regions,female,Strongly,0.3246753246753247,16487,0.3175276265324367,0.33182302281821263
1997,Rural regions,female,In some respects,0.2857142857142857,16487,0.27881844514089926,0.29261012628767213
1997,Rural regions,female,Very strongly,0.24025974025974026,16487,0.23373807769352412,0.2467814028259564
1997,Rural regions,female,Hardly,0.09740259740259741,16487,0.09287656601723374,0.10192862878796108
1997,Rural regions,female,Not at all,0.05194805194805195,16487,0.048560500084966894,0.05533560381113701
1999,Urban regions,male,In some respects,0.31613611416026344,17396,0.3092265085041759,0.323045719816351
1999,Urban regions,male,Strongly,0.31174533479692645,17396,0.3048618883917724,0.3186287812020805
1999,Urban regions,male,Very strongly,0.21185510428100987,17396,0.20578279516590428,0.21792741339611546
1999,Urban regions,male,Hardly,0.10318331503841932,17396,0.09866279967106394,0.1077038304057747
1999,Urban regions,male,Not at all,0.0570801317233809,17396,0.05363257636400409,0.060527687082757714
1999,Urban regions,female,Strongly,0.3134684147794994,17396,0.3065746172033898,0.32036221235560897
1999,Urban regions,female,In some respects,0.300357568533969,17396,0.2935453474825635,0.3071697895853745
1999,Urban regions,female,Very strongly,0.21811680572109654,17396,0.21197993639862425,0.22425367504356883
1999,Urban regions,female,Hardly,0.11203814064362336,17396,0.10735096234542661,0.1167253189418201
1999,Urban regions,female,Not at all,0.05601907032181168,17396,0.05260178744220601,0.059436353201417345
1999,Rural regions,male,In some respects,0.3046875,17396,0.2978476164312496,0.3115273835687504
1999,Rural regions,male,Very strongly,0.28125,17396,0.2745686139455981,0.2879313860544019
1999,Rural regions,male,Strongly,0.2109375,17396,0.20487482941943017,0.21700017058056983
1999,Rural regions,male,Hardly,0.109375,17396,0.10473692416057698,0.11401307583942302
1999,Rural regions,male,Not at all,0.09375,17396,0.08941847305995573,0.09808152694004427
1999,Rural regions,female,Strongly,0.2803030303030303,17396,0.2736285092797361,0.28697755132632446
1999,Rural regions,female,In some respects,0.2727272727272727,17396,0.2661090053663069,0.27934554008823853
1999,Rural regions,female,Very strongly,0.2727272727272727,17396,0.2661090053663069,0.27934554008823853
1999,Rural regions,female,Hardly,0.12878787878787878,17396,0.12381015468566506,0.1337656028900925
1999,Rural regions,female,Not at all,0.045454545454545456,17396,0.04235913433469511,0.0485499565743958
2001,Urban regions,male,In some respects,0.3608156028368794,27798,0.3551700687573232,0.3664611369164356
2001,Urban regions,male,Strongly,0.300531914893617,27798,0.29514204170784863,0.3059217880793854
2001,Urban regions,male,Very strongly,0.15070921985815602,27798,0.14650343152787929,0.15491500818843276
2001,Urban regions,male,Hardly,0.1320921985815603,27798,0.1281118172881094,0.1360725798750112
2001,Urban regions,male,Not at all,0.05585106382978723,27798,0.05315155175102149,0.05855057590855297
2001,Urban regions,female,In some respects,0.3137614678899083,27798,0.3083065696906455,0.31921636608917103
2001,Urban regions,female,Strongly,0.30825688073394497,27798,0.3028284023883249,0.313685359079565
