year,pgisced97,quintil_oecd,plj0080_h,proportion,n,lower_confidence,upper_confidence
1997,middle vocational,2. Quintil,Stark,0.04044943820224719,16487,0.037442147362167374,0.043456729042327
1997,general elemantary,1. Quintil,Stark,0.038202247191011236,16487,0.0352762656189047,0.04112822876311777
1997,middle vocational,2. Quintil,In mancher Beziehung,0.038202247191011236,16487,0.0352762656189047,0.04112822876311777
1997,general elemantary,2. Quintil,Stark,0.03325842696629214,16487,0.030521322948678542,0.03599553098390573
1997,general elemantary,1. Quintil,In mancher Beziehung,0.029213483146067417,16487,0.026642857766571146,0.03178410852556369
1997,inadequately,1. Quintil,Stark,0.027865168539325844,16487,0.025352823167742945,0.030377513910908743
1997,middle vocational,1. Quintil,In mancher Beziehung,0.027415730337078652,16487,0.024923152192091326,0.02990830848206598
1997,middle vocational,3. Quintil,In mancher Beziehung,0.02651685393258427,16487,0.024064345727438527,0.028969362137730013
1997,general elemantary,1. Quintil,Sehr stark,0.02651685393258427,16487,0.024064345727438527,0.028969362137730013
1997,inadequately,2. Quintil,Sehr stark,0.02606741573033708,16487,0.023635219060453763,0.028499612400220396
1997,general elemantary,2. Quintil,In mancher Beziehung,0.025617977528089888,16487,0.023206282967622966,0.02802967208855681
1997,middle vocational,1. Quintil,Stark,0.025617977528089888,16487,0.023206282967622966,0.02802967208855681
1997,general elemantary,2. Quintil,Sehr stark,0.025168539325842697,16487,0.022777542351296323,0.02755953630038907
1997,middle vocational,1. Quintil,Sehr stark,0.024719101123595506,16487,0.022349002332636772,0.02708919991455424
1997,middle vocational,2. Quintil,Sehr stark,0.023820224719101123,16487,0.021492545751961935,0.02614790368624031
1997,general elemantary,3. Quintil,Stark,0.02202247191011236,16487,0.019782292905635764,0.024262650914588953
1997,middle vocational,3. Quintil,Stark,0.02202247191011236,16487,0.019782292905635764,0.024262650914588953
1997,inadequately,2. Quintil,Stark,0.021123595505617977,16487,0.018928602686728763,0.02331858832450719
1997,inadequately,1. Quintil,Sehr stark,0.021123595505617977,16487,0.018928602686728763,0.02331858832450719
1997,general elemantary,1. Quintil,Kaum,0.019325842696629212,16487,0.01722440345447884,0.021427281938779585
1997,general elemantary,3. Quintil,In mancher Beziehung,0.015280898876404495,16487,0.013408424495698942,0.017153373257110048
1997,general elemantary,3. Quintil,Sehr stark,0.013932584269662922,16487,0.012143402783444321,0.015721765755881523
1997,inadequately,3. Quintil,Stark,0.01348314606741573,16487,0.011722657834001428,0.015243634300830033
1997,middle vocational,3. Quintil,Sehr stark,0.01303370786516854,16487,0.011302415539573878,0.0147650001907632
1997,middle vocational,4. Quintil,Stark,0.012584269662921348,16487,0.010882701773989003,0.014285837551853694
1997,inadequately,2. Quintil,In mancher Beziehung,0.011685393258426966,16487,0.010044975259701966,0.013325811257151966
1997,middle vocational,4. Quintil,In mancher Beziehung,0.011235955056179775,16487,0.009627027159581086,0.012844882952778464
1997,inadequately,3. Quintil,Sehr stark,0.011235955056179775,16487,0.009627027159581086,0.012844882952778464
1997,middle vocational,3. Quintil,Kaum,0.010337078651685393,16487,0.008793147918067975,0.01188100938530281
1997,middle vocational,2. Quintil,Kaum,0.009887640449438202,16487,0.008377303573754234,0.011397977325122169
1997,inadequately,1. Quintil,In mancher Beziehung,0.009887640449438202,16487,0.008377303573754234,0.011397977325122169
1997,middle vocational,4. Quintil,Sehr stark,0.008988764044943821,16487,0.0075480608084424845,0.010429467281445158
1997,middle vocational,1. Quintil,Kaum,0.00853932584269663,16487,0.007134783644883528,0.00994386804050973
1997,vocational + Abi,1. Quintil,In mancher Beziehung,0.00853932584269663,16487,0.007134783644883528,0.00994386804050973
1997,general elemantary,4. Quintil,Sehr stark,0.00853932584269663,16487,0.007134783644883528,0.00994386804050973
1997,-1,2. Quintil,Stark,0.007640449438202248,16487,0.006311283411359867,0.008969615465044628
1997,general elemantary,4. Quintil,Stark,0.007640449438202248,16487,0.006311283411359867,0.008969615465044628
1997,-1,1. Quintil,Stark,0.0071910112359550565,16487,0.0059012388147062405,0.008480783657203873
1997,vocational + Abi,2. Quintil,In mancher Beziehung,0.0071910112359550565,16487,0.0059012388147062405,0.008480783657203873
1997,-1,2. Quintil,In mancher Beziehung,0.0071910112359550565,16487,0.0059012388147062405,0.008480783657203873
1997,middle vocational,2. Quintil,Gar nicht,0.006741573033707865,16487,0.005492473623081933,0.007990672444333798
1997,general elemantary,4. Quintil,In mancher Beziehung,0.006741573033707865,16487,0.005492473623081933,0.007990672444333798
1997,inadequately,4. Quintil,Sehr stark,0.006292134831460674,16487,0.005085117166325644,0.007499152496595704
1997,higher education,1. Quintil,In mancher Beziehung,0.006292134831460674,16487,0.005085117166325644,0.007499152496595704
1997,general elemantary,1. Quintil,Gar nicht,0.005842696629213483,16487,0.004679322305283334,0.007006070953143632
1997,-1,2. Quintil,Sehr stark,0.005393258426966292,16487,0.004275271907136204,0.00651124494679638
1997,inadequately,3. Quintil,In mancher Beziehung,0.005393258426966292,16487,0.004275271907136204,0.00651124494679638
1997,general elemantary,2. Quintil,Gar nicht,0.005393258426966292,16487,0.004275271907136204,0.00651124494679638
1997,higher education,5. Quintil,In mancher Beziehung,0.005393258426966292,16487,0.004275271907136204,0.00651124494679638
1997,vocational + Abi,1. Quintil,Stark,0.005393258426966292,16487,0.004275271907136204,0.00651124494679638
1997,higher education,2. Quintil,In mancher Beziehung,0.005393258426966292,16487,0.004275271907136204,0.00651124494679638
1997,-1,1. Quintil,Sehr stark,0.004943820224719101,16487,0.0038731878103146046,0.006014452639123597
1997,higher education,3. Quintil,In mancher Beziehung,0.004943820224719101,16487,0.0038731878103146046,0.006014452639123597
1997,middle vocational,5. Quintil,In mancher Beziehung,0.004943820224719101,16487,0.0038731878103146046,0.006014452639123597
1997,middle vocational,1. Quintil,Gar nicht,0.004943820224719101,16487,0.0038731878103146046,0.006014452639123597
1997,general elemantary,2. Quintil,Kaum,0.004943820224719101,16487,0.0038731878103146046,0.006014452639123597
1997,inadequately,4. Quintil,Stark,0.0044943820224719105,16487,0.0034733435597608543,0.005515420485182967
1997,vocational + Abi,2. Quintil,Stark,0.0044943820224719105,16487,0.0034733435597608543,0.005515420485182967
1997,vocational + Abi,1. Quintil,Sehr stark,0.0044943820224719105,16487,0.0034733435597608543,0.005515420485182967
1997,inadequately,1. Quintil,Kaum,0.004044943820224719,16487,0.0030760830535471444,0.005013804586902294
1997,vocational + Abi,3. Quintil,In mancher Beziehung,0.004044943820224719,16487,0.0030760830535471444,0.005013804586902294
1997,general elemantary,5. Quintil,Stark,0.0035955056179775282,16487,0.002681848846871054,0.004509162389084003
1997,-1,3. Quintil,Sehr stark,0.0035955056179775282,16487,0.002681848846871054,0.004509162389084003
1997,in school,1. Quintil,In mancher Beziehung,0.0035955056179775282,16487,0.002681848846871054,0.004509162389084003
1997,higher education,3. Quintil,Kaum,0.0035955056179775282,16487,0.002681848846871054,0.004509162389084003
1997,middle vocational,5. Quintil,Stark,0.0035955056179775282,16487,0.002681848846871054,0.004509162389084003
1997,-1,1. Quintil,In mancher Beziehung,0.0035955056179775282,16487,0.002681848846871054,0.004509162389084003
1997,higher education,3. Quintil,Gar nicht,0.003146067415730337,16487,0.0022912270371330786,0.004000907794327596
