year,migback,regtyp,plj0080_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1997,No migration background,Urban regions,In some respects,0.4,16487,0.39252190680432847,0.4074780931956716
1997,No migration background,Urban regions,Not at all,0.4,16487,0.39252190680432847,0.4074780931956716
1997,No migration background,Urban regions,Hardly,0.2,16487,0.1938941624738753,0.2061058375261247
1997,No migration background,Rural regions,In some respects,1.0,16487,1.0,1.0
1997,Direct migration background,Urban regions,Strongly,0.338660110633067,16487,0.3314360790746104,0.3458841421915236
1997,Direct migration background,Urban regions,In some respects,0.26551936078672406,16487,0.2587783732295302,0.27226034834391794
1997,Direct migration background,Urban regions,Very strongly,0.2636754763368162,16487,0.25694950899006413,0.2704014436835683
1997,Direct migration background,Urban regions,Hardly,0.09035033804548248,16487,0.0859742381780116,0.09472643791295336
1997,Direct migration background,Urban regions,Not at all,0.04179471419791026,16487,0.03873996743402705,0.04484946096179347
1997,Direct migration background,Rural regions,Strongly,0.3166023166023166,16487,0.30950197820032727,0.3237026550043059
1997,Direct migration background,Rural regions,Very strongly,0.28957528957528955,16487,0.28265180017720615,0.29649877897337296
1997,Direct migration background,Rural regions,In some respects,0.23938223938223938,16487,0.23286873895247542,0.24589573981200333
1997,Direct migration background,Rural regions,Hardly,0.09652509652509653,16487,0.09201730916613847,0.10103288388405458
1997,Direct migration background,Rural regions,Not at all,0.05791505791505792,16487,0.0543495120198037,0.06148060381031213
1997,Indirect migration background,Urban regions,In some respects,0.40484429065743943,16487,0.3973514833505322,0.41233709796434664
1997,Indirect migration background,Urban regions,Strongly,0.25951557093425603,16487,0.25282404865917685,0.2662070932093352
1997,Indirect migration background,Urban regions,Very strongly,0.15570934256055363,16487,0.15017471272785318,0.16124397239325408
1997,Indirect migration background,Urban regions,Hardly,0.11764705882352941,16487,0.1127289633154117,0.12256515433164712
1997,Indirect migration background,Urban regions,Not at all,0.06228373702422145,16487,0.05859473997687766,0.06597273407156524
1997,Indirect migration background,Rural regions,In some respects,0.36363636363636365,16487,0.3562933965273219,0.3709793307454054
1997,Indirect migration background,Rural regions,Strongly,0.3181818181818182,16487,0.3110720208505513,0.32529161551308505
1997,Indirect migration background,Rural regions,Very strongly,0.18181818181818182,16487,0.17593071029152807,0.18770565334483558
1997,Indirect migration background,Rural regions,Hardly,0.11363636363636363,16487,0.10879185335891717,0.1184808739138101
1997,Indirect migration background,Rural regions,Not at all,0.022727272727272728,16487,0.020452349192219374,0.025002196262326082
1999,No migration background,Urban regions,In some respects,0.5,17396,0.4925697850761455,0.5074302149238545
1999,No migration background,Urban regions,Hardly,0.25,17396,0.24356524512036376,0.25643475487963624
1999,No migration background,Urban regions,Not at all,0.25,17396,0.24356524512036376,0.25643475487963624
1999,No migration background,Rural regions,Hardly,1.0,17396,1.0,1.0
1999,Direct migration background,Urban regions,Strongly,0.33240418118466897,17396,0.3254038044167052,0.33940455795263275
1999,Direct migration background,Urban regions,In some respects,0.2745644599303136,17396,0.2679323312132485,0.2811965886473787
1999,Direct migration background,Urban regions,Very strongly,0.2397212543554007,17396,0.23337713905568805,0.24606536965511336
1999,Direct migration background,Urban regions,Hardly,0.09198606271777003,17396,0.08769130524273712,0.09628082019280294
1999,Direct migration background,Urban regions,Not at all,0.06132404181184669,17396,0.05775867182140433,0.06488941180228905
1999,Direct migration background,Rural regions,In some respects,0.2930232558139535,17396,0.2862595457816307,0.2997869658462763
1999,Direct migration background,Rural regions,Very strongly,0.27906976744186046,17396,0.2724042420646725,0.2857352928190484
1999,Direct migration background,Rural regions,Strongly,0.23255813953488372,17396,0.2262801601362153,0.23883611893355214
1999,Direct migration background,Rural regions,Hardly,0.13023255813953488,17396,0.12523114499828103,0.13523397128078873
1999,Direct migration background,Rural regions,Not at all,0.06511627906976744,17396,0.061449751469998336,0.06878280666953654
1999,Indirect migration background,Urban regions,In some respects,0.46254071661237783,17396,0.4551313831547162,0.4699500500700395
1999,Indirect migration background,Urban regions,Strongly,0.2280130293159609,17396,0.22177832029513167,0.23424773833679013
1999,Indirect migration background,Urban regions,Hardly,0.1758957654723127,17396,0.17023793230987258,0.18155359863475282
1999,Indirect migration background,Urban regions,Very strongly,0.10423452768729642,17396,0.09969370720811435,0.10877534816647849
1999,Indirect migration background,Urban regions,Not at all,0.029315960912052116,17396,0.026809145343945948,0.031822776480158285
