year,regtyp,sampreg,plj0080_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1997,Urban regions,West,Strongly,0.32655190401669276,16487,0.3193935458033154,0.3337102622300701
1997,Urban regions,West,In some respects,0.2863849765258216,16487,0.27948428902980005,0.2932856640218432
1997,Urban regions,West,Very strongly,0.24621804903495045,16487,0.23964195427929957,0.25279414379060133
1997,Urban regions,West,Hardly,0.09494001043296818,16487,0.09046546859625831,0.09941455226967805
1997,Urban regions,West,Not at all,0.04590505998956703,16487,0.04271049793812555,0.04909962204100851
1997,Urban regions,East,Very strongly,0.5,16487,0.4923677030923441,0.5076322969076559
1997,Urban regions,East,In some respects,0.5,16487,0.4923677030923441,0.5076322969076559
1997,Rural regions,West,Strongly,0.3087248322147651,16487,0.3016730886291288,0.3157765758004014
1997,Rural regions,West,Very strongly,0.2751677852348993,16487,0.2683506361759372,0.28198493429386146
1997,Rural regions,West,In some respects,0.26174496644295303,16487,0.2550348874927899,0.26845504539311615
1997,Rural regions,West,Hardly,0.10067114093959731,16487,0.09607813494030214,0.10526414693889248
1997,Rural regions,West,Not at all,0.053691275167785234,16487,0.05025052187791051,0.05713202845765996
1997,Rural regions,East,Strongly,0.6666666666666666,16487,0.6594708681340898,0.6738624651992434
1997,Rural regions,East,Very strongly,0.16666666666666666,16487,0.16097788843000665,0.17235544490332666
1997,Rural regions,East,In some respects,0.16666666666666666,16487,0.16097788843000665,0.17235544490332666
1999,Urban regions,West,Strongly,0.31196336576989125,17396,0.30507860345023835,0.31884812808954416
1999,Urban regions,West,In some respects,0.30910131654264456,17396,0.30223396970972566,0.31596866337556345
1999,Urban regions,West,Very strongly,0.2152261018889525,17396,0.20911877569030599,0.221333428087599
1999,Urban regions,West,Hardly,0.1070406410990269,17396,0.10244631762633231,0.11163496457172149
1999,Urban regions,West,Not at all,0.05666857469948483,17396,0.053232720962040986,0.060104428436928675
1999,Urban regions,East,Strongly,0.6666666666666666,17396,0.6596613928555586,0.6736719404777747
1999,Urban regions,East,Hardly,0.3333333333333333,17396,0.3263280595222253,0.3403386071444413
1999,Rural regions,West,In some respects,0.2924901185770751,17396,0.28573001693223526,0.2992502202219149
1999,Rural regions,West,Very strongly,0.28063241106719367,17396,0.27395549804242036,0.28730932409196697
1999,Rural regions,West,Strongly,0.23715415019762845,17396,0.23083345088859017,0.24347484950666673
1999,Rural regions,West,Hardly,0.11857707509881422,17396,0.11377284378553754,0.12338130641209091
1999,Rural regions,West,Not at all,0.07114624505928854,17396,0.06732608962017352,0.07496640049840357
1999,Rural regions,East,Strongly,0.5714285714285714,17396,0.5640745658518442,0.5787825770052986
1999,Rural regions,East,Very strongly,0.14285714285714285,17396,0.1376570756449554,0.1480572100693303
1999,Rural regions,East,In some respects,0.14285714285714285,17396,0.1376570756449554,0.1480572100693303
1999,Rural regions,East,Hardly,0.14285714285714285,17396,0.1376570756449554,0.1480572100693303
2001,Urban regions,West,In some respects,0.33815551537070526,27798,0.3325940977222409,0.3437169330191696
2001,Urban regions,West,Strongly,0.304249547920434,27798,0.2988408713088589,0.30965822453200914
2001,Urban regions,West,Very strongly,0.16320072332730562,27798,0.15885641156860483,0.1675450350860064
2001,Urban regions,West,Hardly,0.13471971066907776,27798,0.13070602579125165,0.13873339554690386
2001,Urban regions,West,Not at all,0.059674502712477394,27798,0.056889774552746866,0.06245923087220792
2001,Urban regions,East,Strongly,0.3333333333333333,27798,0.32779163298076613,0.3388750336859005
2001,Urban regions,East,Hardly,0.3333333333333333,27798,0.32779163298076613,0.3388750336859005
2001,Urban regions,East,In some respects,0.16666666666666666,27798,0.16228556786059906,0.17104776547273426
2001,Urban regions,East,Very strongly,0.16666666666666666,27798,0.16228556786059906,0.17104776547273426
2001,Rural regions,West,In some respects,0.37567567567567567,27798,0.36998241640416873,0.3813689349471826
2001,Rural regions,West,Strongly,0.1918918918918919,27798,0.18726262371490168,0.19652116006888212
2001,Rural regions,West,Very strongly,0.16216216216216217,27798,0.15782900896035978,0.16649531536396456
2001,Rural regions,West,Hardly,0.15405405405405406,27798,0.14981023196856783,0.1582978761395403
2001,Rural regions,West,Not at all,0.11621621621621622,27798,0.11244869526493662,0.11998373716749583
2001,Rural regions,East,In some respects,0.4666666666666667,27798,0.460801882277334,0.47253145105599936
2001,Rural regions,East,Strongly,0.26666666666666666,27798,0.26146809093268664,0.2718652424006467
2001,Rural regions,East,Very strongly,0.13333333333333333,27798,0.12933715637844576,0.1373295102882209
2001,Rural regions,East,Hardly,0.13333333333333333,27798,0.12933715637844576,0.1373295102882209
2003,Urban regions,West,In some respects,0.3344110854503464,27727,0.32885782550620835,0.3399643453944845
2003,Urban regions,West,Strongly,0.3039260969976905,27727,0.2985121212944057,0.30934007270097535
2003,Urban regions,West,Very strongly,0.15519630484988453,27727,0.1509342089156601,0.15945840078410897
2003,Urban regions,West,Hardly,0.1353348729792148,27727,0.13130831959059863,0.13936142636783094
2003,Urban regions,West,Not at all,0.07113163972286374,27727,0.06810602848086164,0.07415725096486583
2003,Urban regions,East,Hardly,0.3,27727,0.29460595857372635,0.30539404142627363
2003,Urban regions,East,In some respects,0.3,27727,0.29460595857372635,0.30539404142627363
2003,Urban regions,East,Strongly,0.3,27727,0.29460595857372635,0.30539404142627363
2003,Urban regions,East,Very strongly,0.1,27727,0.09646877098033906,0.10353122901966096
2003,Rural regions,West,In some respects,0.3608815426997245,27727,0.35522856014281107,0.36653452525663793
2003,Rural regions,West,Strongly,0.2644628099173554,27727,0.2592713530232716,0.26965426681143917
2003,Rural regions,West,Hardly,0.15702479338842976,27727,0.1527423054723497,0.1613072813045098
2003,Rural regions,West,Very strongly,0.13774104683195593,27727,0.133684512311999,0.14179758135191287
2003,Rural regions,West,Not at all,0.07988980716253444,27727,0.0766984880184743,0.08308112630659457
2003,Rural regions,East,Not at all,0.2962962962962963,27727,0.29092149194654604,0.3016711006460465
2003,Rural regions,East,Strongly,0.2222222222222222,27727,0.2173286484645167,0.22711579597992773
2003,Rural regions,East,Hardly,0.2222222222222222,27727,0.2173286484645167,0.22711579597992773
2003,Rural regions,East,In some respects,0.18518518518518517,27727,0.18061285896205478,0.18975751140831557
2003,Rural regions,East,Very strongly,0.07407407407407407,27727,0.07099141236330249,0.07715673578484565
2012,Urban regions,West,In some respects,0.28289872650090964,40229,0.27849731275057615,0.2873001402512431
2012,Urban regions,West,Strongly,0.23226197695573075,40229,0.22813547517400992,0.23638847873745159
2012,Urban regions,West,Not at all,0.1722255912674348,40229,0.16853588925714094,0.17591529327772867
2012,Urban regions,West,Hardly,0.1643420254699818,40229,0.16072063752666818,0.16796341341329543
2012,Urban regions,West,Very strongly,0.148271679805943,40229,0.144798989132794,0.151744370479092
2012,Urban regions,East,Not at all,0.31343283582089554,40229,0.30889968453312416,0.3179659871086669
2012,Urban regions,East,Strongly,0.208955223880597,40229,0.20498226927661714,0.21292817848457687
2012,Urban regions,East,Very strongly,0.17164179104477612,40229,0.16795704923825766,0.17532653285129457
2012,Urban regions,East,In some respects,0.17164179104477612,40229,0.16795704923825766,0.17532653285129457
2012,Urban regions,East,Hardly,0.13432835820895522,40229,0.13099603665980988,0.13766067975810056
2012,Rural regions,West,In some respects,0.27755102040816326,40229,0.27317518016577086,0.28192686065055567
2012,Rural regions,West,Strongly,0.20204081632653062,40229,0.19811711131903376,0.20596452133402748
2012,Rural regions,West,Not at all,0.19693877551020408,40229,0.19305256432179962,0.20082498669860854
2012,Rural regions,West,Hardly,0.18877551020408162,40229,0.18495140522827458,0.19259961517988866
2012,Rural regions,West,Very strongly,0.1346938775510204,40229,0.13135772985812372,0.1380300252439171
2012,Rural regions,East,Not at all,0.25870646766169153,40229,0.25442704481050454,0.2629858905128785
2012,Rural regions,East,Strongly,0.24875621890547264,40229,0.24453183021580138,0.2529806075951439
2012,Rural regions,East,Hardly,0.18407960199004975,40229,0.1802924461074893,0.1878667578726102
2012,Rural regions,East,Very strongly,0.1691542288557214,40229,0.16549079723693913,0.17281766047450367
