year,migback,sex,plj0080_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1997,No migration background,male,Not at all,0.5,16487,0.4923677030923441,0.5076322969076559
1997,No migration background,male,Hardly,0.25,16487,0.2433902369887446,0.25660976301125543
1997,No migration background,male,In some respects,0.25,16487,0.2433902369887446,0.25660976301125543
1997,No migration background,female,In some respects,1.0,16487,1.0,1.0
1997,Direct migration background,male,Strongly,0.33026584867075665,16487,0.3230867766740441,0.3374449206674692
1997,Direct migration background,male,Very strongly,0.2770961145194274,16487,0.2702642263323155,0.2839280027065393
1997,Direct migration background,male,In some respects,0.25664621676891614,16487,0.24997890960244393,0.2633135239353883
1997,Direct migration background,male,Hardly,0.08997955010224949,16487,0.08561154902305307,0.09434755118144592
1997,Direct migration background,male,Not at all,0.046012269938650305,16487,0.04281415935691417,0.04921038052038644
1997,Direct migration background,female,Strongly,0.34140969162995594,16487,0.3341714872337957,0.3486478960261162
1997,Direct migration background,female,In some respects,0.26762114537444937,16487,0.2608632204415668,0.27437907030733194
1997,Direct migration background,female,Very strongly,0.2566079295154185,16487,0.24994094800347808,0.26327491102735895
1997,Direct migration background,female,Hardly,0.09251101321585903,16487,0.08808815871321302,0.09693386771850504
1997,Direct migration background,female,Not at all,0.04185022026431718,16487,0.03879353425980187,0.04490690626883249
1997,Indirect migration background,male,In some respects,0.43902439024390244,16487,0.4314490600745987,0.44659972041320617
1997,Indirect migration background,male,Strongly,0.2804878048780488,16487,0.27363037581325605,0.28734523394284156
1997,Indirect migration background,male,Very strongly,0.1524390243902439,16487,0.14695222844774689,0.1579258203327409
1997,Indirect migration background,male,Hardly,0.07317073170731707,16487,0.06919557895971812,0.07714588445491602
1997,Indirect migration background,male,Not at all,0.054878048780487805,16487,0.05140165865113333,0.05835443890984228
1997,Indirect migration background,female,In some respects,0.3609467455621302,16487,0.3536155409112695,0.36827795021299087
1997,Indirect migration background,female,Strongly,0.25443786982248523,16487,0.2477894559331081,0.2610862837118623
1997,Indirect migration background,female,Very strongly,0.16568047337278108,16487,0.16000519563755666,0.1713557511080055
1997,Indirect migration background,female,Hardly,0.15976331360946747,16487,0.1541705739688314,0.16535605325010352
1997,Indirect migration background,female,Not at all,0.05917159763313609,16487,0.05556998409664937,0.06277321116962281
1999,No migration background,male,Not at all,0.4,17396,0.3927199059029376,0.40728009409706245
1999,No migration background,male,Hardly,0.4,17396,0.3927199059029376,0.40728009409706245
1999,No migration background,male,In some respects,0.2,17396,0.19405582806091642,0.2059441719390836
1999,No migration background,female,In some respects,0.75,17396,0.7435652451203637,0.7564347548796363
1999,No migration background,female,Hardly,0.25,17396,0.24356524512036376,0.25643475487963624
1999,Direct migration background,male,Strongly,0.3130841121495327,17396,0.30619261362929995,0.31997561066976543
1999,Direct migration background,male,In some respects,0.27920560747663553,17396,0.27253908819329553,0.28587212675997553
