year,plj0080_h,age_gr,migback,proportion,n,lower_confidence,upper_confidence
1997,Very strongly,46-65 y.,Direct migration background,0.42010771992818674,16487,0.41257348345453876,0.4276419564018347
1997,Very strongly,30-45 y.,Direct migration background,0.2926391382405745,16487,0.2856941427141064,0.2995841337670426
1997,Very strongly,18-29 y.,Direct migration background,0.15439856373429084,16487,0.14888300217145659,0.1599141252971251
1997,Very strongly,18-29 y.,Indirect migration background,0.08258527827648116,16487,0.07838363262485443,0.08678692392810788
1997,Very strongly,66 and older,Direct migration background,0.03770197486535009,16487,0.034794458958365006,0.04060949077233517
1997,Very strongly,30-45 y.,Indirect migration background,0.010771992818671455,16487,0.00919626398590034,0.012347721651442569
1997,Very strongly,66 and older,Indirect migration background,0.0017953321364452424,16487,0.0011491313934868855,0.002441532879403599
1997,Strongly,46-65 y.,Direct migration background,0.34349030470914127,16487,0.3362415556386291,0.3507390537796534
1997,Strongly,30-45 y.,Direct migration background,0.33240997229916897,16487,0.3252191725468394,0.3396007720514985
1997,Strongly,18-29 y.,Direct migration background,0.15650969529085873,16487,0.15096349022888286,0.1620559003528346
1997,Strongly,18-29 y.,Indirect migration background,0.10526315789473684,16487,0.10057857304045073,0.10994774274902294
1997,Strongly,66 and older,Direct migration background,0.0443213296398892,16487,0.041179753503502114,0.04746290577627628
1997,Strongly,30-45 y.,Indirect migration background,0.013850415512465374,16487,0.012066443438810923,0.015634387586119822
1997,Strongly,66 and older,Indirect migration background,0.002770083102493075,16487,0.001967796941600473,0.0035723692633856767
1997,Strongly,46-65 y.,Indirect migration background,0.0013850415512465374,16487,0.000817345743412232,0.0019527373590808427
1997,In some respects,30-45 y.,Direct migration background,0.3111111111111111,16487,0.30404439567569724,0.318177826546525
1997,In some respects,46-65 y.,Direct migration background,0.26666666666666666,16487,0.25991640929832416,0.27341692403500917
1997,In some respects,18-29 y.,Indirect migration background,0.18412698412698414,16487,0.17821061506953276,0.19004335318443552
1997,In some respects,18-29 y.,Direct migration background,0.16825396825396827,16487,0.16254361100745202,0.17396432550048452
1997,In some respects,66 and older,Direct migration background,0.0380952380952381,16487,0.03517319487141306,0.04101728131906314
1997,In some respects,30-45 y.,Indirect migration background,0.025396825396825397,16487,0.02299529062134279,0.027798360172308002
1997,In some respects,18-29 y.,No migration background,0.0031746031746031746,16487,0.002315907010943192,0.004033299338263158
1997,In some respects,46-65 y.,Indirect migration background,0.0015873015873015873,16487,0.0009796284678611257,0.002194974706742049
1997,In some respects,66 and older,No migration background,0.0015873015873015873,16487,0.0009796284678611257,0.002194974706742049
1997,Hardly,30-45 y.,Direct migration background,0.29245283018867924,16487,0.2855091315206,0.2993965288567585
1997,Hardly,18-29 y.,Direct migration background,0.28773584905660377,16487,0.2808254554864393,0.29464624262676825
1997,Hardly,46-65 y.,Direct migration background,0.19811320754716982,16487,0.1920290773753014,0.20419733771903825
1997,Hardly,18-29 y.,Indirect migration background,0.16037735849056603,16487,0.15477592928910466,0.1659787876920274
1997,Hardly,66 and older,Direct migration background,0.0330188679245283,16487,0.030291301460970244,0.03574643438808636
1997,Hardly,30-45 y.,Indirect migration background,0.02358490566037736,16487,0.02126847360406996,0.02590133771668476
1997,Hardly,18-29 y.,No migration background,0.0047169811320754715,16487,0.0036710800336373414,0.005762882230513602
1997,Not at all,30-45 y.,Direct migration background,0.2980769230769231,16487,0.29109469244413316,0.305059153709713
1997,Not at all,18-29 y.,Direct migration background,0.22115384615384615,16487,0.21481867517413145,0.22748901713356084
1997,Not at all,46-65 y.,Direct migration background,0.22115384615384615,16487,0.21481867517413145,0.22748901713356084
1997,Not at all,18-29 y.,Indirect migration background,0.125,16487,0.1199517101125338,0.1300482898874662
1997,Not at all,66 and older,Direct migration background,0.057692307692307696,16487,0.05413320453240093,0.06125141085221446
1997,Not at all,30-45 y.,Indirect migration background,0.04807692307692308,16487,0.04481138680117563,0.05134245935267053
1997,Not at all,46-65 y.,No migration background,0.019230769230769232,16487,0.017134403764945638,0.021327134696592826
1997,Not at all,66 and older,Indirect migration background,0.009615384615384616,16487,0.008125781659454072,0.01110498757131516
1999,Very strongly,46-65 y.,Direct migration background,0.40401785714285715,17396,0.3967258300095121,0.4113098842762022
1999,Very strongly,30-45 y.,Direct migration background,0.29017857142857145,17396,0.2834342448163693,0.2969228980407736
1999,Very strongly,18-29 y.,Direct migration background,0.14508928571428573,17396,0.1398555785045299,0.15032299292404155
1999,Very strongly,18-29 y.,Indirect migration background,0.07366071428571429,17396,0.0697789033770067,0.07754252519442187
1999,Very strongly,66 and older,Direct migration background,0.0625,17396,0.058902862667646216,0.06609713733235378
1999,Very strongly,30-45 y.,Indirect migration background,0.022321428571428572,17396,0.020126146082853413,0.02451671106000373
1999,Very strongly,66 and older,Indirect migration background,0.002232142857142857,17396,0.0015308375597152346,0.0029334481545704796
1999,Strongly,46-65 y.,Direct migration background,0.3878887070376432,17396,0.3806476805568063,0.39512973351848013
1999,Strongly,30-45 y.,Direct migration background,0.31260229132569556,17396,0.30571368302829927,0.31949089962309185
1999,Strongly,18-29 y.,Direct migration background,0.10801963993453355,17396,0.10340688501688192,0.11263239485218518
1999,Strongly,18-29 y.,Indirect migration background,0.10310965630114566,17396,0.09859056916298253,0.10762874343930878
1999,Strongly,66 and older,Direct migration background,0.054009819967266774,17396,0.050650811869939166,0.05736882806459438
1999,Strongly,30-45 y.,Indirect migration background,0.031096563011456628,17396,0.028517108844851695,0.03367601717806156
1999,Strongly,46-65 y.,Indirect migration background,0.0016366612111292963,17396,0.0010359647420912443,0.0022373576801673484
1999,Strongly,66 and older,Indirect migration background,0.0016366612111292963,17396,0.0010359647420912443,0.0022373576801673484
1999,In some respects,30-45 y.,Direct migration background,0.3333333333333333,17396,0.3263280595222253,0.3403386071444413
1999,In some respects,46-65 y.,Direct migration background,0.23739837398373984,17396,0.2310754333339207,0.24372131463355898
1999,In some respects,18-29 y.,Indirect migration background,0.2,17396,0.19405582806091642,0.2059441719390836
1999,In some respects,18-29 y.,Direct migration background,0.13333333333333333,17396,0.12828175854841034,0.13838490811825632
1999,In some respects,30-45 y.,Indirect migration background,0.04878048780487805,17396,0.04557942041985838,0.05198155518989772
1999,In some respects,66 and older,Direct migration background,0.03902439024390244,17396,0.03614662331513354,0.04190215717267134
1999,In some respects,18-29 y.,No migration background,0.0032520325203252032,17396,0.0024059718809470113,0.004098093159703395
1999,In some respects,46-65 y.,No migration background,0.0016260162601626016,17396,0.0010272732703525075,0.002224759249972696
1999,In some respects,66 and older,No migration background,0.0016260162601626016,17396,0.0010272732703525075,0.002224759249972696
1999,In some respects,46-65 y.,Indirect migration background,0.0016260162601626016,17396,0.0010272732703525075,0.002224759249972696
1999,Hardly,30-45 y.,Direct migration background,0.2648401826484018,17396,0.2582830466414792,0.2713973186553244
1999,Hardly,18-29 y.,Direct migration background,0.228310502283105,17396,0.2220729297115705,0.23454807485463952
1999,Hardly,18-29 y.,Indirect migration background,0.2146118721461187,17396,0.20851088079341779,0.22071286349881963
1999,Hardly,46-65 y.,Direct migration background,0.1963470319634703,17396,0.1904439635198156,0.20225010040712502
1999,Hardly,66 and older,Direct migration background,0.0410958904109589,17396,0.038145916609130553,0.04404586421278725
1999,Hardly,30-45 y.,Indirect migration background,0.0319634703196347,17396,0.029349478600222214,0.034577462039047185
1999,Hardly,30-45 y.,No migration background,0.0091324200913242,17396,0.007718801911496853,0.010546038271151548
1999,Hardly,46-65 y.,Indirect migration background,0.0091324200913242,17396,0.007718801911496853,0.010546038271151548
1999,Hardly,66 and older,No migration background,0.0045662100456621,17396,0.0035643305146098887,0.005568089576714312
1999,Not at all,18-29 y.,Direct migration background,0.3162393162393162,17396,0.30932910433091465,0.3231495281477178
1999,Not at all,46-65 y.,Direct migration background,0.2564102564102564,17396,0.24992143586050303,0.26289907696000975
1999,Not at all,30-45 y.,Direct migration background,0.23931623931623933,17396,0.23297579738969776,0.2456566812427809
1999,Not at all,18-29 y.,Indirect migration background,0.08547008547008547,17396,0.08131540719594639,0.08962476374422455
1999,Not at all,66 and older,Direct migration background,0.05982905982905983,17396,0.0563046137331961,0.06335350592492356
1999,Not at all,30-45 y.,Indirect migration background,0.017094017094017096,17396,0.015167781391790716,0.019020252796243475
1999,Not at all,66 and older,Indirect migration background,0.008547008547008548,17396,0.007179045062653443,0.009914972031363652
1999,Not at all,18-29 y.,No migration background,0.008547008547008548,17396,0.007179045062653443,0.009914972031363652
1999,Not at all,46-65 y.,No migration background,0.008547008547008548,17396,0.007179045062653443,0.009914972031363652
2001,Very strongly,46-65 y.,Direct migration background,0.35377358490566035,27798,0.34815270442993795,0.35939446538138275
2001,Very strongly,30-45 y.,Direct migration background,0.33254716981132076,27798,0.3270087456455713,0.3380855939770702
2001,Very strongly,18-29 y.,Direct migration background,0.14150943396226415,27798,0.13741202081619935,0.14560684710832894
2001,Very strongly,66 and older,Direct migration background,0.07547169811320754,27798,0.0723664131369552,0.07857698308945989
2001,Very strongly,18-29 y.,Indirect migration background,0.0660377358490566,27798,0.06311822530484396,0.06895724639326925
2001,Very strongly,30-45 y.,Indirect migration background,0.02358490566037736,27798,0.02180095183162282,0.0253688594891319
2001,Very strongly,66 and older,Indirect migration background,0.0047169811320754715,27798,0.003911501314967607,0.005522460949183336
2001,Very strongly,46-65 y.,Indirect migration background,0.0023584905660377358,27798,0.0017882558901537913,0.0029287252419216802
2001,Strongly,46-65 y.,Direct migration background,0.3453333333333333,27798,0.3397437599684809,0.35092290669818577
2001,Strongly,30-45 y.,Direct migration background,0.33866666666666667,27798,0.3331031969396576,0.3442301363936757
2001,Strongly,18-29 y.,Direct migration background,0.12933333333333333,27798,0.1253884833668626,0.13327818329980406
2001,Strongly,18-29 y.,Indirect migration background,0.092,27798,0.08860229136432393,0.09539770863567607
2001,Strongly,66 and older,Direct migration background,0.06133333333333333,27798,0.05851265684772371,0.06415400981894295
2001,Strongly,30-45 y.,Indirect migration background,0.029333333333333333,27798,0.027349683259661958,0.03131698340700471
2001,Strongly,46-65 y.,Indirect migration background,0.0026666666666666666,27798,0.0020604137661357123,0.003272919567197621
2001,Strongly,66 and older,Indirect migration background,0.0013333333333333333,27798,0.0009043613374600843,0.0017623053292065822
2001,In some respects,30-45 y.,Direct migration background,0.3452513966480447,27798,0.3396621366999729,0.3508406565961165
2001,In some respects,46-65 y.,Direct migration background,0.2770949720670391,27798,0.27183353667911686,0.2823564074549613
2001,In some respects,18-29 y.,Direct migration background,0.13072625698324022,27798,0.1267633946082825,0.13468911935819794
2001,In some respects,18-29 y.,Indirect migration background,0.13072625698324022,27798,0.1267633946082825,0.13468911935819794
2001,In some respects,66 and older,Direct migration background,0.055865921787709494,27798,0.05316607190350996,0.05856577167190903
2001,In some respects,30-45 y.,Indirect migration background,0.05251396648044693,27798,0.04989172238700921,0.055136210573884646
2001,In some respects,18-29 y.,No migration background,0.004469273743016759,27798,0.003685131034539323,0.005253416451494196
2001,In some respects,46-65 y.,Indirect migration background,0.0033519553072625698,27798,0.002672486826741032,0.004031423787784108
2001,Hardly,30-45 y.,Direct migration background,0.30362116991643456,27798,0.2982156421715052,0.3090266976613639
2001,Hardly,18-29 y.,Direct migration background,0.25069637883008355,27798,0.24560128434393397,0.25579147331623314
2001,Hardly,46-65 y.,Direct migration background,0.17827298050139276,27798,0.17377356767038862,0.1827723933323969
