year,age_gr,bula_h,plj0080_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1997,18-29 y.,Schleswig-Holstein,Strongly,0.6,16487,0.5925219068043285,0.6074780931956715
1997,18-29 y.,Schleswig-Holstein,Very strongly,0.2,16487,0.1938941624738753,0.2061058375261247
1997,18-29 y.,Schleswig-Holstein,Not at all,0.2,16487,0.1938941624738753,0.2061058375261247
1997,18-29 y.,Hamburg,Strongly,0.5714285714285714,16487,0.5638745565585652,0.5789825862985776
1997,18-29 y.,Hamburg,Very strongly,0.2857142857142857,16487,0.27881844514089926,0.29261012628767213
1997,18-29 y.,Hamburg,In some respects,0.14285714285714285,16487,0.13751564771737745,0.14819863799690824
1997,18-29 y.,Lower Saxony,Strongly,0.3064516129032258,16487,0.29941433679165297,0.31348888901479866
1997,18-29 y.,Lower Saxony,In some respects,0.25806451612903225,16487,0.2513851927539472,0.2647438395041173
1997,18-29 y.,Lower Saxony,Very strongly,0.22580645161290322,16487,0.21942413713654477,0.23218876608926167
1997,18-29 y.,Lower Saxony,Not at all,0.11290322580645161,16487,0.10807237163537456,0.11773407997752866
1997,18-29 y.,Lower Saxony,Hardly,0.0967741935483871,16487,0.09226121570248896,0.10128717139428522
1997,18-29 y.,Bremen,Very strongly,0.5,16487,0.4923677030923441,0.5076322969076559
1997,18-29 y.,Bremen,In some respects,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,18-29 y.,Bremen,Hardly,0.16666666666666666,16487,0.16097788843000665,0.17235544490332666
1997,18-29 y.,North Rhine-Westphalia,In some respects,0.31683168316831684,16487,0.3097299653302828,0.3239334010063509
1997,18-29 y.,North Rhine-Westphalia,Strongly,0.297029702970297,16487,0.2900545509014539,0.30400485503914015
1997,18-29 y.,North Rhine-Westphalia,Very strongly,0.16831683168316833,16487,0.16260562361697006,0.1740280397493666
1997,18-29 y.,North Rhine-Westphalia,Hardly,0.1485148514851485,16487,0.1430866153250577,0.1539430876452393
1997,18-29 y.,North Rhine-Westphalia,Not at all,0.06930693069306931,16487,0.06543010008683273,0.0731837612993059
1997,18-29 y.,Hesse,In some respects,0.2982456140350877,16487,0.29126224724805455,0.30522898082212085
1997,18-29 y.,Hesse,Strongly,0.24561403508771928,16487,0.23904338042511852,0.25218468975032005
1997,18-29 y.,Hesse,Hardly,0.21052631578947367,16487,0.20430320867017648,0.21674942290877086
1997,18-29 y.,Hesse,Very strongly,0.19298245614035087,16487,0.1869584465425717,0.19900646573813002
1997,18-29 y.,Hesse,Not at all,0.05263157894736842,16487,0.04922304280035836,0.05604011509437848
1997,18-29 y.,"Rhineland-Palatinate, Saarland",In some respects,0.3469387755102041,16487,0.3396728887974338,0.35420466222297436
1997,18-29 y.,"Rhineland-Palatinate, Saarland",Hardly,0.2857142857142857,16487,0.27881844514089926,0.29261012628767213
1997,18-29 y.,"Rhineland-Palatinate, Saarland",Very strongly,0.14285714285714285,16487,0.13751564771737745,0.14819863799690824
1997,18-29 y.,"Rhineland-Palatinate, Saarland",Strongly,0.12244897959183673,16487,0.11744519016228394,0.12745276902138952
1997,18-29 y.,"Rhineland-Palatinate, Saarland",Not at all,0.10204081632653061,16487,0.09742019356901041,0.10666143908405082
1997,18-29 y.,Baden-Wuerttemberg,In some respects,0.37158469945355194,16487,0.3642084169870416,0.3789609819200623
1997,18-29 y.,Baden-Wuerttemberg,Strongly,0.33879781420765026,16487,0.3315730663888037,0.34602256202649684
1997,18-29 y.,Baden-Wuerttemberg,Very strongly,0.18032786885245902,16487,0.17445923840994743,0.18619649929497062
1997,18-29 y.,Baden-Wuerttemberg,Hardly,0.08196721311475409,16487,0.07777990968309814,0.08615451654641004
1997,18-29 y.,Baden-Wuerttemberg,Not at all,0.0273224043715847,16487,0.0248339529562132,0.0298108557869562
1997,18-29 y.,Bavaria,In some respects,0.4111111111111111,16487,0.40360039166419415,0.41862183055802804
1997,18-29 y.,Bavaria,Very strongly,0.2222222222222222,16487,0.2158761244216483,0.22856832002279612
1997,18-29 y.,Bavaria,Strongly,0.2,16487,0.1938941624738753,0.2061058375261247
1997,18-29 y.,Bavaria,Hardly,0.15555555555555556,16487,0.15002315575585007,0.16108795535526105
1997,18-29 y.,Bavaria,Not at all,0.011111111111111112,16487,0.009511045666198231,0.012711176556023992
1997,18-29 y.,Berlin,Very strongly,0.42857142857142855,16487,0.42101741370142237,0.4361254434414347
1997,18-29 y.,Berlin,Hardly,0.2857142857142857,16487,0.27881844514089926,0.29261012628767213
1997,18-29 y.,Berlin,In some respects,0.14285714285714285,16487,0.13751564771737745,0.14819863799690824
1997,18-29 y.,Berlin,Strongly,0.14285714285714285,16487,0.13751564771737745,0.14819863799690824
1997,18-29 y.,Thuringa,Very strongly,0.5,16487,0.4923677030923441,0.5076322969076559
1997,18-29 y.,Thuringa,Strongly,0.5,16487,0.4923677030923441,0.5076322969076559
1997,30-45 y.,Schleswig-Holstein,Strongly,0.4,16487,0.39252190680432847,0.4074780931956716
1997,30-45 y.,Schleswig-Holstein,Not at all,0.2,16487,0.1938941624738753,0.2061058375261247
1997,30-45 y.,Schleswig-Holstein,Very strongly,0.2,16487,0.1938941624738753,0.2061058375261247
1997,30-45 y.,Schleswig-Holstein,In some respects,0.2,16487,0.1938941624738753,0.2061058375261247
1997,30-45 y.,Hamburg,Very strongly,0.6,16487,0.5925219068043285,0.6074780931956715
1997,30-45 y.,Hamburg,Hardly,0.2,16487,0.1938941624738753,0.2061058375261247
1997,30-45 y.,Hamburg,Strongly,0.2,16487,0.1938941624738753,0.2061058375261247
1997,30-45 y.,Lower Saxony,In some respects,0.3968253968253968,16487,0.38935735905835384,0.40429343459243977
1997,30-45 y.,Lower Saxony,Very strongly,0.2222222222222222,16487,0.2158761244216483,0.22856832002279612
1997,30-45 y.,Lower Saxony,Strongly,0.1746031746031746,16487,0.16880831768314186,0.18039803152320733
1997,30-45 y.,Lower Saxony,Not at all,0.15873015873015872,16487,0.15315210571313514,0.1643082117471823
1997,30-45 y.,Lower Saxony,Hardly,0.047619047619047616,16487,0.04436831719809904,0.05086977803999619
1997,30-45 y.,Bremen,Very strongly,0.6666666666666666,16487,0.6594708681340898,0.6738624651992434
1997,30-45 y.,Bremen,In some respects,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,30-45 y.,North Rhine-Westphalia,In some respects,0.34615384615384615,16487,0.3388918231577676,0.3534158691499247
1997,30-45 y.,North Rhine-Westphalia,Strongly,0.3021978021978022,16487,0.29518814031933727,0.3092074640762671
1997,30-45 y.,North Rhine-Westphalia,Very strongly,0.2087912087912088,16487,0.20258699280012693,0.21499542478229067
1997,30-45 y.,North Rhine-Westphalia,Hardly,0.1043956043956044,16487,0.09972810288604113,0.10906310590516767
1997,30-45 y.,North Rhine-Westphalia,Not at all,0.038461538461538464,16487,0.035526039650901585,0.04139703727217534
1997,30-45 y.,Hesse,Strongly,0.3617021276595745,16487,0.3543675943964603,0.36903666092268866
1997,30-45 y.,Hesse,In some respects,0.2553191489361702,16487,0.24866316845583525,0.26197512941650514
1997,30-45 y.,Hesse,Very strongly,0.19148936170212766,16487,0.1854831526043782,0.19749557079987712
1997,30-45 y.,Hesse,Hardly,0.14893617021276595,16487,0.14350158490785078,0.15437075551768112
1997,30-45 y.,Hesse,Not at all,0.0425531914893617,16487,0.039472071233167774,0.04563431174555563
1997,30-45 y.,"Rhineland-Palatinate, Saarland",In some respects,0.3492063492063492,16487,0.3419294229858859,0.35648327542681246
1997,30-45 y.,"Rhineland-Palatinate, Saarland",Strongly,0.2857142857142857,16487,0.27881844514089926,0.29261012628767213
1997,30-45 y.,"Rhineland-Palatinate, Saarland",Very strongly,0.2222222222222222,16487,0.2158761244216483,0.22856832002279612
1997,30-45 y.,"Rhineland-Palatinate, Saarland",Hardly,0.1111111111111111,16487,0.10631391208939324,0.11590831013282897
1997,30-45 y.,"Rhineland-Palatinate, Saarland",Not at all,0.031746031746031744,16487,0.02906979445284377,0.03442226903921972
1997,30-45 y.,Baden-Wuerttemberg,Strongly,0.42924528301886794,16487,0.42168979062379913,0.43680077541393675
1997,30-45 y.,Baden-Wuerttemberg,In some respects,0.2358490566037736,16487,0.22936880451236763,0.24232930869517955
1997,30-45 y.,Baden-Wuerttemberg,Very strongly,0.22641509433962265,16487,0.22002669679380277,0.23280349188544253
1997,30-45 y.,Baden-Wuerttemberg,Hardly,0.09433962264150944,16487,0.08987777225408881,0.09880147302893007
1997,30-45 y.,Baden-Wuerttemberg,Not at all,0.014150943396226415,16487,0.012347995559205696,0.015953891233247135
1997,30-45 y.,Bavaria,Strongly,0.3614457831325301,16487,0.35411237725703304,0.3687791890080272
1997,30-45 y.,Bavaria,Very strongly,0.3132530120481928,16487,0.3061730445851801,0.3203329795112055
1997,30-45 y.,Bavaria,In some respects,0.20481927710843373,16487,0.19865895262408523,0.21097960159278223
1997,30-45 y.,Bavaria,Not at all,0.0963855421686747,16487,0.09188066674959545,0.10089041758775395
1997,30-45 y.,Bavaria,Hardly,0.024096385542168676,16487,0.02175558360988466,0.026437187474452693
1997,30-45 y.,Berlin,In some respects,0.3684210526315789,16487,0.36105777298827146,0.3757843322748864
1997,30-45 y.,Berlin,Strongly,0.3157894736842105,16487,0.3086940398790284,0.32288490748939264
1997,30-45 y.,Berlin,Very strongly,0.21052631578947367,16487,0.20430320867017648,0.21674942290877086
1997,30-45 y.,Berlin,Not at all,0.05263157894736842,16487,0.04922304280035836,0.05604011509437848
1997,30-45 y.,Berlin,Hardly,0.05263157894736842,16487,0.04922304280035836,0.05604011509437848
1997,30-45 y.,Saxony,Strongly,0.5,16487,0.4923677030923441,0.5076322969076559
1997,30-45 y.,Saxony,In some respects,0.25,16487,0.2433902369887446,0.25660976301125543
1997,30-45 y.,Saxony,Very strongly,0.25,16487,0.2433902369887446,0.25660976301125543
1997,30-45 y.,Thuringa,In some respects,1.0,16487,1.0,1.0
1997,46-65 y.,Schleswig-Holstein,Very strongly,0.5,16487,0.4923677030923441,0.5076322969076559
1997,46-65 y.,Schleswig-Holstein,Not at all,0.25,16487,0.2433902369887446,0.25660976301125543
1997,46-65 y.,Schleswig-Holstein,In some respects,0.25,16487,0.2433902369887446,0.25660976301125543
1997,46-65 y.,Hamburg,Strongly,0.45454545454545453,16487,0.44694476148745443,0.4621461476034546
1997,46-65 y.,Hamburg,Very strongly,0.36363636363636365,16487,0.3562933965273219,0.3709793307454054
1997,46-65 y.,Hamburg,In some respects,0.18181818181818182,16487,0.17593071029152807,0.18770565334483558
1997,46-65 y.,Lower Saxony,Very strongly,0.4909090909090909,16487,0.48327805564239046,0.49854012617579135
1997,46-65 y.,Lower Saxony,In some respects,0.23636363636363636,16487,0.22987850340799962,0.2428487693192731
1997,46-65 y.,Lower Saxony,Strongly,0.12727272727272726,16487,0.12218537042826028,0.13236008411719424
1997,46-65 y.,Lower Saxony,Not at all,0.09090909090909091,16487,0.08652082872602683,0.095297353092155
1997,46-65 y.,Lower Saxony,Hardly,0.05454545454545454,16487,0.05107900517007321,0.058011903920835876
1997,46-65 y.,Bremen,Very strongly,0.8,16487,0.7938941624738753,0.8061058375261247
1997,46-65 y.,Bremen,In some respects,0.2,16487,0.1938941624738753,0.2061058375261247
1997,46-65 y.,North Rhine-Westphalia,Strongly,0.3282051282051282,16487,0.32103748669660126,0.33537276971365515
1997,46-65 y.,North Rhine-Westphalia,Very strongly,0.3076923076923077,16487,0.3006471105467792,0.31473750483783625
1997,46-65 y.,North Rhine-Westphalia,In some respects,0.26666666666666666,16487,0.25991640929832416,0.27341692403500917
1997,46-65 y.,North Rhine-Westphalia,Hardly,0.07692307692307693,16487,0.07285553045461206,0.0809906233915418
1997,46-65 y.,North Rhine-Westphalia,Not at all,0.020512820512820513,16487,0.018349119141570357,0.02267652188407067
1997,46-65 y.,Hesse,Very strongly,0.36046511627906974,16487,0.3531360442008912,0.3677941883572483
1997,46-65 y.,Hesse,Strongly,0.3372093023255814,16487,0.3299928586228984,0.34442574602826437
1997,46-65 y.,Hesse,In some respects,0.22093023255813954,16487,0.21459735628833077,0.2272631088279483
1997,46-65 y.,Hesse,Hardly,0.05813953488372093,16487,0.05456751133977163,0.06171155842767023
1997,46-65 y.,Hesse,Not at all,0.023255813953488372,16487,0.020955212223638234,0.02555641568333851
