year,bula_h,pgisced97,plj0080_h,proportion,n,lower_confidence,upper_confidence
1997,Baden-Württemberg,general elemantary,Stark,0.03948620361560418,16487,0.03651344431615507,0.04245896291505329
1997,Baden-Württemberg,middle vocational,Stark,0.03948620361560418,16487,0.03651344431615507,0.04245896291505329
1997,Baden-Württemberg,inadequately,Stark,0.029495718363463368,16487,0.02691308076565153,0.03207835596127521
1997,Baden-Württemberg,middle vocational,In mancher Beziehung,0.029019980970504282,16487,0.026457627965294325,0.031582333975714236
1997,Nordrhein-Westfalen,middle vocational,In mancher Beziehung,0.028544243577545196,16487,0.026002357778871946,0.031086129376218446
1997,Nordrhein-Westfalen,general elemantary,Stark,0.028068506184586107,16487,0.025547274653727425,0.03058973771544479
1997,Nordrhein-Westfalen,middle vocational,Stark,0.028068506184586107,16487,0.025547274653727425,0.03058973771544479
1997,Nordrhein-Westfalen,general elemantary,In mancher Beziehung,0.02664129400570885,16487,0.02418319501271444,0.029099392998703257
1997,Baden-Württemberg,inadequately,Sehr stark,0.023311132254995242,16487,0.021007861170798635,0.02561440333919185
1997,Baden-Württemberg,general elemantary,Sehr stark,0.021883920076117985,16487,0.01965064092433431,0.024117199227901658
1997,Baden-Württemberg,middle vocational,Sehr stark,0.021883920076117985,16487,0.01965064092433431,0.024117199227901658
1997,Nordrhein-Westfalen,general elemantary,Sehr stark,0.01950523311132255,16487,0.017394256289050104,0.021616209933594994
1997,Nordrhein-Westfalen,middle vocational,Sehr stark,0.019029495718363463,16487,0.016943915654069462,0.021115075782657464
1997,Nordrhein-Westfalen,inadequately,Stark,0.019029495718363463,16487,0.016943915654069462,0.021115075782657464
1997,Bayern,middle vocational,In mancher Beziehung,0.019029495718363463,16487,0.016943915654069462,0.021115075782657464
1997,Bayern,general elemantary,Stark,0.017602283539486202,16487,0.015594978242110109,0.019609588836862295
1997,Bayern,general elemantary,In mancher Beziehung,0.017126546146527116,16487,0.015146073038573514,0.019107019254480717
1997,Baden-Württemberg,general elemantary,In mancher Beziehung,0.017126546146527116,16487,0.015146073038573514,0.019107019254480717
1997,Nordrhein-Westfalen,inadequately,Sehr stark,0.016175071360608945,16487,0.01424946608803435,0.01810067663318354
1997,Hessen,middle vocational,Stark,0.014747859181731684,16487,0.0129078353962171,0.016587882967246267
1997,"Rheinland-Pfalz,Saarland",middle vocational,In mancher Beziehung,0.012369172216936251,16487,0.010682025351969389,0.014056319081903114
1997,Bayern,middle vocational,Sehr stark,0.011893434823977164,16487,0.010238652804482674,0.013548216843471654
1997,Hessen,middle vocational,In mancher Beziehung,0.011417697431018078,16487,0.009795958534454252,0.013039436327581904
1997,Niedersachsen,middle vocational,In mancher Beziehung,0.011417697431018078,16487,0.009795958534454252,0.013039436327581904
1997,Bayern,general elemantary,Sehr stark,0.011417697431018078,16487,0.009795958534454252,0.013039436327581904
1997,Nordrhein-Westfalen,middle vocational,Kaum,0.010941960038058992,16487,0.009353984882798403,0.012529935193319582
1997,Niedersachsen,general elemantary,Sehr stark,0.010941960038058992,16487,0.009353984882798403,0.012529935193319582
1997,Bayern,middle vocational,Stark,0.010941960038058992,16487,0.009353984882798403,0.012529935193319582
1997,Hessen,middle vocational,Sehr stark,0.009990485252140819,16487,0.008472392774901145,0.011508577729380493
1997,Nordrhein-Westfalen,higher education,In mancher Beziehung,0.009514747859181731,16487,0.00803288538240406,0.010996610335959403
1997,Nordrhein-Westfalen,inadequately,In mancher Beziehung,0.009039010466222646,16487,0.0075943227632146015,0.01048369816923069
1997,Hessen,general elemantary,In mancher Beziehung,0.009039010466222646,16487,0.0075943227632146015,0.01048369816923069
1997,Hessen,general elemantary,Stark,0.009039010466222646,16487,0.0075943227632146015,0.01048369816923069
1997,Hessen,general elemantary,Sehr stark,0.009039010466222646,16487,0.0075943227632146015,0.01048369816923069
1997,Hessen,inadequately,Sehr stark,0.008563273073263558,16487,0.007156779828745579,0.009969766317781537
1997,Nordrhein-Westfalen,general elemantary,Kaum,0.008563273073263558,16487,0.007156779828745579,0.009969766317781537
1997,Baden-Württemberg,inadequately,In mancher Beziehung,0.007611798287345386,16487,0.006285107589514146,0.008938488985176626
1997,Bayern,inadequately,Sehr stark,0.007611798287345386,16487,0.006285107589514146,0.008938488985176626
1997,Hessen,middle vocational,Kaum,0.007611798287345386,16487,0.006285107589514146,0.008938488985176626
1997,Bayern,inadequately,Stark,0.007136060894386299,16487,0.005851190285765679,0.008420931503006919
1997,Niedersachsen,middle vocational,Stark,0.007136060894386299,16487,0.005851190285765679,0.008420931503006919
1997,Niedersachsen,inadequately,Sehr stark,0.007136060894386299,16487,0.005851190285765679,0.008420931503006919
1997,Hessen,inadequately,Stark,0.007136060894386299,16487,0.005851190285765679,0.008420931503006919
1997,Nordrhein-Westfalen,middle vocational,Gar nicht,0.006184586108468126,16487,0.004987863662451251,0.007381308554485
1997,"Rheinland-Pfalz,Saarland",general elemantary,In mancher Beziehung,0.005708848715509039,16487,0.004558799815888279,0.006858897615129799
1997,Baden-Württemberg,general elemantary,Kaum,0.005708848715509039,16487,0.004558799815888279,0.006858897615129799
1997,Nordrhein-Westfalen,vocational + Abi,In mancher Beziehung,0.005233111322549952,16487,0.004131759944129662,0.006334462700970243
1997,Nordrhein-Westfalen,general elemantary,Gar nicht,0.005233111322549952,16487,0.004131759944129662,0.006334462700970243
1997,"Rheinland-Pfalz,Saarland",general elemantary,Stark,0.005233111322549952,16487,0.004131759944129662,0.006334462700970243
1997,"Rheinland-Pfalz,Saarland",middle vocational,Kaum,0.005233111322549952,16487,0.004131759944129662,0.006334462700970243
1997,Baden-Württemberg,middle vocational,Kaum,0.005233111322549952,16487,0.004131759944129662,0.006334462700970243
1997,Hessen,general elemantary,Kaum,0.005233111322549952,16487,0.004131759944129662,0.006334462700970243
1997,Niedersachsen,general elemantary,Stark,0.005233111322549952,16487,0.004131759944129662,0.006334462700970243
1997,Baden-Württemberg,vocational + Abi,In mancher Beziehung,0.004757373929590866,16487,0.0037070255233519313,0.0058077223358298
1997,"Rheinland-Pfalz,Saarland",middle vocational,Stark,0.004757373929590866,16487,0.0037070255233519313,0.0058077223358298
1997,"Rheinland-Pfalz,Saarland",inadequately,Stark,0.004281636536631779,16487,0.0032849504181671403,0.005278322655096418
1997,"Rheinland-Pfalz,Saarland",middle vocational,Sehr stark,0.004281636536631779,16487,0.0032849504181671403,0.005278322655096418
1997,"Rheinland-Pfalz,Saarland",general elemantary,Kaum,0.004281636536631779,16487,0.0032849504181671403,0.005278322655096418
1997,Nordrhein-Westfalen,vocational + Abi,Stark,0.004281636536631779,16487,0.0032849504181671403,0.005278322655096418
1997,Niedersachsen,middle vocational,Sehr stark,0.004281636536631779,16487,0.0032849504181671403,0.005278322655096418
1997,Niedersachsen,general elemantary,In mancher Beziehung,0.004281636536631779,16487,0.0032849504181671403,0.005278322655096418
1997,Niedersachsen,higher education,In mancher Beziehung,0.003805899143672693,16487,0.0028659900036476635,0.004745808283697722
1997,Bayern,middle vocational,Kaum,0.003805899143672693,16487,0.0028659900036476635,0.004745808283697722
1997,Nordrhein-Westfalen,in school,In mancher Beziehung,0.003805899143672693,16487,0.0028659900036476635,0.004745808283697722
1997,Baden-Württemberg,higher education,In mancher Beziehung,0.003805899143672693,16487,0.0028659900036476635,0.004745808283697722
1997,Bayern,general elemantary,Kaum,0.003805899143672693,16487,0.0028659900036476635,0.004745808283697722
1997,Bayern,inadequately,In mancher Beziehung,0.003805899143672693,16487,0.0028659900036476635,0.004745808283697722
1997,"Rheinland-Pfalz,Saarland",inadequately,Sehr stark,0.003805899143672693,16487,0.0028659900036476635,0.004745808283697722
1997,"Rheinland-Pfalz,Saarland",inadequately,In mancher Beziehung,0.003330161750713606,16487,0.0024507473473882367,0.004209576154038976
1997,Niedersachsen,general elemantary,Kaum,0.003330161750713606,16487,0.0024507473473882367,0.004209576154038976
1997,Hessen,vocational + Abi,In mancher Beziehung,0.003330161750713606,16487,0.0024507473473882367,0.004209576154038976
1997,Baden-Württemberg,vocational + Abi,Stark,0.003330161750713606,16487,0.0024507473473882367,0.004209576154038976
1997,Nordrhein-Westfalen,vocational + Abi,Sehr stark,0.003330161750713606,16487,0.0024507473473882367,0.004209576154038976
1997,Baden-Württemberg,inadequately,Kaum,0.003330161750713606,16487,0.0024507473473882367,0.004209576154038976
1997,Niedersachsen,middle vocational,Gar nicht,0.003330161750713606,16487,0.0024507473473882367,0.004209576154038976
1997,Hessen,higher education,Stark,0.003330161750713606,16487,0.0024507473473882367,0.004209576154038976
1997,Hessen,inadequately,In mancher Beziehung,0.003330161750713606,16487,0.0024507473473882367,0.004209576154038976
1997,Nordrhein-Westfalen,higher education,Kaum,0.003330161750713606,16487,0.0024507473473882367,0.004209576154038976
1997,Niedersachsen,vocational + Abi,In mancher Beziehung,0.003330161750713606,16487,0.0024507473473882367,0.004209576154038976
1997,Niedersachsen,general elemantary,Gar nicht,0.003330161750713606,16487,0.0024507473473882367,0.004209576154038976
1997,"Rheinland-Pfalz,Saarland",middle vocational,Gar nicht,0.003330161750713606,16487,0.0024507473473882367,0.004209576154038976
1997,Bayern,higher education,In mancher Beziehung,0.0028544243577545195,16487,0.0020400505353850356,0.0036687981801240034
1997,Niedersachsen,inadequately,In mancher Beziehung,0.0028544243577545195,16487,0.0020400505353850356,0.0036687981801240034
1997,Nordrhein-Westfalen,inadequately,Kaum,0.0028544243577545195,16487,0.0020400505353850356,0.0036687981801240034
1997,Baden-Württemberg,higher education,Stark,0.0028544243577545195,16487,0.0020400505353850356,0.0036687981801240034
1997,Niedersachsen,inadequately,Stark,0.0028544243577545195,16487,0.0020400505353850356,0.0036687981801240034
1997,Baden-Württemberg,higher education,Kaum,0.0028544243577545195,16487,0.0020400505353850356,0.0036687981801240034
1997,Bayern,vocational + Abi,In mancher Beziehung,0.0028544243577545195,16487,0.0020400505353850356,0.0036687981801240034
1997,"Rheinland-Pfalz,Saarland",general elemantary,Sehr stark,0.0028544243577545195,16487,0.0020400505353850356,0.0036687981801240034
1997,Baden-Württemberg,vocational + Abi,Kaum,0.0028544243577545195,16487,0.0020400505353850356,0.0036687981801240034
1997,Baden-Württemberg,middle vocational,Gar nicht,0.0028544243577545195,16487,0.0020400505353850356,0.0036687981801240034
1997,Baden-Württemberg,vocational + Abi,Sehr stark,0.002378686964795433,16487,0.0016350914558954026,0.003122282473695463
1997,Baden-Württemberg,general elemantary,Gar nicht,0.002378686964795433,16487,0.0016350914558954026,0.003122282473695463
1997,Berlin,general elemantary,Stark,0.002378686964795433,16487,0.0016350914558954026,0.003122282473695463
1997,Hessen,general elemantary,Gar nicht,0.002378686964795433,16487,0.0016350914558954026,0.003122282473695463
1997,"Rheinland-Pfalz,Saarland",vocational + Abi,In mancher Beziehung,0.002378686964795433,16487,0.0016350914558954026,0.003122282473695463
1997,Bayern,middle vocational,Gar nicht,0.002378686964795433,16487,0.0016350914558954026,0.003122282473695463
1997,Bayern,vocational + Abi,Sehr stark,0.002378686964795433,16487,0.0016350914558954026,0.003122282473695463
1997,Nordrhein-Westfalen,vocational + Abi,Kaum,0.002378686964795433,16487,0.0016350914558954026,0.003122282473695463
1997,Hamburg,general elemantary,Stark,0.002378686964795433,16487,0.0016350914558954026,0.003122282473695463
1997,Nordrhein-Westfalen,in school,Stark,0.0019029495718363464,16487,0.001237698966678448,0.002568200176994245
1997,Bremen,middle vocational,Sehr stark,0.0019029495718363464,16487,0.001237698966678448,0.002568200176994245
1997,Nordrhein-Westfalen,higher education,Stark,0.0019029495718363464,16487,0.001237698966678448,0.002568200176994245
1997,Hessen,inadequately,Kaum,0.0019029495718363464,16487,0.001237698966678448,0.002568200176994245
1997,Hessen,vocational + Abi,Stark,0.0019029495718363464,16487,0.001237698966678448,0.002568200176994245
1997,Berlin,general elemantary,In mancher Beziehung,0.0019029495718363464,16487,0.001237698966678448,0.002568200176994245
1997,Berlin,vocational + Abi,Stark,0.0019029495718363464,16487,0.001237698966678448,0.002568200176994245
1997,Berlin,middle vocational,Stark,0.0019029495718363464,16487,0.001237698966678448,0.002568200176994245
1997,Hamburg,middle vocational,Sehr stark,0.0019029495718363464,16487,0.001237698966678448,0.002568200176994245
1997,Baden-Württemberg,in school,In mancher Beziehung,0.0019029495718363464,16487,0.001237698966678448,0.002568200176994245
1997,Bayern,higher education,Stark,0.0019029495718363464,16487,0.001237698966678448,0.002568200176994245
1997,Hessen,higher education,In mancher Beziehung,0.0019029495718363464,16487,0.001237698966678448,0.002568200176994245
1997,Berlin,general elemantary,Sehr stark,0.0014272121788772598,16487,0.0008509509681571144,0.002003473389597405
1997,Schleswig-Holstein,middle vocational,Stark,0.0014272121788772598,16487,0.0008509509681571144,0.002003473389597405
1997,Bayern,higher education,Gar nicht,0.0014272121788772598,16487,0.0008509509681571144,0.002003473389597405
1997,Berlin,inadequately,Stark,0.0014272121788772598,16487,0.0008509509681571144,0.002003473389597405
1997,Berlin,middle vocational,Sehr stark,0.0014272121788772598,16487,0.0008509509681571144,0.002003473389597405
1997,Berlin,middle vocational,In mancher Beziehung,0.0014272121788772598,16487,0.0008509509681571144,0.002003473389597405
1997,Berlin,higher education,In mancher Beziehung,0.0014272121788772598,16487,0.0008509509681571144,0.002003473389597405
1997,Bayern,vocational + Abi,Gar nicht,0.0014272121788772598,16487,0.0008509509681571144,0.002003473389597405
1997,Bayern,vocational + Abi,Stark,0.0014272121788772598,16487,0.0008509509681571144,0.002003473389597405
1997,"Rheinland-Pfalz,Saarland",general elemantary,Gar nicht,0.0014272121788772598,16487,0.0008509509681571144,0.002003473389597405
