year,plj0080_h,migback,quintil_oecd,proportion,n,lower_confidence,upper_confidence
1997,Very strongly,Direct migration background,1st Quintile,0.3608617594254937,16487,0.3535309304980217,0.3681925883529657
1997,Very strongly,Direct migration background,2nd Quintile,0.2800718132854578,16487,0.27321749065431133,0.2869261359166043
1997,Very strongly,Direct migration background,3rd Quintile,0.1561938958707361,16487,0.15065225200342436,0.16173553973804783
1997,Very strongly,Direct migration background,4th Quintile,0.07719928186714542,16487,0.0731250490322623,0.08127351470202854
1997,Very strongly,Indirect migration background,2nd Quintile,0.03411131059245961,16487,0.03134055642245784,0.03688206476246138
1997,Very strongly,Indirect migration background,1st Quintile,0.03231597845601436,16487,0.029616619175275628,0.0350153377367531
1997,Very strongly,Direct migration background,5th Quintile,0.03052064631956912,16487,0.027894908268534028,0.033146384370604215
1997,Very strongly,Indirect migration background,3rd Quintile,0.017953321364452424,16487,0.015926461511951717,0.019980181216953132
1997,Very strongly,Indirect migration background,4th Quintile,0.008976660682226212,16487,0.007536918933456404,0.01041640243099602
1997,Very strongly,Indirect migration background,5th Quintile,0.0017953321364452424,16487,0.0011491313934868855,0.002441532879403599
1997,Strongly,Direct migration background,1st Quintile,0.33518005540166207,16487,0.3279743524214232,0.34238575838190094
1997,Strongly,Direct migration background,2nd Quintile,0.29778393351800553,16487,0.29080367890295045,0.3047641881330606
1997,Strongly,Direct migration background,3rd Quintile,0.15650969529085873,16487,0.15096349022888286,0.1620559003528346
1997,Strongly,Direct migration background,4th Quintile,0.06509695290858726,16487,0.06133122557930688,0.06886268023786764
1997,Strongly,Indirect migration background,2nd Quintile,0.055401662049861494,16487,0.05190969418989829,0.0588936299098247
1997,Strongly,Indirect migration background,1st Quintile,0.030470914127423823,16487,0.02784724892539294,0.033094579329454706
1997,Strongly,Direct migration background,5th Quintile,0.0221606648199446,16487,0.019913626924611644,0.024407702715277552
1997,Strongly,Indirect migration background,3rd Quintile,0.019390581717451522,16487,0.017285695126383834,0.02149546830851921
1997,Strongly,Indirect migration background,4th Quintile,0.009695290858725761,16487,0.008199571565204074,0.011191010152247449
1997,Strongly,Indirect migration background,5th Quintile,0.008310249307479225,16487,0.006924514291751697,0.009695984323206753
1997,In some respects,Direct migration background,2nd Quintile,0.273015873015873,16487,0.2662153601688218,0.2798163858629242
1997,In some respects,Direct migration background,1st Quintile,0.26031746031746034,16487,0.2536192375773844,0.26701568305753626
1997,In some respects,Direct migration background,3rd Quintile,0.15873015873015872,16487,0.15315210571313514,0.1643082117471823
1997,In some respects,Indirect migration background,2nd Quintile,0.0873015873015873,16487,0.0829927512475606,0.09161042335561399
1997,In some respects,Indirect migration background,1st Quintile,0.06349206349206349,16487,0.05976985492452623,0.06721427205960075
1997,In some respects,Direct migration background,4th Quintile,0.05396825396825397,16487,0.05051914201381309,0.05741736592269485
1997,In some respects,Direct migration background,5th Quintile,0.0380952380952381,16487,0.03517319487141306,0.04101728131906314
1997,In some respects,Indirect migration background,3rd Quintile,0.03492063492063492,16487,0.032118378757635326,0.03772289108363452
1997,In some respects,Indirect migration background,4th Quintile,0.01904761904761905,16487,0.016961065361008432,0.021134172734229666
1997,In some respects,Indirect migration background,5th Quintile,0.006349206349206349,16487,0.005136761856381123,0.007561650842031575
1997,In some respects,No migration background,2nd Quintile,0.0031746031746031746,16487,0.002315907010943192,0.004033299338263158
1997,In some respects,No migration background,1st Quintile,0.0015873015873015873,16487,0.0009796284678611257,0.002194974706742049
1997,Hardly,Direct migration background,1st Quintile,0.3490566037735849,16487,0.3417804009828416,0.35633280656432814
1997,Hardly,Direct migration background,2nd Quintile,0.2358490566037736,16487,0.22936880451236763,0.24232930869517955
1997,Hardly,Direct migration background,3rd Quintile,0.15566037735849056,16487,0.15012645735431265,0.16119429736266846
1997,Hardly,Indirect migration background,1st Quintile,0.07547169811320754,16487,0.07143954125633273,0.07950385497008236
1997,Hardly,Direct migration background,4th Quintile,0.06132075471698113,16487,0.05765850793705978,0.06498300149690248
1997,Hardly,Indirect migration background,2nd Quintile,0.04716981132075472,16487,0.04393368790294873,0.05040593473856071
1997,Hardly,Indirect migration background,3rd Quintile,0.04245283018867924,16487,0.03937518418435517,0.045530476193003315
1997,Hardly,Indirect migration background,4th Quintile,0.014150943396226415,16487,0.012347995559205696,0.015953891233247135
1997,Hardly,Direct migration background,5th Quintile,0.009433962264150943,16487,0.007958343950114423,0.010909580578187464
1997,Hardly,Indirect migration background,5th Quintile,0.0047169811320754715,16487,0.0036710800336373414,0.005762882230513602
1997,Hardly,No migration background,1st Quintile,0.0047169811320754715,16487,0.0036710800336373414,0.005762882230513602
1997,Not at all,Direct migration background,1st Quintile,0.2980769230769231,16487,0.29109469244413316,0.305059153709713
1997,Not at all,Direct migration background,2nd Quintile,0.21153846153846154,16487,0.2053044129955562,0.21777251008136686
1997,Not at all,Direct migration background,3rd Quintile,0.19230769230769232,16487,0.1862917099504665,0.19832367466491813
1997,Not at all,Direct migration background,4th Quintile,0.07692307692307693,16487,0.07285553045461206,0.0809906233915418
1997,Not at all,Indirect migration background,2nd Quintile,0.07692307692307693,16487,0.07285553045461206,0.0809906233915418
1997,Not at all,Indirect migration background,1st Quintile,0.04807692307692308,16487,0.04481138680117563,0.05134245935267053
1997,Not at all,Indirect migration background,4th Quintile,0.028846153846153848,16487,0.026291257840453754,0.03140104985185394
1997,Not at all,Indirect migration background,3rd Quintile,0.028846153846153848,16487,0.026291257840453754,0.03140104985185394
1997,Not at all,Direct migration background,5th Quintile,0.019230769230769232,16487,0.017134403764945638,0.021327134696592826
1997,Not at all,No migration background,3rd Quintile,0.009615384615384616,16487,0.008125781659454072,0.01110498757131516
1997,Not at all,No migration background,5th Quintile,0.009615384615384616,16487,0.008125781659454072,0.01110498757131516
