year,age_gr,regtyp,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Urban regions,At least once per week,0.69262,1682,2464,0.67439,0.71084
1985,17-29 y.,Urban regions,At least once per month,0.19919,509,2464,0.18342,0.21497
1985,17-29 y.,Urban regions,Seldom,0.09246,242,2464,0.08102,0.10390
1985,17-29 y.,Urban regions,Never,0.00932,31,2464,0.00553,0.01312
1985,17-29 y.,Rural regions,At least once per week,0.64517,423,638,0.60801,0.68232
1985,17-29 y.,Rural regions,At least once per month,0.20254,132,638,0.17133,0.23375
1985,17-29 y.,Rural regions,Seldom,0.12960,83,638,0.10352,0.15569
1985,30-45 y.,Urban regions,At least once per week,0.43022,1275,2739,0.41168,0.44877
1985,30-45 y.,Urban regions,At least once per month,0.36357,930,2739,0.34555,0.38159
1985,30-45 y.,Urban regions,Seldom,0.17679,447,2739,0.16250,0.19108
1985,30-45 y.,Urban regions,Never,0.02504,87,2739,0.01919,0.03090
1985,30-45 y.,Rural regions,At least once per week,0.35035,278,704,0.31508,0.38561
1985,30-45 y.,Rural regions,At least once per month,0.37512,264,704,0.33933,0.41091
1985,30-45 y.,Rural regions,Seldom,0.25034,162,704,0.21832,0.28237
1985,46-65 y.,Urban regions,At least once per week,0.32997,951,2582,0.31182,0.34811
1985,46-65 y.,Urban regions,At least once per month,0.37849,933,2582,0.35978,0.39720
1985,46-65 y.,Urban regions,Seldom,0.23788,584,2582,0.22146,0.25431
1985,46-65 y.,Urban regions,Never,0.04568,114,2582,0.03763,0.05374
1985,46-65 y.,Rural regions,At least once per week,0.30656,222,695,0.27225,0.34086
1985,46-65 y.,Rural regions,At least once per month,0.35012,243,695,0.31463,0.38561
1985,46-65 y.,Rural regions,Seldom,0.28507,194,695,0.25149,0.31866
1985,46-65 y.,Rural regions,Never,0.05313,36,695,0.03644,0.06982
1985,66 and older,Urban regions,At least once per week,0.37101,289,802,0.33756,0.40447
1985,66 and older,Urban regions,At least once per month,0.27720,226,802,0.24620,0.30820
1985,66 and older,Urban regions,Seldom,0.23778,203,802,0.20830,0.26727
1985,66 and older,Urban regions,Never,0.09706,84,802,0.07656,0.11756
1985,66 and older,Rural regions,At least once per week,0.35838,101,287,0.30280,0.41395
1985,66 and older,Rural regions,At least once per month,0.23340,70,287,0.18438,0.28242
1985,66 and older,Rural regions,Seldom,0.29231,85,287,0.23960,0.34503
