year,age_gr,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,At least once per week,0.68111,2105,3111,0.66473,0.69749
1985,17-29 y.,At least once per month,0.20000,641,3111,0.18595,0.21406
1985,17-29 y.,Seldom,0.10147,325,3111,0.09085,0.11208
1985,17-29 y.,Never,0.01041,40,3111,0.00684,0.01397
1985,30-45 y.,At least once per week,0.41133,1553,3459,0.39492,0.42773
1985,30-45 y.,At least once per month,0.36630,1194,3459,0.35025,0.38236
1985,30-45 y.,Seldom,0.19419,609,3459,0.18101,0.20738
1985,30-45 y.,Never,0.02325,103,3459,0.01823,0.02827
1985,46-65 y.,At least once per week,0.32426,1173,3277,0.30823,0.34029
1985,46-65 y.,At least once per month,0.37157,1176,3277,0.35503,0.38812
1985,46-65 y.,Seldom,0.24939,778,3277,0.23457,0.26420
1985,46-65 y.,Never,0.04750,150,3277,0.04022,0.05478
1985,66 and older,At least once per week,0.36756,390,1089,0.33891,0.39621
1985,66 and older,At least once per month,0.26524,296,1089,0.23901,0.29148
1985,66 and older,Seldom,0.25267,288,1089,0.22685,0.27849
1985,66 and older,Never,0.09906,115,1089,0.08130,0.11681
1986,17-29 y.,At least once per week,0.66955,2042,3050,0.65286,0.68625
1986,17-29 y.,At least once per month,0.21863,660,3050,0.20396,0.23330
1986,17-29 y.,Seldom,0.09473,286,3050,0.08434,0.10513
1986,17-29 y.,Never,0.01564,62,3050,0.01123,0.02004
1986,30-45 y.,At least once per week,0.38770,1367,3265,0.37098,0.40441
1986,30-45 y.,At least once per month,0.39326,1240,3265,0.37650,0.41002
1986,30-45 y.,Seldom,0.19353,578,3265,0.17997,0.20708
1986,30-45 y.,Never,0.02335,80,3265,0.01817,0.02853
1986,46-65 y.,At least once per week,0.26938,1021,3207,0.25403,0.28474
1986,46-65 y.,At least once per month,0.39480,1221,3207,0.37788,0.41172
1986,46-65 y.,Seldom,0.28383,825,3207,0.26822,0.29943
1986,46-65 y.,Never,0.04528,140,3207,0.03808,0.05247
1986,66 and older,At least once per week,0.31229,304,1025,0.28390,0.34067
1986,66 and older,At least once per month,0.31890,332,1025,0.29036,0.34745
1986,66 and older,Seldom,0.25472,271,1025,0.22803,0.28141
1986,66 and older,Never,0.11078,118,1025,0.09156,0.13001
1988,17-29 y.,At least once per week,0.68721,1984,2867,0.67024,0.70418
1988,17-29 y.,At least once per month,0.20327,582,2867,0.18854,0.21801
1988,17-29 y.,Seldom,0.09355,249,2867,0.08289,0.10421
1988,17-29 y.,Never,0.01456,52,2867,0.01018,0.01895
1988,30-45 y.,At least once per week,0.43407,1362,2937,0.41615,0.45200
1988,30-45 y.,At least once per month,0.37673,1062,2937,0.35920,0.39426
1988,30-45 y.,Seldom,0.16788,459,2937,0.15436,0.18140
1988,30-45 y.,Never,0.01466,54,2937,0.01031,0.01901
1988,46-65 y.,At least once per week,0.29647,1106,3085,0.28035,0.31259
1988,46-65 y.,At least once per month,0.39142,1136,3085,0.37420,0.40865
1988,46-65 y.,Seldom,0.25789,720,3085,0.24245,0.27334
1988,46-65 y.,Never,0.04479,123,3085,0.03749,0.05209
1988,66 and older,At least once per week,0.30697,312,1027,0.27875,0.33520
1988,66 and older,At least once per month,0.32431,346,1027,0.29567,0.35296
1988,66 and older,Seldom,0.24909,252,1027,0.22263,0.27556
1988,66 and older,Never,0.11255,117,1027,0.09321,0.13189
1990,17-29 y.,At least once per week,0.09669,533,1115,0.07934,0.11405
1990,17-29 y.,At least once per month,0.06798,371,1115,0.05320,0.08276
1990,17-29 y.,Seldom,0.03869,211,1115,0.02737,0.05002
1990,30-45 y.,At least once per week,0.04724,339,1506,0.03652,0.05796
1990,30-45 y.,At least once per month,0.08744,676,1506,0.07317,0.10172
1990,30-45 y.,Seldom,0.05754,452,1506,0.04577,0.06930
1990,30-45 y.,Never,0.00559,39,1506,0.00183,0.00936
1990,46-65 y.,At least once per week,0.04028,268,1330,0.02971,0.05085
1990,46-65 y.,At least once per month,0.06936,478,1330,0.05570,0.08302
1990,46-65 y.,Seldom,0.07294,496,1330,0.05896,0.08692
1990,46-65 y.,Never,0.01278,88,1330,0.00674,0.01882
1990,66 and older,At least once per week,0.04513,110,419,0.02523,0.06503
1990,66 and older,At least once per month,0.04191,97,419,0.02270,0.06112
1990,66 and older,Seldom,0.06802,167,419,0.04388,0.09216
1990,66 and older,Never,0.02051,45,419,0.00692,0.03410
1992,17-29 y.,At least once per week,0.62872,2228,3563,0.61286,0.64459
