year,age_gr,quintil_oecd,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,1st Quintile,At least once per week,0.65913,501,746,0.62509,0.69317
1985,17-29 y.,1st Quintile,At least once per month,0.19046,152,746,0.16226,0.21866
1985,17-29 y.,1st Quintile,Seldom,0.11427,93,746,0.09143,0.13712
1985,17-29 y.,2nd Quintile,At least once per week,0.64546,378,581,0.60653,0.68440
1985,17-29 y.,2nd Quintile,At least once per month,0.21399,124,581,0.18061,0.24737
1985,17-29 y.,2nd Quintile,Seldom,0.13235,79,581,0.10478,0.15993
1985,17-29 y.,3rd Quintile,At least once per week,0.72765,460,636,0.69302,0.76227
1985,17-29 y.,3rd Quintile,At least once per month,0.16431,116,636,0.13549,0.19313
1985,17-29 y.,3rd Quintile,Seldom,0.09239,60,636,0.06986,0.11491
1985,17-29 y.,4th Quintile,At least once per week,0.70264,436,623,0.66672,0.73857
1985,17-29 y.,4th Quintile,At least once per month,0.20731,135,623,0.17545,0.23916
1985,17-29 y.,4th Quintile,Seldom,0.08336,52,623,0.06164,0.10509
1985,17-29 y.,5th Quintile,At least once per week,0.65967,328,482,0.61733,0.70202
1985,17-29 y.,5th Quintile,At least once per month,0.23161,113,482,0.19391,0.26931
1985,17-29 y.,5th Quintile,Seldom,0.08903,41,482,0.06357,0.11448
1985,30-45 y.,1st Quintile,At least once per week,0.35878,285,677,0.32263,0.39494
1985,30-45 y.,1st Quintile,At least once per month,0.31980,209,677,0.28464,0.35496
1985,30-45 y.,1st Quintile,Seldom,0.27560,149,677,0.24191,0.30928
1985,30-45 y.,1st Quintile,Never,0.03809,34,677,0.02366,0.05252
1985,30-45 y.,2nd Quintile,At least once per week,0.40620,333,721,0.37032,0.44207
1985,30-45 y.,2nd Quintile,At least once per month,0.34037,245,721,0.30576,0.37499
1985,30-45 y.,2nd Quintile,Seldom,0.22977,143,721,0.19904,0.26050
1985,30-45 y.,3rd Quintile,At least once per week,0.36605,271,621,0.32813,0.40397
1985,30-45 y.,3rd Quintile,At least once per month,0.41064,241,621,0.37192,0.44936
1985,30-45 y.,3rd Quintile,Seldom,0.17961,109,621,0.14939,0.20983
1985,30-45 y.,4th Quintile,At least once per week,0.42031,301,651,0.38237,0.45826
1985,30-45 y.,4th Quintile,At least once per month,0.38283,242,651,0.34546,0.42020
1985,30-45 y.,4th Quintile,Seldom,0.17035,108,651,0.14145,0.19925
1985,30-45 y.,5th Quintile,At least once per week,0.47319,362,718,0.43664,0.50973
1985,30-45 y.,5th Quintile,At least once per month,0.36973,257,718,0.33439,0.40506
1985,30-45 y.,5th Quintile,Seldom,0.14634,99,718,0.12047,0.17221
1985,46-65 y.,1st Quintile,At least once per week,0.30433,198,535,0.26531,0.34336
1985,46-65 y.,1st Quintile,At least once per month,0.32646,164,535,0.28668,0.36623
1985,46-65 y.,1st Quintile,Seldom,0.29264,137,535,0.25405,0.33123
1985,46-65 y.,1st Quintile,Never,0.07657,36,535,0.05402,0.09912
1985,46-65 y.,2nd Quintile,At least once per week,0.31871,199,532,0.27907,0.35834
1985,46-65 y.,2nd Quintile,At least once per month,0.33506,180,532,0.29492,0.37521
1985,46-65 y.,2nd Quintile,Seldom,0.26897,153,532,0.23125,0.30668
1985,46-65 y.,3rd Quintile,At least once per week,0.31258,231,679,0.27769,0.34747
1985,46-65 y.,3rd Quintile,At least once per month,0.36672,246,679,0.33045,0.40300
1985,46-65 y.,3rd Quintile,Seldom,0.26182,165,679,0.22873,0.29492
1985,46-65 y.,3rd Quintile,Never,0.05135,37,679,0.03474,0.06797
1985,46-65 y.,4th Quintile,At least once per week,0.32499,259,693,0.29009,0.35988
1985,46-65 y.,4th Quintile,At least once per month,0.38738,265,693,0.35109,0.42368
1985,46-65 y.,4th Quintile,Seldom,0.24536,169,693,0.21330,0.27743
1985,46-65 y.,5th Quintile,At least once per week,0.34891,286,759,0.31498,0.38284
1985,46-65 y.,5th Quintile,At least once per month,0.40972,319,759,0.37471,0.44473
1985,46-65 y.,5th Quintile,Seldom,0.20654,154,759,0.17772,0.23536
1985,66 and older,1st Quintile,At least once per week,0.35786,88,223,0.29480,0.42092
1985,66 and older,1st Quintile,At least once per month,0.21037,55,223,0.15676,0.26399
1985,66 and older,1st Quintile,Seldom,0.30824,80,223,0.24750,0.36899
1985,66 and older,2nd Quintile,At least once per week,0.36560,89,224,0.30239,0.42881
1985,66 and older,2nd Quintile,At least once per month,0.27899,68,224,0.22013,0.33786
1985,66 and older,2nd Quintile,Seldom,0.24637,67,224,0.18982,0.30293
1985,66 and older,3rd Quintile,At least once per week,0.33052,71,198,0.26484,0.39621
1985,66 and older,3rd Quintile,At least once per month,0.31594,70,198,0.25102,0.38086
1985,66 and older,3rd Quintile,Seldom,0.22614,57,198,0.16772,0.28455
1985,66 and older,4th Quintile,At least once per week,0.39260,74,179,0.32086,0.46434
1985,66 and older,4th Quintile,At least once per month,0.26350,56,179,0.19878,0.32822
1985,66 and older,4th Quintile,Seldom,0.24036,49,179,0.17759,0.30314
1985,66 and older,5th Quintile,At least once per week,0.40808,68,150,0.32917,0.48700
1985,66 and older,5th Quintile,At least once per month,0.27397,47,150,0.20236,0.34559
1985,66 and older,5th Quintile,Seldom,0.21452,35,150,0.14861,0.28044
1986,17-29 y.,1st Quintile,At least once per week,0.62480,418,650,0.58755,0.66205
1986,17-29 y.,1st Quintile,At least once per month,0.24979,160,650,0.21649,0.28310
1986,17-29 y.,1st Quintile,Seldom,0.11086,72,650,0.08671,0.13502
1986,17-29 y.,2nd Quintile,At least once per week,0.61742,373,589,0.57814,0.65670
1986,17-29 y.,2nd Quintile,At least once per month,0.23330,141,589,0.19911,0.26748
1986,17-29 y.,2nd Quintile,Seldom,0.11970,75,589,0.09346,0.14593
1986,17-29 y.,3rd Quintile,At least once per week,0.66584,416,598,0.62800,0.70367
1986,17-29 y.,3rd Quintile,At least once per month,0.21194,124,598,0.17915,0.24472
1986,17-29 y.,3rd Quintile,Seldom,0.10283,58,598,0.07846,0.12719
1986,17-29 y.,4th Quintile,At least once per week,0.74656,494,654,0.71319,0.77992
1986,17-29 y.,4th Quintile,At least once per month,0.18379,120,654,0.15409,0.21350
1986,17-29 y.,4th Quintile,Seldom,0.06001,40,654,0.04180,0.07823
1986,17-29 y.,5th Quintile,At least once per week,0.68374,340,495,0.64273,0.72474
1986,17-29 y.,5th Quintile,At least once per month,0.22277,114,495,0.18608,0.25947
1986,17-29 y.,5th Quintile,Seldom,0.08771,41,495,0.06276,0.11265
1986,30-45 y.,1st Quintile,At least once per week,0.36721,244,573,0.32771,0.40672
1986,30-45 y.,1st Quintile,At least once per month,0.32468,205,573,0.28631,0.36306
1986,30-45 y.,1st Quintile,Seldom,0.25310,124,573,0.21747,0.28873
1986,30-45 y.,2nd Quintile,At least once per week,0.34271,275,673,0.30682,0.37859
1986,30-45 y.,2nd Quintile,At least once per month,0.42537,272,673,0.38799,0.46275
1986,30-45 y.,2nd Quintile,Seldom,0.21344,126,673,0.18246,0.24442
1986,30-45 y.,3rd Quintile,At least once per week,0.38872,283,645,0.35107,0.42637
1986,30-45 y.,3rd Quintile,At least once per month,0.40040,247,645,0.36255,0.43824
1986,30-45 y.,3rd Quintile,Seldom,0.18867,115,645,0.15845,0.21889
1986,30-45 y.,4th Quintile,At least once per week,0.40102,274,623,0.36250,0.43953
1986,30-45 y.,4th Quintile,At least once per month,0.36692,225,623,0.32904,0.40480
1986,30-45 y.,4th Quintile,Seldom,0.20102,124,623,0.16952,0.23251
1986,30-45 y.,5th Quintile,At least once per week,0.42065,290,670,0.38324,0.45806
1986,30-45 y.,5th Quintile,At least once per month,0.42891,291,670,0.39141,0.46642
1986,30-45 y.,5th Quintile,Seldom,0.13977,89,670,0.11349,0.16604
1986,46-65 y.,1st Quintile,At least once per week,0.27152,185,550,0.23432,0.30872
1986,46-65 y.,1st Quintile,At least once per month,0.36561,190,550,0.32532,0.40590
1986,46-65 y.,1st Quintile,Seldom,0.28082,134,550,0.24323,0.31841
1986,46-65 y.,1st Quintile,Never,0.07396,41,550,0.05207,0.09585
1986,46-65 y.,2nd Quintile,At least once per week,0.21813,151,505,0.18207,0.25418
1986,46-65 y.,2nd Quintile,At least once per month,0.41134,215,505,0.36838,0.45430
1986,46-65 y.,2nd Quintile,Seldom,0.28938,139,505,0.24979,0.32897
1986,46-65 y.,3rd Quintile,At least once per week,0.25265,194,619,0.21839,0.28691
1986,46-65 y.,3rd Quintile,At least once per month,0.40598,240,619,0.36727,0.44470
1986,46-65 y.,3rd Quintile,Seldom,0.27918,153,619,0.24381,0.31455
1986,46-65 y.,3rd Quintile,Never,0.05652,32,619,0.03831,0.07473
1986,46-65 y.,4th Quintile,At least once per week,0.27723,247,720,0.24451,0.30995
1986,46-65 y.,4th Quintile,At least once per month,0.40078,282,720,0.36496,0.43660
1986,46-65 y.,4th Quintile,Seldom,0.28756,191,720,0.25447,0.32064
1986,46-65 y.,5th Quintile,At least once per week,0.30627,244,746,0.27317,0.33937
1986,46-65 y.,5th Quintile,At least once per month,0.38826,294,746,0.35327,0.42326
1986,46-65 y.,5th Quintile,Seldom,0.28210,208,746,0.24978,0.31441
1986,66 and older,1st Quintile,At least once per week,0.32917,82,253,0.27115,0.38719
1986,66 and older,1st Quintile,At least once per month,0.28988,74,253,0.23386,0.34590
1986,66 and older,1st Quintile,Seldom,0.24122,62,253,0.18840,0.29405
1986,66 and older,1st Quintile,Never,0.13973,35,253,0.09692,0.18253
1986,66 and older,2nd Quintile,At least once per week,0.25463,62,247,0.20019,0.30907
1986,66 and older,2nd Quintile,At least once per month,0.34322,81,247,0.28389,0.40255
1986,66 and older,2nd Quintile,Seldom,0.28503,73,247,0.22862,0.34144
1986,66 and older,2nd Quintile,Never,0.11712,31,247,0.07694,0.15730
1986,66 and older,3rd Quintile,At least once per week,0.34716,66,197,0.28051,0.41381
1986,66 and older,3rd Quintile,At least once per month,0.31033,74,197,0.24556,0.37509
1986,66 and older,3rd Quintile,Seldom,0.27155,57,197,0.20929,0.33382
1986,66 and older,4th Quintile,At least once per week,0.29804,46,132,0.21971,0.37636
1986,66 and older,4th Quintile,At least once per month,0.33750,52,132,0.25653,0.41848
1986,66 and older,4th Quintile,Seldom,0.19484,34,132,0.12701,0.26266
1986,66 and older,5th Quintile,At least once per week,0.35031,48,144,0.27211,0.42850
1986,66 and older,5th Quintile,At least once per month,0.32538,51,144,0.24859,0.40217
1986,66 and older,5th Quintile,Seldom,0.26642,45,144,0.19396,0.33888
1988,17-29 y.,1st Quintile,At least once per week,0.64474,409,610,0.60673,0.68275
1988,17-29 y.,1st Quintile,At least once per month,0.18158,120,610,0.15096,0.21219
1988,17-29 y.,1st Quintile,Seldom,0.13423,81,610,0.10716,0.16131
1988,17-29 y.,2nd Quintile,At least once per week,0.67289,388,558,0.63393,0.71185
1988,17-29 y.,2nd Quintile,At least once per month,0.22069,120,558,0.18625,0.25513
1988,17-29 y.,2nd Quintile,Seldom,0.10049,50,558,0.07552,0.12545
1988,17-29 y.,3rd Quintile,At least once per week,0.69290,424,596,0.65584,0.72997
1988,17-29 y.,3rd Quintile,At least once per month,0.20935,131,596,0.17666,0.24204
1988,17-29 y.,3rd Quintile,Seldom,0.08276,41,596,0.06062,0.10490
1988,17-29 y.,4th Quintile,At least once per week,0.70728,445,616,0.67132,0.74324
1988,17-29 y.,4th Quintile,At least once per month,0.20389,127,616,0.17205,0.23574
1988,17-29 y.,4th Quintile,Seldom,0.07416,44,616,0.05345,0.09487
1988,17-29 y.,5th Quintile,At least once per week,0.71094,317,434,0.66824,0.75364
1988,17-29 y.,5th Quintile,At least once per month,0.20258,84,434,0.16472,0.24044
1988,17-29 y.,5th Quintile,Seldom,0.08257,33,434,0.05665,0.10850
1988,30-45 y.,1st Quintile,At least once per week,0.40959,249,519,0.36724,0.45194
1988,30-45 y.,1st Quintile,At least once per month,0.31611,174,519,0.27607,0.35615
1988,30-45 y.,1st Quintile,Seldom,0.24025,96,519,0.20346,0.27704
1988,30-45 y.,2nd Quintile,At least once per week,0.34692,271,631,0.30975,0.38409
1988,30-45 y.,2nd Quintile,At least once per month,0.47975,271,631,0.44073,0.51876
1988,30-45 y.,2nd Quintile,Seldom,0.15102,89,631,0.12306,0.17898
1988,30-45 y.,3rd Quintile,At least once per week,0.46793,293,582,0.42736,0.50851
1988,30-45 y.,3rd Quintile,At least once per month,0.34639,198,582,0.30770,0.38508
1988,30-45 y.,3rd Quintile,Seldom,0.15778,91,582,0.12814,0.18742
1988,30-45 y.,4th Quintile,At least once per week,0.45401,260,549,0.41232,0.49570
1988,30-45 y.,4th Quintile,At least once per month,0.34743,190,549,0.30756,0.38730
1988,30-45 y.,4th Quintile,Seldom,0.18736,99,549,0.15469,0.22003
1988,30-45 y.,5th Quintile,At least once per week,0.47558,289,601,0.43562,0.51554
1988,30-45 y.,5th Quintile,At least once per month,0.37809,228,601,0.33928,0.41689
1988,30-45 y.,5th Quintile,Seldom,0.13032,84,601,0.10338,0.15726
1988,46-65 y.,1st Quintile,At least once per week,0.27459,196,507,0.23570,0.31347
1988,46-65 y.,1st Quintile,At least once per month,0.32622,153,507,0.28537,0.36707
1988,46-65 y.,1st Quintile,Seldom,0.27992,116,507,0.24080,0.31904
1988,46-65 y.,1st Quintile,Never,0.10514,42,507,0.07842,0.13187
1988,46-65 y.,2nd Quintile,At least once per week,0.29052,178,490,0.25028,0.33076
1988,46-65 y.,2nd Quintile,At least once per month,0.39246,194,490,0.34918,0.43574
1988,46-65 y.,2nd Quintile,Seldom,0.26534,118,490,0.22621,0.30448
1988,46-65 y.,3rd Quintile,At least once per week,0.28437,216,592,0.24800,0.32074
1988,46-65 y.,3rd Quintile,At least once per month,0.41248,241,592,0.37279,0.45217
1988,46-65 y.,3rd Quintile,Seldom,0.24568,135,592,0.21098,0.28039
1988,46-65 y.,4th Quintile,At least once per week,0.31468,269,707,0.28042,0.34894
1988,46-65 y.,4th Quintile,At least once per month,0.39610,269,707,0.36002,0.43218
1988,46-65 y.,4th Quintile,Seldom,0.25672,169,707,0.22449,0.28894
1988,46-65 y.,5th Quintile,At least once per week,0.30578,247,708,0.27182,0.33974
1988,46-65 y.,5th Quintile,At least once per month,0.40845,279,708,0.37222,0.44468
1988,46-65 y.,5th Quintile,Seldom,0.25115,182,708,0.21918,0.28312
1988,66 and older,1st Quintile,At least once per week,0.30330,81,278,0.24917,0.35743
1988,66 and older,1st Quintile,At least once per month,0.27701,79,278,0.22431,0.32972
1988,66 and older,1st Quintile,Seldom,0.26663,76,278,0.21456,0.31871
1988,66 and older,1st Quintile,Never,0.14803,42,278,0.10620,0.18985
1988,66 and older,2nd Quintile,At least once per week,0.34116,86,261,0.28353,0.39879
1988,66 and older,2nd Quintile,At least once per month,0.28608,80,261,0.23115,0.34101
1988,66 and older,2nd Quintile,Seldom,0.22962,61,261,0.17849,0.28074
1988,66 and older,2nd Quintile,Never,0.13730,34,261,0.09546,0.17913
1988,66 and older,3rd Quintile,At least once per week,0.23723,42,161,0.17131,0.30314
1988,66 and older,3rd Quintile,At least once per month,0.36432,68,161,0.28975,0.43889
1988,66 and older,3rd Quintile,Seldom,0.30693,51,161,0.23546,0.37840
1988,66 and older,4th Quintile,At least once per week,0.28454,46,136,0.20842,0.36065
1988,66 and older,4th Quintile,At least once per month,0.37797,58,136,0.29618,0.45976
1988,66 and older,4th Quintile,Seldom,0.22238,32,136,0.15223,0.29253
1988,66 and older,5th Quintile,At least once per week,0.35692,57,150,0.27999,0.43385
1988,66 and older,5th Quintile,At least once per month,0.39265,61,150,0.31424,0.47106
1988,66 and older,5th Quintile,Seldom,0.20661,32,150,0.14160,0.27162
1992,17-29 y.,1st Quintile,At least once per week,0.55427,375,680,0.51688,0.59165
1992,17-29 y.,1st Quintile,At least once per month,0.27849,203,680,0.24477,0.31220
1992,17-29 y.,1st Quintile,Seldom,0.14245,102,680,0.11616,0.16874
1992,17-29 y.,2nd Quintile,At least once per week,0.57871,481,801,0.54450,0.61293
1992,17-29 y.,2nd Quintile,At least once per month,0.29574,229,801,0.26411,0.32737
1992,17-29 y.,2nd Quintile,Seldom,0.11212,91,801,0.09026,0.13398
1992,17-29 y.,3rd Quintile,At least once per week,0.65951,508,750,0.62557,0.69345
1992,17-29 y.,3rd Quintile,At least once per month,0.21995,165,750,0.19029,0.24961
1992,17-29 y.,3rd Quintile,Seldom,0.09205,77,750,0.07135,0.11276
1992,17-29 y.,4th Quintile,At least once per week,0.68065,489,728,0.64676,0.71454
1992,17-29 y.,4th Quintile,At least once per month,0.22187,180,728,0.19166,0.25207
1992,17-29 y.,4th Quintile,Seldom,0.08484,59,728,0.06459,0.10510
1992,17-29 y.,5th Quintile,At least once per week,0.66027,374,559,0.62097,0.69957
1992,17-29 y.,5th Quintile,At least once per month,0.26819,143,559,0.23143,0.30495
1992,17-29 y.,5th Quintile,Seldom,0.06440,42,559,0.04403,0.08477
1992,30-45 y.,1st Quintile,At least once per week,0.31981,232,793,0.28733,0.35229
1992,30-45 y.,1st Quintile,At least once per month,0.38145,316,793,0.34762,0.41528
1992,30-45 y.,1st Quintile,Seldom,0.26705,245,793,0.23624,0.29786
1992,30-45 y.,2nd Quintile,At least once per week,0.30615,294,995,0.27750,0.33481
1992,30-45 y.,2nd Quintile,At least once per month,0.44464,442,995,0.41375,0.47553
1992,30-45 y.,2nd Quintile,Seldom,0.22477,259,995,0.19882,0.25072
1992,30-45 y.,3rd Quintile,At least once per week,0.36139,323,871,0.32947,0.39332
1992,30-45 y.,3rd Quintile,At least once per month,0.41311,366,871,0.38039,0.44583
1992,30-45 y.,3rd Quintile,Seldom,0.19722,182,871,0.17078,0.22366
1992,30-45 y.,4th Quintile,At least once per week,0.42637,312,756,0.39109,0.46164
1992,30-45 y.,4th Quintile,At least once per month,0.38888,313,756,0.35411,0.42366
1992,30-45 y.,4th Quintile,Seldom,0.16302,131,756,0.13667,0.18937
1992,30-45 y.,5th Quintile,At least once per week,0.41918,313,731,0.38339,0.45498
1992,30-45 y.,5th Quintile,At least once per month,0.40739,302,731,0.37175,0.44304
1992,30-45 y.,5th Quintile,Seldom,0.16256,116,731,0.13579,0.18933
