year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,Owner,,,,,,,,,,,,
1985,Urban regions,Tenant,,,,,,,,,,,,
1985,Rural regions,Owner,,,,,,,,,,,,
1985,Rural regions,Tenant,,,,,,,,,,,,
1986,Urban regions,Owner,,,,,,,,,,,,
1986,Urban regions,Tenant,2710,67.69440737462301,67.00197360239225,68.38684114685377,46.0,61.0,81.0,0.0,133.5,61.0,61.0,63.0
1986,Rural regions,Owner,,,,,,,,,,,,
1986,Rural regions,Tenant,474,65.23434319971273,63.49070167715004,66.97798472227541,43.0,51.0,76.0,0.0,125.5,51.0,41.0,51.0
1987,Urban regions,Owner,,,,,,,,,,,,
1987,Urban regions,Tenant,2657,63.055697141413965,62.40714605929558,63.70424822353235,40.0,55.0,76.0,0.0,130.0,55.0,52.974999999999994,59.0
1987,Rural regions,Owner,,,,,,,,,,,,
1987,Rural regions,Tenant,477,67.46761407917309,65.3948293068689,69.54039885147728,46.0,53.0,76.0,1.0,121.0,53.0,50.0,55.0
1988,Urban regions,Owner,,,,,,,,,,,,
1988,Urban regions,Tenant,2540,61.642184840951344,60.9192421638692,62.36512751803349,40.0,51.0,76.0,0.0,130.0,51.0,49.0,51.0
1988,Rural regions,Owner,,,,,,,,,,,,
1988,Rural regions,Tenant,461,61.97423538892543,60.30580710386785,63.64266367398301,40.0,55.58365152814102,76.0,0.0,130.0,56.0,51.0,61.0
1989,Urban regions,Owner,,,,,,,,,,,,
1989,Urban regions,Tenant,2480,60.462389749273996,59.68155177043704,61.24322772811095,38.0,51.0,76.0,0.0,133.0,51.0,51.0,51.0
1989,Rural regions,Owner,,,,,,,,,,,,
1989,Rural regions,Tenant,438,57.83091140774829,56.31295755282962,59.348865262666955,35.0,51.0,76.0,0.0,137.5,51.0,51.0,51.0
1990,Urban regions,Owner,,,,,,,,,,,,
1990,Urban regions,Tenant,3065,54.134247279755655,53.50196024075408,54.76653431875723,30.0,51.0,71.0,0.0,132.5,51.0,51.0,51.0
1990,Rural regions,Owner,,,,,,,,,,,,
1990,Rural regions,Tenant,1254,38.766868375298245,37.848406405082656,39.68533034551383,15.0,30.0,51.0,0.0,105.0,30.0,30.0,35.0
1991,Urban regions,Owner,,,,,,,,,,,,
1991,Urban regions,Tenant,2989,56.82867280257756,56.27368983303647,57.383655772118644,35.0,51.0,76.0,0.0,137.5,51.0,51.0,51.0
1991,Rural regions,Owner,,,,,,,,,,,,
1991,Rural regions,Tenant,1219,48.20335335358286,47.1990534537119,49.20765325345383,18.0,40.0,66.0,0.0,138.0,40.0,34.0,42.0
1992,Urban regions,Owner,,,,,,,,,,,,
1992,Urban regions,Tenant,2919,65.38266956732139,64.79365069465447,65.9716884399883,40.0,58.0,79.0,5.0,137.5,58.0,55.0,60.0
1992,Rural regions,Owner,,,,,,,,,,,,
1992,Rural regions,Tenant,1125,66.38259776278994,65.410813129657,67.35438239592288,40.0,61.0,81.0,5.0,142.5,61.0,61.0,66.0
1993,Urban regions,Owner,,,,,,,,,,,,
1993,Urban regions,Tenant,2898,67.65345034738218,67.03492497004866,68.27197572471569,43.0,61.0,84.0,0.0,145.5,61.0,61.0,64.0
1993,Rural regions,Owner,,,,,,,,,,,,
1993,Rural regions,Tenant,1157,65.80127549165009,64.85877209508055,66.74377888821962,40.0,61.0,81.0,0.0,142.5,61.0,61.0,66.0
1994,Urban regions,Owner,,,,,,,,,,,,
1994,Urban regions,Tenant,2859,66.2432712125501,65.64559953167308,66.84094289342711,43.0,61.0,79.0,0.0,133.0,61.0,61.0,66.0
1994,Rural regions,Owner,,,,,,,,,,,,
1994,Rural regions,Tenant,1120,65.26585755992868,64.30506216406114,66.22665295579621,40.0,61.0,77.74985431534047,1.0,134.37463578835118,61.0,60.0,66.0
1995,Urban regions,Owner,,,,,,,,,,,,
1995,Urban regions,Tenant,2951,66.62575907452816,66.02775694003573,67.2237612090206,41.0,61.0,82.10375987682556,0.0,143.7593996920639,61.0,61.0,66.0
1995,Rural regions,Owner,,,,,,,,,,,,
1995,Rural regions,Tenant,1177,64.3340328910394,63.449193167094755,65.21887261498405,41.328254721973956,60.0,76.0,0.0,128.00761791703906,60.0,59.0,64.0
1996,Urban regions,Owner,,,,,,,,,,,,
1996,Urban regions,Tenant,2894,58.216883396548766,57.68688061630819,58.746886176789346,39.0,51.0,76.0,0.0,131.5,51.0,51.0,51.0
1996,Rural regions,Owner,,,,,,,,,,,,
1996,Rural regions,Tenant,1139,57.24070340328351,56.42665497941249,58.05475182715453,40.0,51.0,71.0,0.0,117.5,51.0,51.0,51.0
1997,Urban regions,Owner,,,,,,,,,,,,
1997,Urban regions,Tenant,2803,57.740484478522944,57.19358846087857,58.287380496167316,38.0,51.0,71.69491678952302,4.0,122.23729197380754,51.0,51.0,51.0
1997,Rural regions,Owner,,,,,,,,,,,,
1997,Rural regions,Tenant,1096,56.60208265754313,55.765594797062214,57.438570518024044,37.0,51.0,72.0,9.0,124.5,51.0,51.0,51.0
1998,Urban regions,Owner,,,,,,,,,,,,
1998,Urban regions,Tenant,3122,55.60798139945189,55.11094091131451,56.10502188758927,35.0,51.0,70.87437565406408,0.0,124.6859391351602,51.0,51.0,51.0
1998,Rural regions,Owner,,,,,,,,,,,,
1998,Rural regions,Tenant,1174,53.70216608662585,52.89489693225269,54.50943524099901,34.0,51.0,66.0,2.0,114.0,51.0,51.0,52.0
1999,Urban regions,Owner,,,,,,,,,,,,
1999,Urban regions,Tenant,2936,55.56386070371006,55.05486100857795,56.072860398842174,35.0,51.0,69.0,4.0,120.0,51.0,51.0,51.0
1999,Rural regions,Owner,,,,,,,,,,,,
1999,Rural regions,Tenant,1140,51.84017093058206,51.1231218306927,52.55722003047142,35.0,51.0,61.0,2.0,100.0,51.0,51.0,53.0
2000,Urban regions,Owner,,,,,,,,,,,,
2000,Urban regions,Tenant,4892,56.61447920405641,56.18130465382655,57.047653754286266,35.0,51.0,71.0,1.0,125.0,51.0,51.0,51.0
2000,Rural regions,Owner,,,,,,,,,,,,
2000,Rural regions,Tenant,1877,55.125261703269686,54.45877385142189,55.791749555117484,35.0,51.0,66.0,5.0,112.5,51.0,51.0,51.0
2001,Urban regions,Owner,,,,,,,,,,,,
2001,Urban regions,Tenant,4442,60.80923261911459,60.323837336625644,61.29462790160353,39.0,51.0,76.0,1.0,131.5,51.0,51.0,51.0
2001,Rural regions,Owner,,,,,,,,,,,,
2001,Rural regions,Tenant,1642,58.56607876542807,57.889446117132614,59.24271141372352,40.0,51.0,75.58981076225058,8.0,128.97452690562645,51.0,51.0,51.0
2002,Urban regions,Owner,,,,,,,,,,,,
