year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,,,,,,,,,,,,
1985,Rural regions,,,,,,,,,,,,
1986,Urban regions,2710,67.69441,65.80893,69.38503,46.00000,61.00000,81.00000,0.00000,133.50000,61.00000,61.00000,61.00000
1986,Rural regions,474,65.23434,60.64141,69.82696,43.00000,51.00000,76.00000,0.00000,125.50000,51.00000,41.00000,51.00000
1987,Urban regions,2657,63.05570,61.26620,64.49580,40.00000,55.00000,76.00000,0.00000,130.00000,55.00000,54.00000,59.00000
1987,Rural regions,477,67.46761,62.27160,72.04590,46.00000,53.00000,76.00000,1.00000,121.00000,53.00000,50.00000,55.00000
1988,Urban regions,2540,61.64218,59.77859,63.35177,40.00000,51.00000,76.00000,0.00000,130.00000,51.00000,49.97500,51.00000
1988,Rural regions,461,61.97424,57.68572,66.24027,40.00000,55.63139,76.00000,0.00000,130.00000,56.00000,51.00000,61.00000
1989,Urban regions,2480,60.46239,58.61033,62.41583,38.00000,51.00000,76.00000,0.00000,133.00000,51.00000,51.00000,51.00000
1989,Rural regions,438,57.83091,54.26271,61.18735,35.00000,51.00000,76.00000,0.00000,137.50000,51.00000,51.00000,51.00000
1990,Urban regions,3065,54.13425,52.63056,55.46264,30.00000,51.00000,71.00000,0.00000,132.50000,51.00000,51.00000,51.00000
1990,Rural regions,1254,38.76687,35.54627,41.10678,15.00000,30.00000,51.00000,0.00000,105.00000,30.00000,30.00000,35.00000
1991,Urban regions,2989,56.82867,55.52869,58.14458,35.00000,51.00000,76.00000,0.00000,137.50000,51.00000,51.00000,51.00000
1991,Rural regions,1219,48.20335,45.58957,50.45884,18.00000,40.00000,66.00000,0.00000,138.00000,40.00000,34.00000,42.00000
1992,Urban regions,2919,65.38267,63.90892,66.86601,40.00000,58.00000,79.00000,5.00000,137.50000,58.00000,55.00000,60.00000
1992,Rural regions,1125,66.38260,63.41578,68.57174,40.00000,61.00000,81.00000,5.00000,142.50000,61.00000,60.00000,66.00000
1993,Urban regions,2898,67.65345,66.02680,69.18964,43.00000,61.00000,84.00000,0.00000,145.50000,61.00000,61.00000,61.00000
1993,Rural regions,1157,65.80128,63.00112,68.16253,40.00000,61.00000,81.00000,0.00000,142.50000,61.00000,61.00000,66.00000
1994,Urban regions,2859,66.24327,65.00909,67.46753,43.00000,61.00000,79.00000,0.00000,133.00000,61.00000,61.00000,66.00000
1994,Rural regions,1120,65.26586,62.55844,67.53626,40.00000,61.00000,77.69434,1.00000,134.23584,61.00000,60.97500,66.00000
