year,quintil_oecd_hh,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,1st Quintile,Urban regions,,,,,,,,,,,,
1985,1st Quintile,Rural regions,,,,,,,,,,,,
1985,2nd Quintile,Urban regions,,,,,,,,,,,,
1985,2nd Quintile,Rural regions,,,,,,,,,,,,
1985,3rd Quintile,Urban regions,,,,,,,,,,,,
1985,3rd Quintile,Rural regions,,,,,,,,,,,,
1985,4th Quintile,Urban regions,,,,,,,,,,,,
1985,4th Quintile,Rural regions,,,,,,,,,,,,
1985,5th Quintile,Urban regions,,,,,,,,,,,,
1985,5th Quintile,Rural regions,,,,,,,,,,,,
1986,1st Quintile,Urban regions,641,58.7561160666784,55.96471450403731,61.29274538564209,40.0,51.0,76.0,0.0,130.0,51.0,49.0,51.0
1986,1st Quintile,Rural regions,123,51.74259215526515,45.27632202685224,59.19405972107676,35.0,51.0,57.66154427198219,1.0076835920267229,91.65386067995547,51.0,51.0,62.0
1986,2nd Quintile,Urban regions,560,68.68011174564774,63.95980108465582,71.79770374316901,46.0,61.0,84.0,0.0,141.0,61.0,56.0,66.0
1986,2nd Quintile,Rural regions,120,65.79121518194991,57.669913825572934,72.26631860700647,43.0,51.65852261665834,76.78945646152852,15.0,127.47364115382129,53.0,45.0,55.0
1986,3rd Quintile,Urban regions,594,68.5089849904345,64.60779641497345,71.98645406759573,46.0,61.0,77.1493395554234,0.0,123.8733488885585,61.0,56.0,62.05
1986,3rd Quintile,Rural regions,85,70.27192606357245,62.28878085437751,78.29599532987518,51.0,66.46312194670452,91.66081295789564,0.0,152.6520323947391,66.0,56.0,76.125
1986,4th Quintile,Urban regions,533,67.76882064019166,63.88534851557942,71.27744235699538,46.0,61.0,81.0,0.0,133.5,61.0,58.974999999999994,66.0
1986,4th Quintile,Rural regions,86,68.95062260711114,57.71204219378251,78.93454955999057,46.0,51.04155546263668,76.0,15.0,121.0,51.0,41.0,51.0
1986,5th Quintile,Urban regions,377,79.03652929110405,74.1639797607345,83.39125536965018,51.0,76.0,102.0,0.0,178.5,76.0,76.0,86.0
1986,5th Quintile,Rural regions,60,83.08080173410094,68.43284167235423,98.43945321812268,51.0,74.78317804684978,102.0,0.0,178.5,76.0,76.0,91.0
1987,1st Quintile,Urban regions,594,56.70073749254672,52.736382908116774,60.40975701329213,35.0,51.0,76.0,0.0,137.5,51.0,51.0,51.0
1987,1st Quintile,Rural regions,127,65.05614810209356,52.42244474741081,76.90458273441565,43.33662741324799,51.0,76.0,0.0,124.99505888012801,51.0,41.0,51.0
1987,2nd Quintile,Urban regions,582,57.82164011247906,55.07071312143214,60.131925851867045,40.0,51.0,76.0,0.0,130.0,51.0,51.0,51.0
1987,2nd Quintile,Rural regions,122,61.10022312933909,54.101289406938406,67.56797018972776,46.0,51.0,76.0,1.0,121.0,51.0,45.94999999999999,51.0
1987,3rd Quintile,Urban regions,565,65.99631011169366,62.560677632353105,69.30003246338552,46.0,58.0,76.0,1.0,121.0,58.0,55.0,65.0
1987,3rd Quintile,Rural regions,92,67.20675614968395,58.85551800928012,75.1830603161975,51.0,56.0,83.55644029961094,5.0,132.39110074902734,56.0,36.0,61.0
1987,4th Quintile,Urban regions,532,63.93683165364184,60.93604862670662,66.587523830914,44.80421891913289,61.0,76.0,0.0,122.79367162130066,61.0,61.0,69.0
1987,4th Quintile,Rural regions,80,73.9315214994961,56.041717806491576,85.8481959541003,51.0,56.0,76.0,13.5,113.5,56.0,40.87499999999997,61.0
1987,5th Quintile,Urban regions,381,74.24356647479796,69.1303653989701,78.88148820858692,51.0,66.0,92.0,0.0,153.5,66.0,56.0,71.0
1987,5th Quintile,Rural regions,56,81.9286650822452,68.83230081797063,95.85640187742341,50.02914337961134,75.05337106824985,102.0,0.0,179.956284930583,76.0,55.0,101.0
1988,1st Quintile,Urban regions,596,57.1650689550043,50.976185332083254,61.3698582923109,34.0,51.0,71.0,0.0,126.5,51.0,51.0,51.0
1988,1st Quintile,Rural regions,128,55.52494865452648,48.55367825871915,62.15385937429164,31.197252770169744,51.0,71.0,0.0,130.70412084474538,51.0,43.0,56.0
1988,2nd Quintile,Urban regions,556,57.17598561404294,54.29180997480939,59.418658444910484,38.0,51.0,76.0,0.0,133.0,51.0,51.0,51.0
1988,2nd Quintile,Rural regions,109,60.59306530970699,50.53200520081202,68.87553085252448,35.69597165003691,51.0,76.0,0.0,136.45604252494462,51.0,41.0,51.0
1988,3rd Quintile,Urban regions,548,64.43215096499135,61.214138620308674,67.73690998373668,43.0,53.0,76.0,0.0,125.5,53.0,48.0,55.0
1988,3rd Quintile,Rural regions,88,64.4816778779538,57.95245810395102,70.00958906048183,51.0,61.0,76.0,15.0,113.5,61.0,56.0,71.0
