year,quintil_oecd,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,1st Quintile,"Yes, strongly limited",0.13029,694,5287,0.12122,0.13937
2012,1st Quintile,"Yes, somewhat limited",0.23401,1361,5287,0.22260,0.24542
2012,1st Quintile,"No, not limited at all",0.41173,3232,5287,0.39846,0.42500
2012,2nd Quintile,"Yes, strongly limited",0.11543,535,4821,0.10641,0.12445
2012,2nd Quintile,"Yes, somewhat limited",0.22719,1236,4821,0.21536,0.23902
2012,2nd Quintile,"No, not limited at all",0.44840,3050,4821,0.43436,0.46245
2012,3rd Quintile,"Yes, strongly limited",0.08126,409,4715,0.07346,0.08906
2012,3rd Quintile,"Yes, somewhat limited",0.21595,1188,4715,0.20421,0.22770
2012,3rd Quintile,"No, not limited at all",0.51334,3118,4715,0.49908,0.52761
2012,4th Quintile,"Yes, strongly limited",0.06194,314,4640,0.05500,0.06888
2012,4th Quintile,"Yes, somewhat limited",0.21092,1061,4640,0.19918,0.22266
2012,4th Quintile,"No, not limited at all",0.54374,3265,4640,0.52940,0.55807
2012,5th Quintile,"Yes, strongly limited",0.05063,271,5114,0.04462,0.05664
2012,5th Quintile,"Yes, somewhat limited",0.20128,1161,5114,0.19029,0.21227
2012,5th Quintile,"No, not limited at all",0.60833,3682,5114,0.59495,0.62171
2013,1st Quintile,"Yes, strongly limited",0.13968,688,5143,0.13020,0.14915
2013,1st Quintile,"Yes, somewhat limited",0.23311,1299,5143,0.22155,0.24467
2013,1st Quintile,"No, not limited at all",0.42982,3156,5143,0.41629,0.44335
2013,2nd Quintile,"Yes, strongly limited",0.11744,547,5147,0.10865,0.12624
2013,2nd Quintile,"Yes, somewhat limited",0.22606,1300,5147,0.21464,0.23749
2013,2nd Quintile,"No, not limited at all",0.47629,3300,5147,0.46265,0.48994
2013,3rd Quintile,"Yes, strongly limited",0.09097,449,4872,0.08289,0.09904
2013,3rd Quintile,"Yes, somewhat limited",0.20646,1198,4872,0.19510,0.21783
2013,3rd Quintile,"No, not limited at all",0.52612,3225,4872,0.51210,0.54014
2013,4th Quintile,"Yes, strongly limited",0.07543,347,4840,0.06799,0.08287
2013,4th Quintile,"Yes, somewhat limited",0.20480,1056,4840,0.19343,0.21617
2013,4th Quintile,"No, not limited at all",0.57417,3437,4840,0.56024,0.58810
2013,5th Quintile,"Yes, strongly limited",0.04847,267,5393,0.04274,0.05421
2013,5th Quintile,"Yes, somewhat limited",0.18974,1123,5393,0.17928,0.20021
2013,5th Quintile,"No, not limited at all",0.64275,4003,5393,0.62996,0.65554
2015,1st Quintile,"Yes, strongly limited",0.13161,675,4974,0.12221,0.14100
2015,1st Quintile,"Yes, somewhat limited",0.22773,1307,4974,0.21608,0.23939
2015,1st Quintile,"No, not limited at all",0.42297,2992,4974,0.40924,0.43671
2015,2nd Quintile,"Yes, strongly limited",0.12466,603,5236,0.11571,0.13361
2015,2nd Quintile,"Yes, somewhat limited",0.22387,1354,5236,0.21258,0.23516
2015,2nd Quintile,"No, not limited at all",0.46326,3279,5236,0.44975,0.47677
2015,3rd Quintile,"Yes, strongly limited",0.08756,413,4807,0.07957,0.09555
2015,3rd Quintile,"Yes, somewhat limited",0.21399,1144,4807,0.20240,0.22559
2015,3rd Quintile,"No, not limited at all",0.51357,3250,4807,0.49944,0.52770
2015,4th Quintile,"Yes, strongly limited",0.06495,315,4684,0.05790,0.07201
2015,4th Quintile,"Yes, somewhat limited",0.20309,1080,4684,0.19157,0.21461
2015,4th Quintile,"No, not limited at all",0.57427,3289,4684,0.56011,0.58843
2015,5th Quintile,"Yes, strongly limited",0.05051,248,4996,0.04443,0.05658
2015,5th Quintile,"Yes, somewhat limited",0.18241,1055,4996,0.17170,0.19312
2015,5th Quintile,"No, not limited at all",0.64575,3693,4996,0.63248,0.65901
2019,1st Quintile,"Yes, strongly limited",0.12502,780,7006,0.11727,0.13276
2019,1st Quintile,"Yes, somewhat limited",0.23309,1566,7006,0.22318,0.24299
2019,1st Quintile,"No, not limited at all",0.42352,4660,7006,0.41194,0.43509
2019,2nd Quintile,"Yes, strongly limited",0.10437,536,4904,0.09581,0.11293
2019,2nd Quintile,"Yes, somewhat limited",0.24479,1377,4904,0.23275,0.25683
2019,2nd Quintile,"No, not limited at all",0.46531,2991,4904,0.45135,0.47927
2019,3rd Quintile,"Yes, strongly limited",0.08631,407,4506,0.07811,0.09451
2019,3rd Quintile,"Yes, somewhat limited",0.22779,1168,4506,0.21554,0.24004
2019,3rd Quintile,"No, not limited at all",0.52048,2931,4506,0.50590,0.53507
2019,4th Quintile,"Yes, strongly limited",0.06854,293,4254,0.06094,0.07613
2019,4th Quintile,"Yes, somewhat limited",0.20278,1056,4254,0.19070,0.21487
2019,4th Quintile,"No, not limited at all",0.57868,2905,4254,0.56384,0.59352
2019,5th Quintile,"Yes, strongly limited",0.05410,260,4757,0.04767,0.06052
2019,5th Quintile,"Yes, somewhat limited",0.19917,1079,4757,0.18782,0.21052
2019,5th Quintile,"No, not limited at all",0.63692,3418,4757,0.62325,0.65059
2021,1st Quintile,"Yes, strongly limited",0.11265,486,4736,0.10365,0.12166
2021,1st Quintile,"Yes, somewhat limited",0.22179,1021,4736,0.20996,0.23362
2021,1st Quintile,"No, not limited at all",0.45546,3229,4736,0.44127,0.46965
2021,2nd Quintile,"Yes, strongly limited",0.10127,343,3605,0.09142,0.11112
2021,2nd Quintile,"Yes, somewhat limited",0.21848,928,3605,0.20499,0.23197
2021,2nd Quintile,"No, not limited at all",0.48934,2334,3605,0.47302,0.50566
2021,3rd Quintile,"Yes, strongly limited",0.07380,224,3051,0.06452,0.08307
2021,3rd Quintile,"Yes, somewhat limited",0.19713,746,3051,0.18301,0.21124
2021,3rd Quintile,"No, not limited at all",0.54855,2081,3051,0.53089,0.56621
2021,4th Quintile,"Yes, strongly limited",0.06309,194,3263,0.05475,0.07143
2021,4th Quintile,"Yes, somewhat limited",0.21945,753,3263,0.20524,0.23365
2021,4th Quintile,"No, not limited at all",0.57921,2316,3263,0.56226,0.59615
2021,5th Quintile,"Yes, strongly limited",0.04496,182,4316,0.03878,0.05115
2021,5th Quintile,"Yes, somewhat limited",0.18185,862,4316,0.17034,0.19336
2021,5th Quintile,"No, not limited at all",0.65167,3272,4316,0.63746,0.66589
