year,age_gr,pgisced97,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,17-29 y.,Pre-primary Level,"Yes, somewhat limited",0.05445,51,462,0.03374,0.07516
2012,17-29 y.,Pre-primary Level,"No, not limited at all",0.49046,411,462,0.44483,0.53609
2012,17-29 y.,Primary Level,"No, not limited at all",0.67212,65,65,0.55711,0.78713
2012,17-29 y.,Lower Secondary Level,"Yes, somewhat limited",0.11259,100,727,0.08960,0.13558
2012,17-29 y.,Lower Secondary Level,"No, not limited at all",0.75211,627,727,0.72070,0.78352
2012,17-29 y.,Upper Secondary Level,"Yes, somewhat limited",0.10904,175,1614,0.09383,0.12425
2012,17-29 y.,Upper Secondary Level,"No, not limited at all",0.85374,1439,1614,0.83649,0.87098
2012,17-29 y.,Post-secondary Non-tertiary Level,"No, not limited at all",0.86579,205,205,0.81901,0.91257
2012,17-29 y.,First Stage of Tertiary Education,"No, not limited at all",0.91618,42,42,0.83135,1.00100
2012,17-29 y.,Second Stage of Tertiary Education,"No, not limited at all",0.91613,305,305,0.88497,0.94729
2012,30-45 y.,Primary Level,"Yes, somewhat limited",0.27799,34,138,0.20296,0.35301
2012,30-45 y.,Primary Level,"No, not limited at all",0.62347,104,138,0.54234,0.70461
2012,30-45 y.,Lower Secondary Level,"Yes, strongly limited",0.06222,43,669,0.04390,0.08054
2012,30-45 y.,Lower Secondary Level,"Yes, somewhat limited",0.22083,163,669,0.18938,0.25229
2012,30-45 y.,Lower Secondary Level,"No, not limited at all",0.63097,463,669,0.59438,0.66756
2012,30-45 y.,Upper Secondary Level,"Yes, strongly limited",0.04386,198,4246,0.03770,0.05002
2012,30-45 y.,Upper Secondary Level,"Yes, somewhat limited",0.20183,806,4246,0.18975,0.21390
2012,30-45 y.,Upper Secondary Level,"No, not limited at all",0.72239,3242,4246,0.70892,0.73586
2012,30-45 y.,Post-secondary Non-tertiary Level,"Yes, somewhat limited",0.17125,166,969,0.14751,0.19498
2012,30-45 y.,Post-secondary Non-tertiary Level,"No, not limited at all",0.79010,803,969,0.76445,0.81576
2012,30-45 y.,First Stage of Tertiary Education,"Yes, somewhat limited",0.14804,93,565,0.11873,0.17735
2012,30-45 y.,First Stage of Tertiary Education,"No, not limited at all",0.80341,472,565,0.77061,0.83621
2012,30-45 y.,Second Stage of Tertiary Education,"Yes, strongly limited",0.01671,35,2233,0.01139,0.02203
2012,30-45 y.,Second Stage of Tertiary Education,"Yes, somewhat limited",0.13366,305,2233,0.11954,0.14777
2012,30-45 y.,Second Stage of Tertiary Education,"No, not limited at all",0.82167,1893,2233,0.80579,0.83755
2012,46-65 y.,Lower Secondary Level,"Yes, strongly limited",0.16366,127,614,0.13438,0.19295
2012,46-65 y.,Lower Secondary Level,"Yes, somewhat limited",0.32405,203,614,0.28700,0.36110
2012,46-65 y.,Lower Secondary Level,"No, not limited at all",0.46841,284,614,0.42890,0.50791
2012,46-65 y.,Upper Secondary Level,"Yes, strongly limited",0.12454,579,4720,0.11512,0.13396
2012,46-65 y.,Upper Secondary Level,"Yes, somewhat limited",0.30274,1438,4720,0.28963,0.31585
2012,46-65 y.,Upper Secondary Level,"No, not limited at all",0.53713,2703,4720,0.52290,0.55136
2012,46-65 y.,Post-secondary Non-tertiary Level,"Yes, strongly limited",0.06704,46,589,0.04682,0.08725
2012,46-65 y.,Post-secondary Non-tertiary Level,"Yes, somewhat limited",0.32084,162,589,0.28311,0.35857
2012,46-65 y.,Post-secondary Non-tertiary Level,"No, not limited at all",0.57069,381,589,0.53069,0.61070
2012,46-65 y.,First Stage of Tertiary Education,"Yes, strongly limited",0.07602,61,760,0.05716,0.09487
2012,46-65 y.,First Stage of Tertiary Education,"Yes, somewhat limited",0.25305,215,760,0.22212,0.28398
2012,46-65 y.,First Stage of Tertiary Education,"No, not limited at all",0.61970,484,760,0.58517,0.65424
2012,46-65 y.,Second Stage of Tertiary Education,"Yes, strongly limited",0.06138,137,2347,0.05167,0.07110
2012,46-65 y.,Second Stage of Tertiary Education,"Yes, somewhat limited",0.25145,581,2347,0.23389,0.26901
2012,46-65 y.,Second Stage of Tertiary Education,"No, not limited at all",0.66377,1629,2347,0.64466,0.68289
2012,66 and older,Lower Secondary Level,"Yes, strongly limited",0.28877,230,793,0.25721,0.32033
2012,66 and older,Lower Secondary Level,"Yes, somewhat limited",0.40921,330,793,0.37497,0.44346
2012,66 and older,Lower Secondary Level,"No, not limited at all",0.28494,233,793,0.25350,0.31637
2012,66 and older,Upper Secondary Level,"Yes, strongly limited",0.22393,600,2620,0.20796,0.23989
2012,66 and older,Upper Secondary Level,"Yes, somewhat limited",0.38424,1010,2620,0.36562,0.40287
2012,66 and older,Upper Secondary Level,"No, not limited at all",0.36126,1010,2620,0.34286,0.37966
2012,66 and older,Post-secondary Non-tertiary Level,"Yes, strongly limited",0.26172,31,117,0.18172,0.34171
2012,66 and older,Post-secondary Non-tertiary Level,"Yes, somewhat limited",0.38418,35,117,0.29567,0.47270
2012,66 and older,Post-secondary Non-tertiary Level,"No, not limited at all",0.33831,51,117,0.25221,0.42441
2012,66 and older,First Stage of Tertiary Education,"Yes, strongly limited",0.20334,81,367,0.16210,0.24457
2012,66 and older,First Stage of Tertiary Education,"Yes, somewhat limited",0.42243,148,367,0.37183,0.47304
2012,66 and older,First Stage of Tertiary Education,"No, not limited at all",0.37017,138,367,0.32071,0.41964
2012,66 and older,Second Stage of Tertiary Education,"Yes, strongly limited",0.16031,152,1128,0.13889,0.18173
2012,66 and older,Second Stage of Tertiary Education,"Yes, somewhat limited",0.40857,462,1128,0.37987,0.43727
2012,66 and older,Second Stage of Tertiary Education,"No, not limited at all",0.41233,514,1128,0.38359,0.44107
2013,17-29 y.,Pre-primary Level,"Yes, somewhat limited",0.05075,53,615,0.03339,0.06811
2013,17-29 y.,Pre-primary Level,"No, not limited at all",0.53408,562,615,0.49462,0.57354
2013,17-29 y.,Primary Level,"No, not limited at all",0.72886,87,87,0.63491,0.82282
2013,17-29 y.,Lower Secondary Level,"Yes, strongly limited",0.02344,31,1127,0.01460,0.03228
2013,17-29 y.,Lower Secondary Level,"Yes, somewhat limited",0.09982,135,1127,0.08231,0.11733
2013,17-29 y.,Lower Secondary Level,"No, not limited at all",0.79657,961,1127,0.77306,0.82008
2013,17-29 y.,Upper Secondary Level,"Yes, strongly limited",0.01461,31,1974,0.00932,0.01991
2013,17-29 y.,Upper Secondary Level,"Yes, somewhat limited",0.08650,184,1974,0.07409,0.09890
2013,17-29 y.,Upper Secondary Level,"No, not limited at all",0.88600,1759,1974,0.87198,0.90003
2013,17-29 y.,Post-secondary Non-tertiary Level,"No, not limited at all",0.91537,249,249,0.88073,0.95001
2013,17-29 y.,First Stage of Tertiary Education,"No, not limited at all",0.92804,51,51,0.85640,0.99967
2013,17-29 y.,Second Stage of Tertiary Education,"No, not limited at all",0.93068,407,407,0.90598,0.95539
2013,30-45 y.,Primary Level,"Yes, somewhat limited",0.15387,56,248,0.10887,0.19887
2013,30-45 y.,Primary Level,"No, not limited at all",0.72227,192,248,0.66641,0.77813
2013,30-45 y.,Lower Secondary Level,"Yes, strongly limited",0.06798,74,1006,0.05242,0.08355
2013,30-45 y.,Lower Secondary Level,"Yes, somewhat limited",0.18398,185,1006,0.16003,0.20794
2013,30-45 y.,Lower Secondary Level,"No, not limited at all",0.73858,747,1006,0.71141,0.76575
2013,30-45 y.,Upper Secondary Level,"Yes, strongly limited",0.05653,201,4579,0.04984,0.06322
2013,30-45 y.,Upper Secondary Level,"Yes, somewhat limited",0.17443,811,4579,0.16344,0.18542
2013,30-45 y.,Upper Secondary Level,"No, not limited at all",0.75976,3567,4579,0.74739,0.77214
2013,30-45 y.,Post-secondary Non-tertiary Level,"Yes, strongly limited",0.02496,35,1186,0.01608,0.03384
2013,30-45 y.,Post-secondary Non-tertiary Level,"Yes, somewhat limited",0.12417,190,1186,0.10540,0.14295
2013,30-45 y.,Post-secondary Non-tertiary Level,"No, not limited at all",0.84556,961,1186,0.82499,0.86614
2013,30-45 y.,First Stage of Tertiary Education,"Yes, somewhat limited",0.13926,84,509,0.10915,0.16937
2013,30-45 y.,First Stage of Tertiary Education,"No, not limited at all",0.80116,425,509,0.76645,0.83587
2013,30-45 y.,Second Stage of Tertiary Education,"Yes, strongly limited",0.01240,40,2676,0.00821,0.01659
2013,30-45 y.,Second Stage of Tertiary Education,"Yes, somewhat limited",0.10616,308,2676,0.09449,0.11783
2013,30-45 y.,Second Stage of Tertiary Education,"No, not limited at all",0.87821,2328,2676,0.86581,0.89060
2013,46-65 y.,Primary Level,"Yes, strongly limited",0.26659,40,172,0.20031,0.33286
2013,46-65 y.,Primary Level,"Yes, somewhat limited",0.32833,58,172,0.25794,0.39872
2013,46-65 y.,Primary Level,"No, not limited at all",0.39075,74,172,0.31762,0.46389
2013,46-65 y.,Lower Secondary Level,"Yes, strongly limited",0.20232,151,800,0.17447,0.23018
2013,46-65 y.,Lower Secondary Level,"Yes, somewhat limited",0.29840,258,800,0.26667,0.33012
2013,46-65 y.,Lower Secondary Level,"No, not limited at all",0.47957,391,800,0.44492,0.51421
2013,46-65 y.,Upper Secondary Level,"Yes, strongly limited",0.12881,617,4933,0.11946,0.13816
2013,46-65 y.,Upper Secondary Level,"Yes, somewhat limited",0.28436,1384,4933,0.27177,0.29695
2013,46-65 y.,Upper Secondary Level,"No, not limited at all",0.56762,2932,4933,0.55379,0.58145
2013,46-65 y.,Post-secondary Non-tertiary Level,"Yes, strongly limited",0.08799,74,765,0.06790,0.10808
2013,46-65 y.,Post-secondary Non-tertiary Level,"Yes, somewhat limited",0.25209,170,765,0.22130,0.28288
