year,sex,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,male,"Yes, strongly limited",0.07837,1103,12246,0.07361,0.08313
2012,male,"Yes, somewhat limited",0.19805,2828,12246,0.19099,0.20511
2012,male,"No, not limited at all",0.52903,8315,12246,0.52019,0.53787
2012,female,"Yes, strongly limited",0.09689,1402,14778,0.09212,0.10166
2012,female,"Yes, somewhat limited",0.23624,3845,14778,0.22939,0.24309
2012,female,"No, not limited at all",0.48889,9531,14778,0.48083,0.49695
2013,male,"Yes, strongly limited",0.07520,1107,13846,0.07080,0.07959
2013,male,"Yes, somewhat limited",0.18339,2875,13846,0.17694,0.18984
2013,male,"No, not limited at all",0.56141,9864,13846,0.55314,0.56967
2013,female,"Yes, strongly limited",0.09921,1460,16488,0.09464,0.10377
2013,female,"Yes, somewhat limited",0.21840,3836,16488,0.21210,0.22471
2013,female,"No, not limited at all",0.51854,11192,16488,0.51091,0.52616
2015,male,"Yes, strongly limited",0.08067,991,12102,0.07581,0.08552
2015,male,"Yes, somewhat limited",0.18396,2550,12102,0.17705,0.19086
2015,male,"No, not limited at all",0.55327,8561,12102,0.54442,0.56213
2015,female,"Yes, strongly limited",0.09840,1307,14244,0.09351,0.10329
2015,female,"Yes, somewhat limited",0.22885,3545,14244,0.22195,0.23575
2015,female,"No, not limited at all",0.50274,9392,14244,0.49453,0.51095
2019,male,"Yes, strongly limited",0.07549,1093,14162,0.07114,0.07985
2019,male,"Yes, somewhat limited",0.19804,3044,14162,0.19148,0.20461
2019,male,"No, not limited at all",0.55203,10025,14162,0.54384,0.56022
2019,female,"Yes, strongly limited",0.09790,1353,14758,0.09311,0.10270
2019,female,"Yes, somewhat limited",0.24258,3885,14758,0.23566,0.24949
2019,female,"No, not limited at all",0.49919,9520,14758,0.49112,0.50726
2021,male,"Yes, strongly limited",0.06614,616,9455,0.06113,0.07115
2021,male,"Yes, somewhat limited",0.18195,1883,9455,0.17418,0.18973
2021,male,"No, not limited at all",0.57582,6956,9455,0.56586,0.58579
2021,female,"Yes, strongly limited",0.09067,839,10059,0.08506,0.09628
2021,female,"Yes, somewhat limited",0.23100,2524,10059,0.22276,0.23923
2021,female,"No, not limited at all",0.51436,6696,10059,0.50459,0.52413
