year,pgisced97,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Pre-primary Level,"Yes, somewhat limited",0.05445,51,462,0.03374,0.07516
2012,Pre-primary Level,"No, not limited at all",0.49046,411,462,0.44483,0.53609
2012,Primary Level,"Yes, strongly limited",0.22387,67,375,0.18163,0.26612
2012,Primary Level,"Yes, somewhat limited",0.31098,102,375,0.26407,0.35790
2012,Primary Level,"No, not limited at all",0.41083,206,375,0.36096,0.46069
2012,Lower Secondary Level,"Yes, strongly limited",0.15453,417,2820,0.14118,0.16787
2012,Lower Secondary Level,"Yes, somewhat limited",0.28562,796,2820,0.26895,0.30230
2012,Lower Secondary Level,"No, not limited at all",0.49907,1607,2820,0.48061,0.51753
2012,Upper Secondary Level,"Yes, strongly limited",0.11554,1399,13222,0.11010,0.12099
2012,Upper Secondary Level,"Yes, somewhat limited",0.27285,3429,13222,0.26526,0.28044
2012,Upper Secondary Level,"No, not limited at all",0.57981,8394,13222,0.57139,0.58822
2012,Post-secondary Non-tertiary Level,"Yes, strongly limited",0.06265,108,1940,0.05186,0.07343
2012,Post-secondary Non-tertiary Level,"Yes, somewhat limited",0.22871,392,1940,0.21002,0.24741
2012,Post-secondary Non-tertiary Level,"No, not limited at all",0.68857,1440,1940,0.66796,0.70919
2012,First Stage of Tertiary Education,"Yes, strongly limited",0.09143,163,1761,0.07797,0.10490
2012,First Stage of Tertiary Education,"Yes, somewhat limited",0.25649,462,1761,0.23608,0.27689
2012,First Stage of Tertiary Education,"No, not limited at all",0.62195,1136,1761,0.59930,0.64461
2012,Second Stage of Tertiary Education,"Yes, strongly limited",0.06284,327,6041,0.05672,0.06896
2012,Second Stage of Tertiary Education,"Yes, somewhat limited",0.22972,1373,6041,0.21911,0.24033
2012,Second Stage of Tertiary Education,"No, not limited at all",0.68428,4341,6041,0.67256,0.69600
2013,Pre-primary Level,"Yes, somewhat limited",0.05067,53,618,0.03336,0.06797
