year,regtyp,ple0009,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Urban regions,"Yes, strongly limited",0.08288,1517,17146,0.07875,0.08701
2012,Urban regions,"Yes, somewhat limited",0.21135,4106,17146,0.20524,0.21746
2012,Urban regions,"No, not limited at all",0.51850,11523,17146,0.51102,0.52598
2012,Rural regions,"Yes, strongly limited",0.09799,988,9878,0.09213,0.10386
2012,Rural regions,"Yes, somewhat limited",0.23025,2567,9878,0.22195,0.23856
2012,Rural regions,"No, not limited at all",0.48805,6323,9878,0.47819,0.49790
2013,Urban regions,"Yes, strongly limited",0.08402,1622,19952,0.08017,0.08787
2013,Urban regions,"Yes, somewhat limited",0.19481,4238,19952,0.18932,0.20031
2013,Urban regions,"No, not limited at all",0.54707,14092,19952,0.54016,0.55397
2013,Rural regions,"Yes, strongly limited",0.09445,945,10382,0.08882,0.10007
2013,Rural regions,"Yes, somewhat limited",0.21445,2473,10382,0.20656,0.22235
2013,Rural regions,"No, not limited at all",0.52407,6964,10382,0.51447,0.53368
2015,Urban regions,"Yes, strongly limited",0.08938,1443,17211,0.08512,0.09364
2015,Urban regions,"Yes, somewhat limited",0.19759,3844,17211,0.19164,0.20354
2015,Urban regions,"No, not limited at all",0.53721,11924,17211,0.52976,0.54466
2015,Rural regions,"Yes, strongly limited",0.09028,855,9135,0.08441,0.09616
2015,Rural regions,"Yes, somewhat limited",0.22615,2251,9135,0.21757,0.23472
2015,Rural regions,"No, not limited at all",0.50725,6029,9135,0.49700,0.51750
2019,Urban regions,"Yes, strongly limited",0.08541,1526,18696,0.08140,0.08942
2019,Urban regions,"Yes, somewhat limited",0.20738,4238,18696,0.20157,0.21319
2019,Urban regions,"No, not limited at all",0.53819,12932,18696,0.53105,0.54534
2019,Rural regions,"Yes, strongly limited",0.09024,860,9677,0.08453,0.09595
2019,Rural regions,"Yes, somewhat limited",0.24842,2519,9677,0.23981,0.25703
2019,Rural regions,"No, not limited at all",0.49623,6298,9677,0.48627,0.50619
2021,Urban regions,"Yes, strongly limited",0.07303,926,13267,0.06861,0.07746
2021,Urban regions,"Yes, somewhat limited",0.19701,2816,13267,0.19024,0.20378
2021,Urban regions,"No, not limited at all",0.55757,9525,13267,0.54912,0.56602
2021,Rural regions,"Yes, strongly limited",0.09053,530,6253,0.08341,0.09764
2021,Rural regions,"Yes, somewhat limited",0.22720,1596,6253,0.21681,0.23758
2021,Rural regions,"No, not limited at all",0.51740,4127,6253,0.50502,0.52979
