year,bula_h,regtyp,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Schleswig-Holstein,Urban regions,Very concerned,0.27142,55,226,0.21332,0.32953
2008,Schleswig-Holstein,Urban regions,Somewhat concerned,0.47620,96,226,0.41094,0.54146
2008,Schleswig-Holstein,Urban regions,Not concerned at all,0.25237,75,226,0.19561,0.30913
2008,Schleswig-Holstein,Rural regions,Very concerned,0.34689,98,322,0.29482,0.39896
2008,Schleswig-Holstein,Rural regions,Somewhat concerned,0.47758,156,322,0.42294,0.53223
2008,Schleswig-Holstein,Rural regions,Not concerned at all,0.17553,68,322,0.13391,0.21714
2008,Hamburg,Urban regions,Very concerned,0.32833,88,280,0.27323,0.38344
2008,Hamburg,Urban regions,Somewhat concerned,0.45791,126,280,0.39945,0.51637
2008,Hamburg,Urban regions,Not concerned at all,0.21376,66,280,0.16565,0.26186
2008,Lower Saxony,Urban regions,Very concerned,0.38256,319,828,0.34944,0.41569
2008,Lower Saxony,Urban regions,Somewhat concerned,0.47890,400,828,0.44485,0.51295
2008,Lower Saxony,Urban regions,Not concerned at all,0.13854,109,828,0.11499,0.16208
2008,Lower Saxony,Rural regions,Very concerned,0.43236,360,902,0.40001,0.46471
2008,Lower Saxony,Rural regions,Somewhat concerned,0.46603,439,902,0.43346,0.49861
2008,Lower Saxony,Rural regions,Not concerned at all,0.10160,103,902,0.08188,0.12133
2008,Bremen,Urban regions,Very concerned,0.37585,41,112,0.28575,0.46596
2008,Bremen,Urban regions,Somewhat concerned,0.46363,71,112,0.37086,0.55640
2008,North Rhine-Westphalia,Urban regions,Very concerned,0.38947,1485,3808,0.37398,0.40496
2008,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.49125,1882,3808,0.47537,0.50714
2008,North Rhine-Westphalia,Urban regions,Not concerned at all,0.11928,441,3808,0.10898,0.12957
2008,North Rhine-Westphalia,Rural regions,Somewhat concerned,0.65893,65,65,0.54278,0.77508
2008,Hesse,Urban regions,Very concerned,0.33745,370,1085,0.30931,0.36560
2008,Hesse,Urban regions,Somewhat concerned,0.51742,551,1085,0.48768,0.54717
2008,Hesse,Urban regions,Not concerned at all,0.14512,164,1085,0.12415,0.16609
2008,Hesse,Rural regions,Very concerned,0.35501,86,209,0.28998,0.42004
2008,Hesse,Rural regions,Somewhat concerned,0.57958,123,209,0.51249,0.64666
2008,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.39452,327,818,0.36101,0.42803
2008,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.47159,395,818,0.43736,0.50582
2008,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.13389,96,818,0.11054,0.15724
2008,"Rhineland-Palatinate, Saarland",Rural regions,Very concerned,0.32228,86,243,0.26339,0.38116
2008,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.56449,157,243,0.50202,0.62696
2008,Baden-Wuerttemberg,Urban regions,Very concerned,0.34168,687,2133,0.32155,0.36181
2008,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.51578,1135,2133,0.49457,0.53700
2008,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.14254,311,2133,0.12770,0.15738
2008,Baden-Wuerttemberg,Rural regions,Very concerned,0.33244,73,193,0.26580,0.39907
2008,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.54813,120,193,0.47774,0.61853
2008,Bavaria,Urban regions,Very concerned,0.35588,438,1334,0.33017,0.38158
2008,Bavaria,Urban regions,Somewhat concerned,0.49526,706,1334,0.46842,0.52210
2008,Bavaria,Urban regions,Not concerned at all,0.14886,190,1334,0.12975,0.16797
2008,Bavaria,Rural regions,Very concerned,0.38900,514,1401,0.36346,0.41454
2008,Bavaria,Rural regions,Somewhat concerned,0.47456,705,1401,0.44840,0.50072
2008,Bavaria,Rural regions,Not concerned at all,0.13644,182,1401,0.11846,0.15442
2008,Berlin,Urban regions,Very concerned,0.42738,296,719,0.39120,0.46357
2008,Berlin,Urban regions,Somewhat concerned,0.44039,322,719,0.40408,0.47670
2008,Berlin,Urban regions,Not concerned at all,0.13223,101,719,0.10745,0.15700
2008,Brandenburg,Urban regions,Somewhat concerned,0.61837,41,41,0.46783,0.76892
2008,Brandenburg,Rural regions,Very concerned,0.28698,247,754,0.25467,0.31929
2008,Brandenburg,Rural regions,Somewhat concerned,0.49936,370,754,0.46365,0.53507
2008,Brandenburg,Rural regions,Not concerned at all,0.21366,137,754,0.18438,0.24294
2008,Mecklenburg-Western Pomerania,Urban regions,Somewhat concerned,0.45554,31,31,0.27733,0.63376
2008,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.41794,164,424,0.37093,0.46494
2008,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.48125,213,424,0.43363,0.52886
2008,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.10082,47,424,0.07212,0.12951
2008,Saxony,Urban regions,Very concerned,0.28328,219,725,0.25046,0.31611
2008,Saxony,Urban regions,Somewhat concerned,0.48303,353,725,0.44663,0.51943
2008,Saxony,Urban regions,Not concerned at all,0.23368,153,725,0.20286,0.26451
2008,Saxony,Rural regions,Very concerned,0.30603,207,702,0.27191,0.34014
2008,Saxony,Rural regions,Somewhat concerned,0.48458,356,702,0.44758,0.52157
2008,Saxony,Rural regions,Not concerned at all,0.20940,139,702,0.17928,0.23952
2008,Saxony-Anhalt,Urban regions,Very concerned,0.33743,55,135,0.25738,0.41749
2008,Saxony-Anhalt,Urban regions,Somewhat concerned,0.49986,80,135,0.41520,0.58452
2008,Saxony-Anhalt,Rural regions,Very concerned,0.40342,236,649,0.36565,0.44120
2008,Saxony-Anhalt,Rural regions,Somewhat concerned,0.45483,312,649,0.41649,0.49317
2008,Saxony-Anhalt,Rural regions,Not concerned at all,0.14174,101,649,0.11489,0.16860
2008,Thuringa,Urban regions,Very concerned,0.34633,78,261,0.28849,0.40416
2008,Thuringa,Urban regions,Somewhat concerned,0.47926,143,261,0.41854,0.53998
2008,Thuringa,Urban regions,Not concerned at all,0.17441,40,261,0.12829,0.22054
2008,Thuringa,Rural regions,Very concerned,0.33863,217,614,0.30116,0.37609
2008,Thuringa,Rural regions,Somewhat concerned,0.48959,302,614,0.45002,0.52917
2008,Thuringa,Rural regions,Not concerned at all,0.17178,95,614,0.14192,0.20164
2009,Schleswig-Holstein,Urban regions,Very concerned,0.22672,40,190,0.16702,0.28641
2009,Schleswig-Holstein,Urban regions,Somewhat concerned,0.51978,88,190,0.44855,0.59101
2009,Schleswig-Holstein,Urban regions,Not concerned at all,0.25350,62,190,0.19148,0.31552
2009,Schleswig-Holstein,Rural regions,Very concerned,0.35881,98,313,0.30559,0.41203
2009,Schleswig-Holstein,Rural regions,Somewhat concerned,0.51637,167,313,0.46091,0.57182
2009,Schleswig-Holstein,Rural regions,Not concerned at all,0.12482,48,313,0.08815,0.16150
2009,Hamburg,Urban regions,Very concerned,0.28722,68,265,0.23264,0.34180
2009,Hamburg,Urban regions,Somewhat concerned,0.51369,149,265,0.45340,0.57399
2009,Hamburg,Urban regions,Not concerned at all,0.19909,48,265,0.15092,0.24726
2009,Lower Saxony,Urban regions,Very concerned,0.37531,284,767,0.34102,0.40960
2009,Lower Saxony,Urban regions,Somewhat concerned,0.47880,382,767,0.44342,0.51417
2009,Lower Saxony,Urban regions,Not concerned at all,0.14589,101,767,0.12089,0.17089
2009,Lower Saxony,Rural regions,Very concerned,0.39285,319,858,0.36015,0.42555
2009,Lower Saxony,Rural regions,Somewhat concerned,0.47179,430,858,0.43836,0.50521
2009,Lower Saxony,Rural regions,Not concerned at all,0.13536,109,858,0.11245,0.15826
2009,Bremen,Urban regions,Very concerned,0.36825,43,99,0.27276,0.46375
2009,Bremen,Urban regions,Somewhat concerned,0.52878,56,99,0.42995,0.62761
2009,North Rhine-Westphalia,Urban regions,Very concerned,0.37312,1303,3498,0.35709,0.38915
2009,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.50172,1771,3498,0.48515,0.51829
2009,North Rhine-Westphalia,Urban regions,Not concerned at all,0.12517,424,3498,0.11420,0.13613
2009,North Rhine-Westphalia,Rural regions,Somewhat concerned,0.45603,54,54,0.32194,0.59013
2009,Hesse,Urban regions,Very concerned,0.33784,330,992,0.30839,0.36729
2009,Hesse,Urban regions,Somewhat concerned,0.50824,512,992,0.47711,0.53936
2009,Hesse,Urban regions,Not concerned at all,0.15392,150,992,0.13146,0.17639
2009,Hesse,Rural regions,Very concerned,0.39915,85,204,0.33178,0.46652
2009,Hesse,Rural regions,Somewhat concerned,0.52390,119,204,0.45520,0.59261
2009,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.38599,271,772,0.35163,0.42035
2009,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.46665,388,772,0.43143,0.50186
2009,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.14736,113,772,0.12234,0.17238
