"plh0039","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","2008","(noch) kein Abschluss","maennlich","54","0.286161013752249","0.230358574279323","0.341963453225175"
"Grosse Sorgen","2008","(noch) kein Abschluss","weiblich","104","","",""
"Grosse Sorgen","2008","Hauptschule","maennlich","1304","","",""
"Grosse Sorgen","2008","Hauptschule","weiblich","1544","","",""
"Grosse Sorgen","2008","Realschule","maennlich","711","0.332233877431397","0.312338131575007","0.352129623287787"
"Grosse Sorgen","2008","Realschule","weiblich","1120","","",""
"Grosse Sorgen","2008","(Fach-)Abitur","maennlich","249","","",""
"Grosse Sorgen","2008","(Fach-)Abitur","weiblich","356","0.314480687418832","0.2882432077791","0.340718167058563"
"Grosse Sorgen","2008","AkademikerIn","maennlich","649","0.263788594584917","0.245715633274084","0.281861555895751"
"Grosse Sorgen","2008","AkademikerIn","weiblich","582","0.311083229554669","0.29024549014775","0.331920968961589"
"Einige Sorgen","2008","(noch) kein Abschluss","maennlich","135","","",""
"Einige Sorgen","2008","(noch) kein Abschluss","weiblich","144","","",""
"Einige Sorgen","2008","Hauptschule","maennlich","1552","","",""
"Einige Sorgen","2008","Hauptschule","weiblich","1565","","",""
"Einige Sorgen","2008","Realschule","maennlich","1072","","",""
"Einige Sorgen","2008","Realschule","weiblich","1484","","",""
"Einige Sorgen","2008","(Fach-)Abitur","maennlich","519","0.553239333768638","0.521904395477939","0.584574272059336"
"Einige Sorgen","2008","(Fach-)Abitur","weiblich","687","0.566014627918914","0.53800762409958","0.594021631738248"
"Einige Sorgen","2008","AkademikerIn","maennlich","1205","","",""
"Einige Sorgen","2008","AkademikerIn","weiblich","1059","","",""
"Keine Sorgen","2008","(noch) kein Abschluss","maennlich","63","0.206686796792548","0.156691801808532","0.256681791776563"
"Keine Sorgen","2008","(noch) kein Abschluss","weiblich","42","0.119775196474609","0.0824046594221016","0.157145733527117"
"Keine Sorgen","2008","Hauptschule","maennlich","418","0.128951410786152","0.117471381571552","0.140431440000752"
"Keine Sorgen","2008","Hauptschule","weiblich","384","0.105393526985043","0.0952106197948519","0.115576434175234"
"Keine Sorgen","2008","Realschule","maennlich","370","0.174778071738877","0.158736204131588","0.190819939346166"
"Keine Sorgen","2008","Realschule","weiblich","337","0.110302431981305","0.09898066207336","0.12162420188925"
"Keine Sorgen","2008","(Fach-)Abitur","maennlich","199","","",""
"Keine Sorgen","2008","(Fach-)Abitur","weiblich","160","","",""
"Keine Sorgen","2008","AkademikerIn","maennlich","430","0.210767626333703","0.194041150817124","0.227494101850283"
"Keine Sorgen","2008","AkademikerIn","weiblich","255","","",""
"Grosse Sorgen","2009","(noch) kein Abschluss","maennlich","64","0.301001201801606","0.243209865415064","0.358792538188149"
"Grosse Sorgen","2009","(noch) kein Abschluss","weiblich","74","0.39376076970442","0.331160183041479","0.456361356367361"
"Grosse Sorgen","2009","Hauptschule","maennlich","1154","","",""
"Grosse Sorgen","2009","Hauptschule","weiblich","1379","","",""
"Grosse Sorgen","2009","Realschule","maennlich","636","0.321000552877847","0.30061614191889","0.341384963836804"
"Grosse Sorgen","2009","Realschule","weiblich","1005","","",""
"Grosse Sorgen","2009","(Fach-)Abitur","maennlich","218","","",""
"Grosse Sorgen","2009","(Fach-)Abitur","weiblich","326","0.319265256561767","0.291889238174353","0.34664127494918"
