syear,plh0039,proportion,n,lower_confidence,upper_confidence
2008,2.0,0.5019505851755527,19571,0.494945454157009,0.5089557161940963
2008,1.0,0.35438231469440834,19571,0.34768079509093214,0.36108383429788454
2008,3.0,0.143667100130039,19571,0.13875293732304356,0.14858126293703444
2009,2.0,0.5158464457091843,18254,0.5085965988697414,0.5230962925486271
2009,1.0,0.3389130677379757,18254,0.332046329507283,0.34577980596866836
2009,3.0,0.14524048655284008,18254,0.14012905125875216,0.150351921846928
2010,2.0,0.5085759149655755,24328,0.5022937551394484,0.5148580747917026
2010,1.0,0.3401980915569513,24328,0.33424454727842,0.3461516358354826
2010,3.0,0.15122599347747312,24328,0.14672392468931958,0.15572806226562666
2011,2.0,0.5034937698509651,28898,0.4977290052269864,0.5092585344749437
2011,1.0,0.3385291961886147,28898,0.3330731808452619,0.34398521153196754
2011,3.0,0.15797703396042023,28898,0.15377188752018697,0.1621821804006535
2012,2.0,0.5109998035749361,28166,0.5051618805109932,0.5168377266388791
2012,1.0,0.3110390885877038,28166,0.30563281200119935,0.31644536517420824
2012,3.0,0.17796110783736005,28166,0.17349424911491593,0.18242796655980417
2013,2.0,0.5032791255665156,31177,0.49772904133416557,0.5088292097988655
2013,1.0,0.30941082378032525,31177,0.3042796521132153,0.3145419954474352
2013,3.0,0.18731005065315917,31177,0.18297911336778508,0.19164098793853326
2018,2.0,0.46780191818359756,29779,0.4621347165059865,0.47346911986120865
2018,1.0,0.39643765903307887,29779,0.39088182152871237,0.40199349653744537
2018,3.0,0.13576042278332354,29779,0.13186992938515757,0.1396509161814895
