year,quintil_oecd,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,1st Quintile,Very concerned,0.37143,1084,2948,0.35398,0.38887
2008,1st Quintile,Somewhat concerned,0.46186,1351,2948,0.44386,0.47986
2008,1st Quintile,Not concerned at all,0.16671,513,2948,0.15325,0.18017
2008,2nd Quintile,Very concerned,0.39249,1293,3362,0.37599,0.40900
2008,2nd Quintile,Somewhat concerned,0.44889,1568,3362,0.43207,0.46570
2008,2nd Quintile,Not concerned at all,0.15862,501,3362,0.14627,0.17097
2008,3rd Quintile,Very concerned,0.38459,1441,3799,0.36912,0.40007
2008,3rd Quintile,Somewhat concerned,0.48375,1845,3799,0.46786,0.49965
2008,3rd Quintile,Not concerned at all,0.13165,513,3799,0.12090,0.14240
2008,4th Quintile,Very concerned,0.36450,1351,3864,0.34933,0.37968
2008,4th Quintile,Somewhat concerned,0.51723,2011,3864,0.50147,0.53299
2008,4th Quintile,Not concerned at all,0.11826,502,3864,0.10808,0.12845
2008,5th Quintile,Very concerned,0.31610,1642,5250,0.30352,0.32868
2008,5th Quintile,Somewhat concerned,0.53936,2875,5250,0.52588,0.55285
2008,5th Quintile,Not concerned at all,0.14454,733,5250,0.13502,0.15405
2009,1st Quintile,Very concerned,0.38380,1063,2845,0.36593,0.40168
2009,1st Quintile,Somewhat concerned,0.45624,1330,2845,0.43793,0.47454
2009,1st Quintile,Not concerned at all,0.15996,452,2845,0.14648,0.17343
2009,2nd Quintile,Very concerned,0.39358,1174,3138,0.37648,0.41067
2009,2nd Quintile,Somewhat concerned,0.46243,1505,3138,0.44498,0.47988
2009,2nd Quintile,Not concerned at all,0.14399,459,3138,0.13170,0.15628
2009,3rd Quintile,Very concerned,0.35263,1173,3393,0.33655,0.36871
2009,3rd Quintile,Somewhat concerned,0.50960,1738,3393,0.49278,0.52642
2009,3rd Quintile,Not concerned at all,0.13777,482,3393,0.12617,0.14937
2009,4th Quintile,Very concerned,0.34177,1284,3754,0.32660,0.35695
2009,4th Quintile,Somewhat concerned,0.53556,1975,3754,0.51960,0.55151
2009,4th Quintile,Not concerned at all,0.12267,495,3754,0.11217,0.13316
2009,5th Quintile,Very concerned,0.29772,1377,4787,0.28477,0.31068
2009,5th Quintile,Somewhat concerned,0.55366,2695,4787,0.53958,0.56774
2009,5th Quintile,Not concerned at all,0.14862,715,4787,0.13854,0.15869
2010,1st Quintile,Very concerned,0.38238,923,2555,0.36353,0.40123
2010,1st Quintile,Somewhat concerned,0.45554,1216,2555,0.43623,0.47486
2010,1st Quintile,Not concerned at all,0.16208,416,2555,0.14779,0.17637
2010,2nd Quintile,Very concerned,0.38413,1130,2993,0.36670,0.40155
2010,2nd Quintile,Somewhat concerned,0.45868,1416,2993,0.44083,0.47654
2010,2nd Quintile,Not concerned at all,0.15719,447,2993,0.14415,0.17023
2010,3rd Quintile,Very concerned,0.37172,1123,3194,0.35496,0.38849
2010,3rd Quintile,Somewhat concerned,0.49591,1615,3194,0.47857,0.51326
2010,3rd Quintile,Not concerned at all,0.13236,456,3194,0.12061,0.14412
