year,pgisced97,sampreg,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,No answer / don't know,West,Very concerned,0.37541,86,251,0.31539,0.43544
2008,No answer / don't know,West,Somewhat concerned,0.38522,113,251,0.32489,0.44554
2008,No answer / don't know,West,Not concerned at all,0.23937,52,251,0.18647,0.29226
2008,No answer / don't know,East,Somewhat concerned,0.39131,40,40,0.23813,0.54448
2008,Pre-primary Level,West,Very concerned,0.29523,66,271,0.24082,0.34964
2008,Pre-primary Level,West,Somewhat concerned,0.53162,154,271,0.47210,0.59114
2008,Pre-primary Level,West,Not concerned at all,0.17314,51,271,0.12801,0.21828
2008,Pre-primary Level,East,Somewhat concerned,0.42352,39,39,0.26641,0.58063
2008,Primary Level,West,Very concerned,0.41407,60,163,0.33822,0.48992
2008,Primary Level,West,Somewhat concerned,0.44935,71,163,0.37275,0.52595
2008,Primary Level,West,Not concerned at all,0.13659,32,163,0.08370,0.18947
2008,Lower Secondary Level,West,Very concerned,0.40887,687,1694,0.38545,0.43229
2008,Lower Secondary Level,West,Somewhat concerned,0.45842,774,1694,0.43468,0.48215
2008,Lower Secondary Level,West,Not concerned at all,0.13272,233,1694,0.11655,0.14888
2008,Lower Secondary Level,East,Very concerned,0.36130,97,302,0.30703,0.41557
2008,Lower Secondary Level,East,Somewhat concerned,0.37687,135,302,0.32213,0.43162
2008,Lower Secondary Level,East,Not concerned at all,0.26183,70,302,0.21216,0.31149
2008,Upper Secondary Level,West,Very concerned,0.39807,2816,7194,0.38676,0.40938
2008,Upper Secondary Level,West,Somewhat concerned,0.48408,3534,7194,0.47253,0.49563
2008,Upper Secondary Level,West,Not concerned at all,0.11785,844,7194,0.11040,0.12530
2008,Upper Secondary Level,East,Very concerned,0.34524,864,2490,0.32656,0.36392
2008,Upper Secondary Level,East,Somewhat concerned,0.49326,1217,2490,0.47362,0.51290
2008,Upper Secondary Level,East,Not concerned at all,0.16150,409,2490,0.14705,0.17596
2008,Post-secondary Non-tertiary Level,West,Very concerned,0.32305,298,925,0.29290,0.35320
2008,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.55364,499,925,0.52159,0.58569
2008,Post-secondary Non-tertiary Level,West,Not concerned at all,0.12331,128,925,0.10211,0.14451
2008,Post-secondary Non-tertiary Level,East,Very concerned,0.23944,40,165,0.17412,0.30475
2008,Post-secondary Non-tertiary Level,East,Somewhat concerned,0.55652,89,165,0.48049,0.63256
2008,Post-secondary Non-tertiary Level,East,Not concerned at all,0.20404,36,165,0.14236,0.26572
2008,First Stage of Tertiary Education,West,Very concerned,0.38040,367,1034,0.35080,0.41001
2008,First Stage of Tertiary Education,West,Somewhat concerned,0.50110,544,1034,0.47061,0.53159
2008,First Stage of Tertiary Education,West,Not concerned at all,0.11850,123,1034,0.09879,0.13821
2008,First Stage of Tertiary Education,East,Very concerned,0.40714,154,373,0.35722,0.45707
2008,First Stage of Tertiary Education,East,Somewhat concerned,0.44155,169,373,0.39109,0.49202
2008,First Stage of Tertiary Education,East,Not concerned at all,0.15130,50,373,0.11489,0.18772
2008,Second Stage of Tertiary Education,West,Very concerned,0.27059,840,2940,0.25453,0.28666
2008,Second Stage of Tertiary Education,West,Somewhat concerned,0.53801,1607,2940,0.51998,0.55603
2008,Second Stage of Tertiary Education,West,Not concerned at all,0.19140,493,2940,0.17717,0.20562
2008,Second Stage of Tertiary Education,East,Very concerned,0.33141,391,1240,0.30520,0.35762
2008,Second Stage of Tertiary Education,East,Somewhat concerned,0.50452,657,1240,0.47668,0.53236
2008,Second Stage of Tertiary Education,East,Not concerned at all,0.16407,192,1240,0.14345,0.18469
2009,No answer / don't know,West,Very concerned,0.35890,79,240,0.29808,0.41971
2009,No answer / don't know,West,Somewhat concerned,0.45280,121,240,0.38969,0.51590
2009,No answer / don't know,West,Not concerned at all,0.18831,40,240,0.13874,0.23787
2009,No answer / don't know,East,Somewhat concerned,0.54216,48,48,0.39972,0.68460
2009,Pre-primary Level,West,Very concerned,0.24688,58,254,0.19374,0.30001
2009,Pre-primary Level,West,Somewhat concerned,0.52053,139,254,0.45897,0.58209
2009,Pre-primary Level,West,Not concerned at all,0.23259,57,254,0.18053,0.28465
2009,Primary Level,West,Very concerned,0.44453,62,123,0.35635,0.53270
2009,Primary Level,West,Somewhat concerned,0.38544,61,123,0.29907,0.47180
2009,Lower Secondary Level,West,Very concerned,0.38448,571,1510,0.35994,0.40903
2009,Lower Secondary Level,West,Somewhat concerned,0.46990,722,1510,0.44472,0.49509
2009,Lower Secondary Level,West,Not concerned at all,0.14561,217,1510,0.12782,0.16341
2009,Lower Secondary Level,East,Very concerned,0.37370,89,260,0.31478,0.43262
2009,Lower Secondary Level,East,Somewhat concerned,0.41642,115,260,0.35638,0.47645
2009,Lower Secondary Level,East,Not concerned at all,0.20988,56,260,0.16029,0.25948
2009,Upper Secondary Level,West,Very concerned,0.38090,2501,6636,0.36922,0.39259
2009,Upper Secondary Level,West,Somewhat concerned,0.50222,3329,6636,0.49019,0.51425
2009,Upper Secondary Level,West,Not concerned at all,0.11688,806,6636,0.10915,0.12461
2009,Upper Secondary Level,East,Very concerned,0.36419,821,2384,0.34487,0.38351
2009,Upper Secondary Level,East,Somewhat concerned,0.47042,1167,2384,0.45038,0.49046
2009,Upper Secondary Level,East,Not concerned at all,0.16539,396,2384,0.15047,0.18031
2009,Post-secondary Non-tertiary Level,West,Very concerned,0.32005,255,844,0.28856,0.35154
2009,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.55168,473,844,0.51811,0.58525
2009,Post-secondary Non-tertiary Level,West,Not concerned at all,0.12827,116,844,0.10570,0.15085
2009,Post-secondary Non-tertiary Level,East,Very concerned,0.27489,42,126,0.19662,0.35316
2009,Post-secondary Non-tertiary Level,East,Somewhat concerned,0.51096,84,126,0.42332,0.59859
2009,First Stage of Tertiary Education,West,Very concerned,0.36974,324,950,0.33902,0.40045
2009,First Stage of Tertiary Education,West,Somewhat concerned,0.50562,507,950,0.47381,0.53743
2009,First Stage of Tertiary Education,West,Not concerned at all,0.12464,119,950,0.10362,0.14566
2009,First Stage of Tertiary Education,East,Very concerned,0.39387,151,372,0.34415,0.44359
2009,First Stage of Tertiary Education,East,Somewhat concerned,0.46009,171,372,0.40937,0.51080
2009,First Stage of Tertiary Education,East,Not concerned at all,0.14604,50,372,0.11011,0.18198
2009,Second Stage of Tertiary Education,West,Very concerned,0.26469,714,2817,0.24839,0.28098
2009,Second Stage of Tertiary Education,West,Somewhat concerned,0.55559,1612,2817,0.53724,0.57395
2009,Second Stage of Tertiary Education,West,Not concerned at all,0.17972,491,2817,0.16554,0.19390
2009,Second Stage of Tertiary Education,East,Very concerned,0.30221,373,1204,0.27626,0.32816
2009,Second Stage of Tertiary Education,East,Somewhat concerned,0.55717,657,1204,0.52910,0.58524
2009,Second Stage of Tertiary Education,East,Not concerned at all,0.14062,174,1204,0.12098,0.16026
2010,No answer / don't know,West,Very concerned,0.27356,53,228,0.21557,0.33156
2010,No answer / don't know,West,Somewhat concerned,0.55216,137,228,0.48747,0.61685
2010,No answer / don't know,West,Not concerned at all,0.17428,38,228,0.12493,0.22363
2010,No answer / don't know,East,Somewhat concerned,0.39635,37,37,0.23657,0.55614
2010,Pre-primary Level,West,Very concerned,0.20090,53,241,0.15021,0.25159
2010,Pre-primary Level,West,Somewhat concerned,0.55649,128,241,0.49364,0.61935
2010,Pre-primary Level,West,Not concerned at all,0.24261,60,241,0.18838,0.29684
2010,Primary Level,West,Very concerned,0.40003,44,107,0.30677,0.49330
2010,Primary Level,West,Somewhat concerned,0.52254,63,107,0.42745,0.61763
2010,Lower Secondary Level,West,Very concerned,0.40689,525,1382,0.38098,0.43280
