year,regtyp,sex,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Urban regions,male,Very concerned,0.32791,1976,5993,0.31602,0.33979
2008,Urban regions,male,Somewhat concerned,0.49614,2987,5993,0.48348,0.50879
2008,Urban regions,male,Not concerned at all,0.17596,1030,5993,0.16632,0.18560
2008,Urban regions,female,Very concerned,0.40061,2521,6652,0.38884,0.41239
2008,Urban regions,female,Somewhat concerned,0.48664,3345,6652,0.47463,0.49865
2008,Urban regions,female,Not concerned at all,0.11275,786,6652,0.10515,0.12035
2008,Rural regions,male,Very concerned,0.34310,1059,3172,0.32658,0.35963
2008,Rural regions,male,Somewhat concerned,0.49848,1609,3172,0.48108,0.51588
2008,Rural regions,male,Not concerned at all,0.15841,504,3172,0.14571,0.17112
2008,Rural regions,female,Very concerned,0.38470,1257,3408,0.36836,0.40104
2008,Rural regions,female,Somewhat concerned,0.48603,1709,3408,0.46925,0.50282
2008,Rural regions,female,Not concerned at all,0.12927,442,3408,0.11800,0.14053
2009,Urban regions,male,Very concerned,0.31960,1727,5532,0.30731,0.33189
2009,Urban regions,male,Somewhat concerned,0.50301,2833,5532,0.48983,0.51619
2009,Urban regions,male,Not concerned at all,0.17739,972,5532,0.16732,0.18746
2009,Urban regions,female,Very concerned,0.38896,2228,6126,0.37675,0.40117
2009,Urban regions,female,Somewhat concerned,0.50236,3173,6126,0.48984,0.51488
2009,Urban regions,female,Not concerned at all,0.10868,725,6126,0.10089,0.11647
2009,Rural regions,male,Very concerned,0.32505,956,3032,0.30838,0.34173
2009,Rural regions,male,Somewhat concerned,0.50836,1563,3032,0.49056,0.52616
2009,Rural regions,male,Not concerned at all,0.16659,513,3032,0.15333,0.17986
2009,Rural regions,female,Very concerned,0.36944,1163,3232,0.35279,0.38608
2009,Rural regions,female,Somewhat concerned,0.51096,1676,3232,0.49373,0.52820
2009,Rural regions,female,Not concerned at all,0.11960,393,3232,0.10841,0.13079
2010,Urban regions,male,Very concerned,0.31581,1585,5153,0.30312,0.32851
2010,Urban regions,male,Somewhat concerned,0.48410,2591,5153,0.47045,0.49775
2010,Urban regions,male,Not concerned at all,0.20009,977,5153,0.18916,0.21101
2010,Urban regions,female,Very concerned,0.38602,2059,5712,0.37340,0.39865
2010,Urban regions,female,Somewhat concerned,0.49358,2939,5712,0.48062,0.50655
2010,Urban regions,female,Not concerned at all,0.12039,714,5712,0.11195,0.12883
2010,Rural regions,male,Very concerned,0.33572,896,2748,0.31806,0.35338
2010,Rural regions,male,Somewhat concerned,0.50687,1397,2748,0.48817,0.52556
2010,Rural regions,male,Not concerned at all,0.15741,455,2748,0.14379,0.17103
2010,Rural regions,female,Very concerned,0.38790,1093,2945,0.37030,0.40551
2010,Rural regions,female,Somewhat concerned,0.48789,1494,2945,0.46983,0.50595
2010,Rural regions,female,Not concerned at all,0.12421,358,2945,0.11229,0.13612
2011,Urban regions,male,Very concerned,0.30646,1924,6212,0.29500,0.31793
2011,Urban regions,male,Somewhat concerned,0.50357,3127,6212,0.49114,0.51601
2011,Urban regions,male,Not concerned at all,0.18997,1161,6212,0.18021,0.19972
2011,Urban regions,female,Very concerned,0.37330,2535,7043,0.36201,0.38460
2011,Urban regions,female,Somewhat concerned,0.49498,3570,7043,0.48331,0.50666
2011,Urban regions,female,Not concerned at all,0.13171,938,7043,0.12381,0.13961
2011,Rural regions,male,Very concerned,0.33276,1077,3457,0.31705,0.34847
2011,Rural regions,male,Somewhat concerned,0.49051,1718,3457,0.47384,0.50718
2011,Rural regions,male,Not concerned at all,0.17673,662,3457,0.16401,0.18945
2011,Rural regions,female,Very concerned,0.37278,1392,3753,0.35731,0.38825
2011,Rural regions,female,Somewhat concerned,0.51092,1889,3753,0.49492,0.52691
