"plh0039","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","2008","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","50","0.384164382249701","0.308797760328364","0.459531004171038"
"Grosse Sorgen","2008","(noch) kein Abschluss","2","46","0.336815796587357","0.258805514730947","0.414826078443768"
"Grosse Sorgen","2008","(noch) kein Abschluss","3","29","","",""
"Grosse Sorgen","2008","(noch) kein Abschluss","4","17","","",""
"Grosse Sorgen","2008","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","16","","",""
"Grosse Sorgen","2008","Hauptschule","1 Einkommensschwächstes Quintil","631","0.423352031089292","0.398698942564889","0.448005119613695"
"Grosse Sorgen","2008","Hauptschule","2","846","0.446323456977905","0.423976934378898","0.468669979576913"
"Grosse Sorgen","2008","Hauptschule","3","610","0.40118603509348","0.376265489290142","0.426106580896818"
"Grosse Sorgen","2008","Hauptschule","4","532","0.449678447159834","0.422372811201622","0.476984083118045"
"Grosse Sorgen","2008","Hauptschule","5 Einkommensstärkstes Quintil","229","0.375399680682614","0.335365772975344","0.415433588389885"
"Grosse Sorgen","2008","Realschule","1 Einkommensschwächstes Quintil","289","0.353403857020421","0.320883055399299","0.385924658641542"
"Grosse Sorgen","2008","Realschule","2","423","0.419548620501173","0.390198678257718","0.448898562744628"
"Grosse Sorgen","2008","Realschule","3","353","0.302423665732018","0.274734214211502","0.330113117252533"
"Grosse Sorgen","2008","Realschule","4","439","0.384048247382381","0.356733908814935","0.411362585949827"
"Grosse Sorgen","2008","Realschule","5 Einkommensstärkstes Quintil","327","0.358127832609723","0.326856418173654","0.389399247045792"
"Grosse Sorgen","2008","(Fach-)Abitur","1 Einkommensschwächstes Quintil","92","0.248776583812454","0.204667888071905","0.292885279553003"
"Grosse Sorgen","2008","(Fach-)Abitur","2","120","0.346935137058068","0.298368591925051","0.395501682191085"
"Grosse Sorgen","2008","(Fach-)Abitur","3","111","0.278451505079425","0.235836634543308","0.321066375615542"
"Grosse Sorgen","2008","(Fach-)Abitur","4","147","0.282090346942095","0.243110321389341","0.321070372494849"
"Grosse Sorgen","2008","(Fach-)Abitur","5 Einkommensstärkstes Quintil","135","0.261549348779828","0.22283401106466","0.300264686494996"
"Grosse Sorgen","2008","AkademikerIn","1 Einkommensschwächstes Quintil","76","0.329381946354853","0.270289431859426","0.38847446085028"
"Grosse Sorgen","2008","AkademikerIn","2","137","0.299604339820729","0.256307157301547","0.342901522339912"
"Grosse Sorgen","2008","AkademikerIn","3","202","0.332620388708559","0.294858092048469","0.37038268536865"
"Grosse Sorgen","2008","AkademikerIn","4","282","0.288296646445497","0.258994728232624","0.317598564658369"
"Grosse Sorgen","2008","AkademikerIn","5 Einkommensstärkstes Quintil","534","0.252802368165717","0.233711715623676","0.271893020707759"
