year,migback,sampreg,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,No migration background,West,Very concerned,0.36788,4257,11939,0.35923,0.37653
2008,No migration background,West,Somewhat concerned,0.49730,6074,11939,0.48833,0.50627
2008,No migration background,West,Not concerned at all,0.13482,1608,11939,0.12869,0.14094
2008,No migration background,East,Very concerned,0.34325,1551,4633,0.32958,0.35693
2008,No migration background,East,Somewhat concerned,0.47925,2295,4633,0.46487,0.49364
2008,No migration background,East,Not concerned at all,0.17749,787,4633,0.16649,0.18850
2008,Direct migration background,West,Very concerned,0.39364,716,1813,0.37114,0.41613
2008,Direct migration background,West,Somewhat concerned,0.47542,862,1813,0.45243,0.49842
2008,Direct migration background,West,Not concerned at all,0.13094,235,1813,0.11541,0.14647
2008,Direct migration background,East,Somewhat concerned,0.56204,39,39,0.40429,0.71979
2008,Indirect migration background,West,Very concerned,0.33991,247,720,0.30529,0.37454
2008,Indirect migration background,West,Somewhat concerned,0.49322,360,720,0.45667,0.52976
2008,Indirect migration background,West,Not concerned at all,0.16687,113,720,0.13962,0.19413
2009,No migration background,West,Very concerned,0.35127,3768,11155,0.34241,0.36013
2009,No migration background,West,Somewhat concerned,0.51395,5844,11155,0.50468,0.52323
2009,No migration background,West,Not concerned at all,0.13478,1543,11155,0.12844,0.14112
2009,No migration background,East,Very concerned,0.34535,1470,4410,0.33131,0.35938
2009,No migration background,East,Somewhat concerned,0.49004,2228,4410,0.47528,0.50479
2009,No migration background,East,Not concerned at all,0.16462,712,4410,0.15367,0.17556
2009,Direct migration background,West,Very concerned,0.39147,580,1579,0.36739,0.41555
2009,Direct migration background,West,Somewhat concerned,0.47863,779,1579,0.45398,0.50327
2009,Direct migration background,West,Not concerned at all,0.12991,220,1579,0.11332,0.14649
2009,Direct migration background,East,Very concerned,0.44036,32,63,0.31679,0.56393
2009,Direct migration background,East,Somewhat concerned,0.45407,31,63,0.33014,0.57801
2009,Indirect migration background,West,Very concerned,0.30468,216,664,0.26965,0.33972
2009,Indirect migration background,West,Somewhat concerned,0.51100,341,664,0.47295,0.54905
2009,Indirect migration background,West,Not concerned at all,0.18432,107,664,0.15480,0.21383
2010,No migration background,West,Very concerned,0.35471,3504,10440,0.34553,0.36388
2010,No migration background,West,Somewhat concerned,0.49552,5389,10440,0.48593,0.50511
2010,No migration background,West,Not concerned at all,0.14977,1547,10440,0.14293,0.15662
2010,No migration background,East,Very concerned,0.36644,1416,4009,0.35152,0.38135
2010,No migration background,East,Somewhat concerned,0.45933,1938,4009,0.44390,0.47476
2010,No migration background,East,Not concerned at all,0.17423,655,4009,0.16249,0.18598
2010,Direct migration background,West,Very concerned,0.36113,506,1396,0.33592,0.38633
2010,Direct migration background,West,Somewhat concerned,0.49985,703,1396,0.47361,0.52609
2010,Direct migration background,West,Not concerned at all,0.13902,187,1396,0.12087,0.15718
2010,Indirect migration background,West,Very concerned,0.28223,169,615,0.24663,0.31783
2010,Indirect migration background,West,Somewhat concerned,0.54562,344,615,0.50624,0.58500
2010,Indirect migration background,West,Not concerned at all,0.17215,102,615,0.14229,0.20201
2011,No migration background,West,Very concerned,0.34240,4364,12998,0.33425,0.35056
2011,No migration background,West,Somewhat concerned,0.50718,6661,12998,0.49859,0.51578
2011,No migration background,West,Not concerned at all,0.15041,1973,12998,0.14427,0.15656
2011,No migration background,East,Very concerned,0.35554,1574,4699,0.34185,0.36922
2011,No migration background,East,Somewhat concerned,0.46165,2274,4699,0.44739,0.47591
2011,No migration background,East,Not concerned at all,0.18281,851,4699,0.17176,0.19387
2011,Direct migration background,West,Very concerned,0.35636,710,1885,0.33473,0.37798
2011,Direct migration background,West,Somewhat concerned,0.50604,912,1885,0.48347,0.52862
2011,Direct migration background,West,Not concerned at all,0.13760,263,1885,0.12205,0.15316
2011,Direct migration background,East,Very concerned,0.34839,35,81,0.24398,0.45280
2011,Direct migration background,East,Somewhat concerned,0.54110,46,81,0.43190,0.65030
