"plh0039","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","2008","(noch) kein Abschluss","Städtischer Raum","110","0.352584241563546","0.304419939305407","0.400748543821686"
"Grosse Sorgen","2008","(noch) kein Abschluss","Ländlicher Raum","48","0.333852416403198","0.261677106482806","0.40602772632359"
"Grosse Sorgen","2008","Hauptschule","Städtischer Raum","1863","0.438022858462106","0.423207302383377","0.452838414540835"
"Grosse Sorgen","2008","Hauptschule","Ländlicher Raum","985","0.406690788976297","0.387275603661541","0.426105974291054"
"Grosse Sorgen","2008","Realschule","Städtischer Raum","1105","0.371389170348021","0.35404714492149","0.388731195774552"
"Grosse Sorgen","2008","Realschule","Ländlicher Raum","726","0.357202089549403","0.336766114789266","0.37763806430954"
"Grosse Sorgen","2008","(Fach-)Abitur","Städtischer Raum","462","0.280356096108484","0.258563857714405","0.302148334502563"
"Grosse Sorgen","2008","(Fach-)Abitur","Ländlicher Raum","143","0.290395087278976","0.252036739496688","0.328753435061263"
"Grosse Sorgen","2008","AkademikerIn","Städtischer Raum","836","0.273016527982798","0.256964409866486","0.28906864609911"
"Grosse Sorgen","2008","AkademikerIn","Ländlicher Raum","395","0.31809005536377","0.291966708504203","0.344213402223338"
"Einige Sorgen","2008","(noch) kein Abschluss","Städtischer Raum","198","0.496994080999687","0.4465901571087","0.547398004890674"
"Einige Sorgen","2008","(noch) kein Abschluss","Ländlicher Raum","81","0.475230533530624","0.398800752729329","0.551660314331919"
"Einige Sorgen","2008","Hauptschule","Städtischer Raum","1945","0.449697514355059","0.434842563324933","0.464552465385184"
"Einige Sorgen","2008","Hauptschule","Ländlicher Raum","1172","0.467780165907169","0.448058878783434","0.487501453030904"
"Einige Sorgen","2008","Realschule","Städtischer Raum","1482","0.494139249867539","0.476194622715988","0.512083877019091"
"Einige Sorgen","2008","Realschule","Ländlicher Raum","1074","0.497107728076154","0.475783963830141","0.518431492322168"
"Einige Sorgen","2008","(Fach-)Abitur","Städtischer Raum","903","0.557199231947371","0.53310031909771","0.581298144797031"
"Einige Sorgen","2008","(Fach-)Abitur","Ländlicher Raum","303","0.56909930144018","0.527254686235446","0.610943916644915"
"Einige Sorgen","2008","AkademikerIn","Städtischer Raum","1619","0.535235367764948","0.517264686313542","0.553206049216353"
"Einige Sorgen","2008","AkademikerIn","Ländlicher Raum","645","0.515545833237933","0.487514080904723","0.543577585571143"
"Keine Sorgen","2008","(noch) kein Abschluss","Städtischer Raum","70","0.150421677436767","0.114383807285761","0.186459547587772"
"Keine Sorgen","2008","(noch) kein Abschluss","Ländlicher Raum","35","0.190917050066178","0.130765745711548","0.251068354420808"
"Keine Sorgen","2008","Hauptschule","Städtischer Raum","500","0.112279627182836","0.102852077753893","0.121707176611779"
"Keine Sorgen","2008","Hauptschule","Ländlicher Raum","302","0.125529045116534","0.112433799942854","0.138624290290214"
"Keine Sorgen","2008","Realschule","Städtischer Raum","395","0.134471579784439","0.122226822206234","0.146716337362645"
"Keine Sorgen","2008","Realschule","Ländlicher Raum","312","0.145690182374443","0.130644081256392","0.160736283492493"
"Keine Sorgen","2008","(Fach-)Abitur","Städtischer Raum","267","0.162444671944145","0.144549020911892","0.180340322976398"
"Keine Sorgen","2008","(Fach-)Abitur","Ländlicher Raum","92","0.140505611280844","0.111140928718505","0.169870293843182"
"Keine Sorgen","2008","AkademikerIn","Städtischer Raum","504","0.191748104252254","0.177563588502194","0.205932620002314"
"Keine Sorgen","2008","AkademikerIn","Ländlicher Raum","181","0.166364111398297","0.145475561934071","0.187252660862523"
"Grosse Sorgen","2009","(noch) kein Abschluss","Städtischer Raum","97","0.341094945453215","0.290850957888914","0.391338933017517"
"Grosse Sorgen","2009","(noch) kein Abschluss","Ländlicher Raum","41","0.361531796687798","0.280185351647357","0.44287824172824"
"Grosse Sorgen","2009","Hauptschule","Städtischer Raum","1644","0.432353277018253","0.416805287737463","0.447901266299044"
"Grosse Sorgen","2009","Hauptschule","Ländlicher Raum","889","0.388926425522608","0.368858484837534","0.408994366207682"
"Grosse Sorgen","2009","Realschule","Städtischer Raum","965","0.355471621777533","0.337617504736558","0.373325738818508"
"Grosse Sorgen","2009","Realschule","Ländlicher Raum","676","0.346555201742176","0.325859326732797","0.367251076751555"
"Grosse Sorgen","2009","(Fach-)Abitur","Städtischer Raum","419","0.287531551960016","0.264487992626735","0.310575111293297"
"Grosse Sorgen","2009","(Fach-)Abitur","Ländlicher Raum","125","0.260131717481438","0.222388556344372","0.297874878618504"
"Grosse Sorgen","2009","AkademikerIn","Städtischer Raum","718","0.262882049832439","0.246588787641296","0.279175312023581"
"Grosse Sorgen","2009","AkademikerIn","Ländlicher Raum","369","0.302414257954547","0.276609325230576","0.328219190678519"
"Einige Sorgen","2009","(noch) kein Abschluss","Städtischer Raum","179","0.476102852848111","0.42317205422972","0.529033651466503"
"Einige Sorgen","2009","(noch) kein Abschluss","Ländlicher Raum","62","0.383924029381503","0.301579363010145","0.46626869575286"
"Einige Sorgen","2009","Hauptschule","Städtischer Raum","1788","0.455112028018349","0.439483122890416","0.470740933146283"
"Einige Sorgen","2009","Hauptschule","Ländlicher Raum","1099","0.489358894187921","0.468781330241709","0.509936458134133"
"Einige Sorgen","2009","Realschule","Städtischer Raum","1439","0.512742704110339","0.494098501761076","0.531386906459603"
"Einige Sorgen","2009","Realschule","Ländlicher Raum","1056","0.51842839390907","0.496697982163996","0.540158805654143"
"Einige Sorgen","2009","(Fach-)Abitur","Städtischer Raum","814","0.54374881890909","0.518390225911978","0.569107411906202"
"Einige Sorgen","2009","(Fach-)Abitur","Ländlicher Raum","291","0.534552552076904","0.491638952705473","0.577466151448334"
"Einige Sorgen","2009","AkademikerIn","Städtischer Raum","1598","0.557950696122691","0.539568713392421","0.576332678852962"
"Einige Sorgen","2009","AkademikerIn","Ländlicher Raum","671","0.550469156119123","0.522521264881175","0.578417047357071"
