year,age_gr,sex,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,17-29 y.,male,Very concerned,0.23390,354,1507,0.21252,0.25528
2008,17-29 y.,male,Somewhat concerned,0.51289,774,1507,0.48765,0.53814
2008,17-29 y.,male,Not concerned at all,0.25320,379,1507,0.23124,0.27516
2008,17-29 y.,female,Very concerned,0.33258,478,1641,0.30978,0.35539
2008,17-29 y.,female,Somewhat concerned,0.50513,891,1641,0.48093,0.52933
2008,17-29 y.,female,Not concerned at all,0.16228,272,1641,0.14444,0.18013
2008,30-45 y.,male,Very concerned,0.28377,685,2452,0.26592,0.30162
2008,30-45 y.,male,Somewhat concerned,0.53077,1323,2452,0.51101,0.55053
2008,30-45 y.,male,Not concerned at all,0.18546,444,2452,0.17007,0.20085
2008,30-45 y.,female,Very concerned,0.33433,884,2696,0.31651,0.35214
2008,30-45 y.,female,Somewhat concerned,0.54491,1469,2696,0.52611,0.56372
2008,30-45 y.,female,Not concerned at all,0.12076,343,2696,0.10846,0.13306
2008,46-65 y.,male,Very concerned,0.34847,1079,3182,0.33191,0.36503
2008,46-65 y.,male,Somewhat concerned,0.49604,1603,3182,0.47866,0.51341
2008,46-65 y.,male,Not concerned at all,0.15549,500,3182,0.14290,0.16808
2008,46-65 y.,female,Very concerned,0.41614,1359,3481,0.39976,0.43252
2008,46-65 y.,female,Somewhat concerned,0.47299,1727,3481,0.45640,0.48958
2008,46-65 y.,female,Not concerned at all,0.11087,395,3481,0.10044,0.12130
2008,66 and older,male,Very concerned,0.46050,917,2024,0.43878,0.48222
2008,66 and older,male,Somewhat concerned,0.43740,896,2024,0.41578,0.45902
2008,66 and older,male,Not concerned at all,0.10210,211,2024,0.08891,0.11530
2008,66 and older,female,Very concerned,0.47267,1057,2242,0.45200,0.49334
2008,66 and older,female,Somewhat concerned,0.43130,967,2242,0.41079,0.45180
2008,66 and older,female,Not concerned at all,0.09603,218,2242,0.08383,0.10823
2009,17-29 y.,male,Very concerned,0.22487,317,1391,0.20293,0.24682
2009,17-29 y.,male,Somewhat concerned,0.50433,703,1391,0.47804,0.53061
2009,17-29 y.,male,Not concerned at all,0.27080,371,1391,0.24744,0.29416
2009,17-29 y.,female,Very concerned,0.29995,378,1444,0.27630,0.32359
2009,17-29 y.,female,Somewhat concerned,0.53927,819,1444,0.51355,0.56499
2009,17-29 y.,female,Not concerned at all,0.16078,247,1444,0.14183,0.17974
2009,30-45 y.,male,Very concerned,0.28010,587,2197,0.26131,0.29888
2009,30-45 y.,male,Somewhat concerned,0.53022,1177,2197,0.50934,0.55109
2009,30-45 y.,male,Not concerned at all,0.18969,433,2197,0.17329,0.20609
2009,30-45 y.,female,Very concerned,0.31730,774,2456,0.29889,0.33571
2009,30-45 y.,female,Somewhat concerned,0.55618,1347,2456,0.53652,0.57583
2009,30-45 y.,female,Not concerned at all,0.12653,335,2456,0.11337,0.13968
