year,pgisced97,plh0039,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,No answer / don't know,Very concerned,0.34418,101,333,0.29308,0.39529
2008,No answer / don't know,Somewhat concerned,0.38635,153,333,0.33398,0.43873
2008,No answer / don't know,Not concerned at all,0.26946,79,333,0.22174,0.31719
2008,Pre-primary Level,Very concerned,0.31280,92,353,0.26436,0.36123
2008,Pre-primary Level,Somewhat concerned,0.50951,193,353,0.45729,0.56174
2008,Pre-primary Level,Not concerned at all,0.17769,68,353,0.13776,0.21762
2008,Primary Level,Very concerned,0.39602,66,182,0.32477,0.46727
2008,Primary Level,Somewhat concerned,0.44950,79,182,0.37703,0.52197
2008,Primary Level,Not concerned at all,0.15447,37,182,0.10182,0.20713
2008,Lower Secondary Level,Very concerned,0.40353,784,1996,0.38200,0.42506
2008,Lower Secondary Level,Somewhat concerned,0.44926,909,1996,0.42744,0.47109
2008,Lower Secondary Level,Not concerned at all,0.14721,303,1996,0.13166,0.16275
2008,Upper Secondary Level,Very concerned,0.38765,3680,9684,0.37795,0.39736
2008,Upper Secondary Level,Somewhat concerned,0.48589,4751,9684,0.47593,0.49585
2008,Upper Secondary Level,Not concerned at all,0.12646,1253,9684,0.11984,0.13308
2008,Post-secondary Non-tertiary Level,Very concerned,0.31406,338,1090,0.28649,0.34162
2008,Post-secondary Non-tertiary Level,Somewhat concerned,0.55395,588,1090,0.52443,0.58347
2008,Post-secondary Non-tertiary Level,Not concerned at all,0.13200,164,1090,0.11189,0.15210
2008,First Stage of Tertiary Education,Very concerned,0.38599,521,1407,0.36054,0.41144
2008,First Stage of Tertiary Education,Somewhat concerned,0.48866,713,1407,0.46253,0.51479
2008,First Stage of Tertiary Education,Not concerned at all,0.12535,173,1407,0.10805,0.14266
2008,Second Stage of Tertiary Education,Very concerned,0.28452,1231,4180,0.27084,0.29820
2008,Second Stage of Tertiary Education,Somewhat concerned,0.53034,2264,4180,0.51521,0.54547
2008,Second Stage of Tertiary Education,Not concerned at all,0.18514,685,4180,0.17337,0.19692
2009,No answer / don't know,Very concerned,0.32566,96,324,0.27456,0.37677
2009,No answer / don't know,Somewhat concerned,0.46758,169,324,0.41316,0.52199
